Chrom	Start	End	Name	Score	Strand	Conc	Conc_NEUROD1_Foxg1KD	Conc_NEUROD1_Control	Fold	p.value	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr1	183531427	183531820	DiffBind	0	.	5	5.76	3.28	2.47	0.00163	0.0295	Distal Intergenic	1	183418503	183437053	18551	1	ENSMUST00000065900	112925	ENSMUSG00000053461	ENSMUSG00000053461
chr15	66775996	66776675	DiffBind	0	.	6.42	5.62	6.94	-1.32	0.000366	0.0113	Intron (ENSMUST00000065916/ENSMUSG00000053469, intron 41 of 47)	15	66798750	66850721	51972	1	ENSMUST00000166403	-22075	ENSMUSG00000053469	ENSMUSG00000053469
chr19	30959712	30960233	DiffBind	0	.	5.87	4.66	6.52	-1.86	1.3e-05	0.00116	Intron (ENSMUST00000073581/ENSMUSG00000052920, intron 4 of 17)	19	31082841	31086590	3750	1	ENSMUST00000066039	-122608	ENSMUSG00000053536	ENSMUSG00000053536
chr8	64347823	64348229	DiffBind	0	.	5.7	3.9	6.48	-2.58	1.92e-07	6.15e-05	Distal Intergenic	8	64014770	64205993	191224	2	ENSMUST00000066166	-141831	ENSMUSG00000053626	ENSMUSG00000053626
chr1	42005954	42006775	DiffBind	0	.	5.57	4.49	6.18	-1.69	0.0014	0.0267	Distal Intergenic	1	42229726	42231108	1383	1	ENSMUST00000066196	-222951	ENSMUSG00000053640	ENSMUSG00000053640
chr8	106003393	106003841	DiffBind	0	.	5.57	3.92	6.32	-2.4	0.000188	0.00747	Intron (ENSMUST00000142898/ENSMUSG00000031901, intron 2 of 2)	8	105984945	105996423	11479	2	ENSMUST00000081998	-6971	ENSMUSG00000053687	ENSMUSG00000053687
chr2	17413842	17414282	DiffBind	0	.	6.12	5.43	6.58	-1.15	0.00368	0.0489	Intron (ENSMUST00000028080/ENSMUSG00000053702, intron 4 of 6)	2	17376894	17391008	14115	2	ENSMUST00000177966	-22835	ENSMUSG00000053702	ENSMUSG00000053702
chr5	120834030	120834560	DiffBind	0	.	5.92	4.68	6.57	-1.89	5.23e-05	0.00311	Distal Intergenic	5	120847367	120857986	10620	1	ENSMUST00000057814	-12807	ENSMUSG00000053765	ENSMUSG00000053765
chr6	32738992	32739814	DiffBind	0	.	5.95	5	6.52	-1.52	0.00164	0.0297	Distal Intergenic	6	32792654	32803992	11339	2	ENSMUST00000129654	64178	ENSMUSG00000053768	ENSMUSG00000053768
chr3	126602573	126603345	DiffBind	0	.	6.95	6.35	7.37	-1.02	0.0024	0.0377	Intron (ENSMUST00000143383/ENSMUSG00000053819, intron 2 of 2)	3	126597440	126842865	245426	1	ENSMUST00000106399	5134	ENSMUSG00000053819	ENSMUSG00000053819
chr10	106590968	106591498	DiffBind	0	.	5.8	4.35	6.51	-2.16	5.92e-07	0.000134	Intron (ENSMUST00000029404/ENSMUSG00000053825, intron 3 of 31)	10	106470346	106777999	307654	1	ENSMUST00000169303	120623	ENSMUSG00000053825	ENSMUSG00000053825
chr10	72221016	72221493	DiffBind	0	.	6.27	5.41	6.8	-1.39	0.000309	0.0102	Distal Intergenic	10	72309225	72311848	2624	1	ENSMUST00000061324	-87732	ENSMUSG00000053830	ENSMUSG00000053830
chr7	28827246	28827661	DiffBind	0	.	5.57	4.65	6.13	-1.48	0.000941	0.0209	Promoter (1-2kb)	7	28826204	28832247	6044	1	ENSMUST00000132376	1043	ENSMUSG00000053898	ENSMUSG00000053898
chr8	24142189	24142730	DiffBind	0	.	6.98	6.06	7.54	-1.48	2.52e-07	7.55e-05	Intron (ENSMUST00000123412/ENSMUSG00000037492, intron 7 of 7)	8	24173904	24185568	11665	1	ENSMUST00000066740	-31174	ENSMUSG00000053979	ENSMUSG00000053979
chr10	9457192	9458739	DiffBind	0	.	7.92	8.24	7.49	0.76	0.000351	0.011	Distal Intergenic	10	9532531	9535681	3151	2	ENSMUST00000066742	76942	ENSMUSG00000053980	ENSMUSG00000053980
chr10	9459048	9459472	DiffBind	0	.	5.26	5.93	3.99	1.94	0.000631	0.0162	Distal Intergenic	10	9532531	9535681	3151	2	ENSMUST00000066742	76209	ENSMUSG00000053980	ENSMUSG00000053980
chr1	147290969	147291573	DiffBind	0	.	7.18	6.56	7.6	-1.04	0.00256	0.0391	Distal Intergenic	1	147280758	147281942	1185	2	ENSMUST00000066758	-9028	ENSMUSG00000053988	ENSMUSG00000053988
chr1	106602954	106603385	DiffBind	0	.	6.06	4.6	6.77	-2.17	0.000172	0.00704	Intron (ENSMUST00000112751/ENSMUSG00000057329, intron 1 of 1)	1	106541943	106575045	33103	1	ENSMUST00000149909	61012	ENSMUSG00000054006	ENSMUSG00000054006
chr5	100190038	100190426	DiffBind	0	.	5.57	4.42	6.2	-1.78	0.000389	0.0118	Distal Intergenic	5	100196611	100200724	4114	1	ENSMUST00000066813	-6185	ENSMUSG00000054032	ENSMUSG00000054032
chr15	88386651	88387301	DiffBind	0	.	6.69	6	7.16	-1.15	0.00116	0.0238	Distal Intergenic	15	88600302	88601542	1241	1	ENSMUST00000066949	-213001	ENSMUSG00000054117	ENSMUSG00000054117
chr15	88362906	88363433	DiffBind	0	.	5.24	5.89	4	1.89	0.000206	0.00789	Distal Intergenic	15	88600302	88601542	1241	1	ENSMUST00000066949	-236869	ENSMUSG00000054117	ENSMUSG00000054117
chr17	30951538	30951997	DiffBind	0	.	6.23	5.56	6.69	-1.14	0.00261	0.0396	Promoter (2-3kb)	17	30954679	31010708	56030	1	ENSMUST00000066554	-2682	ENSMUSG00000054134	ENSMUSG00000054134
chr9	49295063	49295527	DiffBind	0	.	5.56	4.29	6.23	-1.94	0.000131	0.00581	Distal Intergenic	9	49268572	49278783	10212	1	ENSMUST00000067007	26492	ENSMUSG00000054156	ENSMUSG00000054156
chr8	62971821	62972178	DiffBind	0	.	5.54	4.13	6.24	-2.12	0.000385	0.0117	Intron (ENSMUST00000117377/ENSMUSG00000054162, intron 2 of 10)	8	62951925	62967287	15363	1	ENSMUST00000141513	19897	ENSMUSG00000054162	ENSMUSG00000054162
chr13	41697160	41697621	DiffBind	0	.	5.55	3.55	6.35	-2.8	6.31e-05	0.00354	Distal Intergenic	13	41655697	41656524	828	1	ENSMUST00000067176	41464	ENSMUSG00000054258	ENSMUSG00000054258
chr13	41724405	41724825	DiffBind	0	.	5.5	4.39	6.12	-1.73	0.000299	0.0101	Distal Intergenic	13	41655697	41656524	828	1	ENSMUST00000067176	68709	ENSMUSG00000054258	ENSMUSG00000054258
chr15	7061977	7062324	DiffBind	0	.	5.1	3.92	5.74	-1.81	0.000621	0.016	Distal Intergenic	15	7129559	7191743	62185	1	ENSMUST00000067190	-67235	ENSMUSG00000054263	ENSMUSG00000054263
chr15	7084343	7085222	DiffBind	0	.	7.12	6.54	7.53	-0.99	0.000198	0.00773	Distal Intergenic	15	7129559	7191743	62185	1	ENSMUST00000067190	-44337	ENSMUSG00000054263	ENSMUSG00000054263
chr12	8498717	8499109	DiffBind	0	.	4.92	5.63	3.5	2.13	0.000258	0.00917	Promoter (<=1kb)	12	8497763	8499985	2223	2	ENSMUST00000067384	876	ENSMUSG00000054364	ENSMUSG00000054364
chr8	54414038	54414500	DiffBind	0	.	5.4	4.15	6.06	-1.91	0.00241	0.0378	Distal Intergenic	8	54520433	54529998	9566	2	ENSMUST00000067476	115498	ENSMUSG00000054408	ENSMUSG00000054408
chr8	54430492	54431120	DiffBind	0	.	7.08	6.32	7.58	-1.25	1.96e-05	0.00156	Distal Intergenic	8	54520433	54529998	9566	2	ENSMUST00000067476	98878	ENSMUSG00000054408	ENSMUSG00000054408
chr6	30628098	30628534	DiffBind	0	.	6.22	5.52	6.69	-1.17	0.00234	0.0371	Intron (ENSMUST00000062758/ENSMUSG00000029788, intron 9 of 11)	6	30639218	30645363	6146	1	ENSMUST00000031806	-10684	ENSMUSG00000054446	ENSMUSG00000054446
chr17	73092333	73093126	DiffBind	0	.	6.95	6.12	7.47	-1.35	0.00133	0.0259	Distal Intergenic	17	73107985	73161991	54007	1	ENSMUST00000130574	-14859	ENSMUSG00000054469	ENSMUSG00000054469
chr18	45743603	45744048	DiffBind	0	.	5.34	4.05	6.02	-1.97	7.23e-05	0.00386	Distal Intergenic	18	45560154	45685882	125729	1	ENSMUST00000169783	183450	ENSMUSG00000054477	ENSMUSG00000054477
chr1	14686752	14687398	DiffBind	0	.	5.42	4.1	6.09	-1.99	0.0025	0.0386	Distal Intergenic	1	14755454	14758373	2920	1	ENSMUST00000067599	-68056	ENSMUSG00000054493	ENSMUSG00000054493
chr7	134261475	134262039	DiffBind	0	.	6	5.23	6.5	-1.26	0.00139	0.0265	Distal Intergenic	7	133981412	134232146	250735	2	ENSMUST00000127524	-29330	ENSMUSG00000054555	ENSMUSG00000054555
chr2	60479909	60480316	DiffBind	0	.	5.21	4.19	5.8	-1.61	0.00172	0.0305	Intron (ENSMUST00000067708/ENSMUSG00000054580, intron 10 of 29)	2	60451992	60455254	3263	2	ENSMUST00000134583	-24656	ENSMUSG00000054580	ENSMUSG00000054580
chr3	137432366	137432790	DiffBind	0	.	5.69	4.2	6.4	-2.2	0.000117	0.00542	Distal Intergenic	3	137341143	137431069	89927	1	ENSMUST00000119475	91224	ENSMUSG00000054690	ENSMUSG00000054690
chr3	137367905	137368371	DiffBind	0	.	6.65	6.06	7.07	-1.01	0.00142	0.0269	Intron (ENSMUST00000122064/ENSMUSG00000054690, intron 1 of 11)	3	137341143	137431069	89927	1	ENSMUST00000119475	26763	ENSMUSG00000054690	ENSMUSG00000054690
chr3	137382301	137382760	DiffBind	0	.	5.69	4.32	6.38	-2.06	4.16e-05	0.00267	Intron (ENSMUST00000122064/ENSMUSG00000054690, intron 3 of 11)	3	137341143	137431069	89927	1	ENSMUST00000119475	41159	ENSMUSG00000054690	ENSMUSG00000054690
chr14	64501476	64501895	DiffBind	0	.	6.09	5.43	6.54	-1.1	0.00307	0.0437	Distal Intergenic	14	64122623	64455903	333281	2	ENSMUST00000067927	-45574	ENSMUSG00000054733	ENSMUSG00000054733
chr14	64400930	64401597	DiffBind	0	.	5.64	3.95	6.4	-2.45	2.26e-06	0.000342	Intron (ENSMUST00000067927/ENSMUSG00000054733, intron 6 of 10)	14	64122623	64455903	333281	2	ENSMUST00000067927	54306	ENSMUSG00000054733	ENSMUSG00000054733
chr14	64385320	64385768	DiffBind	0	.	5.89	4.43	6.61	-2.18	3.17e-06	0.000435	Intron (ENSMUST00000067927/ENSMUSG00000054733, intron 6 of 10)	14	64122623	64455903	333281	2	ENSMUST00000067927	70135	ENSMUSG00000054733	ENSMUSG00000054733
chr7	28917484	28918249	DiffBind	0	.	6.81	5.97	7.34	-1.37	0.000648	0.0164	Promoter (<=1kb)	7	28907014	28919221	12208	2	ENSMUST00000140622	972	ENSMUSG00000054808	ENSMUSG00000054808
chr15	87711797	87712645	DiffBind	0	.	6.14	6.77	5.01	1.76	6.19e-05	0.00349	Intron (ENSMUST00000068088/ENSMUSG00000054863, intron 2 of 3)	15	87625230	87759336	134107	1	ENSMUST00000068088	86568	ENSMUSG00000054863	ENSMUSG00000054863
chr15	87944009	87944416	DiffBind	0	.	4.94	3.47	5.66	-2.19	0.0032	0.0447	Distal Intergenic	15	87625230	87759336	134107	1	ENSMUST00000068088	318780	ENSMUSG00000054863	ENSMUSG00000054863
chr15	87706259	87706608	DiffBind	0	.	5.2	4.24	5.77	-1.53	0.00246	0.0382	Intron (ENSMUST00000068088/ENSMUSG00000054863, intron 2 of 3)	15	87625230	87759336	134107	1	ENSMUST00000068088	81030	ENSMUSG00000054863	ENSMUSG00000054863
chr3	20521267	20521814	DiffBind	0	.	7.08	6.17	7.63	-1.46	6.84e-05	0.00373	Distal Intergenic	3	20314473	20367177	52705	2	ENSMUST00000068316	-154091	ENSMUSG00000054988	ENSMUSG00000054988
chr1	89404523	89405014	DiffBind	0	.	6.26	5.42	6.79	-1.37	0.000262	0.00927	Distal Intergenic	1	89454811	89895282	440472	1	ENSMUST00000027521	-49797	ENSMUSG00000055013	ENSMUSG00000055013
chr15	92057536	92057930	DiffBind	0	.	5.04	3.65	5.73	-2.09	0.000918	0.0206	Intron (ENSMUST00000141187/ENSMUSG00000055022, intron 1 of 8)	15	92051165	92341967	290803	1	ENSMUST00000169825	6372	ENSMUSG00000055022	ENSMUSG00000055022
chr7	56940469	56941475	DiffBind	0	.	7.17	7.52	6.69	0.83	0.00336	0.0463	Intron (ENSMUST00000068911/ENSMUSG00000055026, intron 5 of 9)	7	57178382	57386871	208490	2	ENSMUST00000068394	445396	ENSMUSG00000055026	ENSMUSG00000055026
chr19	40260926	40261267	DiffBind	0	.	4.64	3.02	5.38	-2.36	0.000342	0.0109	Intron (ENSMUST00000068439/ENSMUSG00000055044, intron 1 of 6)	19	40222241	40271616	49376	2	ENSMUST00000068439	10349	ENSMUSG00000055044	ENSMUSG00000055044
chr19	40305642	40305978	DiffBind	0	.	5.05	3.9	5.69	-1.79	0.00152	0.0282	Intron (ENSMUST00000099466/ENSMUSG00000025006, intron 19 of 21)	19	40222241	40271616	49376	2	ENSMUST00000068439	-34027	ENSMUSG00000055044	ENSMUSG00000055044
chr1	179398594	179399099	DiffBind	0	.	6.22	5.28	6.78	-1.5	0.000151	0.00642	Intron (ENSMUST00000128302/ENSMUSG00000055067, intron 5 of 11)	1	179377535	179405419	27885	2	ENSMUST00000125756	6320	ENSMUSG00000055067	ENSMUSG00000055067
chr1	179303917	179304570	DiffBind	0	.	6.47	5.6	7	-1.41	0.00168	0.0301	Intron (ENSMUST00000128302/ENSMUSG00000055067, intron 5 of 11)	1	178955046	179248840	293795	2	ENSMUST00000068437	-55078	ENSMUSG00000055067	ENSMUSG00000055067
chr1	179000115	179000437	DiffBind	0	.	4.87	3.65	5.52	-1.87	0.00249	0.0385	Intron (ENSMUST00000128302/ENSMUSG00000055067, intron 10 of 11)	1	178957250	178989345	32096	2	ENSMUST00000129393	-10771	ENSMUSG00000055067	ENSMUSG00000055067
chr3	137581347	137581853	DiffBind	0	.	5.58	4.42	6.21	-1.8	0.00119	0.0242	Distal Intergenic	3	137550045	137552622	2578	2	ENSMUST00000068546	-28726	ENSMUSG00000055138	ENSMUSG00000055138
chr5	24723894	24724443	DiffBind	0	.	6.64	4.87	7.41	-2.54	8.1e-09	6.02e-06	Intron (ENSMUST00000068693/ENSMUSG00000055235, intron 1 of 5)	5	24712265	24730680	18416	2	ENSMUST00000142607	6237	ENSMUSG00000055235	ENSMUSG00000055235
chr7	112812068	112812756	DiffBind	0	.	6.7	4.88	7.48	-2.59	2.82e-11	9.51e-08	Intron (ENSMUST00000084705/ENSMUSG00000055320, intron 2 of 11)	7	112759546	112842374	82829	1	ENSMUST00000168328	52523	ENSMUSG00000055320	ENSMUSG00000055320
chr7	112776587	112777017	DiffBind	0	.	4.76	5.43	3.47	1.96	0.00217	0.0354	Intron (ENSMUST00000084705/ENSMUSG00000055320, intron 2 of 11)	7	112759546	112842374	82829	1	ENSMUST00000168328	17042	ENSMUSG00000055320	ENSMUSG00000055320
chr11	55323907	55324225	DiffBind	0	.	5.34	3.9	6.05	-2.15	6.91e-05	0.00376	Intron (ENSMUST00000068853/ENSMUSG00000055333, intron 1 of 23)	11	55250610	55312257	61648	2	ENSMUST00000108864	-11651	ENSMUSG00000055333	ENSMUSG00000055333
chr11	55341781	55342227	DiffBind	0	.	5.6	6.17	4.63	1.54	0.00357	0.048	Distal Intergenic	11	55250609	55336564	85956	2	ENSMUST00000068853	-5218	ENSMUSG00000055333	ENSMUSG00000055333
chr6	58898999	58899574	DiffBind	0	.	7.14	5.66	7.85	-2.19	3.49e-06	0.000456	Intron (ENSMUST00000031823/ENSMUSG00000029804, intron 22 of 22)	6	58905234	58907126	1893	2	ENSMUST00000059539	7552	ENSMUSG00000055430	ENSMUSG00000055430
chr7	51265898	51266512	DiffBind	0	.	5.76	4.06	6.52	-2.46	6.09e-06	0.000669	Distal Intergenic	7	51511029	51598709	87681	1	ENSMUST00000043944	-244517	ENSMUSG00000055489	ENSMUSG00000055489
chr7	51289207	51289692	DiffBind	0	.	5.34	3.74	6.08	-2.34	0.000322	0.0105	Distal Intergenic	7	51511029	51598709	87681	1	ENSMUST00000043944	-221337	ENSMUSG00000055489	ENSMUSG00000055489
chr1	66689285	66689705	DiffBind	0	.	5.95	4.72	6.61	-1.89	5.22e-06	0.000604	Intron (ENSMUST00000061620/ENSMUSG00000055567, intron 61 of 64)	1	66679699	66696663	16965	1	ENSMUST00000152844	9587	ENSMUSG00000055567	ENSMUSG00000055567
chr7	112865778	112866197	DiffBind	0	.	6.21	5.44	6.71	-1.27	0.000883	0.0201	Intron (ENSMUST00000084705/ENSMUSG00000055320, intron 8 of 11)	7	112902960	112906807	3848	1	ENSMUST00000131649	-36763	ENSMUSG00000055593	ENSMUSG00000055593
chr6	133306380	133306736	DiffBind	0	.	5.05	3.8	5.71	-1.91	0.00251	0.0387	Distal Intergenic	6	133292216	133295790	3575	1	ENSMUST00000048459	14165	ENSMUSG00000055594	ENSMUSG00000055594
chr7	141062521	141062919	DiffBind	0	.	5.87	4.92	6.44	-1.52	0.00133	0.0259	Promoter (1-2kb)	7	141061274	141072119	10846	1	ENSMUST00000048002	1248	ENSMUSG00000055629	ENSMUSG00000055629
chr7	75952296	75952734	DiffBind	0	.	5.02	3.79	5.67	-1.88	0.000887	0.0201	Distal Intergenic	7	75848338	75874130	25793	1	ENSMUST00000171155	103959	ENSMUSG00000055652	ENSMUSG00000055652
chr10	78487803	78488263	DiffBind	0	.	5.61	3.72	6.4	-2.67	5.9e-05	0.00336	Promoter (<=1kb)	10	78484570	78487842	3273	2	ENSMUST00000069431	0	ENSMUSG00000055704	ENSMUSG00000055704
chr13	40606462	40607338	DiffBind	0	.	6.54	7.07	5.69	1.37	3.64e-05	0.00244	Distal Intergenic	13	40704005	40707949	3945	1	ENSMUST00000069457	-96667	ENSMUSG00000055732	ENSMUSG00000055732
chr15	3547563	3547929	DiffBind	0	.	4.78	5.47	3.45	2.02	8e-04	0.0188	Intron (ENSMUST00000069451/ENSMUSG00000055737, intron 1 of 10)	15	3319009	3581842	262834	2	ENSMUST00000161561	33913	ENSMUSG00000055737	ENSMUSG00000055737
chr4	20817685	20818114	DiffBind	0	.	6.12	5.02	6.74	-1.72	0.00265	0.0399	Distal Intergenic	4	20243842	20778866	535025	2	ENSMUST00000102998	-38820	ENSMUSG00000055761	ENSMUSG00000055761
chr16	88404162	88404626	DiffBind	0	.	4.58	5.4	2.47	2.93	0.000377	0.0115	Distal Intergenic	16	88505807	88506978	1172	2	ENSMUST00000069549	102352	ENSMUSG00000055811	ENSMUSG00000055811
chr3	107554245	107554931	DiffBind	0	.	6.49	5.6	7.03	-1.43	6.1e-05	0.00345	Promoter (<=1kb)	3	107553698	107555073	1376	2	ENSMUST00000052853	142	ENSMUSG00000055891	ENSMUSG00000055891
chr4	12981932	12982493	DiffBind	0	.	7.17	6.68	7.53	-0.84	0.00171	0.0304	Distal Intergenic	4	12906858	12981471	74614	1	ENSMUST00000156536	75075	ENSMUSG00000055963	ENSMUSG00000055963
chr4	12980918	12981290	DiffBind	0	.	5.01	3.61	5.7	-2.1	0.000281	0.00965	Exon (ENSMUST00000156536/ENSMUSG00000055963, exon 5 of 5)	4	12906858	12981471	74614	1	ENSMUST00000156536	74061	ENSMUSG00000055963	ENSMUSG00000055963
chr5	9433977	9434350	DiffBind	0	.	4.71	2.74	5.51	-2.77	4.36e-05	0.00275	Intron (ENSMUST00000155764/ENSMUSG00000056004, intron 10 of 21)	5	9417615	9422330	4716	1	ENSMUST00000142202	16363	ENSMUSG00000056004	ENSMUSG00000056004
chr10	49678799	49679649	DiffBind	0	.	5.39	3.91	6.1	-2.2	0.00206	0.0343	Intron (ENSMUST00000105487/ENSMUSG00000056073, intron 2 of 16)	10	49099843	49783259	683417	2	ENSMUST00000105484	103610	ENSMUSG00000056073	ENSMUSG00000056073
chr10	49764795	49765227	DiffBind	0	.	5.86	4.19	6.61	-2.42	3.39e-07	9.33e-05	Intron (ENSMUST00000105487/ENSMUSG00000056073, intron 2 of 16)	10	49099843	49783259	683417	2	ENSMUST00000105484	18032	ENSMUSG00000056073	ENSMUSG00000056073
chr18	88632436	88632983	DiffBind	0	.	5.42	3.84	6.15	-2.32	1.14e-05	0.00105	Distal Intergenic	18	88665224	88758491	93268	2	ENSMUST00000155169	125508	ENSMUSG00000056153	ENSMUSG00000056153
chr18	88928973	88929542	DiffBind	0	.	6.59	4.9	7.34	-2.44	2.08e-09	2.35e-06	Promoter (1-2kb)	18	88870765	88927481	56717	2	ENSMUST00000147313	-1493	ENSMUSG00000056153	ENSMUSG00000056153
chr10	53482783	53483223	DiffBind	0	.	5.39	4.37	5.98	-1.61	0.00327	0.0455	Distal Intergenic	10	53474964	53475467	504	1	ENSMUST00000168554	7820	ENSMUSG00000056219	ENSMUSG00000056219
chr13	57942057	57942578	DiffBind	0	.	5.36	5.99	4.24	1.76	0.00267	0.04	Distal Intergenic	13	57429295	57907587	478293	2	ENSMUST00000172326	-34471	ENSMUSG00000056222	ENSMUSG00000056222
chr13	57909217	57909690	DiffBind	0	.	5.65	4.47	6.29	-1.82	0.000906	0.0204	Promoter (1-2kb)	13	57429295	57907587	478293	2	ENSMUST00000172326	-1631	ENSMUSG00000056222	ENSMUSG00000056222
chr15	40526567	40526955	DiffBind	0	.	6	4.28	6.76	-2.48	2.68e-09	2.79e-06	Promoter (<=1kb)	15	40511322	40527277	15956	2	ENSMUST00000070382	322	ENSMUSG00000056332	ENSMUSG00000056332
chr12	73437398	73437887	DiffBind	0	.	6.1	6.67	5.13	1.54	0.00108	0.0228	Distal Intergenic	12	73364075	73371445	7371	2	ENSMUST00000070425	-65954	ENSMUSG00000056359	ENSMUSG00000056359
chr6	72270699	72271523	DiffBind	0	.	7.43	7.76	6.99	0.78	0.00134	0.026	Distal Intergenic	6	72304625	72312932	8308	1	ENSMUST00000070437	-33102	ENSMUSG00000056370	ENSMUSG00000056370
chr11	35555945	35556527	DiffBind	0	.	6.4	5.71	6.86	-1.16	0.00214	0.0351	Intron (ENSMUST00000069837/ENSMUSG00000056427, intron 6 of 35)	11	35544685	35612636	67952	1	ENSMUST00000124438	11261	ENSMUSG00000056427	ENSMUSG00000056427
chr11	35021744	35022738	DiffBind	0	.	7.61	6.96	8.06	-1.1	5.72e-06	0.000644	Distal Intergenic	11	35121224	35708507	587284	1	ENSMUST00000069837	-98486	ENSMUSG00000056427	ENSMUSG00000056427
chr5	142380318	142380882	DiffBind	0	.	5.86	4.87	6.45	-1.57	0.00208	0.0345	Distal Intergenic	5	142401497	142462014	60518	1	ENSMUST00000072837	-20615	ENSMUSG00000056493	ENSMUSG00000056493
chr17	65741524	65742221	DiffBind	0	.	6.35	5.6	6.84	-1.24	0.000925	0.0207	Intron (ENSMUST00000070673/ENSMUSG00000056515, intron 1 of 6)	17	65651726	65772752	121027	2	ENSMUST00000070673	30531	ENSMUSG00000056515	ENSMUSG00000056515
chr12	116599713	116600396	DiffBind	0	.	5.3	4.02	5.97	-1.95	0.000332	0.0108	Intron (ENSMUST00000070733/ENSMUSG00000056553, intron 2 of 22)	12	116485720	117278167	792448	1	ENSMUST00000070733	113994	ENSMUSG00000056553	ENSMUSG00000056553
chr12	116577919	116578380	DiffBind	0	.	5.61	4.81	6.12	-1.31	0.00293	0.0424	Intron (ENSMUST00000070733/ENSMUSG00000056553, intron 1 of 22)	12	116485720	117278167	792448	1	ENSMUST00000070733	92200	ENSMUSG00000056553	ENSMUSG00000056553
chr15	62295204	62295872	DiffBind	0	.	6.43	5.76	6.88	-1.12	0.00082	0.0191	Distal Intergenic	15	62217541	62219403	1863	2	ENSMUST00000070786	-75802	ENSMUSG00000056590	ENSMUSG00000056590
chr7	43547806	43548142	DiffBind	0	.	5.66	4.76	6.21	-1.45	0.00134	0.026	Distal Intergenic	7	43562256	43575461	13206	1	ENSMUST00000107972	-14114	ENSMUSG00000056592	ENSMUSG00000056592
chr4	133503784	133504509	DiffBind	0	.	4.67	5.46	2.77	2.7	0.000293	0.00992	Distal Intergenic	4	133491100	133498550	7451	2	ENSMUST00000125541	-5235	ENSMUSG00000056596	ENSMUSG00000056596
chr15	101779080	101779414	DiffBind	0	.	5.45	3.86	6.19	-2.33	3e-05	0.0021	Promoter (<=1kb)	15	101776333	101778693	2361	2	ENSMUST00000127671	-388	ENSMUSG00000056605	ENSMUSG00000056605
chr12	104605299	104605965	DiffBind	0	.	5.63	6.31	4.29	2.02	1.06e-05	0.000999	Distal Intergenic	12	104474488	104477489	3002	1	ENSMUST00000070814	130812	ENSMUSG00000056606	ENSMUSG00000056606
chr11	109380500	109381023	DiffBind	0	.	5.44	4.22	6.1	-1.87	0.000399	0.0119	Intron (ENSMUST00000020930/ENSMUSG00000020611, intron 2 of 3)	11	109354778	109363654	8877	2	ENSMUST00000070956	-16847	ENSMUSG00000056687	ENSMUSG00000056687
chr1	181876629	181877241	DiffBind	0	.	4.93	5.65	3.42	2.23	0.0023	0.0366	Distal Intergenic	1	181851608	181853189	1582	2	ENSMUST00000070987	-23441	ENSMUSG00000056699	ENSMUSG00000056699
chr13	53028444	53028883	DiffBind	0	.	6.3	5.45	6.83	-1.39	0.000106	0.00502	Distal Intergenic	13	52967209	52981073	13865	2	ENSMUST00000071065	-47372	ENSMUSG00000056749	ENSMUSG00000056749
chr11	66083466	66084221	DiffBind	0	.	7.01	5.74	7.67	-1.93	3.84e-07	0.000101	Intron (ENSMUST00000080665/ENSMUSG00000056752, intron 20 of 68)	11	65831403	66005195	173793	2	ENSMUST00000152386	-78272	ENSMUSG00000056752	ENSMUSG00000056752
chr11	65877907	65878328	DiffBind	0	.	5.37	3.71	6.13	-2.42	4.31e-05	0.00273	Intron (ENSMUST00000080665/ENSMUSG00000056752, intron 59 of 68)	11	65851185	65855707	4523	2	ENSMUST00000136124	-22201	ENSMUSG00000056752	ENSMUSG00000056752
chr11	66072797	66073465	DiffBind	0	.	6.69	5.65	7.29	-1.64	1.31e-05	0.00116	Exon (ENSMUST00000080665/ENSMUSG00000056752, exon 45 of 69)	11	65831403	66005195	173793	2	ENSMUST00000152386	-67603	ENSMUSG00000056752	ENSMUSG00000056752
chr6	111485965	111486484	DiffBind	0	.	5.65	4.77	6.19	-1.42	0.00113	0.0234	Intron (ENSMUST00000174018/ENSMUSG00000056755, intron 9 of 9)	6	111495715	111499933	4219	1	ENSMUST00000173001	-9231	ENSMUSG00000056755	ENSMUSG00000056755
chr6	109810325	109810637	DiffBind	0	.	5.08	3.18	5.87	-2.69	4.07e-06	0.000508	Distal Intergenic	6	110645581	111497090	851510	1	ENSMUST00000174018	-834944	ENSMUSG00000056755	ENSMUSG00000056755
chr7	139706061	139707201	DiffBind	0	.	7.35	6.73	7.78	-1.05	0.000437	0.0126	Distal Intergenic	7	139719399	139719881	483	1	ENSMUST00000072532	-12198	ENSMUSG00000056777	ENSMUSG00000056777
chr8	125023719	125024119	DiffBind	0	.	5.36	3.99	6.05	-2.06	0.000977	0.0214	Intron (ENSMUST00000075896/ENSMUSG00000056820, intron 3 of 5)	8	125012997	125034192	21196	1	ENSMUST00000075896	10723	ENSMUSG00000056820	ENSMUSG00000056820
chr1	44678872	44679767	DiffBind	0	.	6.39	5.46	6.94	-1.48	0.000235	0.00858	Intron (ENSMUST00000074525/ENSMUSG00000056870, intron 1 of 10)	1	44689144	44796825	107682	1	ENSMUST00000162600	-9377	ENSMUSG00000056870	ENSMUSG00000056870
chr1	44914562	44915253	DiffBind	0	.	6.41	5.07	7.09	-2.02	1.51e-08	9.31e-06	Distal Intergenic	1	44689144	44796825	107682	1	ENSMUST00000162600	225419	ENSMUSG00000056870	ENSMUSG00000056870
