Chrom	Start	End	X3_153568209_153572871	X119.842719313788	X.2.5453964683659103	X8.811523713474979e.13	X1.7349890191832198e.08	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr8	101779362	101780197	8_101779362_101780197	24.7686940268221	-2.06147473610585	0.00065834301876678	0.0392672486923387	Distal Intergenic	8	101539584	101539708	125	2	ENSMUST00000157360	-239655	ENSMUSG00000087985	ENSMUSG00000087985
chr7	81657384	81659721	7_81657384_81659721	64.1789097452012	-1.3305124035582	0.000265389141891588	0.0236313926994929	Intron (ENSMUST00000098326/ENSMUSG00000025813, intron 1 of 8)	7	81669728	81669835	108	1	ENSMUST00000157432	-10007	ENSMUSG00000088057	ENSMUSG00000088057
chr4	21228736	21229583	4_21228736_21229583	26.5084005404492	-2.26862178940997	0.000231296665115159	0.0215840347683293	Distal Intergenic	4	21270075	21270430	356	1	ENSMUST00000157448	-40492	ENSMUSG00000088073	ENSMUSG00000088073
chr9	60023966	60025300	9_60023966_60025300	33.6859795784498	-2.24882317820848	0.000116942413613251	0.0136627933332591	Intron (ENSMUST00000171654/ENSMUSG00000032289, intron 7 of 16)	9	60042069	60042179	111	2	ENSMUST00000157465	16879	ENSMUSG00000088090	ENSMUSG00000088090
chr3	24676762	24679647	3_24676762_24679647	77.6441078990763	-1.95466164931138	3.4179985486847e-07	0.000224334638078672	Distal Intergenic	3	24718716	24718981	266	1	ENSMUST00000157490	-39069	ENSMUSG00000088115	ENSMUSG00000088115
chr1	104225866	104227410	1_104225866_104227410	65.8056355573043	-2.35558009439613	9.53743777445247e-08	7.26778277027449e-05	Distal Intergenic	1	104485957	104486286	330	1	ENSMUST00000157536	-258547	ENSMUSG00000088161	ENSMUSG00000088161
chr7	91418868	91421296	7_91418868_91421296	93.5243191797325	-1.62473732422753	2.02405950657227e-06	0.000885638481875732	Intron (ENSMUST00000107196/ENSMUSG00000052572, intron 1 of 22)	7	91392584	91392689	106	2	ENSMUST00000157591	-26180	ENSMUSG00000088216	ENSMUSG00000088216
chr7	91410949	91415348	7_91410949_91415348	165.198788146484	-0.983968988184539	5.00605320950014e-05	0.00776135336181557	Intron (ENSMUST00000107196/ENSMUSG00000052572, intron 1 of 22)	7	91392584	91392689	106	2	ENSMUST00000157591	-18261	ENSMUSG00000088216	ENSMUSG00000088216
chr7	91429320	91430979	7_91429320_91430979	57.3003201560057	-1.62264990442027	6.83420657700106e-05	0.0094764455986726	Intron (ENSMUST00000107196/ENSMUSG00000052572, intron 1 of 22)	7	91392584	91392689	106	2	ENSMUST00000157591	-36632	ENSMUSG00000088216	ENSMUSG00000088216
chr2	8507081	8510311	2_8507081_8510311	71.9329662988033	-1.46375081277231	9.54063817422859e-05	0.0122781154019975	Distal Intergenic	2	8472094	8472384	291	2	ENSMUST00000157949	-34698	ENSMUSG00000088574	ENSMUSG00000088574
chr17	69765651	69771174	17_69765651_69771174	184.156998602632	-0.723637432383536	0.000854420140529067	0.0457161211060254	Distal Intergenic	17	69594539	69594777	239	2	ENSMUST00000157956	-170875	ENSMUSG00000088581	ENSMUSG00000088581
chr14	90806594	90807673	14_90806594_90807673	32.5105903538225	-1.66462865355421	0.00101112215977197	0.0495248639948014	Distal Intergenic	14	91108179	91108292	114	2	ENSMUST00000158121	300619	ENSMUSG00000088746	ENSMUSG00000088746
chr3	73217471	73218896	3_73217471_73218896	38.2069012383381	-1.55464147836058	0.000815988568303965	0.0444419956327732	Distal Intergenic	3	73207703	73208001	299	2	ENSMUST00000158169	-9471	ENSMUSG00000088794	ENSMUSG00000088794
chr15	43577525	43578328	15_43577525_43578328	20.5851819315981	-2.41711992518342	0.000740080587264641	0.0419947745338351	Distal Intergenic	15	43672564	43672627	64	1	ENSMUST00000158206	-94236	ENSMUSG00000088831	ENSMUSG00000088831
chr14	49801460	49803100	14_49801460_49803100	44.4999647281834	-2.52704563480023	1.55572934772374e-06	0.000696188883106375	Distal Intergenic	14	49788284	49788369	86	1	ENSMUST00000158313	13177	ENSMUSG00000088938	ENSMUSG00000088938
chr3	61625635	61629005	3_61625635_61629005	73.773081343952	-1.28802996028831	0.000261632281906751	0.0234160892306542	Distal Intergenic	3	61403788	61403835	48	1	ENSMUST00000158407	221848	ENSMUSG00000089032	ENSMUSG00000089032
chr12	34997767	35000491	12_34997767_35000491	64.1630272184257	-1.31095826737396	0.00032993352924903	0.0257793301226722	Promoter (<=1kb)	12	35000337	35000557	221	2	ENSMUST00000158418	66	ENSMUSG00000089043	ENSMUSG00000089043
chr2	93390687	93392180	2_93390687_93392180	47.653149882513	-1.49705777606472	0.000492136288806023	0.0328480119545444	Distal Intergenic	2	93386727	93386829	103	2	ENSMUST00000158448	-3859	ENSMUSG00000089073	ENSMUSG00000089073
chr10	40790486	40792938	10_40790486_40792938	66.9512575992778	-1.68184226980832	2.16185996060775e-05	0.00416636369558516	Intron (ENSMUST00000058747/ENSMUSG00000045555, intron 4 of 4)	10	40875640	40875882	243	2	ENSMUST00000158561	82944	ENSMUSG00000089186	ENSMUSG00000089186
chr10	40825785	40828069	10_40825785_40828069	55.661251324098	-1.65095483316151	0.000156888337656151	0.0164315498321788	Distal Intergenic	10	40875640	40875882	243	2	ENSMUST00000158561	47813	ENSMUSG00000089186	ENSMUSG00000089186
chr15	20902858	20903890	15_20902858_20903890	28.1745093582144	-3.24033991273772	1.25797025173249e-05	0.00285003833964931	Distal Intergenic	15	20908872	20908999	128	1	ENSMUST00000158633	-4982	ENSMUSG00000089258	ENSMUSG00000089258
chr15	20902858	20903890	15_20902858_20903890	28.1745093582144	-3.24033991273772	1.25797025173249e-05	0.00285003833964931	Distal Intergenic	15	20908872	20908999	128	1	ENSMUST00000158633	-4982	ENSMUSG00000089258	ENSMUSG00000089258
chr10	14206921	14208360	10_14206921_14208360	72.0240442869725	-1.255957451363	0.000436636237561215	0.0307945334433646	Distal Intergenic	10	14233513	14233623	111	1	ENSMUST00000158708	-25153	ENSMUSG00000089333	ENSMUSG00000089333
chr10	14215332	14217100	10_14215332_14217100	61.6518017788846	-1.54622945081801	6.17616744172819e-05	0.00884867080404025	Distal Intergenic	10	14233513	14233623	111	1	ENSMUST00000158708	-16413	ENSMUSG00000089333	ENSMUSG00000089333
chr3	153538975	153540357	3_153538975_153540357	36.9597155135312	-1.75655720920573	0.000662667365099954	0.0392672486923387	Intron (ENSMUST00000064460/ENSMUSG00000052544, intron 1 of 4)	3	153621702	153621969	268	1	ENSMUST00000158751	-81345	ENSMUSG00000089376	ENSMUSG00000089376
chr3	153535175	153537790	3_153535175_153537790	86.6188003477072	-1.52362044750098	1.44993608956942e-05	0.00313727929710131	Intron (ENSMUST00000064460/ENSMUSG00000052544, intron 1 of 4)	3	153621702	153621969	268	1	ENSMUST00000158751	-83912	ENSMUSG00000089376	ENSMUSG00000089376
chr7	74786669	74789617	7_74786669_74789617	59.9334617269465	-1.35316714037728	0.000754426732996941	0.0420732494990373	Distal Intergenic	7	74962347	74962697	351	2	ENSMUST00000158897	173080	ENSMUSG00000089522	ENSMUSG00000089522
chr3	119469998	119472747	3_119469998_119472747	58.5886410386588	-1.40801803797541	0.000501898026728186	0.0332739802904983	Distal Intergenic	3	119335897	119335966	70	1	ENSMUST00000158947	134102	ENSMUSG00000089572	ENSMUSG00000089572
chr17	63075624	63077930	17_63075624_63077930	73.2655786261975	-1.21174804187341	0.000311652427792305	0.0254623912997116	Intron (ENSMUST00000024761/ENSMUSG00000023965, intron 8 of 8)	17	63096890	63097000	111	2	ENSMUST00000158961	19070	ENSMUSG00000089586	ENSMUSG00000089586
chr6	111601326	111603141	6_111601326_111603141	43.5161949048612	-1.61018496747113	0.000288902482118575	0.0247325646648467	Promoter (<=1kb)	6	111603252	111603362	111	1	ENSMUST00000158980	-111	ENSMUSG00000089605	ENSMUSG00000089605
chr5	17270918	17272563	5_17270918_17272563	34.9136395981928	-2.56120585933376	1.51196099094654e-05	0.00322246146099429	Distal Intergenic	5	17223710	17227934	4225	2	ENSMUST00000166114	-42985	ENSMUSG00000091273	ENSMUSG00000091273
chr17	78288910	78291739	17_78288910_78291739	89.9093911819226	-1.05800916624904	0.000632019751605502	0.0386474189723985	Intron (ENSMUST00000112498/ENSMUSG00000024074, intron 4 of 16)	17	78302661	78302746	86	1	ENSMUST00000175238	-10922	ENSMUSG00000092979	ENSMUSG00000092979
chr9	109968437	109970227	9_109968437_109970227	72.5189506574327	-1.16763668604659	0.000453978761747022	0.0313643572589434	Promoter (<=1kb)	9	109967695	109967990	296	2	ENSMUST00000175239	-448	ENSMUSG00000092980	ENSMUSG00000092980
chr9	109968437	109970227	9_109968437_109970227	72.5189506574327	-1.16763668604659	0.000453978761747022	0.0313643572589434	Promoter (<=1kb)	9	109967695	109967990	296	2	ENSMUST00000175239	-448	ENSMUSG00000092980	ENSMUSG00000092980
chr12	42735172	42736874	12_42735172_42736874	21.509908716307	-3.3038927492921	7.63040355752002e-05	0.0105064787445853	Distal Intergenic	12	42281716	42281813	98	1	ENSMUST00000175473	453457	ENSMUSG00000093214	ENSMUSG00000093214
chr15	68495110	68497333	15_68495110_68497333	55.4870640808084	-1.85976333887615	2.96399048286866e-05	0.00535421767042971	Distal Intergenic	15	68340983	68363176	22194	2	ENSMUST00000175699	-131935	ENSMUSG00000093387	ENSMUSG00000093387
chr14	115444278	115445956	14_115444278_115445956	111.873616211517	-0.895932398651963	0.000707482309336021	0.0409715490318419	Intron (ENSMUST00000176912/ENSMUSG00000022112, intron 5 of 7)	14	115396551	115409552	13002	2	ENSMUST00000176582	-34727	ENSMUSG00000093551	ENSMUSG00000093551
chr6	107129554	107131410	6_107129554_107131410	46.1167579272119	-2.1438944937856	9.28936811686715e-06	0.00234496997719377	Distal Intergenic	6	107001452	107001558	107	1	ENSMUST00000180326	128103	ENSMUSG00000094963	ENSMUSG00000094963
chr1	10595338	10597499	1_10595338_10597499	65.9581173548862	-1.28230338198247	0.000403986757941487	0.0296809674024921	Exon (ENSMUST00000153695/ENSMUSG00000042501, exon 9 of 10)	1	10555554	10555660	107	2	ENSMUST00000179958	-39679	ENSMUSG00000094979	ENSMUSG00000094979
chr13	48564970	48566635	13_48564970_48566635	68.8703128613549	-1.35854418841915	0.000142035719113155	0.0155371294963224	Distal Intergenic	13	48572253	48572384	132	2	ENSMUST00000104502	5749	ENSMUSG00000095214	ENSMUSG00000095214
chr3	11403144	11405412	3_11403144_11405412	50.106359545027	-1.69465457318862	0.000185069820118493	0.0185919630516996	Distal Intergenic	3	11154337	11154437	101	1	ENSMUST00000175281	248808	ENSMUSG00000095289	ENSMUSG00000095289
chr3	11599135	11600661	3_11599135_11600661	24.4055023897231	-2.06761416767745	0.000636648272452646	0.0388099210049307	Distal Intergenic	3	11154337	11154437	101	1	ENSMUST00000175281	444799	ENSMUSG00000095289	ENSMUSG00000095289
chr9	32060992	32064286	9_32060992_32064286	104.909409838046	-1.17618864716167	5.43042423733782e-05	0.00828876381652572	Promoter (2-3kb)	9	32067171	32067296	126	1	ENSMUST00000179485	-2885	ENSMUSG00000095555	ENSMUSG00000095555
chr3	13653123	13655673	3_13653123_13655673	45.8837877831005	-2.43779417270974	2.11083347695346e-06	0.000903528503504646	Distal Intergenic	3	13776848	13777307	460	1	ENSMUST00000108373	-121175	ENSMUSG00000096025	ENSMUSG00000096025
chr9	112886600	112888192	9_112886600_112888192	27.577809879065	-2.22060993051142	0.000271960812294732	0.0236313926994929	Distal Intergenic	9	112522529	112522660	132	1	ENSMUST00000179604	364072	ENSMUSG00000096353	ENSMUSG00000096353
chr8	57840422	57844301	8_57840422_57844301	159.484841673802	-0.921524930937146	0.000228942256835762	0.0215622999349255	Intron (ENSMUST00000098757/ENSMUSG00000096914, intron 4 of 7)	8	57776225	57962564	186340	2	ENSMUST00000098757	118263	ENSMUSG00000096914	ENSMUSG00000096914
