loc	cluster
chr16:89651525-89651926	cluster_2
chr3:101095797-101096198	cluster_2
chr11:99730071-99730472	cluster_2
chr11:45943290-45943691	cluster_2
chr12:13600584-13600985	cluster_2
chr13:40606758-40607159	cluster_2
chr2:4490768-4491169	cluster_2
chr19:7062862-7063263	cluster_2
chr14:24550970-24551371	cluster_2
chr12:100631360-100631761	cluster_2
chr12:70053660-70054061	cluster_2
chr6:77383669-77384070	cluster_2
chr11:96973439-96973840	cluster_2
chr10:86880542-86880943	cluster_2
chr8:90242326-90242727	cluster_2
chr17:70894842-70895243	cluster_2
chr10:77272959-77273360	cluster_2
chr7:111844259-111844660	cluster_2
chr4:84029727-84030128	cluster_2
chr7:141502215-141502616	cluster_2
chr7:83704307-83704708	cluster_2
chr2:130634105-130634506	cluster_2
chr8:122198764-122199165	cluster_2
chr11:71807851-71808252	cluster_2
chr12:74452427-74452828	cluster_2
chr19:24736679-24737080	cluster_2
chr6:36636987-36637388	cluster_2
chr19:54522979-54523380	cluster_2
chr17:66589948-66590349	cluster_2
chr11:64236901-64237302	cluster_2
chr12:25220718-25221119	cluster_2
chr12:43962790-43963191	cluster_2
chr13:28029320-28029721	cluster_2
chr10:81416813-81417214	cluster_2
chr18:69018359-69018760	cluster_2
chr2:150935724-150936125	cluster_2
chr5:35275231-35275632	cluster_2
chr4:131660878-131661279	cluster_2
chr6:101473337-101473738	cluster_2
chr1:190185757-190186158	cluster_2
chr4:153913228-153913629	cluster_2
chr6:97419732-97420133	cluster_2
chr5:139675405-139675806	cluster_2
chr7:112776648-112777049	cluster_2
chr12:13350985-13351386	cluster_2
chr10:41173099-41173500	cluster_2
chr2:165543332-165543733	cluster_2
chr4:87126601-87127002	cluster_2
chr11:75647616-75648017	cluster_2
chr7:77744178-77744579	cluster_2
chr2:97165756-97166157	cluster_2
chr12:108221344-108221745	cluster_2
chr17:55006299-55006700	cluster_2
chr2:41093980-41094381	cluster_2
chr7:49094494-49094895	cluster_2
chr14:80374187-80374588	cluster_2
chr17:58797833-58798234	cluster_2
chr9:5673559-5673960	cluster_2
chr12:58670207-58670608	cluster_2
chr9:116650860-116651261	cluster_2
chr8:38028081-38028482	cluster_2
chr7:113783192-113783593	cluster_2
chr7:96838129-96838530	cluster_2
chr8:125068192-125068593	cluster_2
chr4:117245681-117246082	cluster_2
chr17:5755591-5755992	cluster_2
chr1:183531398-183531799	cluster_2
chr14:17020924-17021325	cluster_2
chr4:41196854-41197255	cluster_2
chr9:30129180-30129581	cluster_2
chr9:94758675-94759076	cluster_2
chr10:124910735-124911136	cluster_2
chr17:14340813-14341214	cluster_2
chr9:15938184-15938585	cluster_2
chr13:96172916-96173317	cluster_2
chr15:87712185-87712586	cluster_2
chr1:178913126-178913527	cluster_2
chr3:47275121-47275522	cluster_2
chr15:16914768-16915169	cluster_2
chr18:58754743-58755144	cluster_2
chr12:104605580-104605981	cluster_2
chr2:119355089-119355490	cluster_2
chr8:26632643-26633044	cluster_2
chr4:140507329-140507730	cluster_2
chr9:41238977-41239378	cluster_2
chr3:152661429-152661830	cluster_2
chr12:7930795-7931196	cluster_2
chr6:37021208-37021609	cluster_2
chr4:35065449-35065850	cluster_2
chr19:60603567-60603968	cluster_2
chr5:97899349-97899750	cluster_2
chr4:54095222-54095623	cluster_2
chr15:3547584-3547985	cluster_2
chr15:88362890-88363291	cluster_2
chr1:72032182-72032583	cluster_2
chr11:79806026-79806427	cluster_2
chr9:102778545-102778946	cluster_2
chr4:56364140-56364541	cluster_2
chr6:101242391-101242792	cluster_2
chr6:135548852-135549253	cluster_2
chr7:82829496-82829897	cluster_2
chr4:27385770-27386171	cluster_2
chr2:24750123-24750524	cluster_2
chr12:9098638-9099039	cluster_2
chr5:112678301-112678702	cluster_2
chr2:53412370-53412771	cluster_2
chr5:34016704-34017105	cluster_2
chr3:21944447-21944848	cluster_2
chrX:63752551-63752952	cluster_2
chr8:89468787-89469188	cluster_2
chr13:34221818-34222219	cluster_2
chr4:110529798-110530199	cluster_2
chr1:152508926-152509327	cluster_2
chr7:84128640-84129041	cluster_2
chr9:34843204-34843605	cluster_2
chr1:186887091-186887492	cluster_2
chr10:72100577-72100978	cluster_2
chr7:124704378-124704779	cluster_2
chr9:51906898-51907299	cluster_2
chr6:116418513-116418914	cluster_2
chr10:93194712-93195113	cluster_2
chr15:21776152-21776553	cluster_2
chr2:94969056-94969457	cluster_2
chr2:127641606-127642007	cluster_2
chr4:86019586-86019987	cluster_2
chr2:71755722-71756123	cluster_2
chr4:131120661-131121062	cluster_2
chr1:172107703-172108104	cluster_2
chr9:117016686-117017087	cluster_2
chr19:47296585-47296986	cluster_2
chr17:79501177-79501578	cluster_2
chr9:27624252-27624653	cluster_2
chr2:47741814-47742215	cluster_2
chr9:43661159-43661560	cluster_2
chr3:85303221-85303622	cluster_2
chr15:70713791-70714192	cluster_2
chr4:94786605-94787006	cluster_2
chr11:10192744-10193145	cluster_2
chr2:96927579-96927980	cluster_2
chr6:8969677-8970078	cluster_2
chr11:55341800-55342201	cluster_2
chr4:76460614-76461015	cluster_2
chr9:42577877-42578278	cluster_2
chrX:73506486-73506887	cluster_2
chr1:10464730-10465131	cluster_2
chr11:63396246-63396647	cluster_2
chr10:19413832-19414233	cluster_2
chr15:32041779-32042180	cluster_2
chr9:30059832-30060233	cluster_2
chr19:40395989-40396390	cluster_2
chr4:48629506-48629907	cluster_2
chr7:129266416-129266817	cluster_2
chr6:36058173-36058574	cluster_2
chr8:48236948-48237349	cluster_2
chr19:17555105-17555506	cluster_2
chr7:121402967-121403368	cluster_2
chr9:118220390-118220791	cluster_2
chr18:8940393-8940794	cluster_2
chr13:6688460-6688861	cluster_2
chr18:61134789-61135190	cluster_2
chr1:12671811-12672212	cluster_2
chr12:16450908-16451309	cluster_2
chr15:60301940-60302341	cluster_2
chr15:48222128-48222529	cluster_2
chr11:43817503-43817904	cluster_2
chr7:132730458-132730859	cluster_2
chr3:78517977-78518378	cluster_2
chr9:121366990-121367391	cluster_2
chr19:55779862-55780263	cluster_2
chr3:13208763-13209164	cluster_2
chr13:56412120-56412521	cluster_2
chr17:44408846-44409247	cluster_2
chr1:92547263-92547664	cluster_2
chr4:154209018-154209419	cluster_2
chr5:139610879-139611280	cluster_2
chr7:78680812-78681213	cluster_2
chr7:51831858-51832259	cluster_2
chr3:130897831-130898232	cluster_2
chr18:61309644-61310045	cluster_2
chr9:34979124-34979525	cluster_2
chr5:49571915-49572316	cluster_2
chr7:81596765-81597166	cluster_2
chr19:56162149-56162550	cluster_2
chr10:6846247-6846648	cluster_2
chr13:35394938-35395339	cluster_2
chr1:128669342-128669743	cluster_2
chr10:121087502-121087903	cluster_2
chr5:121435514-121435915	cluster_2
chr1:130185845-130186246	cluster_2
chr9:104170523-104170924	cluster_2
chr11:44909126-44909527	cluster_2
chr7:126041292-126041693	cluster_2
chr9:97455390-97455791	cluster_2
chr18:10964801-10965202	cluster_2
chr15:34795191-34795592	cluster_2
chr1:129057169-129057570	cluster_2
chr9:120117639-120118040	cluster_2
chr15:98543974-98544375	cluster_2
chr1:181365321-181365722	cluster_2
chr8:93705880-93706281	cluster_2
chr2:179294331-179294732	cluster_2
chr4:66114240-66114641	cluster_2
chr9:65146057-65146458	cluster_2
chr14:32323128-32323529	cluster_2
chr16:88404229-88404630	cluster_2
chr9:70100386-70100787	cluster_2
chr2:33269093-33269494	cluster_2
chr14:66720332-66720733	cluster_2
chr4:140053000-140053401	cluster_2
chr13:102758011-102758412	cluster_2
chr9:60739102-60739503	cluster_2
chr6:51021149-51021550	cluster_2
chr1:56865130-56865531	cluster_2
chr2:173438990-173439391	cluster_2
chr12:104837136-104837537	cluster_3
chr15:37672494-37672895	cluster_3
chr5:35168836-35169237	cluster_3
chr7:112204684-112205085	cluster_3
chr15:85464852-85465253	cluster_3
chr12:98190206-98190607	cluster_3
chr14:37271600-37272001	cluster_3
chr5:80027509-80027910	cluster_3
chr18:64791116-64791517	cluster_3
chr3:120897306-120897707	cluster_3
chr13:63333996-63334397	cluster_3
chr11:53233165-53233566	cluster_3
chr2:165073443-165073844	cluster_3
chr3:56357220-56357621	cluster_3
chr3:81736893-81737294	cluster_3
chr2:117009901-117010302	cluster_3
chr9:10089267-10089668	cluster_3
chr17:56507809-56508210	cluster_3
chr11:25169355-25169756	cluster_3
chr16:6963453-6963854	cluster_3
chr19:37989897-37990298	cluster_3
chr5:4484086-4484487	cluster_3
chr9:16272780-16273181	cluster_3
chr13:64237345-64237746	cluster_3
chr12:21140136-21140537	cluster_3
chr13:113372821-113373222	cluster_3
chr7:135634868-135635269	cluster_3
chr5:54357491-54357892	cluster_3
chr2:27166075-27166476	cluster_3
chr11:75399319-75399720	cluster_3
chr14:64593574-64593975	cluster_3
chr13:63332915-63333316	cluster_3
chr4:12982037-12982438	cluster_3
chr18:38094506-38094907	cluster_3
chr2:6667591-6667992	cluster_3
chr12:107874458-107874859	cluster_3
chr13:76190293-76190694	cluster_3
chr1:51514956-51515357	cluster_3
chr17:70004647-70005048	cluster_3
chr6:36843219-36843620	cluster_3
chr2:156232564-156232965	cluster_3
chr11:59070331-59070732	cluster_3
chr1:88386168-88386569	cluster_3
chr10:59943563-59943964	cluster_3
chr14:64501471-64501872	cluster_3
chr8:75457227-75457628	cluster_3
chr2:29670695-29671096	cluster_3
chr13:99593484-99593885	cluster_3
chr13:11333427-11333828	cluster_3
chr11:114445523-114445924	cluster_3
chr15:75588523-75588924	cluster_3
chr7:64239934-64240335	cluster_3
chr5:92369128-92369529	cluster_3
chr8:41175119-41175520	cluster_3
chr1:163279895-163280296	cluster_3
chr13:95912129-95912530	cluster_3
chr17:48564863-48565264	cluster_3
chr2:136669155-136669556	cluster_3
chr16:77644245-77644646	cluster_3
chr16:43577157-43577558	cluster_3
chr6:137111487-137111888	cluster_3
chr19:14508834-14509235	cluster_3
chr2:60648288-60648689	cluster_3
chr8:14472914-14473315	cluster_3
chr13:93460515-93460916	cluster_3
chr11:118752171-118752572	cluster_3
chr12:95738019-95738420	cluster_3
chr3:26039661-26040062	cluster_3
chr9:46970417-46970818	cluster_3
chr8:120523657-120524058	cluster_3
chr8:41176302-41176703	cluster_3
chr9:37517216-37517617	cluster_3
chr15:25120419-25120820	cluster_3
chr2:63854484-63854885	cluster_3
chr2:133841509-133841910	cluster_3
chr1:12026819-12027220	cluster_3
chr7:76094007-76094408	cluster_3
chr8:70798296-70798697	cluster_3
chr10:115012991-115013392	cluster_3
chr12:40828055-40828456	cluster_3
chr3:143102298-143102699	cluster_3
chr19:5296653-5297054	cluster_3
chr1:169421300-169421701	cluster_3
chr11:65930830-65931231	cluster_3
chr12:55059154-55059555	cluster_3
chr15:51177933-51178334	cluster_3
chr7:78542434-78542835	cluster_3
chr17:72826987-72827388	cluster_3
chr11:65801903-65802304	cluster_3
chr8:124196856-124197257	cluster_3
chr2:43977300-43977701	cluster_3
chr1:138282829-138283230	cluster_3
chr1:41411689-41412090	cluster_3
chr15:67611940-67612341	cluster_3
chr2:92692561-92692962	cluster_3
chr8:13058081-13058482	cluster_3
chr4:48869171-48869572	cluster_3
chr1:106071681-106072082	cluster_3
chr8:51972042-51972443	cluster_3
chr15:64269236-64269637	cluster_3
chr1:92726341-92726742	cluster_3
chr1:94054484-94054885	cluster_3
chr11:39254588-39254989	cluster_3
chr7:145198066-145198467	cluster_3
chr18:25548515-25548916	cluster_3
chr2:9642675-9643076	cluster_3
chr11:115518083-115518484	cluster_3
chr11:98731158-98731559	cluster_3
chr4:152088620-152089021	cluster_3
chr5:27717308-27717709	cluster_3
chr1:162621609-162622010	cluster_3
chr14:11641026-11641427	cluster_3
chr1:81483363-81483764	cluster_3
chr12:13598557-13598958	cluster_3
chr13:57909246-57909647	cluster_3
chr13:26338729-26339130	cluster_3
chr11:103645660-103646061	cluster_3
chr3:102763591-102763992	cluster_3
chr5:100127930-100128331	cluster_3
chr14:109158560-109158961	cluster_3
chr13:82729774-82730175	cluster_3
chr11:19423765-19424166	cluster_3
chr1:72002400-72002801	cluster_3
chr4:63295638-63296039	cluster_3
chr11:36052732-36053133	cluster_3
chr2:90963274-90963675	cluster_3
chr16:33024626-33025027	cluster_3
chr4:31491520-31491921	cluster_3
chr14:87901703-87902104	cluster_3
chr6:51332696-51333097	cluster_3
chr18:16419051-16419452	cluster_3
chr17:65961581-65961982	cluster_3
chr2:165613012-165613413	cluster_3
chr13:25848127-25848528	cluster_3
chr19:55526671-55527072	cluster_3
chr8:45689851-45690252	cluster_3
chr17:86725083-86725484	cluster_3
chr14:70961847-70962248	cluster_3
chr13:20386683-20387084	cluster_3
chr14:88444536-88444937	cluster_3
chr12:3570991-3571392	cluster_3
chr10:85271593-85271994	cluster_3
chr4:12980901-12981302	cluster_3
chr1:59567557-59567958	cluster_3
chr14:124223429-124223830	cluster_3
chr8:118718290-118718691	cluster_3
chr15:71099094-71099495	cluster_3
chr12:106130130-106130531	cluster_3
chr1:177361726-177362127	cluster_3
chr3:112699702-112700103	cluster_3
chr17:31660771-31661172	cluster_3
chr12:6000896-6001297	cluster_3
chr1:54118655-54119056	cluster_3
chr4:116015967-116016368	cluster_3
chr4:105205539-105205940	cluster_3
chr3:159470753-159471154	cluster_3
chr3:36261418-36261819	cluster_3
chr12:24465450-24465851	cluster_3
chr11:99644399-99644800	cluster_3
chr12:107658231-107658632	cluster_3
chr13:56853448-56853849	cluster_3
chr5:71964998-71965399	cluster_3
chr6:119199734-119200135	cluster_3
chr15:27898121-27898522	cluster_3
chr1:192856479-192856880	cluster_3
chr10:96828648-96829049	cluster_3
chr9:16297983-16298384	cluster_3
chr4:98623130-98623531	cluster_3
chr4:120259653-120260054	cluster_3
chr18:28418264-28418665	cluster_3
chr4:66525316-66525717	cluster_3
chr15:25760244-25760645	cluster_3
chr1:130285841-130286242	cluster_3
chr15:86221371-86221772	cluster_3
chr17:45629438-45629839	cluster_3
chr9:22760324-22760725	cluster_3
chr5:142694842-142695243	cluster_3
chr11:71986626-71987027	cluster_3
chr11:89950931-89951332	cluster_3
chr8:52855154-52855555	cluster_3
chr5:151214744-151215145	cluster_3
chr6:22390682-22391083	cluster_3
chr15:94412989-94413390	cluster_3
chr7:94154185-94154586	cluster_3
chr13:36958932-36959333	cluster_3
chr5:87006720-87007121	cluster_3
chr1:178454084-178454485	cluster_3
chr3:89318122-89318523	cluster_3
chr18:43619486-43619887	cluster_3
chr6:100069130-100069531	cluster_3
chr15:90203838-90204239	cluster_3
chr10:29823133-29823534	cluster_3
chr11:32140799-32141200	cluster_3
chr18:40083064-40083465	cluster_3
chr11:24485244-24485645	cluster_3
chr7:78448866-78449267	cluster_3
chr4:125222965-125223366	cluster_3
chr6:49495534-49495935	cluster_3
chr17:90309366-90309767	cluster_3
chr4:18896215-18896616	cluster_3
chr14:63306661-63307062	cluster_3
chr16:72888150-72888551	cluster_3
chr11:6964459-6964860	cluster_3
chr5:74800348-74800749	cluster_3
chr1:192348574-192348975	cluster_3
chr18:89520937-89521338	cluster_3
chr6:139311182-139311583	cluster_3
chr17:91176431-91176832	cluster_3
chr2:141116825-141117226	cluster_3
chr2:11558675-11559076	cluster_3
chr18:61335861-61336262	cluster_3
chr3:61626134-61626535	cluster_3
chr15:40872306-40872707	cluster_3
chr16:95117537-95117938	cluster_3
chr5:76064642-76065043	cluster_3
chr5:72064073-72064474	cluster_3
chr10:61443430-61443831	cluster_3
chr4:7422832-7423233	cluster_3
chr2:70913497-70913898	cluster_3
chr12:31026617-31027018	cluster_3
chr11:43271316-43271717	cluster_3
chr5:44176258-44176659	cluster_3
chr10:130410695-130411096	cluster_3
chr3:131154496-131154897	cluster_3
chr11:34862619-34863020	cluster_3
chr9:34749738-34750139	cluster_3
chr1:83362273-83362674	cluster_3
chr16:9768245-9768646	cluster_3
chr4:131205817-131206218	cluster_3
chr4:45142572-45142973	cluster_3
chr3:132548683-132549084	cluster_3
chr6:90802512-90802913	cluster_3
chr14:79158804-79159205	cluster_3
chr6:146203793-146204194	cluster_3
chr4:48754760-48755161	cluster_3
chr3:34804134-34804535	cluster_3
chr3:121945894-121946295	cluster_3
chr16:22661105-22661506	cluster_3
chr2:12470405-12470806	cluster_3
chr13:25317690-25318091	cluster_3
chr8:42324646-42325047	cluster_3
chr8:99417458-99417859	cluster_3
chr19:55376175-55376576	cluster_3
chr4:155690982-155691383	cluster_3
chr4:27798675-27799076	cluster_3
chr6:84409397-84409798	cluster_3
chr3:86165226-86165627	cluster_3
chr7:73233838-73234239	cluster_3
chr15:39974196-39974597	cluster_3
chr2:17413864-17414265	cluster_3
chr4:149077579-149077980	cluster_3
chr11:71900865-71901266	cluster_3
chr1:169060615-169061016	cluster_3
chr14:113363355-113363756	cluster_3
chr8:124198463-124198864	cluster_3
chr5:113126493-113126894	cluster_3
chr7:97446637-97447038	cluster_3
chr11:92302461-92302862	cluster_3
chr9:28224084-28224485	cluster_3
chr8:123137618-123138019	cluster_3
chr11:116020402-116020803	cluster_3
chr4:7726355-7726756	cluster_3
chr17:87104010-87104411	cluster_3
chr1:19265443-19265844	cluster_3
chr16:67518247-67518648	cluster_3
chr7:137613851-137614252	cluster_3
chr18:65307503-65307904	cluster_3
chr3:79015545-79015946	cluster_3
chr14:24606575-24606976	cluster_3
chr8:43956435-43956836	cluster_3
chr3:101448853-101449254	cluster_3
chr15:37290866-37291267	cluster_3
chr19:48097371-48097772	cluster_3
chr15:70387771-70388172	cluster_3
chr6:55811147-55811548	cluster_3
chr18:3524697-3525098	cluster_3
chr14:105674979-105675380	cluster_3
chr2:97097921-97098322	cluster_3
chr3:17541347-17541748	cluster_3
chr3:83026632-83027033	cluster_3
chr18:42091485-42091886	cluster_3
chr11:40850791-40851192	cluster_3
chr5:146732744-146733145	cluster_3
chr3:72953679-72954080	cluster_3
chr3:12642439-12642840	cluster_3
chr17:35542755-35543156	cluster_3
chr11:45578526-45578927	cluster_3
chr5:14195093-14195494	cluster_3
chr14:11017194-11017595	cluster_3
chr1:104597837-104598238	cluster_3
chr13:69955498-69955899	cluster_3
chr5:15546452-15546853	cluster_3
chr17:62092968-62093369	cluster_3
chr1:64226268-64226669	cluster_3
chr18:57337852-57338253	cluster_3
chr16:76184482-76184883	cluster_3
chr2:108083857-108084258	cluster_3
chr12:17140479-17140880	cluster_3
chr11:56054396-56054797	cluster_3
chr6:28753287-28753688	cluster_3
chr6:112509570-112509971	cluster_3
chr1:98268876-98269277	cluster_3
chr10:7225986-7226387	cluster_3
chr6:30016098-30016499	cluster_3
chr11:94423833-94424234	cluster_3
chr1:98082391-98082792	cluster_3
chr6:127616491-127616892	cluster_3
chr14:114879284-114879685	cluster_3
chr2:57991085-57991486	cluster_3
chr4:148053314-148053715	cluster_3
chr8:38310800-38311201	cluster_3
chr4:150312622-150313023	cluster_3
chr18:67115410-67115811	cluster_3
chr10:73871492-73871893	cluster_3
chr18:60062540-60062941	cluster_3
chr12:53590389-53590790	cluster_3
chr12:79506937-79507338	cluster_3
chr16:54406725-54407126	cluster_3
chr7:125372910-125373311	cluster_3
chr7:118633962-118634363	cluster_3
chr4:124594859-124595260	cluster_3
chr10:20006432-20006833	cluster_3
chr17:73918934-73919335	cluster_3
chr17:73453616-73454017	cluster_3
chr2:92046393-92046794	cluster_3
chr7:135609744-135610145	cluster_3
chr19:23679830-23680231	cluster_3
chr5:131855278-131855679	cluster_3
chr10:40733336-40733737	cluster_3
chr2:33860103-33860504	cluster_3
chr12:97758629-97759030	cluster_3
chr16:67515537-67515938	cluster_3
chr2:94341794-94342195	cluster_3
chr4:9302981-9303382	cluster_3
chr4:5788121-5788522	cluster_3
chr10:25643458-25643859	cluster_3
chr10:82914424-82914825	cluster_3
chr4:56524360-56524761	cluster_3
chr3:139615757-139616158	cluster_3
chr14:120366677-120367078	cluster_3
chr10:122693200-122693601	cluster_3
chr8:97556623-97557024	cluster_3
chr17:89974430-89974831	cluster_3
chr12:40689828-40690229	cluster_3
chr2:146102622-146103023	cluster_3
chr17:36825919-36826320	cluster_3
chr18:51218105-51218506	cluster_3
chr5:22244994-22245395	cluster_3
chr5:85457705-85458106	cluster_3
chr3:89336898-89337299	cluster_3
chr11:31771460-31771861	cluster_3
chr17:3482085-3482486	cluster_3
chr13:85770529-85770930	cluster_3
chr1:52765261-52765662	cluster_3
chr8:24398499-24398900	cluster_3
chr19:45294606-45295007	cluster_3
chr10:9005591-9005992	cluster_3
chr9:34418110-34418511	cluster_3
chr18:32932644-32933045	cluster_3
chr3:82539947-82540348	cluster_3
chr16:60475769-60476170	cluster_3
chr4:137143837-137144238	cluster_3
chr2:58174561-58174962	cluster_3
chr5:71209453-71209854	cluster_3
chr4:131177914-131178315	cluster_3
chr6:46073609-46074010	cluster_3
chr10:72221050-72221451	cluster_3
chr2:153013613-153014014	cluster_3
chr18:21184280-21184681	cluster_3
chr7:96521974-96522375	cluster_3
chr10:44362721-44363122	cluster_3
chr3:76654264-76654665	cluster_3
chr16:45695885-45696286	cluster_3
chr1:132012881-132013282	cluster_3
chr4:22997772-22998173	cluster_3
chr15:66776115-66776516	cluster_3
chr6:120715788-120716189	cluster_3
chr12:116599850-116600251	cluster_3
chr4:70952690-70953091	cluster_3
chr3:65116946-65117347	cluster_3
chr15:100923418-100923819	cluster_3
chr5:68458553-68458954	cluster_3
chr15:83300061-83300462	cluster_3
chr9:17848099-17848500	cluster_3
chr16:28697498-28697899	cluster_3
chr3:134735669-134736070	cluster_3
chr7:63991518-63991919	cluster_3
chr18:45333030-45333431	cluster_3
chr2:102235880-102236281	cluster_3
chr16:25230732-25231133	cluster_3
chr12:48641916-48642317	cluster_3
chr1:19421259-19421660	cluster_3
chr6:52758014-52758415	cluster_3
chr17:24533867-24534268	cluster_3
chr12:69405736-69406137	cluster_3
chr4:53218753-53219154	cluster_3
chr10:93945490-93945891	cluster_3
chr7:79626137-79626538	cluster_3
chr9:30649691-30650092	cluster_3
chr18:35967120-35967521	cluster_3
chr14:8525598-8525999	cluster_3
chr7:35523323-35523724	cluster_3
chr17:78455620-78456021	cluster_3
chr1:26968965-26969366	cluster_3
chr16:36100363-36100764	cluster_3
chr3:127107334-127107735	cluster_3
chr14:33823844-33824245	cluster_3
chr6:121405037-121405438	cluster_3
chr2:93252362-93252763	cluster_3
chr1:11573516-11573917	cluster_3
chr14:60405788-60406189	cluster_3
chr1:33173943-33174344	cluster_3
chr1:31702419-31702820	cluster_3
chr8:98976262-98976663	cluster_3
chr8:90876232-90876633	cluster_3
chr1:189121244-189121645	cluster_3
chr17:70753599-70754000	cluster_3
chr3:108288413-108288814	cluster_3
chr19:23795197-23795598	cluster_3
chr12:37494100-37494501	cluster_3
chr12:27118283-27118684	cluster_3
chr16:26447773-26448174	cluster_3
chr16:34706610-34707011	cluster_3
chr6:96550548-96550949	cluster_3
chr12:28964683-28965084	cluster_3
chr2:140257423-140257824	cluster_3
chr1:56089363-56089764	cluster_3
chr1:105178117-105178518	cluster_3
chr15:64192874-64193275	cluster_3
chr15:17700538-17700939	cluster_3
chr3:97037146-97037547	cluster_3
chr2:21165532-21165933	cluster_3
chr15:102795879-102796280	cluster_3
chr9:50602152-50602553	cluster_3
chr7:56640261-56640662	cluster_3
chr14:114182990-114183391	cluster_3
chr15:86689650-86690051	cluster_3
chr4:104498213-104498614	cluster_3
chr15:21558337-21558738	cluster_3
chr1:89404524-89404925	cluster_3
chr4:104020029-104020430	cluster_3
chr13:7846857-7847258	cluster_3
chr4:106419804-106420205	cluster_3
chr3:80541389-80541790	cluster_3
chr1:44678969-44679370	cluster_3
chr4:20205404-20205805	cluster_3
chr11:118740050-118740451	cluster_3
chr18:58439514-58439915	cluster_3
chr16:52029043-52029444	cluster_3
chr12:57709934-57710335	cluster_3
chr2:139696619-139697020	cluster_3
chr4:48723551-48723952	cluster_3
chr14:107567517-107567918	cluster_3
chr14:48241085-48241486	cluster_3
chr4:62541820-62542221	cluster_3
chr1:130085912-130086313	cluster_3
chr10:110918780-110919181	cluster_3
chr17:30951551-30951952	cluster_3
chr5:103760336-103760737	cluster_3
chr12:91040265-91040666	cluster_3
chr2:117387095-117387496	cluster_3
chr1:64719974-64720375	cluster_3
chr6:117807739-117808140	cluster_3
chr14:84175430-84175831	cluster_3
chr14:114241439-114241840	cluster_3
chr17:30539197-30539598	cluster_3
chr8:11421942-11422343	cluster_3
chr4:6110478-6110879	cluster_3
chr4:87728618-87729019	cluster_3
chr2:108700351-108700752	cluster_3
chr19:43548133-43548534	cluster_3
chr7:54340575-54340976	cluster_3
chr3:107848126-107848527	cluster_3
chr1:133820082-133820483	cluster_3
chr11:36036362-36036763	cluster_3
chr14:10932814-10933215	cluster_3
chr18:20800396-20800797	cluster_3
chr8:86445059-86445460	cluster_3
chr19:58019446-58019847	cluster_3
chr14:45942839-45943240	cluster_3
chr14:64617594-64617995	cluster_3
chr7:141062514-141062915	cluster_3
chr5:127305785-127306186	cluster_3
chr12:10241398-10241799	cluster_3
chr8:127791203-127791604	cluster_3
chr6:77603877-77604278	cluster_3
chr13:83604297-83604698	cluster_3
chr18:67989574-67989975	cluster_3
chr4:70446827-70447228	cluster_3
chr4:18573763-18574164	cluster_3
chr1:18292498-18292899	cluster_3
chr10:55938629-55939030	cluster_3
chr18:48334967-48335368	cluster_3
chr2:147555603-147556004	cluster_3
chr12:77995838-77996239	cluster_3
chr17:56505363-56505764	cluster_3
chr14:101912018-101912419	cluster_3
chr10:5368229-5368630	cluster_3
chr14:49523000-49523401	cluster_3
chr8:66722829-66723230	cluster_3
chr10:84481352-84481753	cluster_3
chr18:19545932-19546333	cluster_3
chr3:63196579-63196980	cluster_3
chr5:116498895-116499296	cluster_3
chr19:32858514-32858915	cluster_3
chr4:21621498-21621899	cluster_3
chr7:72576500-72576901	cluster_3
chr10:88591032-88591433	cluster_3
chr2:3739682-3740083	cluster_3
chr2:132753137-132753538	cluster_3
chr4:151386164-151386565	cluster_3
chr5:126544586-126544987	cluster_3
chr4:3704542-3704943	cluster_3
chr2:3132492-3132893	cluster_3
chr11:87657280-87657681	cluster_3
chr13:9395292-9395693	cluster_3
chr16:9716276-9716677	cluster_3
chr8:64347867-64348268	cluster_3
chr13:34646236-34646637	cluster_3
chr7:135720032-135720433	cluster_3
chr2:113573214-113573615	cluster_3
chr16:46567463-46567864	cluster_3
chr14:100750159-100750560	cluster_3
chr4:70021218-70021619	cluster_3
chr18:79466940-79467341	cluster_3
chr7:24934710-24935111	cluster_3
chr12:100304079-100304480	cluster_3
chr15:76261601-76262002	cluster_3
chr8:28273646-28274047	cluster_3
chr4:28525167-28525568	cluster_3
chr6:35002145-35002546	cluster_3
chr5:42575992-42576393	cluster_3
chr1:66689351-66689752	cluster_3
chr19:34308600-34309001	cluster_3
chr16:79354857-79355258	cluster_3
chr2:137729918-137730319	cluster_3
chr11:77094123-77094524	cluster_3
chr2:105949742-105950143	cluster_3
chr9:27665488-27665889	cluster_3
chr5:133487780-133488181	cluster_3
chr14:89570677-89571078	cluster_3
chr5:92429478-92429879	cluster_3
chr8:66040794-66041195	cluster_3
chr18:47226203-47226604	cluster_3
chr15:49380655-49381056	cluster_3
chr6:13868751-13869152	cluster_3
chr15:21405158-21405559	cluster_3
chr1:194682047-194682448	cluster_3
chr13:53028500-53028901	cluster_3
chr2:55538788-55539189	cluster_3
chr11:109380646-109381047	cluster_3
chr10:41013382-41013783	cluster_3
chr5:122179693-122180094	cluster_3
chr7:73958643-73959044	cluster_3
chr15:81248776-81249177	cluster_3
chr2:141369162-141369563	cluster_3
chr3:79436125-79436526	cluster_3
chr6:25673773-25674174	cluster_3
chr3:63387576-63387977	cluster_3
chr16:23404646-23405047	cluster_3
chr11:35679980-35680381	cluster_3
chr1:152304762-152305163	cluster_3
chr3:133677831-133678232	cluster_3
