# Note: this mapping is specifically created for this non-redundant set of motifs.
# It also includes factors for motifs that were similar, but this can be
# specific to this analysis.
Motif	Factor	Evidence	Curated
GM.5.0.C2H2_ZF.0028	MESP1	HT-SELEX	N
GM.5.0.C2H2_ZF.0028	TCF4	HT-SELEX	N
GM.5.0.bHLH.0067	ATOH7	B1H	N
GM.5.0.bHLH.0067	Atoh7	B1H	N
GM.5.0.bHLH.0067	Olig2	B1H	N
GM.5.0.bHLH.0067	Bhlhe23	B1H	N
GM.5.0.bHLH.0067	NEUROG3	B1H	N
GM.5.0.bHLH.0067	NEUROD4	B1H	N
GM.5.0.bHLH.0067	NEUROD6	B1H	N
GM.5.0.bHLH.0067	NEUROG1	B1H	N
GM.5.0.bHLH.0067	Neurog2	B1H	N
GM.5.0.bHLH.0067	Neurod1	B1H	N
GM.5.0.bHLH.0067	Neurod6	B1H	N
GM.5.0.bHLH.0067	Neurod2	B1H	N
GM.5.0.bHLH.0067	Neurog3	B1H	N
GM.5.0.bHLH.0067	Neurod4	B1H	N
GM.5.0.Nuclear_receptor.0073	NR2F1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0073	NR2C2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0073	Nr2c2	ChIP-seq	N
GM.5.0.bZIP.0056	ATF2	ChIP-seq	N
GM.5.0.bZIP.0056	Atf2	ChIP-seq	N
GM.5.0.bZIP.0056	JUN	JASPAR	N
GM.5.0.bZIP.0056	JUND	JASPAR	N
GM.5.0.bZIP.0056	JUN	ChIP-seq	N
GM.5.0.bZIP.0056	JUND	ChIP-seq	N
GM.5.0.bZIP.0056	FOS	SMiLE-seq	N
GM.5.0.bZIP.0056	JUN	SMiLE-seq	N
GM.5.0.bZIP.0056	FOSL1	SMiLE-seq	N
GM.5.0.bZIP.0056	JUND	SMiLE-seq	N
GM.5.0.bZIP.0056	JUN	ChIP-seq	N
GM.5.0.bZIP.0056	JUNB	ChIP-seq	N
GM.5.0.bZIP.0056	JUND	ChIP-seq	N
GM.5.0.Unknown.0079	Klf9	ChIP-seq	N
GM.5.0.Unknown.0079	KLF16	HT-SELEX	N
GM.5.0.Unknown.0079	KLF9	ChIP-seq	N
GM.5.0.Unknown.0079	KLF16	SELEX	N
GM.5.0.Unknown.0079	Klf11	SELEX	N
GM.5.0.Unknown.0079	Klf13	SELEX	N
GM.5.0.Unknown.0079	Klf14	SELEX	N
GM.5.0.Unknown.0079	SP7	SELEX	N
GM.5.0.Unknown.0079	SP3	SELEX	N
GM.5.0.Unknown.0079	SP6	SELEX	N
GM.5.0.Unknown.0079	SP5	SELEX	N
GM.5.0.Unknown.0079	SP9	SELEX	N
GM.5.0.Unknown.0079	Sp2	SELEX	N
GM.5.0.Unknown.0079	Sp3	SELEX	N
GM.5.0.Unknown.0079	Sp6	SELEX	N
GM.5.0.Unknown.0079	Sp8	SELEX	N
GM.5.0.Unknown.0079	Sp7	SELEX	N
GM.5.0.Unknown.0079	Sp9	SELEX	N
GM.5.0.Unknown.0079	Sp5	SELEX	N
GM.5.0.Unknown.0079	KLF16	HT-SELEX	N
GM.5.0.Unknown.0079	SP3	HT-SELEX	N
GM.5.0.Unknown.0079	SP3	HT-SELEX	N
GM.5.0.DP_E2F.0001	NRF1	TRANSFAC	N
GM.5.0.Unknown.0125	STAT5A	Transfac	N
GM.5.0.Unknown.0125	Stat5a	Transfac	N
GM.5.0.Unknown.0125	Stat5b	Transfac	N
GM.5.0.Unknown.0125	STAT5B	Unknown	N
GM.5.0.Unknown.0125	STAT5A	TRANSFAC	N
GM.5.0.Homeodomain.0041	ETS1	ChIP-seq	N
GM.5.0.Homeodomain.0041	GATA1	ChIP-seq	N
GM.5.0.Homeodomain.0041	GATA2	ChIP-seq	N
GM.5.0.Homeodomain.0041	Gata2	ChIP-seq	N
GM.5.0.Homeodomain.0041	GATA3	ChIP-seq	N
GM.5.0.Homeodomain.0041	Gata3	ChIP-seq	N
GM.5.0.Homeodomain.0041	GATA4	ChIP-seq	N
GM.5.0.Homeodomain.0041	Gata4	ChIP-seq	N
GM.5.0.Homeodomain.0041	Gata6	ChIP-seq	N
GM.5.0.Homeodomain.0041	Gata1	JASPAR	N
GM.5.0.Homeodomain.0041	Gata2	JASPAR	N
GM.5.0.Homeodomain.0041	GATA2	JASPAR	N
GM.5.0.Homeodomain.0041	Gata4	JASPAR	N
GM.5.0.Homeodomain.0041	GATA2	ChIP-seq	N
GM.5.0.Homeodomain.0041	Gata2	ChIP-seq	N
GM.5.0.Homeodomain.0041	GATA1	ChIP-seq	N
GM.5.0.Homeodomain.0041	Gata1	ChIP-seq	N
GM.5.0.Unknown.0079	GLI2	HT-SELEX	N
GM.5.0.Unknown.0079	GLI2	SELEX	N
GM.5.0.Unknown.0079	Gli1	SELEX	N
GM.5.0.Unknown.0079	Gli2	SELEX	N
GM.5.0.Unknown.0079	ZBTB7A	SELEX	N
GM.5.0.Unknown.0079	Zbtb7a	SELEX	N
GM.5.0.Unknown.0079	Zbtb7c	SELEX	N
GM.5.0.Unknown.0079	ZBTB7B	SELEX	N
GM.5.0.Unknown.0079	ZBTB7C	SELEX	N
GM.5.0.Unknown.0079	ZBTB7B	HT-SELEX	N
GM.5.0.Unknown.0079	ZBTB7C	HT-SELEX	N
GM.5.0.Unknown.0079	GLI2	HT-SELEX	N
GM.5.0.Unknown.0079	ZBTB7A	HT-SELEX	N
GM.5.0.Unknown.0079	ZBTB7B	HT-SELEX	N
GM.5.0.Unknown.0079	ZBTB7C	HT-SELEX	N
GM.5.0.Unknown.0026	Ahctf1	PBM	N
GM.5.0.Nuclear_receptor.0017	CREB5	PBM	N
GM.5.0.Nuclear_receptor.0017	Atf2	PBM	N
GM.5.0.Nuclear_receptor.0017	Atf7	PBM	N
GM.5.0.CUT_Homeodomain.0009	PU.1	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	SPI1	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0001	HNF1	TRANSFAC	N
GM.5.0.Nuclear_receptor.0015	ZNF263	ChIP-seq	N
GM.5.0.Nuclear_receptor.0015	ZNF691	Unknown	N
GM.5.0.Nuclear_receptor.0015	Zfp691	PBM	N
GM.5.0.Ets.0018	HINFP	JASPAR	N
GM.5.0.Ets.0018	HINFP	ChIP-seq	N
GM.5.0.Ets.0018	Hinfp	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXD1	JASPAR	N
GM.5.0.Forkhead.0021	Foxg1	HT-SELEX	N
GM.5.0.Forkhead.0021	FOXI1	HT-SELEX	N
GM.5.0.Forkhead.0021	Foxj3	HT-SELEX	N
GM.5.0.Forkhead.0021	FOXK1	ChIP-seq	N
GM.5.0.Forkhead.0021	Foxk1	ChIP-seq	N
GM.5.0.Forkhead.0021	Foxl2	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXO1	HT-SELEX	N
GM.5.0.Forkhead.0021	FOXO3	HT-SELEX	N
GM.5.0.Forkhead.0021	FOXO3	ChIP-seq	N
GM.5.0.Forkhead.0021	Foxo3	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXO4	HT-SELEX	N
GM.5.0.Forkhead.0021	FOXO6	HT-SELEX	N
GM.5.0.Forkhead.0021	FOXP2	ChIP-seq	N
GM.5.0.Forkhead.0021	Foxp2	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXK2	PBM	N
GM.5.0.Forkhead.0021	FOXD4	PBM	N
GM.5.0.Forkhead.0021	FOXE1	PBM	N
GM.5.0.Forkhead.0021	FOXS1	PBM	N
GM.5.0.Forkhead.0021	FOXD4L1	PBM	N
GM.5.0.Forkhead.0021	FOXI2	PBM	N
GM.5.0.Forkhead.0021	FOXE3	PBM	N
GM.5.0.Forkhead.0021	FOXD4L3	PBM	N
GM.5.0.Forkhead.0021	FOXB2	PBM	N
GM.5.0.Forkhead.0021	FOXD4L5	PBM	N
GM.5.0.Forkhead.0021	FOXD4L6	PBM	N
GM.5.0.Forkhead.0021	KIAA0415	PBM	N
GM.5.0.Forkhead.0021	Foxa1	PBM	N
GM.5.0.Forkhead.0021	Foxa2	PBM	N
GM.5.0.Forkhead.0021	Foxf2	PBM	N
GM.5.0.Forkhead.0021	Foxq1	PBM	N
GM.5.0.Forkhead.0021	Foxk2	PBM	N
GM.5.0.Forkhead.0021	Foxa3	PBM	N
GM.5.0.Forkhead.0021	Foxf1a	PBM	N
GM.5.0.Forkhead.0021	Foxe3	PBM	N
GM.5.0.Forkhead.0021	Foxi1	PBM	N
GM.5.0.Forkhead.0021	Foxi2	PBM	N
GM.5.0.Forkhead.0021	Foxl2	PBM	N
GM.5.0.Forkhead.0021	Foxd4	PBM	N
GM.5.0.Forkhead.0021	Foxd2	PBM	N
GM.5.0.Forkhead.0021	Foxi3	PBM	N
GM.5.0.Forkhead.0021	Foxb2	PBM	N
GM.5.0.Forkhead.0021	Foxd3	PBM	N
GM.5.0.Forkhead.0021	Foxe1	PBM	N
GM.5.0.Forkhead.0021	Foxs1	PBM	N
GM.5.0.Forkhead.0021	FOXK2	JASPAR	N
GM.5.0.Forkhead.0021	FOXD4	JASPAR	N
GM.5.0.Forkhead.0021	FOXE1	JASPAR	N
GM.5.0.Forkhead.0021	FOXS1	JASPAR	N
GM.5.0.Forkhead.0021	FOXD4L1	JASPAR	N
GM.5.0.Forkhead.0021	FOXI2	JASPAR	N
GM.5.0.Forkhead.0021	FOXE3	JASPAR	N
GM.5.0.Forkhead.0021	FOXD4L3	JASPAR	N
GM.5.0.Forkhead.0021	FOXB2	JASPAR	N
GM.5.0.Forkhead.0021	FOXD4L5	JASPAR	N
GM.5.0.Forkhead.0021	FOXD4L6	JASPAR	N
GM.5.0.Forkhead.0021	KIAA0415	JASPAR	N
GM.5.0.Forkhead.0021	Foxa1	JASPAR	N
GM.5.0.Forkhead.0021	Foxf2	JASPAR	N
GM.5.0.Forkhead.0021	Foxq1	JASPAR	N
GM.5.0.Forkhead.0021	Foxk2	JASPAR	N
GM.5.0.Forkhead.0021	Foxa3	JASPAR	N
GM.5.0.Forkhead.0021	Foxf1a	JASPAR	N
GM.5.0.Forkhead.0021	Foxe3	JASPAR	N
GM.5.0.Forkhead.0021	Foxi1	JASPAR	N
GM.5.0.Forkhead.0021	Foxi2	JASPAR	N
GM.5.0.Forkhead.0021	Foxl2	JASPAR	N
GM.5.0.Forkhead.0021	Foxd4	JASPAR	N
GM.5.0.Forkhead.0021	Foxd2	JASPAR	N
GM.5.0.Forkhead.0021	Foxi3	JASPAR	N
GM.5.0.Forkhead.0021	Foxb2	JASPAR	N
GM.5.0.Forkhead.0021	Foxd3	JASPAR	N
GM.5.0.Forkhead.0021	Foxe1	JASPAR	N
GM.5.0.Forkhead.0021	Foxs1	JASPAR	N
GM.5.0.Forkhead.0021	FOXK2	SELEX	N
GM.5.0.Forkhead.0021	FOXI1	SELEX	N
GM.5.0.Forkhead.0021	FOXD4	SELEX	N
GM.5.0.Forkhead.0021	FOXE1	SELEX	N
GM.5.0.Forkhead.0021	FOXS1	SELEX	N
GM.5.0.Forkhead.0021	FOXD4L1	SELEX	N
GM.5.0.Forkhead.0021	FOXI2	SELEX	N
GM.5.0.Forkhead.0021	FOXE3	SELEX	N
GM.5.0.Forkhead.0021	FOXD4L3	SELEX	N
GM.5.0.Forkhead.0021	FOXB2	SELEX	N
GM.5.0.Forkhead.0021	FOXD4L5	SELEX	N
GM.5.0.Forkhead.0021	FOXD4L6	SELEX	N
GM.5.0.Forkhead.0021	KIAA0415	SELEX	N
GM.5.0.Forkhead.0021	Foxa1	SELEX	N
GM.5.0.Forkhead.0021	Foxf2	SELEX	N
GM.5.0.Forkhead.0021	Foxq1	SELEX	N
GM.5.0.Forkhead.0021	Foxk2	SELEX	N
GM.5.0.Forkhead.0021	Foxa3	SELEX	N
GM.5.0.Forkhead.0021	Foxf1a	SELEX	N
GM.5.0.Forkhead.0021	Foxe3	SELEX	N
GM.5.0.Forkhead.0021	Foxi1	SELEX	N
GM.5.0.Forkhead.0021	Foxi2	SELEX	N
GM.5.0.Forkhead.0021	Foxl2	SELEX	N
GM.5.0.Forkhead.0021	Foxd4	SELEX	N
GM.5.0.Forkhead.0021	Foxd2	SELEX	N
GM.5.0.Forkhead.0021	Foxi3	SELEX	N
GM.5.0.Forkhead.0021	Foxb2	SELEX	N
GM.5.0.Forkhead.0021	Foxd3	SELEX	N
GM.5.0.Forkhead.0021	Foxe1	SELEX	N
GM.5.0.Forkhead.0021	Foxs1	SELEX	N
GM.5.0.Forkhead.0021	FOXO1	SELEX	N
GM.5.0.Forkhead.0021	FOXO3	SELEX	N
GM.5.0.Forkhead.0021	FOXO4	SELEX	N
GM.5.0.Forkhead.0021	FOXO6	SELEX	N
GM.5.0.Forkhead.0021	Foxg1	SELEX	N
GM.5.0.Forkhead.0021	FOXN3	SELEX	N
GM.5.0.Forkhead.0021	Foxj3	SELEX	N
GM.5.0.Forkhead.0021	Foxn2	SELEX	N
GM.5.0.Forkhead.0021	ENSMUSG00000090020	SELEX	N
GM.5.0.Forkhead.0021	FOXP4	ChIP-seq	N
GM.5.0.Forkhead.0021	Foxp4	ChIP-seq	N
GM.5.0.Forkhead.0021	Foxp3	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXD1	SELEX	N
GM.5.0.Forkhead.0021	FOXI1	HT-SELEX	N
GM.5.0.Forkhead.0021	FOXO3	HT-SELEX	N
GM.5.0.Forkhead.0021	FOXO4	HT-SELEX	N
GM.5.0.Forkhead.0021	FOXO6	HT-SELEX	N
GM.5.0.Forkhead.0021	FOXK2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0137	Cphx	PBM	N
GM.5.0.Nuclear_receptor.0137	GATA1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0137	Gata2	ChIP-seq	N
GM.5.0.C2HC_ZF.0001	TBP	Transfac	N
GM.5.0.C2HC_ZF.0001	TBPL2	Transfac	N
GM.5.0.C2HC_ZF.0001	Tbpl2	Transfac	N
GM.5.0.C2HC_ZF.0001	TBP	Unknown	N
GM.5.0.C2HC_ZF.0001	TBP	TRANSFAC	N
GM.5.0.C2HC_ZF.0001	TBP	JASPAR	N
GM.5.0.C2HC_ZF.0001	TBP	Unknown	N
GM.5.0.C2HC_ZF.0001	POLR2A	ChIP-seq	N
GM.5.0.C2HC_ZF.0001	RDBP	ChIP-seq	N
GM.5.0.C2HC_ZF.0001	TAF1	ChIP-seq	N
GM.5.0.C2HC_ZF.0001	TBP	ChIP-seq	N
GM.5.0.C2HC_ZF.0001	TBP	ChIP-seq	N
GM.5.0.C2HC_ZF.0001	Tbp	ChIP-seq	N
GM.5.0.Myb_SANT.0008	Meis1	JASPAR	N
GM.5.0.Myb_SANT.0008	MEIS1	Transfac	N
GM.5.0.Myb_SANT.0008	MEIS2	SELEX	N
GM.5.0.Myb_SANT.0008	MEIS2	HT-SELEX	N
GM.5.0.Myb_SANT.0008	MEIS1	TRANSFAC	N
GM.5.0.Myb_SANT.0008	MEIS2	HT-SELEX	N
GM.5.0.Myb_SANT.0008	Meis1	ChIP-seq	N
GM.5.0.SMAD.0003	ISL2	HT-SELEX	N
GM.5.0.SMAD.0003	Isl2	PBM	N
GM.5.0.SMAD.0003	Isl1	PBM	N
GM.5.0.SMAD.0003	ISL2	SELEX	N
GM.5.0.SMAD.0003	Isl1	SELEX	N
GM.5.0.SMAD.0003	ISL2	HT-SELEX	N
GM.5.0.C2H2_ZF.0267	Myf5	JASPAR	N
GM.5.0.C2H2_ZF.0267	MYF6	SELEX	N
GM.5.0.C2H2_ZF.0267	Myf5	SELEX	N
GM.5.0.C2H2_ZF.0267	MYF6	HT-SELEX	N
GM.5.0.C2H2_ZF.0267	Myf6	PBM	N
GM.5.0.C2H2_ZF.0267	MYF6	HT-SELEX	N
GM.5.0.Nuclear_receptor.0064	THRA	ChIP-seq	N
GM.5.0.Nuclear_receptor.0064	Thrb	ChIP-seq	N
GM.5.0.Nuclear_receptor.0064	Thra	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0001	POU1F1	Unknown	N
GM.5.0.ARID_BRIGHT.0001	Pou1f1	PBM	N
GM.5.0.ARID_BRIGHT.0001	Pou3f1	PBM	N
GM.5.0.ARID_BRIGHT.0001	Pou3f4	PBM	N
GM.5.0.ARID_BRIGHT.0001	Pou4f3	PBM	N
GM.5.0.TEA.0009	Tead2	ChIP-seq	N
GM.5.0.TEA.0009	Tead4	ChIP-seq	N
GM.5.0.TEA.0009	TEAD3	SELEX	N
GM.5.0.TEA.0009	Tead3	SELEX	N
GM.5.0.TEA.0009	TEAD4	SELEX	N
GM.5.0.TEA.0009	Tead4	SELEX	N
GM.5.0.TEA.0009	TEAD3	HT-SELEX	N
GM.5.0.TEA.0009	TEAD4	HT-SELEX	N
GM.5.0.TEA.0009	TEAD1	ChIP-seq	N
GM.5.0.TEA.0009	Tead1	ChIP-seq	N
GM.5.0.TEA.0009	TEAD3	HT-SELEX	N
GM.5.0.TEA.0009	TEAD4	HT-SELEX	N
GM.5.0.TEA.0009	TEAD4	ChIP-seq	N
GM.5.0.C2H2_ZF.0025	HNF4A	HT-SELEX	N
GM.5.0.C2H2_ZF.0025	HNF4A	SELEX	N
GM.5.0.C2H2_ZF.0025	Hnf4g	SELEX	N
GM.5.0.AT_hook.0003	HSF2	Unknown	N
GM.5.0.AT_hook.0003	HSF2	TRANSFAC	N
GM.5.0.AT_hook.0003	HSF1	TRANSFAC	N
GM.5.0.AT_hook.0003	HSF1	Transfac	N
GM.5.0.AT_hook.0003	Hsf1	Transfac	N
GM.5.0.AT_hook.0003	Hsf4	Transfac	N
GM.5.0.AT_hook.0003	HSF2	Transfac	N
GM.5.0.AT_hook.0003	Hsf2	Transfac	N
GM.5.0.bZIP.0072	MafF	ChIP-seq	N
GM.5.0.bZIP.0072	Mafg	PBM	N
GM.5.0.bZIP.0072	MAFF	JASPAR	N
GM.5.0.bZIP.0072	MAFK	JASPAR	N
GM.5.0.bZIP.0072	MAFK	SELEX	N
GM.5.0.bZIP.0072	NRL	SELEX	N
GM.5.0.bZIP.0072	Nrl	SELEX	N
GM.5.0.bZIP.0072	Mafa	SELEX	N
GM.5.0.bZIP.0072	Maf	SELEX	N
GM.5.0.bZIP.0072	Mafb	SELEX	N
GM.5.0.bZIP.0072	Mafb	HT-SELEX	N
GM.5.0.bZIP.0072	NRL	HT-SELEX	N
GM.5.0.bZIP.0072	MAFK	Unknown	N
GM.5.0.bZIP.0072	Mafb	HT-SELEX	N
GM.5.0.bZIP.0072	Mafb	PBM	N
GM.5.0.bZIP.0072	Mafk	PBM	N
GM.5.0.bZIP.0072	MAFK	HT-SELEX	N
GM.5.0.bZIP.0072	NRL	HT-SELEX	N
GM.5.0.ARID_BRIGHT.0001	Dlx5	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0001	Sp7	ChIP-seq	N
GM.5.0.Unknown.0079	ZNF281	PBM	N
GM.5.0.Unknown.0079	Zfp148	PBM	N
GM.5.0.Unknown.0079	Zfp281	PBM	N
GM.5.0.Unknown.0079	Zfp281	PBM	N
GM.5.0.GCM.0002	HES4	JASPAR	N
GM.5.0.GCM.0002	HES4	B1H	N
GM.5.0.bHLH.0067	LYL1	ChIP-seq	N
GM.5.0.bHLH.0067	TAL1	ChIP-seq	N
GM.5.0.bHLH.0067	NHLH2	ChIP-seq	N
GM.5.0.bHLH.0067	TAL2	ChIP-seq	N
GM.5.0.bHLH.0067	Tal2	ChIP-seq	N
GM.5.0.bHLH.0067	Tal1	ChIP-seq	N
GM.5.0.bHLH.0067	Lyl1	ChIP-seq	N
GM.5.0.bHLH.0067	Nhlh1	ChIP-seq	N
GM.5.0.bHLH.0067	Tcf15	ChIP-seq	N
GM.5.0.bHLH.0067	TCF3	ChIP-seq	N
GM.5.0.bHLH.0067	TWIST1	ChIP-seq	N
GM.5.0.bHLH.0067	TAL1	TRANSFAC	N
GM.5.0.Nuclear_receptor.0139	POU2F2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0139	SMC3	ChIP-seq	N
GM.5.0.DP_E2F.0001	IRF9	Unknown	N
GM.5.0.DP_E2F.0001	Irf9	PBM	N
GM.5.0.DP_E2F.0001	STAT1	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	SPI1	SELEX	N
GM.5.0.CUT_Homeodomain.0009	Spib	SELEX	N
GM.5.0.CUT_Homeodomain.0009	SPIB	SELEX	N
GM.5.0.CUT_Homeodomain.0009	Spic	SELEX	N
GM.5.0.CUT_Homeodomain.0009	SPIB	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	Spib	ChIP-seq	N
GM.5.0.CUT_Homeodomain.0009	SPI1	HT-SELEX	N
GM.5.0.CUT_Homeodomain.0009	SPI1	HT-SELEX	N
GM.5.0.CUT_Homeodomain.0009	SPIB	Unknown	N
GM.5.0.CUT_Homeodomain.0009	SPIB	HT-SELEX	N
GM.5.0.CUT_Homeodomain.0009	Spic	HT-SELEX	N
GM.5.0.Nuclear_receptor.0139	SOX10	ChIP-seq	N
GM.5.0.Nuclear_receptor.0139	Sox10	ChIP-seq	N
GM.5.0.Nuclear_receptor.0139	SOX9	ChIP-seq	N
GM.5.0.Nuclear_receptor.0139	Sox9	ChIP-seq	N
GM.5.0.Unknown.0026	EBF1	ChIP-seq	N
GM.5.0.Unknown.0026	EGR1	ChIP-seq	N
GM.5.0.Unknown.0032	Pou3f1	ChIP-seq	N
GM.5.0.Unknown.0032	Pou3f2	ChIP-seq	N
GM.5.0.Unknown.0125	STAT5A	Transfac	N
GM.5.0.Unknown.0125	Stat5a	Transfac	N
GM.5.0.Unknown.0125	Stat5b	Transfac	N
GM.5.0.Unknown.0125	STAT5B	Transfac	N
GM.5.0.Unknown.0125	STAT5A	ChIP-seq	N
GM.5.0.Unknown.0125	Stat5a	ChIP-seq	N
GM.5.0.Unknown.0125	Stat5b	ChIP-seq	N
GM.5.0.Unknown.0125	STAT5B	ChIP-seq	N
GM.5.0.Unknown.0125	STAT5A	TRANSFAC	N
GM.5.0.Unknown.0125	STAT5B	TRANSFAC	N
GM.5.0.Nuclear_receptor.0035	Hnf4a	PBM	N
GM.5.0.Nuclear_receptor.0035	Hnf4g	B1H	N
GM.5.0.Nuclear_receptor.0035	NR2F2	ChIP-seq	Y
GM.5.0.Nuclear_receptor.0035	Rxra	PBM	N
GM.5.0.Homeodomain.0159	IRF4	ChIP-seq	N
GM.5.0.Homeodomain.0159	Irf4	ChIP-seq	N
GM.5.0.Homeodomain.0159	IRF8	ChIP-seq	N
GM.5.0.Homeodomain.0159	Irf8	ChIP-seq	N
GM.5.0.Homeodomain.0159	BCL11A	ChIP-seq	N
GM.5.0.Homeodomain.0159	BCL11B	ChIP-seq	N
GM.5.0.Homeodomain.0159	Bcl11a	ChIP-seq	N
GM.5.0.Homeodomain.0159	Bcl11b	ChIP-seq	N
GM.5.0.Mixed.0075	ZNF75A	SELEX	N
GM.5.0.Mixed.0075	ZNF75D	SELEX	N
GM.5.0.Mixed.0075	ZNF75A	HT-SELEX	N
GM.5.0.Homeodomain.0133	NR2F1	HT-SELEX	N
GM.5.0.Homeodomain.0133	NR2F1	SELEX	N
GM.5.0.Homeodomain.0133	NR2F6	SELEX	N
GM.5.0.Homeodomain.0133	RARA	SELEX	N
GM.5.0.Homeodomain.0133	RARB	SELEX	N
GM.5.0.Homeodomain.0133	RARG	SELEX	N
GM.5.0.Homeodomain.0133	Nr2f6	SELEX	N
GM.5.0.Homeodomain.0133	Rara	SELEX	N
GM.5.0.Homeodomain.0133	Rarb	SELEX	N
GM.5.0.Homeodomain.0133	Rarg	SELEX	N
GM.5.0.Homeodomain.0133	Nr2f6	HT-SELEX	N
GM.5.0.Homeodomain.0133	RARA	HT-SELEX	N
GM.5.0.Homeodomain.0133	Rarb	HT-SELEX	N
GM.5.0.Homeodomain.0133	Rarg	HT-SELEX	N
GM.5.0.Homeodomain.0133	NR2F6	HT-SELEX	N
GM.5.0.Homeodomain.0133	Nr2f6	HT-SELEX	N
GM.5.0.Homeodomain.0133	Rara	HT-SELEX	N
GM.5.0.Homeodomain.0133	RARA	HT-SELEX	N
GM.5.0.Homeodomain.0133	RARB	Unknown	N
GM.5.0.Homeodomain.0133	Rarb	HT-SELEX	N
GM.5.0.Homeodomain.0133	RARB	HT-SELEX	N
GM.5.0.Homeodomain.0133	RARG	HT-SELEX	N
GM.5.0.Homeodomain.0133	Rarg	HT-SELEX	N
GM.5.0.Homeodomain.0055	Hmx1	PBM	N
GM.5.0.Homeodomain.0055	HMX1	HT-SELEX	N
GM.5.0.Homeodomain.0055	HMX2	Unknown	N
GM.5.0.Homeodomain.0055	Hmx2	PBM	N
GM.5.0.Homeodomain.0055	HMX2	HT-SELEX	N
GM.5.0.Homeodomain.0055	HMX3	Unknown	N
GM.5.0.Homeodomain.0055	Hmx3	PBM	N
GM.5.0.Homeodomain.0055	HMX3	HT-SELEX	N
GM.5.0.Homeodomain.0055	Hmx2	PBM	N
GM.5.0.Homeodomain.0055	NP_032283.3	PBM	N
GM.5.0.Homeodomain.0055	Hmx1	PBM	N
GM.5.0.Homeodomain.0055	HMX1	SELEX	N
GM.5.0.Homeodomain.0055	NP_032283.3	SELEX	N
GM.5.0.Homeodomain.0055	HMX2	SELEX	N
GM.5.0.Homeodomain.0055	HMX3	SELEX	N
GM.5.0.Homeodomain.0055	Hmx3	PBM	N
GM.5.0.DP_E2F.0001	STAT2	ChIP-seq	N
GM.5.0.DP_E2F.0001	Stat2	ChIP-seq	N
GM.5.0.DP_E2F.0001	STAT1	ChIP-seq	N
GM.5.0.DP_E2F.0001	Stat1	ChIP-seq	N
GM.5.0.DP_E2F.0001	STAT1	ChIP-seq	N
GM.5.0.DP_E2F.0001	STAT2	ChIP-seq	N
GM.5.0.DP_E2F.0001	Stat2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0015	PGR	ChIP-seq	N
GM.5.0.Nuclear_receptor.0015	Nr3c2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0015	Pgr	ChIP-seq	N
GM.5.0.Nuclear_receptor.0015	NR3C1	TRANSFAC	N
GM.5.0.Nuclear_receptor.0015	PGR	Unknown	N
GM.5.0.C2H2_ZF.0259	CTCFL	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	CTCF	ChIP-seq	N
GM.5.0.C2H2_ZF.0259	CTCFL	ChIP-seq	N
GM.5.0.Forkhead.0021	FOXK2	PBM	N
GM.5.0.Forkhead.0021	FOXD4	PBM	N
GM.5.0.Forkhead.0021	FOXE1	PBM	N
GM.5.0.Forkhead.0021	FOXS1	PBM	N
GM.5.0.Forkhead.0021	FOXD4L1	PBM	N
GM.5.0.Forkhead.0021	FOXI2	PBM	N
GM.5.0.Forkhead.0021	FOXE3	PBM	N
GM.5.0.Forkhead.0021	FOXD4L3	PBM	N
GM.5.0.Forkhead.0021	FOXB2	PBM	N
GM.5.0.Forkhead.0021	FOXD4L5	PBM	N
GM.5.0.Forkhead.0021	FOXD4L6	PBM	N
GM.5.0.Forkhead.0021	KIAA0415	PBM	N
GM.5.0.Forkhead.0021	Foxa1	PBM	N
GM.5.0.Forkhead.0021	Foxf2	PBM	N
GM.5.0.Forkhead.0021	Foxq1	PBM	N
GM.5.0.Forkhead.0021	Foxk2	PBM	N
GM.5.0.Forkhead.0021	Foxa3	PBM	N
GM.5.0.Forkhead.0021	Foxf1a	PBM	N
GM.5.0.Forkhead.0021	Foxe3	PBM	N
GM.5.0.Forkhead.0021	Foxi1	PBM	N
GM.5.0.Forkhead.0021	Foxi2	PBM	N
GM.5.0.Forkhead.0021	Foxl2	PBM	N
GM.5.0.Forkhead.0021	Foxd4	PBM	N
GM.5.0.Forkhead.0021	Foxd2	PBM	N
