.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	Shared
ENSMUSG00000034575	1546.212814	-0.467155212	0.116571291	2.03667E-05	0.000225752	Papd7	chr13	69534788	69535334	Promoter (<=1kb)	13	69497959	69533839	35881	2	ENSMUST00000044081	-950	ENSMUSG00000034575	Shared
ENSMUSG00000034579	51.6177191	-1.026866164	0.43877178	0.001208924	0.007098787	Pla2g3	chr11	3484049	3484644	Distal Intergenic	11	3488284	3494166	5883	1	ENSMUST00000064265	-3640	ENSMUSG00000034579	Shared
ENSMUSG00000034584	45.73030874	-1.570776901	0.302142763	1.48117E-08	3.74064E-07	Exph5	chr9	53321129	53321821	Intron (ENSMUST00000051014/ENSMUSG00000034584, intron 1 of 5)	9	53341084	53368955	27872	1	ENSMUST00000132410	-19263	ENSMUSG00000034584	Shared
ENSMUSG00000034586	3333.850675	0.064848548	0.110102277	0.541134396	0.701166263	Hid1	chr11	115367423	115368019	Promoter (<=1kb)	11	115347707	115367719	20013	2	ENSMUST00000044152	0	ENSMUSG00000034586	Shared
ENSMUSG00000034591	2156.738286	-0.742792275	0.093951388	4.26678E-16	4.74245E-14	Slc41a2	chr10	83247785	83248110	Intron (ENSMUST00000039956/ENSMUSG00000034591, intron 10 of 10)	10	83301016	83304375	3360	2	ENSMUST00000139329	56265	ENSMUSG00000034591	Shared
ENSMUSG00000034593	17181.27345	-0.618821906	0.23602457	0.001496774	0.008502901	Myo5a	chr9	75187996	75188325	Promoter (1-2kb)	9	75189939	75192992	3054	1	ENSMUST00000143355	-1614	ENSMUSG00000034593	Shared
ENSMUSG00000034601	391.7741247	0.187109002	0.107638235	0.064780555	0.165293371	RP24-354K18.1	chr12	71229495	71229833	Intron (ENSMUST00000045907/ENSMUSG00000034601, intron 27 of 27)	12	71170589	71243299	72711	1	ENSMUST00000129376	58907	ENSMUSG00000034601	Shared
ENSMUSG00000034602	3466.776715	0.067555557	0.115555299	0.528467612	0.689968461	Mon2	chr10	123076396	123076795	Promoter (<=1kb)	10	122992061	123076505	84445	2	ENSMUST00000037557	0	ENSMUSG00000034602	Shared
ENSMUSG00000034612	5284.558965	-0.351196588	0.079695589	5.33498E-06	7.02613E-05	Chst11	chr10	82984920	82985311	Promoter (<=1kb)	10	82985498	83195900	210403	1	ENSMUST00000040110	-187	ENSMUSG00000034612	Shared
ENSMUSG00000034613	2795.677908	-0.151365834	0.22084631	0.359024124	0.541104083	Ppm1h	chr10	122581390	122582413	Distal Intergenic	10	122678762	122880333	201572	1	ENSMUST00000162853	-96349	ENSMUSG00000034613	Shared
ENSMUSG00000034614	2322.30794	-0.572501547	0.184163963	0.000321167	0.002328633	Pik3ip1	chr11	3332382	3332638	Promoter (<=1kb)	11	3332451	3341692	9242	1	ENSMUST00000136474	0	ENSMUSG00000034614	Shared
ENSMUSG00000034617	578.3474019	-0.141409645	0.104549164	0.150580878	0.300719521	Mtrr	chr13	68577937	68578380	Intron (ENSMUST00000045827/ENSMUSG00000034617, intron 3 of 14)	13	68560780	68582121	21342	2	ENSMUST00000045827	3741	ENSMUSG00000034617	Shared
ENSMUSG00000034620	2230.554196	0.027250665	0.075945586	0.707319029	0.827191313	Tmem5	chr10	122185414	122185842	Distal Intergenic	10	122078114	122097371	19258	2	ENSMUST00000140299	-88044	ENSMUSG00000034620	Shared
ENSMUSG00000034636	11266.45608	-0.151262573	0.161212903	0.277788911	0.458088801	Zyg11b	chr4	108272115	108272631	Exon (ENSMUST00000043616/ENSMUSG00000034636, exon 13 of 14)	4	108229724	108301096	71373	2	ENSMUST00000043616	28465	ENSMUSG00000034636	Shared
ENSMUSG00000034639	176.4501746	-0.03661326	0.181380768	0.804903345	0.890183973	Setmar	chr6	107930761	107931649	Distal Intergenic	6	108065045	108077122	12078	1	ENSMUST00000049246	-133396	ENSMUSG00000034639	Shared
ENSMUSG00000034640	1349.524635	-0.161945955	0.136597254	0.191269724	0.356345115	Tiparp	chr3	65564116	65565108	Distal Intergenic	3	65546040	65552632	6593	1	ENSMUST00000154094	18077	ENSMUSG00000034640	Shared
ENSMUSG00000034648	2576.035036	-0.179896073	0.113333554	0.090101794	0.210403578	Lrrn1	chr6	107350414	107350851	Distal Intergenic	6	107529726	107570228	40503	1	ENSMUST00000049285	-178875	ENSMUSG00000034648	Shared
ENSMUSG00000034653	712.2285534	-0.174423066	0.163515595	0.215796642	0.386930533	Ythdc2	chr18	44882344	44882698	Intron (ENSMUST00000037763/ENSMUSG00000034653, intron 26 of 29)	18	44828665	44889720	61056	1	ENSMUST00000037763	53680	ENSMUSG00000034653	Shared
ENSMUSG00000034656	3967.690733	-0.250810057	0.140380279	0.043091076	0.122051158	Cacna1a	chr8	84428026	84428391	Intron (ENSMUST00000135382/ENSMUSG00000034656, intron 2 of 5)	8	84415377	84640063	224687	1	ENSMUST00000122053	12650	ENSMUSG00000034656	Shared
ENSMUSG00000034659	2036.20573	0.268364974	0.070833829	0.00010095	0.000877952	Tmem109	chr19	10878199	10878938	Promoter (1-2kb)	19	10871850	10880370	8521	2	ENSMUST00000133303	1432	ENSMUSG00000034659	Shared
ENSMUSG00000034663	1100.231498	0.460884457	0.1349176	0.000188256	0.001491565	Bmp2k	chr5	96954040	96954992	Distal Intergenic	5	96997689	97069649	71961	1	ENSMUST00000112974	-42697	ENSMUSG00000034663	Shared
ENSMUSG00000034675	14337.88368	-0.419135869	0.094987883	2.94075E-06	4.2071E-05	Dbn1	chr13	55474272	55474997	Exon (ENSMUST00000021950/ENSMUSG00000034675, exon 1 of 15)	13	55481378	55482144	767	2	ENSMUST00000139516	7147	ENSMUSG00000034675	Shared
ENSMUSG00000034683	10.86769248	-0.106472469	0.31734045	0.399255603	0.579794803	Ppp1r1c	chr2	79692377	79692758	Distal Intergenic	2	79707780	79810313	102534	1	ENSMUST00000090760	-15022	ENSMUSG00000034683	Shared
ENSMUSG00000034684	1159.596509	0.495653255	0.263415271	0.011810901	0.045130848	Sema3f	chr9	107700190	107700690	Intron (ENSMUST00000080560/ENSMUSG00000034684, intron 2 of 17)	9	107681502	107710475	28974	2	ENSMUST00000080560	9785	ENSMUSG00000034684	Shared
ENSMUSG00000034685	5608.697181	-0.187425351	0.151166265	0.148332333	0.297450033	Fam171a2	chr11	102438243	102438580	Promoter (1-2kb)	11	102438748	102439777	1030	2	ENSMUST00000145190	1197	ENSMUSG00000034685	Shared
ENSMUSG00000034686	1572.556434	0.033777552	0.16626383	0.815509812	0.896212773	Prr7	chr13	55462328	55462830	Promoter (1-2kb)	13	55464267	55473155	8889	1	ENSMUST00000046533	-1437	ENSMUSG00000034686	Shared
ENSMUSG00000034687	1555.037303	-1.000347791	0.302624982	7.56334E-05	0.000688118	Fras1	chr5	96373668	96374193	Promoter (<=1kb)	5	96373955	96784728	410774	1	ENSMUST00000036019	0	ENSMUSG00000034687	Shared
ENSMUSG00000034689	2.48423132	-0.087942853	0.335653261	0.267071658	.	RP23-381M16.1	chr14	95618027	95618403	Distal Intergenic	14	95881266	95882775	1510	1	ENSMUST00000045892	-262863	ENSMUSG00000034689	Shared
ENSMUSG00000034701	2205.229598	-0.234396617	0.117741464	0.033886538	0.101388963	Neurod1	chr2	79442855	79443205	Intron (ENSMUST00000153602/ENSMUSG00000075256, intron 1 of 10)	2	79452521	79456751	4231	2	ENSMUST00000041099	13546	ENSMUSG00000034701	Shared
ENSMUSG00000034706	578.6891879	0.897672278	0.20646581	1.45787E-06	2.27206E-05	Dnaic2	chr11	114727161	114727556	Promoter (<=1kb)	11	114727408	114745158	17751	1	ENSMUST00000151053	0	ENSMUSG00000034706	Shared
ENSMUSG00000034707	7578.800539	-0.910240253	0.107205316	2.16752E-18	3.59399E-16	Gns	chr10	121386381	121386698	Intron (ENSMUST00000040344/ENSMUSG00000034707, intron 9 of 13)	10	121365090	121397245	32156	1	ENSMUST00000040344	21292	ENSMUSG00000034707	Shared
ENSMUSG00000034709	1710.886057	0.652726307	0.131375304	1.31805E-07	2.66361E-06	Ppp1r21	chr17	88507260	88507767	Distal Intergenic	17	88530124	88588365	58242	1	ENSMUST00000038551	-22357	ENSMUSG00000034709	Shared
ENSMUSG00000034723	9531.819719	0.099559244	0.143722938	0.439652851	0.615575653	Tmx4	chr2	134643538	134644576	Promoter (<=1kb)	2	134594185	134644145	49961	2	ENSMUST00000038228	0	ENSMUSG00000034723	Shared
ENSMUSG00000034724	1754.404344	-0.73960025	0.142334023	3.42308E-08	7.89231E-07	Cnot6l	chr5	96029767	96030200	Distal Intergenic	5	96075576	96086933	11358	2	ENSMUST00000152490	56733	ENSMUSG00000034724	Shared
ENSMUSG00000034729	1133.705419	0.000389211	0.106415345	0.987167679	0.993206753	Mrps10	chr17	47368746	47369351	Promoter (<=1kb)	17	47368887	47378679	9793	1	ENSMUST00000120737	0	ENSMUSG00000034729	Shared
ENSMUSG00000034730	6777.970173	-0.422573279	0.144310144	0.001226196	0.007187689	Adgrb1	chr15	74343578	74343967	Distal Intergenic	15	74516196	74589443	73248	1	ENSMUST00000042035	-172229	ENSMUSG00000034730	Shared
ENSMUSG00000034731	1002.912785	-0.113514638	0.224544449	0.493282562	0.660441654	Dgkh	chr14	78690949	78691584	Intron (ENSMUST00000074729/ENSMUSG00000034731, intron 1 of 28)	14	78569609	78725089	155481	2	ENSMUST00000074729	33505	ENSMUSG00000034731	Shared
ENSMUSG00000034738	5.221555902	-0.039212337	0.316016346	0.669082137	0.7998855	Nostrin	chr2	69113685	69114271	3' UTR	2	69135800	69189330	53531	1	ENSMUST00000041865	-21529	ENSMUSG00000034738	Shared
ENSMUSG00000034744	2155.078348	0.19654791	0.066207018	0.002390045	0.01246088	Nagk	chr6	83794785	83795732	Promoter (<=1kb)	6	83794982	83802556	7575	1	ENSMUST00000037376	0	ENSMUSG00000034744	Shared
ENSMUSG00000034751	2098.251821	-0.672265067	0.200635055	0.000135509	0.001129003	Mast4	chr13	102779333	102780004	Intron (ENSMUST00000166726/ENSMUSG00000034751, intron 14 of 26)	13	102766810	102771069	4260	2	ENSMUST00000164211	-8265	ENSMUSG00000034751	Shared
ENSMUSG00000034761	2042.72362	0.016980826	0.079578177	0.811656767	0.894153822	Map4k5	chr12	69864666	69865024	Intron (ENSMUST00000110567/ENSMUSG00000034761, intron 2 of 31)	12	69849037	69856424	7388	2	ENSMUST00000147451	-8243	ENSMUSG00000034761	Shared
ENSMUSG00000034762	26.59004436	-0.222309648	0.28456531	0.22248729	0.394190988	Glis1	chr4	107480593	107481060	Intron (ENSMUST00000135835/ENSMUSG00000034762, intron 2 of 2)	4	107438998	107635061	196064	1	ENSMUST00000106738	41596	ENSMUSG00000034762	Shared
ENSMUSG00000034764	2.814284345	0.099829618	0.338988447	0.241295109	.	RP23-57A16.1	chr10	120306582	120307042	Distal Intergenic	10	120364157	120382836	18680	1	ENSMUST00000041178	-57115	ENSMUSG00000034764	Shared
ENSMUSG00000034765	895.7850259	-1.284902706	0.338396219	4.59891E-06	6.20623E-05	Dusp5	chr19	53552637	53553165	Distal Intergenic	19	53529109	53542431	13323	1	ENSMUST00000038287	23529	ENSMUSG00000034765	Shared
ENSMUSG00000034768	35.24959533	1.346021767	0.319872113	1.83511E-06	2.7807E-05	Asb16	chr11	102267383	102267714	Promoter (1-2kb)	11	102268743	102279462	10720	1	ENSMUST00000036467	-1029	ENSMUSG00000034768	Shared
ENSMUSG00000034771	1244.675494	-0.655616263	0.119265745	7.49538E-09	2.04345E-07	Tle2	chr10	81570778	81571190	Downstream (1-2kb)	10	81574561	81590466	15906	1	ENSMUST00000140433	-3371	ENSMUSG00000034771	Shared
ENSMUSG00000034773	171.3809502	0.438737775	0.185637685	0.005970382	0.026204136	RP23-461C4.3	chr11	102244830	102245840	Distal Intergenic	11	102248882	102265187	16306	1	ENSMUST00000100392	-3042	ENSMUSG00000034773	Shared
ENSMUSG00000034774	1.337851766	0.023604742	0.323985007	0.675606975	.	Dsg1c	chr18	20212443	20213200	Distal Intergenic	18	20247340	20285031	37692	1	ENSMUST00000054128	-34140	ENSMUSG00000034774	Shared
ENSMUSG00000034780	1328.044693	0.079525678	0.14785629	0.549601256	0.707965093	B3galt1	chr2	68108247	68108767	Intron (ENSMUST00000042456/ENSMUSG00000034780, intron 1 of 1)	2	68104671	68120514	15844	1	ENSMUST00000042456	3577	ENSMUSG00000034780	Shared
ENSMUSG00000034781	8028.397799	-0.049477246	0.097091779	0.601576533	0.748004898	Gna11	chr10	81551574	81552149	Distal Intergenic	10	81528724	81545190	16467	2	ENSMUST00000043604	-6385	ENSMUSG00000034781	Shared
ENSMUSG00000034795	189.4128539	-0.317685511	0.223546162	0.068250757	0.171508641	Ccdc122	chr14	77077975	77078380	Intron (ENSMUST00000048208/ENSMUSG00000034795, intron 3 of 5)	14	77110975	77112257	1283	1	ENSMUST00000137110	-32595	ENSMUSG00000034795	Shared
ENSMUSG00000034796	5610.320037	-2.612313349	0.249476382	6.91885E-27	3.41369E-24	Cpne7	chr8	123135217	123135901	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	123128623	123131892	3270	1	ENSMUST00000127431	6595	ENSMUSG00000034796	Shared
ENSMUSG00000034799	11443.05703	-0.5720514	0.264886968	0.005363186	0.024007941	Unc13a	chr8	71670904	71671695	Promoter (<=1kb)	8	71629054	71671736	42683	2	ENSMUST00000177517	41	ENSMUSG00000034799	Shared
ENSMUSG00000034801	1427.018656	0.348824111	0.166082364	0.015523459	0.055530335	Sos2	chr12	69682215	69683801	Promoter (<=1kb)	12	69583761	69681852	98092	2	ENSMUST00000035773	-364	ENSMUSG00000034801	Shared
ENSMUSG00000034813	1955.462418	0.03045905	0.094243319	0.735536352	0.845599276	Grip1	chr10	119885750	119886354	Intron (ENSMUST00000147356/ENSMUSG00000034813, intron 1 of 24)	10	119909947	120075517	165571	1	ENSMUST00000127787	-23593	ENSMUSG00000034813	Shared
ENSMUSG00000034818	9919.372561	-0.248010726	0.15162111	0.065733946	0.167114742	Celf5	chr10	81474998	81475593	Promoter (<=1kb)	10	81460930	81474844	13915	2	ENSMUST00000120856	-155	ENSMUSG00000034818	Shared
ENSMUSG00000034826	958.0071344	-0.21456669	0.08722826	0.010069969	0.039755154	Nup54	chr5	92456343	92456804	Intron (ENSMUST00000031377/ENSMUSG00000029426, intron 5 of 11)	5	92415540	92435219	19680	2	ENSMUST00000038514	-21125	ENSMUSG00000034826	Shared
ENSMUSG00000034832	2618.093142	0.2264663	0.136708318	0.073978184	0.181995623	Tet3	chr6	83427691	83428421	Intron (ENSMUST00000089622/ENSMUSG00000034832, intron 2 of 10)	6	83362373	83441675	79303	2	ENSMUST00000089622	13254	ENSMUSG00000034832	Shared
ENSMUSG00000034850	12060.22691	-0.363096266	0.096697122	8.34894E-05	0.000747304	Tmem127	chr2	127252604	127252911	Intron (ENSMUST00000035871/ENSMUSG00000034850, intron 2 of 3)	2	127247973	127257521	9549	1	ENSMUST00000174288	4632	ENSMUSG00000034850	Shared
ENSMUSG00000034853	1351.484428	-0.009828704	0.130076922	0.924790867	0.958921238	Acot11	chr4	106815871	106816382	Distal Intergenic	4	106747235	106804998	57764	2	ENSMUST00000065253	-10874	ENSMUSG00000034853	Shared
ENSMUSG00000034858	1947.28003	0.010406027	0.08897725	0.903508966	0.946557713	Fam214a	chr9	74912635	74913402	Distal Intergenic	9	74953053	75032468	79416	1	ENSMUST00000170846	-39651	ENSMUSG00000034858	Shared
ENSMUSG00000034868	9146.217299	0.208836514	0.068227626	0.001667766	0.009283778	Myl12b	chr17	70990002	70990460	Promoter (<=1kb)	17	70976936	70990530	13595	2	ENSMUST00000131820	70	ENSMUSG00000034868	Shared
ENSMUSG00000034871	1.888276443	0.007198508	0.324077314	0.87426846	.	Fam151a	chr4	106737854	106738374	Intron (ENSMUST00000047620/ENSMUSG00000034871, intron 2 of 7)	4	106733889	106748292	14404	1	ENSMUST00000047620	3966	ENSMUSG00000034871	Shared
ENSMUSG00000034875	2154.270949	0.250959067	0.107061671	0.012783758	0.047871649	Nudt19	chr7	35554987	35555926	Promoter (<=1kb)	7	35547521	35555194	7674	2	ENSMUST00000142930	0	ENSMUSG00000034875	Shared
ENSMUSG00000034880	922.0992782	0.046670947	0.099194927	0.624064493	0.765381389	Mrpl34	chr8	71464395	71465289	Promoter (<=1kb)	8	71464926	71465752	827	1	ENSMUST00000048914	0	ENSMUSG00000034880	Shared
ENSMUSG00000034891	8027.237294	0.169150666	0.241080152	0.319738257	0.502562953	Sncb	chr13	54757704	54759014	Exon (ENSMUST00000036825/ENSMUSG00000034891, exon 1 of 6)	13	54759428	54763067	3640	2	ENSMUST00000153829	4053	ENSMUSG00000034891	Shared
ENSMUSG00000034903	924.8877029	-0.013871756	0.137622354	0.896626749	0.943566194	Cobll1	chr2	65077566	65078078	Distal Intergenic	2	65099158	65105859	6702	2	ENSMUST00000155768	27781	ENSMUSG00000034903	Shared
ENSMUSG00000034906	341.4125106	0.198416923	0.221659989	0.241481479	0.416781981	Ncaph	chr2	127115534	127115823	Promoter (<=1kb)	2	127103827	127114670	10844	2	ENSMUST00000152806	-865	ENSMUSG00000034906	Shared
ENSMUSG00000034910	2440.043883	-0.33729403	0.09677209	0.000255758	0.00192189	Pygo1	chr9	72930952	72931893	Intron (ENSMUST00000038489/ENSMUSG00000034910, intron 1 of 2)	9	72925645	72952181	26537	1	ENSMUST00000038489	5308	ENSMUSG00000034910	Shared
ENSMUSG00000034912	1852.446791	-0.233371477	0.14513557	0.076334934	0.18604571	Mdga2	chr12	66640287	66640773	Intron (ENSMUST00000037181/ENSMUSG00000034912, intron 7 of 16)	12	66619602	66630113	10512	2	ENSMUST00000179729	-10175	ENSMUSG00000034912	Shared
ENSMUSG00000034919	40.59837299	0.464816321	0.353517676	0.036439264	0.107109833	Ttc22	chr4	106625250	106625643	Promoter (2-3kb)	4	106622432	106640189	17758	1	ENSMUST00000047922	2819	ENSMUSG00000034919	Shared
ENSMUSG00000034931	1575.018744	0.333308481	0.117980581	0.002390745	0.012461321	Dhx8	chr11	101699929	101700666	Distal Intergenic	11	101732919	101735696	2778	1	ENSMUST00000125409	-32253	ENSMUSG00000034931	Shared
ENSMUSG00000034936	266.4701349	1.123017175	0.164143485	6.28172E-13	3.97103E-11	Arl4d	chr11	101687747	101688465	Distal Intergenic	11	101665541	101667832	2292	1	ENSMUST00000039388	22207	ENSMUSG00000034936	Shared
ENSMUSG00000034940	2347.658012	0.097901868	0.106120846	0.324645148	0.507436771	Synrg	chr11	84011097	84011618	Intron (ENSMUST00000049714/ENSMUSG00000034940, intron 14 of 21)	11	84026655	84040010	13356	1	ENSMUST00000132887	-15037	ENSMUSG00000034940	Shared
ENSMUSG00000034951	2285.777265	0.180635242	0.086924507	0.029602303	0.091661564	Cog7	chr7	121938035	121938438	Intron (ENSMUST00000057576/ENSMUSG00000034951, intron 11 of 16)	7	121928910	121981694	52785	2	ENSMUST00000148634	43256	ENSMUSG00000034951	Shared
ENSMUSG00000034957	413.1142685	-0.196440331	0.15010339	0.138890322	0.284287395	Cebpa	chr7	35123894	35124821	Distal Intergenic	7	35119293	35121926	2634	1	ENSMUST00000042985	4602	ENSMUSG00000034957	Shared
ENSMUSG00000034958	7510.12106	-0.14588812	0.180308793	0.353711904	0.535693362	Atcay	chr10	81230217	81231420	Promoter (<=1kb)	10	81204508	81230785	26278	2	ENSMUST00000146030	0	ENSMUSG00000034958	Shared
ENSMUSG00000034959	27.13967191	0.086240907	0.289320677	0.569885911	0.723316733	Rubcnl	chr14	75005911	75006241	Distal Intergenic	14	75016027	75052532	36506	1	ENSMUST00000036072	-9786	ENSMUSG00000034959	Shared
ENSMUSG00000034981	2280.61005	-0.028625179	0.161035525	0.83829018	0.910300205	Parm1	chr5	91492421	91493307	Distal Intergenic	5	91517615	91626894	109280	1	ENSMUST00000040576	-24308	ENSMUSG00000034981	Shared
ENSMUSG00000034987	87.29582745	-0.1012257	0.208058463	0.531451935	0.692568524	Hrh2	chr13	54144516	54145226	Distal Intergenic	13	54192129	54222432	30304	1	ENSMUST00000038101	-46903	ENSMUSG00000034987	Shared
ENSMUSG00000034990	187.2012573	-0.374243272	0.264848422	0.0522441	0.140818908	Otoa	chr7	121079993	121080362	Promoter (2-3kb)	7	121083322	121163097	79776	1	ENSMUST00000047025	-2960	ENSMUSG00000034990	Shared
ENSMUSG00000034994	66227.14214	0.078328922	0.089803733	0.364795427	0.546261506	Eef2	chr10	81174791	81176205	Promoter (<=1kb)	10	81176631	81182507	5877	1	ENSMUST00000047864	-426	ENSMUSG00000034994	Shared
ENSMUSG00000034997	175.9888868	-0.903458664	0.390311293	0.001509758	0.008559066	Htr2a	chr14	74298496	74298813	Distal Intergenic	14	74640840	74706859	66020	1	ENSMUST00000036653	-342027	ENSMUSG00000034997	Shared
ENSMUSG00000035000	37.6362924	-0.049723676	0.288128855	0.718702532	0.834833966	Dpp4	chr2	62333949	62335187	Exon (ENSMUST00000047812/ENSMUSG00000035000, exon 2 of 26)	2	62334473	62345146	10674	2	ENSMUST00000156871	9959	ENSMUSG00000035000	Shared
ENSMUSG00000035024	857.6620515	-0.117379727	0.128798661	0.319058901	0.501846085	Ncapd3	chr9	27030148	27030638	Promoter (<=1kb)	9	27030175	27095311	65137	1	ENSMUST00000073127	0	ENSMUSG00000035024	Shared
ENSMUSG00000035032	362.6208105	0.468377775	0.26250169	0.018463246	0.063443692	Nek11	chr9	105363514	105364180	Intron (ENSMUST00000038648/ENSMUSG00000035032, intron 2 of 15)	9	105162974	105393021	230048	2	ENSMUST00000177029	28841	ENSMUSG00000035032	Shared
ENSMUSG00000035033	1240.129114	0.785338528	0.148449659	1.652E-08	4.13594E-07	Tbr1	chr2	61802673	61803177	Promoter (<=1kb)	2	61802930	61804558	1629	1	ENSMUST00000136867	0	ENSMUSG00000035033	Shared
ENSMUSG00000035042	26.5304261	-0.231154582	0.360077706	0.168236416	0.326075928	Ccl5	chr11	83534515	83534830	Distal Intergenic	11	83525778	83530518	4741	2	ENSMUST00000035938	-3998	ENSMUSG00000035042	Shared
ENSMUSG00000035064	2183.699521	-0.060567092	0.081488769	0.436287157	0.612467237	Eef2k	chr7	120842777	120843681	Promoter (<=1kb)	7	120842831	120907219	64389	1	ENSMUST00000047875	0	ENSMUSG00000035064	Shared
ENSMUSG00000035067	276.5728986	0.375292817	0.177768368	0.013868005	0.050941687	Xkr6	chr14	63581360	63582151	Distal Intergenic	14	63606503	63820809	214307	1	ENSMUST00000119973	-24352	ENSMUSG00000035067	Shared
ENSMUSG00000035085	7.295866567	0.026357705	0.310963783	0.801952976	0.887990955	RP23-249K18.3	chr11	83440484	83441185	Promoter (2-3kb)	11	83437686	83441232	3547	1	ENSMUST00000037378	2799	ENSMUSG00000035085	Shared
ENSMUSG00000035095	2612.294477	-0.07036924	0.158404501	0.603997391	0.749865215	Fam167a	chr14	63440550	63441002	Intron (ENSMUST00000121288/ENSMUSG00000035095, intron 1 of 3)	14	63436409	63442056	5648	1	ENSMUST00000128313	4142	ENSMUSG00000035095	Shared
ENSMUSG00000035104	287.2369091	0.00136605	0.144771064	0.99281643	0.995745562	Eva1a	chr6	82028869	82029321	Distal Intergenic	6	82041043	82091895	50853	1	ENSMUST00000150976	-11722	ENSMUSG00000035104	Shared
ENSMUSG00000035105	625.4566517	-0.125121134	0.20558509	0.43677203	0.612892717	Egln3	chr12	53763215	53763675	Intron (ENSMUST00000101432/ENSMUSG00000021010, intron 4 of 11)	12	54178981	54203860	24880	2	ENSMUST00000039516	440185	ENSMUSG00000035105	Shared
ENSMUSG00000035109	222.846481	-0.289558615	0.250765891	0.109133239	0.240459241	Shc4	chr2	125702231	125702799	Intron (ENSMUST00000042246/ENSMUSG00000035109, intron 1 of 11)	2	125627447	125723387	95941	2	ENSMUST00000042246	20588	ENSMUSG00000035109	Shared
ENSMUSG00000035126	1009.91966	0.316818379	0.192659915	0.048177332	0.132559746	Wdr78	chr4	103048010	103048451	5' UTR	4	103039272	103041617	2346	2	ENSMUST00000152647	-6394	ENSMUSG00000035126	Shared
ENSMUSG00000035129	25.85847371	-0.165585478	0.258255194	0.342245083	0.524450859	RP23-78F5.1	chr14	18554283	18554710	Distal Intergenic	14	18531363	18532460	1098	1	ENSMUST00000038304	22921	ENSMUSG00000035129	Shared
ENSMUSG00000035131	190.0793189	1.199384723	0.347324344	2.57276E-05	0.000274795	Brinp3	chr1	146546519	146547423	Intron (ENSMUST00000074622/ENSMUSG00000035131, intron 2 of 7)	1	146497738	146517554	19817	1	ENSMUST00000125331	48782	ENSMUSG00000035131	Shared
ENSMUSG00000035133	3931.002415	-0.169331974	0.142891805	0.199526649	0.366242603	Arhgap5	chr12	52352400	52352806	Distal Intergenic	12	52516077	52567852	51776	1	ENSMUST00000110725	-163271	ENSMUSG00000035133	Shared
ENSMUSG00000035139	742.8500551	-0.452386413	0.151276194	0.000885913	0.005492223	Secisbp2	chr13	51651343	51651728	Promoter (<=1kb)	13	51651697	51684044	32348	1	ENSMUST00000040117	0	ENSMUSG00000035139	Shared
ENSMUSG00000035142	459.3418846	0.0722352	0.17657417	0.630116144	0.770560964	Nubpl	chr12	52209236	52209892	Intron (ENSMUST00000040090/ENSMUSG00000035142, intron 6 of 10)	12	52176087	52271079	94993	1	ENSMUST00000162111	33150	ENSMUSG00000035142	Shared
ENSMUSG00000035151	1323.98022	0.365135708	0.118609198	0.000939931	0.005754598	Elmod2	chr8	83309792	83310275	Downstream (2-3kb)	8	83315487	83324626	9140	2	ENSMUST00000150124	14351	ENSMUSG00000035151	Shared
ENSMUSG00000035158	250.5649061	-0.309908474	0.188484284	0.048660976	0.13358161	Mitf	chr6	97916079	97916959	Intron (ENSMUST00000148233/ENSMUSG00000035158, intron 1 of 1)	6	97929799	98018707	88909	1	ENSMUST00000101123	-12840	ENSMUSG00000035158	Shared
ENSMUSG00000035161	797.5237226	-0.248906428	0.125569973	0.031444301	0.096013476	Ints6	chr14	62759642	62760067	Promoter (1-2kb)	14	62676330	62761112	84783	2	ENSMUST00000053959	1045	ENSMUSG00000035161	Shared
ENSMUSG00000035164	663.8683483	0.010866879	0.190017402	0.943513132	0.969636616	Zc3h12c	chr9	52153298	52153729	Intron (ENSMUST00000165519/ENSMUSG00000035164, intron 1 of 5)	9	52111985	52168111	56127	2	ENSMUST00000165519	14382	ENSMUSG00000035164	Shared
ENSMUSG00000035168	1237.522223	-0.604937684	0.132946487	1.25624E-06	1.99158E-05	Tanc1	chr2	59627972	59628452	Promoter (1-2kb)	2	59630063	59647005	16943	1	ENSMUST00000128030	-1611	ENSMUSG00000035168	Shared
ENSMUSG00000035173	1898.338133	0.381249896	0.155806189	0.005849742	0.025792161	Ccdc186	chr19	56821992	56822560	Promoter (<=1kb)	19	56787481	56822190	34710	2	ENSMUST00000118592	0	ENSMUSG00000035173	Shared
ENSMUSG00000035179	188.9461337	0.475372912	0.38095846	0.037194988	0.108919719	Ppp1r32	chr19	10483256	10483916	Promoter (<=1kb)	19	10474257	10482897	8641	2	ENSMUST00000038842	-360	ENSMUSG00000035179	Shared
ENSMUSG00000035181	715.0055988	-0.440928784	0.114813331	3.69579E-05	0.000374185	Heatr5a	chr12	51900432	51901084	Intron (ENSMUST00000040583/ENSMUSG00000035181, intron 23 of 35)	12	51875873	51971321	95449	2	ENSMUST00000040583	70237	ENSMUSG00000035181	Shared
ENSMUSG00000035183	14.48577897	-0.046317199	0.280818664	0.753353778	0.857790064	Slc24a5	chr2	124964586	124965300	Distal Intergenic	2	125068124	125088677	20554	1	ENSMUST00000070353	-102824	ENSMUSG00000035183	Shared
