.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	NeuroD1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	NEUROD1_unique
ENSMUSG00000058073	3.025611676	-0.009938075	0.316706803	0.905339983	.	RP23-337J7.2	chr11	53162500	53162832	NeuroD1	Exon (ENSMUST00000036796/ENSMUSG00000036264, exon 9 of 16)	11	53200684	53201058	375	1	ENSMUST00000117979	-37852	ENSMUSG00000058073	NEUROD1_unique
ENSMUSG00000058099	30.77033749	0.600999041	0.37113389	0.014586026	0.053030324	Nfam1	chr15	82991986	82992779	NeuroD1	Distal Intergenic	15	82997721	83023138	25418	2	ENSMUST00000109503	30359	ENSMUSG00000058099	NEUROD1_unique
ENSMUSG00000058126	74.26180418	0.52924032	0.248575129	0.007229948	0.030533323	Tpm3-rs7	chr14	112982936	112983156	NeuroD1	Distal Intergenic	14	113314608	113316713	2106	1	ENSMUST00000072359	-331452	ENSMUSG00000058126	NEUROD1_unique
ENSMUSG00000058145	862.1812837	-0.86333281	0.182345563	2.56207E-07	4.83471E-06	Adamts17	chr7	66820713	66820941	NeuroD1	Intron (ENSMUST00000066475/ENSMUSG00000030510, intron 10 of 10)	7	66839735	66969555	129821	1	ENSMUST00000156396	-18794	ENSMUSG00000058145	NEUROD1_unique
ENSMUSG00000058152	195.8042502	0.468095402	0.387069689	0.032068421	0.097433477	Chsy3	chr18	59224224	59224482	NeuroD1	Intron (ENSMUST00000080721/ENSMUSG00000058152, intron 2 of 2)	18	59175401	59410446	235046	1	ENSMUST00000080721	48824	ENSMUSG00000058152	NEUROD1_unique
ENSMUSG00000058153	5672.282607	-1.331812077	0.220407685	9.42165E-11	3.8896E-09	Sez6l	chr5	112526831	112527299	NeuroD1	Intron (ENSMUST00000075387/ENSMUSG00000058153, intron 1 of 16)	5	112419151	112577198	158048	2	ENSMUST00000075387	49899	ENSMUSG00000058153	NEUROD1_unique
ENSMUSG00000058163	2.182380799	0.005123388	0.323048331	0.941277815	.	RP23-14F5.8	chr11	48914505	48914701	NeuroD1	Intron (ENSMUST00000094476/ENSMUSG00000048852, intron 2 of 2)	11	48888129	48902152	14024	2	ENSMUST00000109212	-12354	ENSMUSG00000058163	NEUROD1_unique
ENSMUSG00000058173	529.2442587	0.456357609	0.146567178	0.000615078	0.004046316	Smco4	chr9	15473307	15473720	NeuroD1	Distal Intergenic	9	15505487	15545260	39774	1	ENSMUST00000045620	-31767	ENSMUSG00000058173	NEUROD1_unique
ENSMUSG00000058174	33.08736137	-0.148438283	0.295925908	0.366061597	0.54750906	AC110508.1	chr3	37725950	37726177	NeuroD1	Promoter (1-2kb)	3	37714326	37724490	10165	2	ENSMUST00000099128	-1461	ENSMUSG00000058174	NEUROD1_unique
ENSMUSG00000058183	9.776136227	0.052593686	0.304675553	0.672409479	0.802204019	Mmel1	chr4	154879531	154879750	NeuroD1	Promoter (2-3kb)	4	154882209	154885635	3427	1	ENSMUST00000131758	-2459	ENSMUSG00000058183	NEUROD1_unique
ENSMUSG00000058230	11437.77215	-0.176499346	0.110713992	0.094252206	0.216944661	Arhgap35	chr7	16564593	16564812	NeuroD1	Exon (ENSMUST00000075845/ENSMUSG00000058230, exon 6 of 7)	7	16496252	16614937	118686	2	ENSMUST00000171937	50125	ENSMUSG00000058230	NEUROD1_unique
ENSMUSG00000058240	2211.838747	0.170892262	0.092583103	0.053709898	0.143906956	Cryzl1	chr16	91717075	91717331	NeuroD1	Promoter (<=1kb)	16	91692187	91717469	25283	2	ENSMUST00000124282	138	ENSMUSG00000058240	NEUROD1_unique
ENSMUSG00000058246	63.89906176	0.653607761	0.420038315	0.011745264	0.04492247	RP23-259C9.1	chr13	67846616	67846894	NeuroD1	Distal Intergenic	13	67833235	67843113	9879	1	ENSMUST00000060609	13382	ENSMUSG00000058246	NEUROD1_unique
ENSMUSG00000058248	1073.465318	-0.654028679	0.151021796	2.6811E-06	3.8851E-05	Kcnh1	chr1	192178581	192178897	NeuroD1	Distal Intergenic	1	192190784	192510158	319375	1	ENSMUST00000110844	-11887	ENSMUSG00000058248	NEUROD1_unique
ENSMUSG00000058281	6.790839045	0.025498577	0.306202802	0.824480262	0.901677563	Gm10038	chr2	103131655	103131996	NeuroD1	Distal Intergenic	2	103099155	103099601	447	1	ENSMUST00000077233	32501	ENSMUSG00000058281	NEUROD1_unique
ENSMUSG00000058297	26612.6019	-0.287732337	0.210073755	0.08474172	0.201107492	Spock2	chr10	60120772	60120974	NeuroD1	Intron (ENSMUST00000138976/ENSMUSG00000058297, intron 1 of 7)	10	60106468	60133908	27441	1	ENSMUST00000165024	14305	ENSMUSG00000058297	NEUROD1_unique
ENSMUSG00000058301	3684.387893	-0.320946538	0.11255467	0.002415722	0.012572073	Upf1	chr8	70351402	70351605	NeuroD1	Promoter (1-2kb)	8	70331522	70353273	21752	2	ENSMUST00000075666	1668	ENSMUSG00000058301	NEUROD1_unique
ENSMUSG00000058317	3484.849755	-0.024072889	0.088015759	0.76214009	0.863284063	Ube2e2	chr14	18641202	18641389	NeuroD1	Intron (ENSMUST00000176555/ENSMUSG00000058317, intron 2 of 3)	14	18586888	18665150	78263	2	ENSMUST00000135381	23761	ENSMUSG00000058317	NEUROD1_unique
ENSMUSG00000058318	2664.830784	-0.157489949	0.079378708	0.037677309	0.110029492	Phf21a	chr2	92182188	92182509	NeuroD1	Promoter (1-2kb)	2	92184106	92361829	177724	1	ENSMUST00000111294	-1597	ENSMUSG00000058318	NEUROD1_unique
ENSMUSG00000058325	1547.593443	-0.30631251	0.167634208	0.034466576	0.102774818	Dock1	chr7	134545343	134545686	NeuroD1	Distal Intergenic	7	134670687	135173639	502953	1	ENSMUST00000084488	-125001	ENSMUSG00000058325	NEUROD1_unique
ENSMUSG00000058331	108.1072184	-0.030040343	0.20366777	0.849664988	0.917503728	Zfp85	chr13	67761385	67761598	NeuroD1	Downstream (2-3kb)	13	67747801	67755228	7428	2	ENSMUST00000144183	-6158	ENSMUSG00000058331	NEUROD1_unique
ENSMUSG00000058351	457.3831516	0.429018967	0.183404945	0.007024143	0.02987624	Smim4	chr14	31130334	31130568	NeuroD1	Promoter (1-2kb)	14	31124802	31128930	4129	2	ENSMUST00000090205	-1405	ENSMUSG00000058351	NEUROD1_unique
ENSMUSG00000058388	1981.348136	-0.275165306	0.111678429	0.00846594	0.034625454	Phtf1	chr3	104030696	104030931	NeuroD1	Intron (ENSMUST00000064371/ENSMUSG00000052539, intron 15 of 21)	3	103996420	103997565	1146	1	ENSMUST00000130385	34277	ENSMUSG00000058388	NEUROD1_unique
ENSMUSG00000058392	862.6743457	-0.175144836	0.123447506	0.124137987	0.263264523	Rrp1b	chr17	32044885	32045073	NeuroD1	Intron (ENSMUST00000081339/ENSMUSG00000058392, intron 1 of 15)	17	32048285	32062856	14572	1	ENSMUST00000147076	-3212	ENSMUSG00000058392	NEUROD1_unique
ENSMUSG00000058398	1.446282445	0.04628483	0.329226343	0.345513613	.	Prss43	chr9	110828319	110828619	NeuroD1	Promoter (1-2kb)	9	110826690	110831502	4813	1	ENSMUST00000077549	1630	ENSMUSG00000058398	NEUROD1_unique
ENSMUSG00000058400	9.787528627	-0.011050057	0.322078457	0.831378586	0.906139947	Qrfpr	chr3	36263910	36264299	NeuroD1	Distal Intergenic	3	36179424	36222275	42852	2	ENSMUST00000122174	-41636	ENSMUSG00000058400	NEUROD1_unique
ENSMUSG00000058402	567.9960336	-0.212998058	0.147519659	0.105261298	0.234249814	Zfp420	chr7	29865352	29865713	NeuroD1	Intron (ENSMUST00000074876/ENSMUSG00000058402, intron 2 of 3)	7	29860041	29876827	16787	1	ENSMUST00000057652	5312	ENSMUSG00000058402	NEUROD1_unique
ENSMUSG00000058420	1247.82689	-0.254232089	0.127429493	0.033693878	0.100946899	Syt17	chr7	118399864	118400133	NeuroD1	Intron (ENSMUST00000081574/ENSMUSG00000058420, intron 7 of 7)	7	118381856	118443552	61697	2	ENSMUST00000081574	43419	ENSMUSG00000058420	NEUROD1_unique
ENSMUSG00000058430	1.491195572	0.092520423	0.338693149	0.222905312	.	Rpl27a-ps2	chr14	108755447	108755808	NeuroD1	Distal Intergenic	14	108692194	108692643	450	2	ENSMUST00000080234	-62805	ENSMUSG00000058430	NEUROD1_unique
ENSMUSG00000058440	853.2905298	0.236732847	0.095305984	0.009249182	0.03711681	Nrf1	chr6	30079971	30080226	NeuroD1	Intron (ENSMUST00000115212/ENSMUSG00000058440, intron 1 of 11)	6	30076340	30095381	19042	1	ENSMUST00000146827	3632	ENSMUSG00000058440	NEUROD1_unique
ENSMUSG00000058443	96.0199018	0.507495994	0.239718645	0.007849175	0.032617288	RP23-68E4.3	chr9	50147411	50147609	NeuroD1	Distal Intergenic	9	50344240	50344981	742	2	ENSMUST00000076364	197372	ENSMUSG00000058443	NEUROD1_unique
ENSMUSG00000058444	1383.26468	-0.120068389	0.114250853	0.254273384	0.432207065	Map2k5	chr9	63338589	63338809	NeuroD1	Intron (ENSMUST00000034920/ENSMUSG00000058444, intron 5 of 21)	9	63163769	63377902	214134	2	ENSMUST00000034920	39093	ENSMUSG00000058444	NEUROD1_unique
ENSMUSG00000058446	3264.096748	-0.134923267	0.099170171	0.152441053	0.303696086	Znrf2	chr6	54759384	54759715	NeuroD1	Distal Intergenic	6	54816916	54893500	76585	1	ENSMUST00000079869	-57201	ENSMUSG00000058446	NEUROD1_unique
ENSMUSG00000058488	26.50310961	0.666299897	0.548339948	0.016744997	0.058746067	Kl	chr5	150967540	150967766	NeuroD1	Intron (ENSMUST00000078856/ENSMUSG00000058488, intron 1 of 4)	5	150952607	150993809	41203	1	ENSMUST00000078856	14934	ENSMUSG00000058488	NEUROD1_unique
ENSMUSG00000058492	45.0178459	0.022283202	0.244679121	0.893439541	0.942113178	RP24-390M17.2	chr9	123300915	123301149	NeuroD1	Distal Intergenic	9	123307508	123307939	432	2	ENSMUST00000072166	6790	ENSMUSG00000058492	NEUROD1_unique
ENSMUSG00000058542	67.76642521	0.147790331	0.23439033	0.382133879	0.563630057	RP23-162K2.5	chr17	6134926	6135121	NeuroD1	Promoter (2-3kb)	17	6131854	6132405	552	2	ENSMUST00000078419	-2522	ENSMUSG00000058542	NEUROD1_unique
ENSMUSG00000058569	7929.322747	0.047140028	0.071377772	0.534360613	0.695328756	Tmed9	chr13	55595320	55595732	NeuroD1	Promoter (2-3kb)	13	55593135	55597663	4529	1	ENSMUST00000109905	2186	ENSMUSG00000058569	NEUROD1_unique
ENSMUSG00000058571	1040.339185	-0.000835722	0.228027713	0.999128767	0.999474623	Gpc6	chr14	116538318	116538542	NeuroD1	Distal Intergenic	14	116925297	117979529	1054233	1	ENSMUST00000078849	-386755	ENSMUSG00000058571	NEUROD1_unique
ENSMUSG00000058586	914.6685897	0.246967394	0.210616049	0.136859285	0.281316456	Serhl	chr15	83070967	83071218	NeuroD1	Distal Intergenic	15	83089506	83101767	12262	1	ENSMUST00000142265	-18288	ENSMUSG00000058586	NEUROD1_unique
ENSMUSG00000058587	2859.371834	-0.203056579	0.086815767	0.014707747	0.053367358	Tmod3	chr9	75511336	75511560	NeuroD1	Intron (ENSMUST00000072232/ENSMUSG00000058587, intron 5 of 9)	9	75497796	75559657	61862	2	ENSMUST00000072232	48097	ENSMUSG00000058587	NEUROD1_unique
ENSMUSG00000058589	4856.709048	-0.639829738	0.155932783	7.43358E-06	9.32117E-05	Anks1b	chr10	90666504	90667120	NeuroD1	Intron (ENSMUST00000099368/ENSMUSG00000096382, intron 16 of 17)	10	90829843	90967041	137199	1	ENSMUST00000099364	-162723	ENSMUSG00000058589	NEUROD1_unique
ENSMUSG00000058607	1.451005433	0.070964337	0.335236043	0.207351336	.	Rpl31-ps20	chr19	30128224	30128404	NeuroD1	Intron (ENSMUST00000025778/ENSMUSG00000024827, intron 15 of 24)	19	30160620	30160997	378	1	ENSMUST00000080982	-32216	ENSMUSG00000058607	NEUROD1_unique
ENSMUSG00000058620	16.61752993	0.499424024	0.888092404	0.013566017	0.050087053	Adra2b	chr2	127390942	127391275	NeuroD1	Distal Intergenic	2	127363286	127367221	3936	1	ENSMUST00000071902	27657	ENSMUSG00000058620	NEUROD1_unique
ENSMUSG00000058624	4218.377742	-2.32802708	0.264798243	2.28443E-20	5.43668E-18	Gda	chr19	21397133	21397349	NeuroD1	Intron (ENSMUST00000087600/ENSMUSG00000058624, intron 12 of 13)	19	21418725	21472588	53864	2	ENSMUST00000136258	75239	ENSMUSG00000058624	NEUROD1_unique
ENSMUSG00000058625	68.41843509	-0.136097257	0.214617737	0.407653442	0.587393794	Gm17383	chr18	82170408	82170696	NeuroD1	Distal Intergenic	18	82338774	82339816	1043	1	ENSMUST00000078739	-168078	ENSMUSG00000058625	NEUROD1_unique
ENSMUSG00000058655	9475.32237	0.169370513	0.066671571	0.008560297	0.034912551	Eif4b	chr15	102074484	102074667	NeuroD1	Promoter (<=1kb)	15	102073773	102097172	23400	1	ENSMUST00000169681	712	ENSMUSG00000058655	NEUROD1_unique
ENSMUSG00000058656	2356.470712	-0.245730203	0.162450426	0.082109312	0.196520263	Samd12	chr15	53934193	53934445	NeuroD1	Distal Intergenic	15	53818794	53902537	83744	2	ENSMUST00000132362	-31657	ENSMUSG00000058656	NEUROD1_unique
ENSMUSG00000058665	20.46407757	-0.206617096	0.348040309	0.20231073	0.369763622	En1	chr1	120666337	120666660	NeuroD1	Distal Intergenic	1	120602418	120609296	6879	1	ENSMUST00000079721	63920	ENSMUSG00000058665	NEUROD1_unique
ENSMUSG00000058672	45420.23627	-0.406068184	0.064108084	1.51054E-10	6.05084E-09	Tubb2a	chr13	34095635	34095824	NeuroD1	Distal Intergenic	13	34074301	34078008	3708	2	ENSMUST00000056427	-17628	ENSMUSG00000058672	NEUROD1_unique
ENSMUSG00000058690	6031.544563	-0.357073296	0.123596822	0.002330833	0.012208811	Ccser2	chr14	36973546	36973839	NeuroD1	Distal Intergenic	14	36874936	36968764	93829	2	ENSMUST00000090024	-4783	ENSMUSG00000058690	NEUROD1_unique
ENSMUSG00000058700	1.970298759	-0.019562442	0.322140113	0.769461077	.	RP23-16J4.2	chr6	128553279	128553631	NeuroD1	Exon (ENSMUST00000060574/ENSMUSG00000047228, exon 14 of 36)	6	128530918	128531304	387	2	ENSMUST00000080061	-21976	ENSMUSG00000058700	NEUROD1_unique
ENSMUSG00000058704	2129.423097	-0.193113134	0.124604429	0.092144066	0.213621713	Memo1	chr17	74236869	74237057	NeuroD1	Intron (ENSMUST00000078459/ENSMUSG00000058704, intron 5 of 8)	17	74200706	74294883	94178	2	ENSMUST00000078459	57826	ENSMUSG00000058704	NEUROD1_unique
ENSMUSG00000058709	3428.579744	-0.005510272	0.078306764	0.941449848	0.968148925	Egln2	chr7	27160063	27160344	NeuroD1	Promoter (<=1kb)	7	27158659	27160871	2213	2	ENSMUST00000152021	527	ENSMUSG00000058709	NEUROD1_unique
ENSMUSG00000058740	1133.980701	-0.921125994	0.19659091	2.96119E-07	5.4705E-06	Kcnt1	chr2	25865638	25865836	NeuroD1	Promoter (1-2kb)	2	25863854	25916117	52264	1	ENSMUST00000171268	1785	ENSMUSG00000058740	NEUROD1_unique
ENSMUSG00000058748	359.0356033	0.533864084	0.260811758	0.00771352	0.032178423	Zfp958	chr8	4585281	4585499	NeuroD1	Distal Intergenic	8	4625840	4629380	3541	1	ENSMUST00000073201	-40341	ENSMUSG00000058748	NEUROD1_unique
ENSMUSG00000058756	52812.03654	-0.684072548	0.130970969	2.65259E-08	6.25502E-07	Thra	chr11	98747438	98747626	NeuroD1	Intron (ENSMUST00000142944/ENSMUSG00000058756, intron 2 of 3)	11	98744233	98753777	9545	1	ENSMUST00000150693	3206	ENSMUSG00000058756	NEUROD1_unique
ENSMUSG00000058793	14657.49812	-0.014492794	0.111268677	0.856006453	0.921320808	Cds2	chr2	132262877	132263082	NeuroD1	Promoter (<=1kb)	2	132263148	132296193	33046	1	ENSMUST00000110158	-66	ENSMUSG00000058793	NEUROD1_unique
ENSMUSG00000058799	9092.921986	0.069662453	0.065677267	0.216901381	0.388029392	Nap1l1	chr10	111467320	111467537	NeuroD1	Distal Intergenic	10	111473192	111496886	23695	1	ENSMUST00000065917	-5655	ENSMUSG00000058799	NEUROD1_unique
ENSMUSG00000058806	106.620262	0.789901214	0.274104944	0.000472528	0.003243559	Col13a1	chr10	61946546	61946865	NeuroD1	Intron (ENSMUST00000105452/ENSMUSG00000058806, intron 2 of 39)	10	61848732	61978121	129390	2	ENSMUST00000051826	31256	ENSMUSG00000058806	NEUROD1_unique
ENSMUSG00000058809	43.60612278	0.128162436	0.222702582	0.444752317	0.619894634	Hspd1-ps3	chr11	41493421	41493654	NeuroD1	Distal Intergenic	11	41498737	41500458	1722	1	ENSMUST00000119713	-5083	ENSMUSG00000058809	NEUROD1_unique
ENSMUSG00000058812	3.615257595	0.059699298	0.321422145	0.520590643	.	RP23-144O20.5	chr2	163642746	163643001	NeuroD1	Promoter (1-2kb)	2	163644850	163645800	951	1	ENSMUST00000076667	-1849	ENSMUSG00000058812	NEUROD1_unique
ENSMUSG00000058833	1901.321219	-0.18633306	0.120628344	0.094103186	0.216758738	AC157774.6	chr8	70504302	70504647	NeuroD1	Promoter (1-2kb)	8	70504398	70506108	1711	2	ENSMUST00000138196	1461	ENSMUSG00000058833	NEUROD1_unique
ENSMUSG00000058835	4248.574771	0.035782762	0.088120795	0.67385858	0.803411636	Abi1	chr2	23032549	23032746	NeuroD1	Intron (ENSMUST00000126112/ENSMUSG00000058835, intron 1 of 9)	2	22940364	23040104	99741	2	ENSMUST00000153931	7358	ENSMUSG00000058835	NEUROD1_unique
ENSMUSG00000058869	2.040251364	0.059473984	0.327827002	0.407562687	.	RP24-321G16.1	chr17	88106375	88106760	NeuroD1	Distal Intergenic	17	88130715	88131116	402	1	ENSMUST00000072072	-23955	ENSMUSG00000058869	NEUROD1_unique
ENSMUSG00000058881	1005.373058	0.175723191	0.121967424	0.11856622	0.254642326	Zfp516	chr18	82917822	82918142	NeuroD1	Intron (ENSMUST00000171238/ENSMUSG00000058881, intron 1 of 5)	18	82914632	83005314	90683	1	ENSMUST00000071233	3191	ENSMUSG00000058881	NEUROD1_unique
ENSMUSG00000058886	5294.13193	-0.215855606	0.157578767	0.117890187	0.253486457	Deaf1	chr7	141327043	141327277	NeuroD1	Promoter (<=1kb)	7	141297176	141327725	30550	2	ENSMUST00000080553	448	ENSMUSG00000058886	NEUROD1_unique
ENSMUSG00000058897	955.7671212	-1.636410156	0.35618242	8.28766E-08	1.77974E-06	Col25a1	chr3	130127908	130128230	NeuroD1	Distal Intergenic	3	130180891	130551024	370134	1	ENSMUST00000143830	-52661	ENSMUSG00000058897	NEUROD1_unique
ENSMUSG00000058905	47.55259671	0.329074721	0.276750293	0.08872842	0.207982295	AC164607.1	chr5	133264402	133264596	NeuroD1	Distal Intergenic	5	133475095	133475587	493	1	ENSMUST00000077628	-210499	ENSMUSG00000058905	NEUROD1_unique
ENSMUSG00000058914	300.7905405	-1.127931779	0.331465007	5.0608E-05	0.000488897	C1qtnf3	chr15	10895329	10895625	NeuroD1	Distal Intergenic	15	10952332	10980150	27819	1	ENSMUST00000022853	-56707	ENSMUSG00000058914	NEUROD1_unique
ENSMUSG00000058922	93.69441741	0.224547045	0.209724547	0.178488798	0.339921851	RP23-252G18.2	chr9	123695746	123696117	NeuroD1	Exon (ENSMUST00000165754/ENSMUSG00000025245, exon 1 of 9)	9	123689233	123690192	960	2	ENSMUST00000168019	-5555	ENSMUSG00000058922	NEUROD1_unique
ENSMUSG00000058927	39.79292595	0.056261914	0.234098879	0.734533548	0.844974645	Gm10053	chr19	24873865	24874107	NeuroD1	Promoter (1-2kb)	19	24875686	24876634	949	1	ENSMUST00000073080	-1579	ENSMUSG00000058927	NEUROD1_unique
ENSMUSG00000058934	3.898815814	-0.001706487	0.315378507	0.953740707	.	Igf1os	chr10	87783405	87783621	NeuroD1	Distal Intergenic	10	87826377	87828362	1986	2	ENSMUST00000139652	44741	ENSMUSG00000058934	NEUROD1_unique
ENSMUSG00000058966	3682.004627	-0.088056111	0.135335777	0.466344639	0.637712818	Fam57b	chr7	126823234	126823599	NeuroD1	Promoter (<=1kb)	7	126823303	126830217	6915	1	ENSMUST00000079423	0	ENSMUSG00000058966	NEUROD1_unique
ENSMUSG00000058975	2614.25651	0.224462118	0.19483834	0.169233995	0.327444714	Kcnc1	chr7	46393156	46393506	NeuroD1	Promoter (2-3kb)	7	46396497	46433353	36857	1	ENSMUST00000025202	-2991	ENSMUSG00000058975	NEUROD1_unique
ENSMUSG00000058979	865.8848494	-0.025319063	0.091746695	0.773415563	0.869970503	Cecr5	chr6	120592863	120593068	NeuroD1	Distal Intergenic	6	120509494	120531319	21826	2	ENSMUST00000075303	-61545	ENSMUSG00000058979	NEUROD1_unique
ENSMUSG00000058997	1552.060262	0.437609599	0.127100971	0.00020231	0.001585637	Vwa8	chr14	78865558	78866004	NeuroD1	Intron (ENSMUST00000040990/ENSMUSG00000058997, intron 1 of 44)	14	78849178	79202310	353133	1	ENSMUST00000040990	16381	ENSMUSG00000058997	NEUROD1_unique
ENSMUSG00000059003	1504.763647	-1.406527589	0.265584468	9.15651E-09	2.44363E-07	Grin2a	chr16	10025796	10026133	NeuroD1	Distal Intergenic	16	9577710	9994921	417212	2	ENSMUST00000115835	-30876	ENSMUSG00000059003	NEUROD1_unique
ENSMUSG00000059013	846.6699784	0.609633158	0.175279581	9.63894E-05	0.000846069	Sh2d3c	chr2	32741258	32741718	NeuroD1	Promoter (<=1kb)	2	32741490	32747064	5575	1	ENSMUST00000131101	0	ENSMUSG00000059013	NEUROD1_unique
ENSMUSG00000059040	52.23995784	-0.241460981	0.242627108	0.172192381	0.331614592	Eno1b	chr18	47723060	47723314	NeuroD1	Distal Intergenic	18	48045335	48048378	3044	1	ENSMUST00000076155	-322021	ENSMUSG00000059040	NEUROD1_unique
ENSMUSG00000059049	673.4695919	-0.034065821	0.100055421	0.719816832	0.83550463	Frem1	chr4	82914796	82915072	NeuroD1	Promoter (<=1kb)	4	82900564	82914434	13871	2	ENSMUST00000133610	-363	ENSMUSG00000059049	NEUROD1_unique
ENSMUSG00000059060	78.93313777	0.252228229	0.216038412	0.137660031	0.282512404	Rad51b	chr12	79401775	79402050	NeuroD1	Intron (ENSMUST00000079533/ENSMUSG00000059060, intron 7 of 7)	12	79297351	79508656	211306	1	ENSMUST00000079533	104425	ENSMUSG00000059060	NEUROD1_unique
ENSMUSG00000059146	7450.563277	-1.884775794	0.232336507	2.53934E-17	3.47083E-15	Ntrk3	chr7	78143947	78144311	NeuroD1	Distal Intergenic	7	78302323	78377822	75500	2	ENSMUST00000151885	233511	ENSMUSG00000059146	NEUROD1_unique
ENSMUSG00000059173	9078.61141	-2.628515952	0.17471898	5.62019E-53	1.62416E-49	Pde1a	chr2	79906327	79906507	NeuroD1	Promoter (1-2kb)	2	79859025	79908399	49375	2	ENSMUST00000090756	1892	ENSMUSG00000059173	NEUROD1_unique
ENSMUSG00000059179	4.788474467	0.002850177	0.3001677	0.983057251	0.990986531	RP24-388A6.2	chr5	16707878	16708122	NeuroD1	Distal Intergenic	5	16729993	16731074	1082	2	ENSMUST00000073014	22952	ENSMUSG00000059179	NEUROD1_unique
ENSMUSG00000059182	940.4799461	-1.523516883	0.334853836	1.20376E-07	2.45969E-06	Skap2	chr6	51816667	51817571	NeuroD1	Distal Intergenic	6	51859166	52012549	153384	2	ENSMUST00000078214	194978	ENSMUSG00000059182	NEUROD1_unique
ENSMUSG00000059183	574.9200355	-0.228480206	0.108328145	0.024815128	0.080189333	Mtfmt	chr9	65432327	65432514	NeuroD1	Distal Intergenic	9	65435782	65453054	17273	1	ENSMUST00000074792	-3268	ENSMUSG00000059183	NEUROD1_unique
ENSMUSG00000059187	293.1593188	-0.510342932	0.207651871	0.003263938	0.016053053	Fam19a1	chr6	95949608	95949788	NeuroD1	Distal Intergenic	6	96113154	96657198	544045	1	ENSMUST00000122120	-163366	ENSMUSG00000059187	NEUROD1_unique
ENSMUSG00000059213	4294.900687	-1.031092335	0.277446675	1.50937E-05	0.00017309	Ddn	chr15	98812694	98813006	NeuroD1	Exon (ENSMUST00000168846/ENSMUSG00000067713, exon 1 of 12)	15	98803782	98807925	4144	2	ENSMUST00000075444	-4770	ENSMUSG00000059213	NEUROD1_unique
ENSMUSG00000059237	2.296544938	0.07063236	0.330150363	0.351114025	.	Ppp1r2-ps4	chr9	66813487	66813685	NeuroD1	Downstream (1-2kb)	9	66805306	66805938	633	2	ENSMUST00000112182	-7550	ENSMUSG00000059237	NEUROD1_unique
ENSMUSG00000059244	1.960045514	-0.008297151	0.323496243	0.876652383	.	RP24-121I11.2	chr5	25599409	25599854	NeuroD1	Distal Intergenic	5	25659813	25661282	1470	2	ENSMUST00000072180	61428	ENSMUSG00000059244	NEUROD1_unique
ENSMUSG00000059248	7257.686441	-0.167956248	0.129832721	0.155249103	0.307624068	Sept9	chr11	117208327	117208576	NeuroD1	Intron (ENSMUST00000093907/ENSMUSG00000059248, intron 1 of 11)	11	117199661	117362325	162665	1	ENSMUST00000093907	8667	ENSMUSG00000059248	NEUROD1_unique
ENSMUSG00000059256	2.146036047	-0.057990696	0.332553724	0.354167915	.	Gzmd	chr14	56133661	56133977	NeuroD1	Promoter (1-2kb)	14	56129556	56132608	3053	2	ENSMUST00000082093	-1054	ENSMUSG00000059256	NEUROD1_unique
ENSMUSG00000059263	5481.446906	0.094222299	0.102030838	0.330532501	0.513267979	Usp47	chr7	111998707	111999012	NeuroD1	Distal Intergenic	7	112023506	112111386	87881	1	ENSMUST00000106653	-24494	ENSMUSG00000059263	NEUROD1_unique
ENSMUSG00000059288	514.1798641	0.49109662	0.207298536	0.004502304	0.020827145	Cdyl	chr13	35530485	35531011	NeuroD1	Distal Intergenic	13	35659862	35874064	214203	1	ENSMUST00000075220	-128851	ENSMUSG00000059288	NEUROD1_unique
ENSMUSG00000059323	529.6946726	-0.533718225	0.202620624	0.001977917	0.010672522	Tonsl	chr15	76639973	76640153	NeuroD1	Promoter (<=1kb)	15	76626238	76639958	13721	2	ENSMUST00000168185	-16	ENSMUSG00000059323	NEUROD1_unique
ENSMUSG00000059325	3938.681449	0.054243879	0.25170639	0.728628539	0.841422784	Hopx	chr5	77094846	77095084	NeuroD1	Promoter (<=1kb)	5	77086988	77095253	8266	2	ENSMUST00000120827	169	ENSMUSG00000059325	NEUROD1_unique
ENSMUSG00000059383	2.048407353	0.001953439	0.324585265	0.968269895	.	Gfral	chr9	76172803	76173271	NeuroD1	Intron (ENSMUST00000074880/ENSMUSG00000059383, intron 6 of 8)	9	76164102	76213657	49556	2	ENSMUST00000074880	40386	ENSMUSG00000059383	NEUROD1_unique
ENSMUSG00000059406	19.31215208	-0.691552961	0.499450678	0.014499581	0.052782441	Tmprss9	chr10	80875916	80876113	NeuroD1	Distal Intergenic	10	80879720	80899441	19722	1	ENSMUST00000105333	-3607	ENSMUSG00000059406	NEUROD1_unique
ENSMUSG00000059408	2.0430443	-0.070240749	0.336405532	0.193734681	.	Mrgprh	chr17	12872369	12872854	NeuroD1	Distal Intergenic	17	12876034	12877842	1809	1	ENSMUST00000075296	-3180	ENSMUSG00000059408	NEUROD1_unique
ENSMUSG00000059422	4.33127234	-0.074864137	0.323096206	0.431315559	.	RP24-70H20.2	chr9	78881442	78881641	NeuroD1	Distal Intergenic	9	78820423	78821892	1470	2	ENSMUST00000074819	-59551	ENSMUSG00000059422	NEUROD1_unique
