Motif	# matches	% matches input	# matches background	%matches background	P-value	log10 P-value	ROC AUC	PR AUC	Enr. at 1% FPR	Recall at 10% FDR
GM.5.0.MADS_box.0006	1989	1.843	103	1.030	1.61e-10	9.793	0.546	0.927	1.79	1.0000
GM.5.0.Unknown.0012	1521	1.409	102	1.020	5.30e-04	3.276	0.496	0.917	1.38	1.0000
GM.5.0.Nuclear_receptor.0042	768	0.712	100	1.000	9.99e-01	0.000	0.452	0.904	0.71	1.0000
GM.5.0.Forkhead.0025	4469	4.141	100	1.000	3.10e-74	73.509	0.645	0.948	4.14	1.0000
GM.5.0.C2H2_ZF.0075	6445	5.972	446	4.460	9.62e-11	10.017	0.517	0.920	1.34	1.0000
GM.5.0.RFX.0006	4377	4.056	100	1.000	1.78e-71	70.749	0.548	0.931	4.06	1.0000
GM.5.0.CUT_Homeodomain.0002	895	0.829	100	1.000	9.65e-01	0.016	0.477	0.909	0.83	1.0000
GM.5.0.CENPB.0001	484	0.448	100	1.000	1.00e+00	0.000	0.451	0.901	0.45	1.0000
GM.5.0.Forkhead.0026	1096	1.016	101	1.010	5.05e-01	0.296	0.534	0.921	1.01	1.0000
GM.5.0.GCM.0002	1895	1.756	101	1.010	2.07e-09	8.685	0.516	0.919	1.74	1.0000
GM.5.0.bZIP.0030	2350	2.177	102	1.020	1.20e-17	16.919	0.545	0.928	2.13	1.0000
GM.5.0.T-box.0010	798	0.739	100	1.000	9.98e-01	0.001	0.498	0.914	0.74	1.0000
GM.5.0.Mixed.0030	965	0.894	100	1.000	8.69e-01	0.061	0.502	0.915	0.89	1.0000
GM.5.0.Myb_SANT.0007	1792	1.660	100	1.000	5.53e-08	7.257	0.547	0.926	1.66	1.0000
GM.5.0.Unknown.0013	1195	1.107	107	1.070	3.90e-01	0.409	0.494	0.913	1.03	1.0000
GM.5.0.C2H2_ZF.0076	1236	1.145	100	1.000	1.02e-01	0.993	0.524	0.919	1.15	1.0000
GM.5.0.C2H2_ZF.0077	1525	1.413	100	1.000	2.46e-04	3.609	0.562	0.928	1.41	1.0000
GM.5.0.C2H2_ZF.0078	1984	1.838	104	1.040	3.40e-10	9.468	0.541	0.926	1.77	1.0000
GM.5.0.Homeodomain.0074	1443	1.337	100	1.000	1.95e-03	2.710	0.487	0.915	1.34	1.0000
GM.5.0.Unknown.0014	1891	1.752	100	1.000	1.41e-09	8.851	0.562	0.930	1.75	1.0000
GM.5.0.MADS_box.0007	3554	3.293	100	1.000	7.33e-48	47.135	0.604	0.940	3.29	1.0000
GM.5.0.Ets.0017	1564	1.449	100	1.000	8.39e-05	4.076	0.547	0.926	1.45	1.0000
GM.5.0.C2H2_ZF.0079	2090	1.937	200	2.000	6.86e-01	0.163	0.500	0.915	0.97	1.0000
GM.5.0.C2H2_ZF.0080	1245	1.154	100	1.000	8.92e-02	1.050	0.524	0.921	1.15	1.0000
GM.5.0.C2H2_ZF.0081	1734	1.607	195	1.950	9.95e-01	0.002	0.535	0.922	0.82	1.0000
GM.5.0.Paired_box.0003	715	0.662	101	1.010	1.00e+00	0.000	0.455	0.905	0.66	1.0000
GM.5.0.Forkhead.0027	1128	1.045	108	1.080	6.52e-01	0.186	0.556	0.927	0.97	1.0000
GM.5.0.Nuclear_receptor.0043	3855	3.572	100	1.000	2.96e-56	55.528	0.617	0.943	3.57	1.0000
GM.5.0.bZIP.0031	486	0.450	104	1.040	1.00e+00	-0.000	0.437	0.898	0.43	1.0000
GM.5.0.Homeodomain.0075	3667	3.398	403	4.030	9.99e-01	0.000	0.497	0.917	0.84	1.0000
GM.5.0.Sox.0020	1147	1.063	100	1.000	2.99e-01	0.524	0.496	0.915	1.06	1.0000
GM.5.0.Forkhead.0028	503	0.466	100	1.000	1.00e+00	-0.000	0.480	0.906	0.47	1.0000
GM.5.0.C2H2_ZF.0082	5612	5.200	100	1.000	4.48e-110	109.349	0.643	0.950	5.20	1.0000
GM.5.0.Forkhead.0029	2111	1.956	111	1.110	1.13e-10	9.948	0.592	0.937	1.76	1.0000
GM.5.0.E2F.0007	1154	1.069	101	1.010	3.12e-01	0.506	0.474	0.911	1.06	1.0000
GM.5.0.Homeodomain.0076	1270	1.177	100	1.000	6.08e-02	1.216	0.531	0.922	1.18	1.0000
GM.5.0.IRF.0006	2542	2.355	100	1.000	1.89e-22	21.723	0.605	0.940	2.36	1.0000
GM.5.0.C2H2_ZF.0083	975	0.903	103	1.030	9.06e-01	0.043	0.521	0.919	0.88	1.0000
GM.5.0.Mixed.0031	1966	1.822	100	1.000	7.36e-11	10.133	0.547	0.928	1.82	1.0000
GM.5.0.Homeodomain.0077	817	0.757	141	1.410	1.00e+00	-0.000	0.467	0.906	0.54	1.0000
GM.5.0.EIN3.0001	1400	1.297	184	1.840	1.00e+00	0.000	0.508	0.918	0.70	1.0000
GM.5.0.Homeodomain.0078	2491	2.308	393	3.930	1.00e+00	0.000	0.452	0.903	0.59	1.0000
GM.5.0.bZIP.0032	908	0.841	100	1.000	9.53e-01	0.021	0.478	0.910	0.84	1.0000
GM.5.0.C2H2_ZF.0084	1140	1.056	100	1.000	3.21e-01	0.494	0.523	0.920	1.06	1.0000
GM.5.0.Sox.0021	3511	3.253	603	6.030	1.00e+00	-0.000	0.478	0.908	0.54	1.0000
GM.5.0.Forkhead.0030	2969	2.751	134	1.340	2.29e-20	19.640	0.574	0.933	2.05	1.0000
GM.5.0.C2H2_ZF.0085	933	0.864	105	1.050	9.72e-01	0.012	0.523	0.918	0.82	1.0000
GM.5.0.CSD.0001	954	0.884	100	1.000	8.90e-01	0.050	0.476	0.909	0.88	1.0000
GM.5.0.C2H2_ZF_Homeodomain.0003	12641	11.713	667	6.670	1.23e-59	58.909	0.576	0.936	1.76	1.0000
GM.5.0.C2H2_ZF.0086	699	0.648	101	1.010	1.00e+00	0.000	0.467	0.907	0.64	1.0000
GM.5.0.C2H2_ZF.0087	1266	1.173	197	1.970	1.00e+00	-0.000	0.472	0.908	0.60	1.0000
GM.5.0.Nuclear_receptor.0044	687	0.637	102	1.020	1.00e+00	0.000	0.490	0.911	0.62	1.0000
GM.5.0.C2H2_ZF.0088	1102	1.021	100	1.000	4.46e-01	0.350	0.470	0.909	1.02	1.0000
GM.5.0.Nuclear_receptor.0045	858	0.795	100	1.000	9.86e-01	0.006	0.433	0.899	0.79	1.0000
GM.5.0.Unknown.0015	1717	1.591	106	1.060	9.27e-06	5.033	0.518	0.921	1.50	1.0000
GM.5.0.C2H2_ZF.0089	635	0.588	100	1.000	1.00e+00	0.000	0.465	0.905	0.59	1.0000
GM.5.0.Mixed.0032	1472	1.364	100	1.000	9.67e-04	3.015	0.506	0.918	1.36	1.0000
GM.5.0.Homeodomain.0079	3454	3.200	112	1.120	1.39e-39	38.856	0.550	0.932	2.86	1.0000
GM.5.0.C2H2_ZF.0090	2262	2.096	100	1.000	1.81e-16	15.743	0.568	0.933	2.10	1.0000
GM.5.0.Mixed.0033	2237	2.073	100	1.000	5.78e-16	15.238	0.544	0.929	2.07	1.0000
GM.5.0.Homeodomain.0080	1314	1.218	100	1.000	2.88e-02	1.541	0.499	0.917	1.22	1.0000
GM.5.0.STAT.0007	1229	1.139	100	1.000	1.12e-01	0.950	0.505	0.917	1.14	1.0000
GM.5.0.C2H2_ZF.0091	2215	2.052	100	1.000	1.59e-15	14.799	0.565	0.932	2.05	1.0000
GM.5.0.Mixed.0034	934	0.865	100	1.000	9.23e-01	0.035	0.509	0.916	0.87	1.0000
GM.5.0.Nuclear_receptor.0046	737	0.683	100	1.000	1.00e+00	0.000	0.461	0.905	0.68	1.0000
GM.5.0.C2H2_ZF.0092	725	0.672	120	1.200	1.00e+00	0.000	0.472	0.908	0.56	1.0000
GM.5.0.Mixed.0035	2388	2.213	122	1.220	9.40e-13	12.027	0.597	0.936	1.81	1.0000
GM.5.0.Mixed.0036	1556	1.442	100	1.000	1.05e-04	3.978	0.515	0.920	1.44	1.0000
GM.5.0.C2H2_ZF.0093	2153	1.995	100	1.000	2.61e-14	13.583	0.559	0.931	1.99	1.0000
GM.5.0.Homeodomain.0081	3185	2.951	453	4.530	1.00e+00	-0.000	0.477	0.910	0.65	1.0000
GM.5.0.CUT_Homeodomain.0003	949	0.879	160	1.600	1.00e+00	-0.000	0.403	0.892	0.55	1.0000
GM.5.0.Ets.0018	3322	3.078	197	1.970	2.81e-11	10.551	0.579	0.932	1.56	1.0000
GM.5.0.C2H2_ZF.0094	1787	1.656	103	1.030	2.72e-07	6.565	0.501	0.918	1.61	1.0000
GM.5.0.Unknown.0016	4168	3.862	100	1.000	2.74e-65	64.563	0.617	0.943	3.86	1.0000
GM.5.0.Homeodomain.0082	1563	1.448	113	1.130	4.68e-03	2.330	0.516	0.919	1.28	1.0000
GM.5.0.bZIP.0033	3528	3.269	239	2.390	3.92e-07	6.407	0.489	0.917	1.37	1.0000
GM.5.0.C2H2_ZF.0095	767	0.711	100	1.000	9.99e-01	0.000	0.446	0.903	0.71	1.0000
GM.5.0.Unknown.0017	1034	0.958	100	1.000	6.83e-01	0.166	0.501	0.915	0.96	1.0000
GM.5.0.Myb_SANT.0008	8734	8.093	307	3.070	1.45e-90	89.838	0.508	0.926	2.64	1.0000
GM.5.0.Homeodomain.0083	2244	2.079	102	1.020	1.67e-15	14.778	0.436	0.899	2.04	1.0000
GM.5.0.Homeodomain.0084	2237	2.073	102	1.020	2.29e-15	14.640	0.552	0.929	2.03	1.0000
GM.5.0.Mixed.0037	549	0.509	104	1.040	1.00e+00	0.000	0.477	0.907	0.49	1.0000
GM.5.0.C2H2_ZF.0096	2835	2.627	100	1.000	2.86e-29	28.544	0.589	0.937	2.63	1.0000
GM.5.0.TEA.0003	1264	1.171	100	1.000	6.68e-02	1.175	0.508	0.917	1.17	1.0000
GM.5.0.bHLH.0050	2350	2.177	105	1.050	1.02e-16	15.991	0.585	0.935	2.07	1.0000
GM.5.0.Grainyhead.0004	686	0.636	101	1.010	1.00e+00	0.000	0.476	0.908	0.63	1.0000
GM.5.0.bHLH.0051	849	0.787	100	1.000	9.89e-01	0.005	0.484	0.910	0.79	1.0000
GM.5.0.C2H2_ZF.0097	10299	9.543	166	1.660	2.31e-219	218.636	0.526	0.923	5.75	1.0000
GM.5.0.bHLH.0052	1457	1.350	154	1.540	9.44e-01	0.025	0.513	0.921	0.88	1.0000
GM.5.0.Homeodomain.0085	1140	1.056	103	1.030	4.28e-01	0.369	0.515	0.918	1.03	1.0000
GM.5.0.C2H2_ZF.0098	2283	2.115	100	1.000	6.75e-17	16.170	0.539	0.927	2.12	1.0000
GM.5.0.Mixed.0038	1403	1.300	100	1.000	4.86e-03	2.314	0.526	0.922	1.30	1.0000
GM.5.0.MADS_box.0008	1247	1.155	100	1.000	8.66e-02	1.062	0.502	0.916	1.16	1.0000
GM.5.0.AP-2.0005	1095	1.015	104	1.040	6.21e-01	0.207	0.521	0.918	0.98	1.0000
GM.5.0.Sox.0022	1816	1.683	102	1.020	6.22e-08	7.206	0.537	0.925	1.65	1.0000
GM.5.0.STAT.0008	2197	2.036	115	1.150	3.56e-11	10.449	0.551	0.928	1.77	1.0000
GM.5.0.Unknown.0018	1745	1.617	100	1.000	2.86e-07	6.543	0.557	0.928	1.62	1.0000
GM.5.0.bZIP.0034	935	0.866	100	1.000	9.21e-01	0.036	0.454	0.904	0.87	1.0000
GM.5.0.Nuclear_receptor.0047	749	0.694	103	1.030	1.00e+00	0.000	0.443	0.902	0.67	1.0000
GM.5.0.Mixed.0039	1605	1.487	100	1.000	2.55e-05	4.593	0.520	0.920	1.49	1.0000
GM.5.0.Mixed.0040	4243	3.931	100	1.000	1.70e-67	66.769	0.608	0.942	3.93	1.0000
GM.5.0.Homeodomain.0086	1432	1.327	100	1.000	2.52e-03	2.598	0.487	0.915	1.33	1.0000
GM.5.0.C2H2_ZF.0099	3031	2.808	100	1.000	4.20e-34	33.376	0.578	0.936	2.81	1.0000
GM.5.0.Homeodomain.0087	1292	1.197	101	1.010	5.14e-02	1.289	0.484	0.914	1.19	1.0000
GM.5.0.Homeodomain.0088	1101	1.020	106	1.060	6.71e-01	0.173	0.503	0.916	0.96	1.0000
GM.5.0.bHLH.0053	1711	1.585	138	1.380	5.99e-02	1.223	0.560	0.930	1.15	1.0000
GM.5.0.Ets.0019	2119	1.963	100	1.000	1.17e-13	12.930	0.564	0.930	1.96	1.0000
GM.5.0.Nuclear_receptor.0048	1857	1.721	100	1.000	5.12e-09	8.290	0.526	0.923	1.72	1.0000
GM.5.0.bHLH.0054	1515	1.404	108	1.080	3.55e-03	2.449	0.541	0.925	1.30	1.0000
GM.5.0.E2F.0008	1028	0.953	100	1.000	7.02e-01	0.153	0.477	0.910	0.95	1.0000
GM.5.0.Homeodomain.0089	754	0.699	106	1.060	1.00e+00	0.000	0.498	0.913	0.66	1.0000
GM.5.0.Runt.0004	1305	1.209	124	1.240	6.29e-01	0.201	0.506	0.917	0.98	1.0000
GM.5.0.C2H2_ZF.0100	2752	2.550	100	1.000	2.75e-27	26.560	0.589	0.937	2.55	1.0000
GM.5.0.C2H2_ZF.0101	1246	1.154	117	1.170	5.79e-01	0.237	0.505	0.917	0.99	1.0000
GM.5.0.Sox.0023	1657	1.535	101	1.010	7.83e-06	5.106	0.550	0.928	1.52	1.0000
GM.5.0.bHLH.0055	866	0.802	100	1.000	9.82e-01	0.008	0.514	0.916	0.80	1.0000
GM.5.0.Runt.0005	1635	1.515	107	1.070	1.40e-04	3.854	0.544	0.926	1.42	1.0000
GM.5.0.Nuclear_receptor.0049	725	0.672	103	1.030	1.00e+00	0.000	0.447	0.903	0.65	1.0000
GM.5.0.Mixed.0041	1187	1.100	102	1.020	2.49e-01	0.603	0.466	0.908	1.08	1.0000
GM.5.0.STAT.0009	1721	1.595	102	1.020	1.56e-06	5.806	0.548	0.927	1.56	1.0000
GM.5.0.Homeodomain.0090	1093	1.013	124	1.240	9.84e-01	0.007	0.506	0.918	0.82	1.0000
GM.5.0.Homeodomain.0091	1562	1.447	100	1.000	8.88e-05	4.052	0.540	0.925	1.45	1.0000
GM.5.0.Nuclear_receptor.0050	1551	1.437	100	1.000	1.21e-04	3.918	0.510	0.920	1.44	1.0000
GM.5.0.Unknown.0019	599	0.555	100	1.000	1.00e+00	0.000	0.463	0.906	0.56	1.0000
GM.5.0.bZIP.0035	2822	2.615	113	1.130	4.41e-24	23.356	0.518	0.923	2.31	1.0000
GM.5.0.C2H2_ZF.0102	1453	1.346	100	1.000	1.54e-03	2.813	0.519	0.921	1.35	1.0000
GM.5.0.Mixed.0042	1005	0.931	100	1.000	7.72e-01	0.113	0.482	0.911	0.93	1.0000
GM.5.0.C2H2_ZF.0103	2303	2.134	100	1.000	2.62e-17	16.581	0.555	0.929	2.13	1.0000
GM.5.0.Nuclear_receptor.0051	538	0.498	139	1.390	1.00e+00	-0.000	0.437	0.897	0.36	1.0000
GM.5.0.Homeodomain.0092	794	0.736	100	1.000	9.98e-01	0.001	0.455	0.903	0.74	1.0000
GM.5.0.C2H2_ZF.0104	2246	2.081	100	1.000	3.81e-16	15.419	0.553	0.929	2.08	1.0000
GM.5.0.Sox.0024	1240	1.149	100	1.000	9.60e-02	1.018	0.508	0.917	1.15	1.0000
GM.5.0.Mixed.0043	1099	1.018	100	1.000	4.57e-01	0.340	0.512	0.919	1.02	1.0000
GM.5.0.MADS_box.0009	722	0.669	100	1.000	1.00e+00	0.000	0.453	0.904	0.67	1.0000
GM.5.0.C2H2_ZF.0105	524	0.486	103	1.030	1.00e+00	-0.000	0.440	0.899	0.47	1.0000
GM.5.0.Forkhead.0031	747	0.692	100	1.000	1.00e+00	0.000	0.461	0.906	0.69	1.0000
GM.5.0.Rel.0007	2172	2.012	100	1.000	1.12e-14	13.952	0.591	0.935	2.01	1.0000
GM.5.0.Homeodomain.0093	5312	4.922	376	3.760	4.72e-08	7.326	0.460	0.909	1.31	1.0000
GM.5.0.bHLH.0056	3072	2.846	162	1.620	8.63e-15	14.064	0.574	0.933	1.76	1.0000
GM.5.0.C2H2_ZF.0106	958	0.888	111	1.110	9.88e-01	0.005	0.531	0.921	0.80	1.0000
GM.5.0.Unknown.0020	1519	1.407	205	2.050	1.00e+00	0.000	0.461	0.906	0.69	1.0000
GM.5.0.CBF_NF-Y.0003	982	0.910	100	1.000	8.32e-01	0.080	0.459	0.906	0.91	1.0000
GM.5.0.C2H2_ZF.0107	541	0.501	100	1.000	1.00e+00	0.000	0.454	0.902	0.50	1.0000
GM.5.0.Homeodomain.0094	2518	2.333	130	1.300	4.89e-13	12.311	0.500	0.920	1.79	1.0000
GM.5.0.Homeodomain.0095	2467	2.286	393	3.930	1.00e+00	-0.000	0.459	0.905	0.58	1.0000
GM.5.0.bHLH.0057	1571	1.456	102	1.020	1.41e-04	3.851	0.481	0.913	1.43	1.0000
GM.5.0.Homeodomain.0096	581	0.538	100	1.000	1.00e+00	0.000	0.508	0.913	0.54	1.0000
GM.5.0.Ets.0020	1081	1.002	103	1.030	6.32e-01	0.199	0.546	0.925	0.97	1.0000
GM.5.0.Homeodomain.0097	648	0.600	100	1.000	1.00e+00	0.000	0.442	0.901	0.60	1.0000
GM.5.0.SMAD.0007	995	0.922	101	1.010	8.25e-01	0.084	0.491	0.912	0.91	1.0000
GM.5.0.Homeodomain.0098	737	0.683	114	1.140	1.00e+00	0.000	0.482	0.912	0.60	1.0000
GM.5.0.Runt.0006	1142	1.058	100	1.000	3.15e-01	0.502	0.516	0.919	1.06	1.0000
GM.5.0.Mixed.0044	2011	1.863	100	1.000	1.17e-11	10.931	0.479	0.915	1.86	1.0000
GM.5.0.C2H2_ZF.0108	1406	1.303	100	1.000	4.55e-03	2.342	0.523	0.921	1.30	1.0000
GM.5.0.Sox.0025	2447	2.267	234	2.340	6.94e-01	0.158	0.488	0.914	0.97	1.0000
GM.5.0.Nuclear_receptor.0052	679	0.629	100	1.000	1.00e+00	0.000	0.451	0.903	0.63	1.0000
GM.5.0.C2H2_ZF.0109	2153	1.995	109	1.090	6.93e-12	11.159	0.544	0.928	1.83	1.0000
GM.5.0.bZIP.0036	1470	1.362	100	1.000	1.02e-03	2.993	0.519	0.921	1.36	1.0000
GM.5.0.C2H2_ZF.0110	1182	1.095	100	1.000	2.05e-01	0.688	0.488	0.913	1.10	1.0000
GM.5.0.Homeodomain.0099	2292	2.124	164	1.640	4.78e-04	3.321	0.501	0.912	1.29	1.0000
GM.5.0.C2H2_ZF.0111	1266	1.173	111	1.110	3.08e-01	0.512	0.467	0.908	1.06	1.0000
GM.5.0.T-box.0011	1552	1.438	100	1.000	1.18e-04	3.930	0.519	0.921	1.44	1.0000
GM.5.0.Homeodomain.0100	1752	1.623	255	2.550	1.00e+00	-0.000	0.479	0.911	0.64	1.0000
GM.5.0.AP-2.0006	753	0.698	100	1.000	1.00e+00	0.000	0.478	0.909	0.70	1.0000
GM.5.0.Rel.0008	940	0.871	103	1.030	9.51e-01	0.022	0.480	0.910	0.85	1.0000
GM.5.0.Homeodomain_POU.0011	1398	1.295	101	1.010	7.03e-03	2.153	0.536	0.923	1.28	1.0000
GM.5.0.Unknown.0021	1206	1.117	100	1.000	1.53e-01	0.816	0.531	0.922	1.12	1.0000
GM.5.0.Homeodomain.0101	2300	2.131	129	1.290	1.05e-09	8.979	0.507	0.921	1.65	1.0000
GM.5.0.C2H2_ZF.0112	849	0.787	101	1.010	9.91e-01	0.004	0.520	0.918	0.78	1.0000
GM.5.0.Mixed.0045	1142	1.058	100	1.000	3.15e-01	0.502	0.521	0.920	1.06	1.0000
GM.5.0.bZIP.0037	1339	1.241	100	1.000	1.81e-02	1.742	0.528	0.922	1.24	1.0000
GM.5.0.T-box.0012	1352	1.253	100	1.000	1.41e-02	1.852	0.516	0.919	1.25	1.0000
GM.5.0.C2H2_ZF.0113	622	0.576	114	1.140	1.00e+00	-0.000	0.438	0.899	0.51	1.0000
GM.5.0.Rel.0009	1235	1.144	100	1.000	1.03e-01	0.987	0.503	0.915	1.14	1.0000
GM.5.0.Homeodomain.0102	3826	3.545	140	1.400	3.74e-37	36.427	0.563	0.930	2.53	1.0000
GM.5.0.bZIP.0038	872	0.808	144	1.440	1.00e+00	0.000	0.451	0.904	0.56	1.0000
GM.5.0.T-box.0013	1493	1.383	133	1.330	3.51e-01	0.455	0.526	0.920	1.04	1.0000
GM.5.0.Mixed.0046	4441	4.115	100	1.000	2.15e-73	72.667	0.642	0.948	4.11	1.0000
GM.5.0.E2F.0009	791	0.733	101	1.010	9.99e-01	0.001	0.426	0.898	0.73	1.0000
GM.5.0.bHLH.0058	2157	1.999	101	1.010	4.23e-14	13.374	0.551	0.929	1.98	1.0000
GM.5.0.Rel.0010	1159	1.074	126	1.260	9.59e-01	0.018	0.562	0.928	0.85	1.0000
GM.5.0.STAT.0010	1645	1.524	100	1.000	7.55e-06	5.122	0.524	0.922	1.52	1.0000
GM.5.0.Unknown.0022	801	0.742	100	1.000	9.97e-01	0.001	0.458	0.905	0.74	1.0000
GM.5.0.Homeodomain.0103	1841	1.706	100	1.000	9.30e-09	8.031	0.525	0.923	1.71	1.0000
GM.5.0.Nuclear_receptor.0053	728	0.675	100	1.000	1.00e+00	0.000	0.447	0.902	0.67	1.0000
GM.5.0.Grainyhead.0005	8999	8.338	680	6.800	2.21e-08	7.656	0.567	0.930	1.23	1.0000
GM.5.0.C2H2_ZF.0114	822	0.762	100	1.000	9.95e-01	0.002	0.481	0.910	0.76	1.0000
GM.5.0.bZIP.0039	691	0.640	108	1.080	1.00e+00	0.000	0.441	0.901	0.59	1.0000
GM.5.0.CUT_Homeodomain.0004	700	0.649	101	1.010	1.00e+00	0.000	0.457	0.905	0.64	1.0000
GM.5.0.Nuclear_receptor.0054	636	0.589	125	1.250	1.00e+00	-0.000	0.518	0.918	0.47	1.0000
GM.5.0.Homeodomain.0104	1120	1.038	100	1.000	3.85e-01	0.415	0.532	0.922	1.04	1.0000
GM.5.0.Sox.0026	1151	1.066	100	1.000	2.88e-01	0.541	0.502	0.916	1.07	1.0000
GM.5.0.Sox.0027	882	0.817	100	1.000	9.74e-01	0.012	0.464	0.906	0.82	1.0000
GM.5.0.Unknown.0023	831	0.770	100	1.000	9.93e-01	0.003	0.487	0.910	0.77	1.0000
GM.5.0.Homeodomain.0105	1982	1.836	100	1.000	3.85e-11	10.415	0.535	0.926	1.84	1.0000
GM.5.0.T-box.0014	1627	1.508	100	1.000	1.32e-05	4.881	0.510	0.919	1.51	1.0000
GM.5.0.Homeodomain.0106	1284	1.190	100	1.000	4.84e-02	1.315	0.483	0.913	1.19	1.0000
GM.5.0.Ets.0021	1603	1.485	100	1.000	2.71e-05	4.567	0.536	0.924	1.49	1.0000
GM.5.0.GCM.0003	667	0.618	103	1.030	1.00e+00	0.000	0.488	0.910	0.60	1.0000
GM.5.0.Homeodomain.0107	1802	1.670	118	1.180	6.75e-05	4.171	0.465	0.912	1.41	1.0000
GM.5.0.bZIP.0040	1133	1.050	106	1.060	5.64e-01	0.249	0.475	0.909	0.99	1.0000
GM.5.0.bHLH.0059	1267	1.174	102	1.020	9.06e-02	1.043	0.537	0.924	1.15	1.0000
GM.5.0.Paired_box.0004	670	0.621	100	1.000	1.00e+00	0.000	0.471	0.907	0.62	1.0000
GM.5.0.C2H2_ZF.0115	1519	1.407	105	1.050	1.40e-03	2.854	0.534	0.923	1.34	1.0000
GM.5.0.bZIP.0041	2157	1.999	100	1.000	2.19e-14	13.660	0.516	0.922	2.00	1.0000
GM.5.0.Paired_box.0005	3113	2.884	100	1.000	3.51e-36	35.455	0.611	0.941	2.88	1.0000
GM.5.0.C2H2_ZF.0116	1440	1.334	143	1.430	8.01e-01	0.096	0.566	0.930	0.93	1.0000
GM.5.0.Homeodomain.0108	1282	1.188	100	1.000	5.00e-02	1.301	0.517	0.920	1.19	1.0000
GM.5.0.SMAD.0008	10963	10.158	747	7.470	2.83e-19	18.548	0.572	0.932	1.36	1.0000
GM.5.0.Paired_box.0006	757	0.701	103	1.030	1.00e+00	0.000	0.475	0.907	0.68	1.0000
GM.5.0.Homeodomain.0109	1588	1.471	102	1.020	8.80e-05	4.056	0.502	0.918	1.44	1.0000
GM.5.0.bZIP.0042	357	0.331	104	1.040	1.00e+00	-0.000	0.412	0.891	0.32	1.0000
GM.5.0.Unknown.0024	4508	4.177	389	3.890	8.76e-02	1.057	0.545	0.927	1.07	1.0000
GM.5.0.Rel.0011	1592	1.475	102	1.020	7.86e-05	4.104	0.516	0.919	1.45	1.0000
GM.5.0.HSF.0004	1740	1.612	100	1.000	3.40e-07	6.469	0.494	0.916	1.61	1.0000
GM.5.0.C2H2_ZF.0117	4285	3.970	105	1.050	7.00e-66	65.155	0.601	0.941	3.78	1.0000
GM.5.0.C2H2_ZF.0118	1366	1.266	100	1.000	1.06e-02	1.974	0.535	0.923	1.27	1.0000
GM.5.0.Homeodomain.0110	2025	1.876	103	1.030	3.83e-11	10.416	0.551	0.930	1.82	1.0000
GM.5.0.Unknown.0025	1539	1.426	110	1.100	3.59e-03	2.445	0.532	0.923	1.30	1.0000
GM.5.0.C2H2_ZF.0119	2561	2.373	100	1.000	7.09e-23	22.149	0.553	0.930	2.37	1.0000
GM.5.0.Forkhead.0032	3473	3.218	100	1.000	1.17e-45	44.931	0.559	0.932	3.22	1.0000
GM.5.0.E2F.0010	478	0.443	100	1.000	1.00e+00	-0.000	0.435	0.897	0.44	1.0000
GM.5.0.C2H2_ZF.0120	13237	12.265	1199	11.990	2.16e-01	0.665	0.517	0.919	1.02	1.0000
GM.5.0.IRF.0007	1364	1.264	100	1.000	1.11e-02	1.956	0.539	0.924	1.26	1.0000
GM.5.0.Homeodomain_Paired_box.0004	2163	2.004	165	1.650	7.15e-03	2.145	0.506	0.919	1.21	1.0000
GM.5.0.C2H2_ZF.0121	3272	3.032	100	1.000	2.67e-40	39.573	0.571	0.934	3.03	1.0000
GM.5.0.Homeodomain.0111	963	0.892	144	1.440	1.00e+00	0.000	0.500	0.915	0.62	1.0000
GM.5.0.DM.0005	1164	1.079	100	1.000	2.51e-01	0.600	0.519	0.919	1.08	1.0000
GM.5.0.C2H2_ZF.0122	1285	1.191	100	1.000	4.76e-02	1.322	0.527	0.921	1.19	1.0000
GM.5.0.HSF.0005	1741	1.613	100	1.000	3.28e-07	6.484	0.521	0.921	1.61	1.0000
GM.5.0.bHLH.0060	1832	1.697	104	1.040	9.23e-08	7.035	0.598	0.938	1.63	1.0000
GM.5.0.C2H2_ZF.0123	1180	1.093	100	1.000	2.10e-01	0.678	0.515	0.919	1.09	1.0000
GM.5.0.CUT_Homeodomain.0005	863	0.800	100	1.000	9.84e-01	0.007	0.454	0.905	0.80	1.0000
GM.5.0.E2F.0011	1580	1.464	100	1.000	5.31e-05	4.275	0.560	0.929	1.46	1.0000
GM.5.0.bHLH.0061	1822	1.688	100	1.000	1.87e-08	7.728	0.546	0.926	1.69	1.0000
GM.5.0.Nuclear_receptor.0055	839	0.777	100	1.000	9.91e-01	0.004	0.500	0.914	0.78	1.0000
GM.5.0.Ets.0022	3768	3.491	100	1.000	8.49e-54	53.071	0.597	0.940	3.49	1.0000
GM.5.0.C2H2_ZF.0124	942	0.873	100	1.000	9.11e-01	0.041	0.493	0.913	0.87	1.0000
GM.5.0.bHLH.0062	2456	2.276	100	1.000	1.50e-20	19.825	0.574	0.933	2.28	1.0000
GM.5.0.C2H2_ZF.0125	1222	1.132	104	1.040	2.17e-01	0.664	0.535	0.923	1.09	1.0000
GM.5.0.MADS_box.0010	3650	3.382	177	1.770	2.95e-21	20.530	0.512	0.923	1.91	1.0000
GM.5.0.bHLH.0063	3663	3.394	100	1.000	7.27e-51	50.138	0.628	0.946	3.39	1.0000
