Chrom	Start	End	X16_36784980_36785409	X16.6662302359998	X.0.0447858192482483	X0.5850160589288841	X0.8788557133364159	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr13	102933327	102933566	13_102933327_102933566	17.5702233549272	0.123379672560122	0.14508846527808	0.562007346880845	Intron (ENSMUST00000166726/ENSMUSG00000034751, intron 4 of 26)	13	102735002	102958084	223083	2	ENSMUST00000099202	24518	ENSMUSG00000034751	ENSMUSG00000034751
chr9	45953441	45955681	9_45953441_45955681	126.235143823011	0.0153863119351086	0.908572423407657	0.979756092298176	Promoter (<=1kb)	9	45937857	45955247	17391	2	ENSMUST00000038488	0	ENSMUSG00000034908	ENSMUSG00000034908
chr6	97210889	97211927	6_97210889_97211927	44.1795232165261	-0.053113791449909	0.635004832841107	0.899169162888102	Promoter (<=1kb)	6	97210689	97233315	22627	1	ENSMUST00000044681	201	ENSMUSG00000035199	ENSMUSG00000035199
chr10	80806778	80807317	10_80806778_80807317	35.614761998995	0.162642929645523	0.171731784548412	0.59406163699196	Promoter (1-2kb)	10	80805248	80807648	2401	1	ENSMUST00000036016	1531	ENSMUSG00000035262	ENSMUSG00000035262
chr10	80570754	80571143	10_80570754_80571143	12.6354591669425	-0.0104845984348369	0.872357779264457	0.970313095837349	Intron (ENSMUST00000038558/ENSMUSG00000035397, intron 1 of 1)	10	80567124	80577321	10198	2	ENSMUST00000038558	6178	ENSMUSG00000035397	ENSMUSG00000035397
chr5	89578584	89578848	5_89578584_89578848	7.05486416166402	-0.0182834433823952	0.707910850937832	NA	Intron (ENSMUST00000048557/ENSMUSG00000035528, intron 3 of 3)	5	89527429	89583740	56312	1	ENSMUST00000048557	51156	ENSMUSG00000035528	ENSMUSG00000035528
chr14	84448341	84448818	14_84448341_84448818	19.9654966790737	-0.0211169390875167	0.806624047371774	0.952302725946367	Exon (ENSMUST00000071370/ENSMUSG00000035566, exon 1 of 4)	14	84443563	84537060	93498	1	ENSMUST00000071370	4779	ENSMUSG00000035566	ENSMUSG00000035566
chr17	57105381	57105633	17_57105381_57105633	14.2279626247032	0.0207321952975598	0.782400759081012	0.946223877299006	Promoter (<=1kb)	17	57105385	57107757	2373	1	ENSMUST00000039490	0	ENSMUSG00000035678	ENSMUSG00000035678
chr15	88818817	88819310	15_88818817_88819310	41.8972692456397	0.133490573681937	0.271945631349892	0.700051407683871	Promoter (<=1kb)	15	88805245	88819285	14041	2	ENSMUST00000043087	0	ENSMUSG00000035845	ENSMUSG00000035845
chr10	79793752	79794830	10_79793752_79794830	80.4929021116248	-0.0730830641013231	0.57104961873554	0.873895756773516	Promoter (<=1kb)	10	79793572	79820896	27325	1	ENSMUST00000105379	181	ENSMUSG00000035863	ENSMUSG00000035863
chr9	22760290	22760494	9_22760290_22760494	9.62289559910136	0.118726549359553	0.0732654680096972	NA	Intron (ENSMUST00000039798/ENSMUSG00000035919, intron 18 of 21)	9	22678750	22888274	209525	1	ENSMUST00000124076	81541	ENSMUSG00000035919	ENSMUSG00000035919
chr16	44692537	44692813	16_44692537_44692813	22.181683803407	0.0487836947966637	0.599865735572375	0.886402237108993	Distal Intergenic	16	44724301	44737284	12984	1	ENSMUST00000048788	-31488	ENSMUSG00000036208	ENSMUSG00000036208
chr8	86756814	86757506	8_86756814_86757506	28.9165309974796	-0.00478874805681059	0.959686392667904	0.991459419257622	Distal Intergenic	8	86723940	86746006	22067	2	ENSMUST00000045296	-10809	ENSMUSG00000036840	ENSMUSG00000036840
chr3	62277894	62278136	3_62277894_62278136	12.5194769731608	-0.0481848618224151	0.461663776240699	0.821161285602713	Distal Intergenic	3	62338344	62462221	123878	1	ENSMUST00000079300	-60208	ENSMUSG00000036885	ENSMUSG00000036885
chr15	101283973	101284736	15_101283973_101284736	79.8560460237409	0.258237847277377	0.111397227952615	0.512581777478409	Promoter (<=1kb)	15	101284301	101290934	6634	1	ENSMUST00000048393	0	ENSMUSG00000037204	ENSMUSG00000037204
chr3	37348013	37348268	3_37348013_37348268	12.3217656661249	0.0766701072510982	0.250070265766689	NA	Promoter (<=1kb)	3	37348346	37405377	57032	1	ENSMUST00000138563	-78	ENSMUSG00000037225	ENSMUSG00000037225
chr2	130642194	130642765	2_130642194_130642765	31.1201300310933	0.0853457074902041	0.402360782835219	0.787511847828915	Promoter (<=1kb)	2	130632842	130642803	9962	2	ENSMUST00000045761	38	ENSMUSG00000037703	ENSMUSG00000037703
chr2	158667362	158668908	2_158667362_158668908	66.7541652615032	0.227821982937411	0.126711519538153	0.534678683472895	Promoter (<=1kb)	2	158667119	158766334	99216	1	ENSMUST00000045503	244	ENSMUSG00000037754	ENSMUSG00000037754
chr3	137863584	137865726	3_137863584_137865726	134.942534834324	-0.0158910899226439	0.90456678967584	0.978675756289757	Promoter (<=1kb)	3	137864487	137866922	2436	1	ENSMUST00000041045	0	ENSMUSG00000037894	ENSMUSG00000037894
chr10	58919961	58920381	10_58919961_58920381	19.1137271301769	0.0025631155763682	0.976866858969086	0.995442595185155	Intron (ENSMUST00000135526/ENSMUSG00000037990, intron 1 of 3)	10	58814059	59007193	193135	1	ENSMUST00000133151	105903	ENSMUSG00000037990	ENSMUSG00000037990
chr16	27387897	27389915	16_27387897_27389915	135.73678674319	-0.125119492987387	0.371676895991097	0.770824169444003	Promoter (<=1kb)	16	27388869	27452218	63350	1	ENSMUST00000100026	0	ENSMUSG00000038127	ENSMUSG00000038127
chr5	24751112	24751500	5_24751112_24751500	20.9587963932169	0.0071366481051418	0.938047706490191	0.986982396956486	Promoter (<=1kb)	5	24751003	24751324	322	2	ENSMUST00000123386	0	ENSMUSG00000038135	ENSMUSG00000038135
chr4	83284821	83285084	4_83284821_83285084	22.834998506333	-0.0933364950573017	0.328743138413539	0.739711423117753	Promoter (<=1kb)	4	83252986	83285169	32184	2	ENSMUST00000150522	85	ENSMUSG00000038172	ENSMUSG00000038172
chr2	155691214	155691886	2_155691214_155691886	51.946769352387	-0.00381066531540393	0.969626737995758	0.99385478766978	Promoter (<=1kb)	2	155673057	155692123	19067	2	ENSMUST00000136764	237	ENSMUSG00000038324	ENSMUSG00000038324
chr6	125008532	125010032	6_125008532_125010032	133.38585246101	0.229028813620972	0.14469222441121	0.561794969097427	Promoter (<=1kb)	6	125009145	125036180	27036	1	ENSMUST00000132863	0	ENSMUSG00000038346	ENSMUSG00000038346
chr10	53388734	53389462	10_53388734_53389462	11.7138531908679	-0.118753871008379	0.0844503052048259	NA	Distal Intergenic	10	53278081	53379851	101771	2	ENSMUST00000095691	-8884	ENSMUSG00000038594	ENSMUSG00000038594
chr8	10918878	10919152	8_10918878_10919152	9.86322114668702	-0.0104174751108064	0.869784648330877	NA	Distal Intergenic	8	10924427	10928457	4031	2	ENSMUST00000040608	9305	ENSMUSG00000038917	ENSMUSG00000038917
chr8	10388344	10390075	8_10388344_10390075	69.0870210798886	0.0214054326519091	0.866623081821899	0.969424410923372	Intron (ENSMUST00000042103/ENSMUSG00000039057, intron 9 of 34)	8	10272572	10634741	362170	1	ENSMUST00000042103	115773	ENSMUSG00000039057	ENSMUSG00000039057
chr14	21100842	21102248	14_21100842_21102248	45.2357916996069	-0.101681062274083	0.368121761898784	0.768058493609445	Intron (ENSMUST00000045376/ENSMUSG00000039197, intron 2 of 10)	14	21052574	21448568	395995	1	ENSMUST00000045376	48269	ENSMUSG00000039197	ENSMUSG00000039197
chr5	142790426	142790669	5_142790426_142790669	9.3165884893517	0.0420883220379321	0.493763180248971	NA	Promoter (1-2kb)	5	142750380	142788523	38144	2	ENSMUST00000152247	-1904	ENSMUSG00000039477	ENSMUSG00000039477
chr9	11206530	11206835	9_11206530_11206835	12.3700926750116	0.00448037019667165	0.953598810907839	NA	Distal Intergenic	9	9660969	10904775	1243807	2	ENSMUST00000160216	-301756	ENSMUSG00000039488	ENSMUSG00000039488
chr2	167062145	167065181	2_167062145_167065181	146.701855272442	-0.00931595459374736	0.943520839027814	0.98895325351398	Promoter (<=1kb)	2	167035793	167063015	27223	2	ENSMUST00000048988	0	ENSMUSG00000039501	ENSMUSG00000039501
chr5	44652900	44653157	5_44652900_44653157	9.17037313412864	-0.067187023814171	0.291239495720275	NA	Intron (ENSMUST00000070748/ENSMUSG00000039706, intron 2 of 7)	5	44472133	44799707	327575	2	ENSMUST00000070748	146550	ENSMUSG00000039706	ENSMUSG00000039706
chr5	20881623	20882921	5_20881623_20882921	57.9439804538028	0.169057198570186	0.211786889796574	0.637043058370692	Promoter (<=1kb)	5	20758663	20882124	123462	2	ENSMUST00000118174	0	ENSMUSG00000039987	ENSMUSG00000039987
chr5	16004076	16004433	5_16004076_16004433	24.262867342644	0.103087971052035	0.296548405534347	0.719134887631077	Intron (ENSMUST00000039370/ENSMUSG00000040118, intron 1 of 38)	5	15934829	16370727	435899	1	ENSMUST00000115281	69248	ENSMUSG00000040118	ENSMUSG00000040118
chr4	32938991	32939498	4_32938991_32939498	27.0724417709404	-0.0259087203898153	0.789490297034949	0.948446789000725	Intron (ENSMUST00000084750/ENSMUSG00000040183, intron 1 of 15)	4	32804035	32950826	146792	2	ENSMUST00000084750	11328	ENSMUSG00000040183	ENSMUSG00000040183
chr11	48816429	48818055	11_48816429_48818055	149.263400007447	0.0432491058428925	0.749934568074322	0.937027680809723	Promoter (<=1kb)	11	48806404	48817353	10950	2	ENSMUST00000047145	0	ENSMUSG00000040365	ENSMUSG00000040365
chr19	32333327	32333636	19_32333327_32333636	15.0837630626312	-0.0289939095796666	0.660317164837671	0.908362377659436	Intron (ENSMUST00000099514/ENSMUSG00000040451, intron 2 of 9)	19	32160170	32323229	163060	2	ENSMUST00000141655	-10099	ENSMUSG00000040451	ENSMUSG00000040451
chr9	21927625	21928041	9_21927625_21928041	26.8447666060359	0.070170221674149	0.48851300485991	0.835003373782295	Promoter (<=1kb)	9	21921010	21927535	6526	2	ENSMUST00000178988	-91	ENSMUSG00000040883	ENSMUSG00000040883
chr5	150522069	150522447	5_150522069_150522447	19.2706496250032	0.0727327710925807	0.352603078723184	0.75874428639133	Promoter (<=1kb)	5	150522630	150569746	47117	1	ENSMUST00000044620	-183	ENSMUSG00000041147	ENSMUSG00000041147
chr5	149183375	149185308	5_149183375_149185308	111.14660288328	0.0796305572400438	0.562360505074778	0.869673059778633	Promoter (<=1kb)	5	149184350	149215428	31079	1	ENSMUST00000121416	0	ENSMUSG00000041264	ENSMUSG00000041264
chr5	149183375	149185308	5_149183375_149185308	111.14660288328	0.0796305572400438	0.562360505074778	0.869673059778633	Promoter (<=1kb)	5	149184350	149215428	31079	1	ENSMUST00000121416	0	ENSMUSG00000041264	ENSMUSG00000041264
chr5	148994396	148995947	5_148994396_148995947	106.405592113798	0.147955106885991	0.30601613415786	0.725696456891276	Promoter (<=1kb)	5	148893775	148995147	101373	2	ENSMUST00000147473	0	ENSMUSG00000041298	ENSMUSG00000041298
chr13	101762479	101762700	13_101762479_101762700	6.59673169046529	0.108082390386599	0.0296233210926632	NA	Intron (ENSMUST00000055518/ENSMUSG00000041417, intron 1 of 15)	13	101680761	101768217	87457	2	ENSMUST00000055518	5517	ENSMUSG00000041417	ENSMUSG00000041417
chr1	133978959	133979169	1_133978959_133979169	13.4953761093145	0.0701099210002029	0.346025635045555	0.754386082248544	Distal Intergenic	1	133910304	133921414	11111	2	ENSMUST00000048432	-57546	ENSMUSG00000041577	ENSMUSG00000041577
chr1	136234224	136234525	1_136234224_136234525	21.0548985553815	-0.0848212441218835	0.334954655415812	0.745043644229798	Promoter (<=1kb)	1	136213522	136234280	20759	2	ENSMUST00000048668	0	ENSMUSG00000041605	ENSMUSG00000041605
chr3	87173826	87174132	3_87173826_87174132	19.9183699667623	-0.0632900092192952	0.46375207710952	0.821971230379553	Promoter (<=1kb)	3	87084628	87174550	89923	2	ENSMUST00000041732	418	ENSMUSG00000041734	ENSMUSG00000041734
chr3	87157454	87158913	3_87157454_87158913	58.6013254533276	-0.0795440522296858	0.510663893824554	0.845987220942472	Intron (ENSMUST00000159976/ENSMUSG00000041734, intron 1 of 15)	3	87084628	87174550	89923	2	ENSMUST00000041732	15637	ENSMUSG00000041734	ENSMUSG00000041734
chr2	73385994	73386460	2_73385994_73386460	24.6309110279557	0.0290159213115547	0.762550471709547	0.940499516350317	Promoter (<=1kb)	2	73341958	73386412	44455	2	ENSMUST00000112044	0	ENSMUSG00000041762	ENSMUSG00000041762
chr1	135411381	135411648	1_135411381_135411648	13.7092705510665	-0.0200555142609868	0.784688085681293	0.947073663037986	Intron (ENSMUST00000041023/ENSMUSG00000041879, intron 4 of 23)	1	135406017	135407140	1124	2	ENSMUST00000161704	-4242	ENSMUSG00000041879	ENSMUSG00000041879
chr7	129654411	129654834	7_129654411_129654834	11.358460797444	0.0950208267126421	0.165235044614196	NA	Distal Intergenic	7	129629033	129633671	4639	1	ENSMUST00000136560	25379	ENSMUSG00000042055	ENSMUSG00000042055
chr15	81935981	81938188	15_81935981_81938188	167.490746297661	0.172048915868374	0.244483763733986	0.675517172925855	Promoter (<=1kb)	15	81936759	81950941	14183	1	ENSMUST00000038757	0	ENSMUSG00000042109	ENSMUSG00000042109
chr2	69722433	69724102	2_69722433_69724102	108.109250527969	0.124505732550329	0.377745055765016	0.773574968818471	Promoter (<=1kb)	2	69722545	69723789	1245	1	ENSMUST00000153772	0	ENSMUSG00000042133	ENSMUSG00000042133
chr13	115090415	115090717	13_115090415_115090717	35.4970090046923	0.0392981428062516	0.705210529205001	0.92620025587996	Promoter (<=1kb)	13	115088357	115090188	1832	2	ENSMUST00000109226	-228	ENSMUSG00000042275	ENSMUSG00000042275
chr1	10724458	10724776	1_10724458_10724776	11.6136188792001	0.147786123439427	0.0420024087787281	NA	Distal Intergenic	1	10324727	10719945	395219	2	ENSMUST00000035577	-4514	ENSMUSG00000042501	ENSMUSG00000042501
chr12	84219031	84219315	12_84219031_84219315	21.1660771520166	0.0244472475491607	0.789980337052785	0.948446789000725	Promoter (<=1kb)	12	84149176	84218881	69706	2	ENSMUST00000046266	-151	ENSMUSG00000042507	ENSMUSG00000042507
chr12	84114660	84114943	12_84114660_84114943	18.3940603010421	0.0652175413345221	0.445035827002635	0.813339090199725	Promoter (<=1kb)	12	84114391	84133984	19594	1	ENSMUST00000136159	270	ENSMUSG00000042523	ENSMUSG00000042523
chr1	129581028	129582762	1_129581028_129582762	32.7953644604214	-0.16743697399075	0.144977678847164	0.562007346880845	Intron (ENSMUST00000073527/ENSMUSG00000042581, intron 2 of 27)	1	129537511	129629046	91536	1	ENSMUST00000152305	43518	ENSMUSG00000042581	ENSMUSG00000042581
chr4	126102440	126104892	4_126102440_126104892	155.552085367667	0.0856713129474198	0.537880345051572	0.859742530287687	Promoter (<=1kb)	4	126103957	126141028	37072	1	ENSMUST00000116286	0	ENSMUSG00000042608	ENSMUSG00000042608
chr3	89418572	89419739	3_89418572_89419739	66.2823063639474	-0.0487757526568993	0.696634401248519	0.922046889559917	Promoter (<=1kb)	3	89418594	89426702	8109	1	ENSMUST00000128238	0	ENSMUSG00000042626	ENSMUSG00000042626
chr15	79327311	79328174	15_79327311_79328174	73.7609616428654	0.0606243529399799	0.642290928547422	0.901983338071374	Promoter (<=1kb)	15	79286228	79327964	41737	2	ENSMUST00000174021	0	ENSMUSG00000042632	ENSMUSG00000042632
chr9	103726535	103728575	9_103726535_103728575	64.4086560571589	-0.028316829759873	0.814540806195898	0.954774882366784	Intron (ENSMUST00000049452/ENSMUSG00000042757, intron 2 of 5)	9	103482936	103761837	278902	2	ENSMUST00000049452	33262	ENSMUSG00000042757	ENSMUSG00000042757
chr3	154699358	154701179	3_154699358_154701179	47.2807145434552	-0.112334938446475	0.357324582628133	0.761861757398775	Intron (ENSMUST00000172865/ENSMUSG00000042943, intron 3 of 12)	3	154711133	154749012	37880	1	ENSMUST00000051862	-9954	ENSMUSG00000042943	ENSMUSG00000042943
chr5	139390192	139390401	5_139390192_139390401	12.4616747012722	0.0438594901311955	0.547301801958185	NA	Promoter (<=1kb)	5	139389785	139396414	6630	1	ENSMUST00000100514	408	ENSMUSG00000044197	ENSMUSG00000044197
chr1	106131194	106131579	1_106131194_106131579	15.1962213945012	-0.0400599600587067	0.609088640308182	0.887864919169403	Distal Intergenic	1	106171752	106287406	115655	1	ENSMUST00000135810	-40173	ENSMUSG00000044340	ENSMUSG00000044340
chr11	43680903	43681188	11_43680903_43681188	7.44344457613415	-0.0392999408334434	0.40591871821873	NA	Promoter (<=1kb)	11	43681998	43707191	25194	1	ENSMUST00000061070	-810	ENSMUSG00000044950	ENSMUSG00000044950
chr14	20047671	20047992	14_20047671_20047992	15.1553687886911	-0.114619954938103	0.150103250847855	0.569331422431793	Distal Intergenic	14	20075646	20083172	7527	2	ENSMUST00000059666	35180	ENSMUSG00000045107	ENSMUSG00000045107
chr16	66866796	66867547	16_66866796_66867547	30.8072417133742	-0.162472046901813	0.137538108528735	0.549298315603416	Intron (ENSMUST00000114292/ENSMUSG00000064115, intron 3 of 9)	16	66892503	66901189	8687	1	ENSMUST00000146849	-24956	ENSMUSG00000045178	ENSMUSG00000045178
chr4	11321203	11322038	4_11321203_11322038	33.7996246970233	0.0393574455511878	0.695805508946899	0.922046889559917	Promoter (<=1kb)	4	11303423	11322047	18625	2	ENSMUST00000144941	9	ENSMUSG00000045205	ENSMUSG00000045205
chr1	42710154	42710892	1_42710154_42710892	31.6525791876569	-0.0299036807481994	0.757296488627496	0.93847941035272	Intron (ENSMUST00000176807/ENSMUSG00000093436, intron 1 of 1)	1	42697146	42700207	3062	1	ENSMUST00000054883	13009	ENSMUSG00000045515	ENSMUSG00000045515
chr11	19919804	19920436	11_19919804_19920436	41.9485053764354	0.0129865511476487	0.907361537634882	0.979600212524993	Distal Intergenic	11	19924375	20024026	99652	1	ENSMUST00000093299	-3939	ENSMUSG00000045671	ENSMUSG00000045671
chr6	120038041	120039558	6_120038041_120039558	119.180116742462	0.110998118046489	0.428055214281421	0.802170664242999	Promoter (<=1kb)	6	119923969	120038672	114704	2	ENSMUST00000060043	0	ENSMUSG00000045962	ENSMUSG00000045962
chr19	16780615	16780894	19_16780615_16780894	24.2669292192689	0.0645133804930651	0.490417798489445	0.836071166858994	Promoter (<=1kb)	19	16616763	16780822	164060	2	ENSMUST00000068156	0	ENSMUSG00000046230	ENSMUSG00000046230
chr7	109518078	109519942	7_109518078_109519942	147.673220115022	0.121481286309794	0.392093222912289	0.78251420833384	Promoter (<=1kb)	7	109519147	109522367	3221	1	ENSMUST00000143107	0	ENSMUSG00000046364	ENSMUSG00000046364
chr3	108154311	108154800	3_108154311_108154800	21.6199578816774	-0.0694856406551931	0.444070180205782	0.812673047386813	Promoter (<=1kb)	3	108148321	108154882	6562	2	ENSMUST00000062028	82	ENSMUSG00000046793	ENSMUSG00000046793
chr13	33964561	33965099	13_33964561_33965099	29.4297701237965	0.0241266371487386	0.802603699747563	0.950692483306151	Promoter (<=1kb)	13	33964659	33988465	23807	1	ENSMUST00000021843	0	ENSMUSG00000046949	ENSMUSG00000046949
chr12	95694433	95695650	12_95694433_95695650	90.6692581485847	0.0979957369401447	0.462905120120367	0.821721388868531	Promoter (<=1kb)	12	95695357	95781107	85751	1	ENSMUST00000110117	0	ENSMUSG00000047414	ENSMUSG00000047414
chr8	14603698	14603976	8_14603698_14603976	6.72226767670206	-0.0266536391547217	0.62146150946107	NA	Intron (ENSMUST00000152652/ENSMUSG00000047495, intron 3 of 14)	8	14742753	14760902	18150	1	ENSMUST00000137130	-138777	ENSMUSG00000047495	ENSMUSG00000047495
chr17	17423945	17424173	17_17423945_17424173	15.3691533966221	-0.0711493293052976	0.306901513327122	0.726570974799931	Intron (ENSMUST00000115576/ENSMUSG00000047786, intron 1 of 5)	17	17402672	17459387	56716	1	ENSMUST00000115576	21274	ENSMUSG00000047786	ENSMUSG00000047786
chr5	63968311	63968931	5_63968311_63968931	26.7266654619331	0.0436908957331494	0.659874147583026	0.908350110474334	Promoter (<=1kb)	5	63908896	63968905	60010	2	ENSMUST00000154169	0	ENSMUSG00000047881	ENSMUSG00000047881
chr3	107035805	107036148	3_107035805_107036148	26.3975704246381	0.0692382243011753	0.484858862584558	0.833483225924013	Promoter (<=1kb)	3	107036162	107038129	1968	1	ENSMUST00000052718	-14	ENSMUSG00000047959	ENSMUSG00000047959
chr10	130286856	130287853	10_130286856_130287853	16.414074555708	-0.105901971216803	0.206735844770519	0.631007407151066	Distal Intergenic	10	130268153	130280240	12088	2	ENSMUST00000061571	-6617	ENSMUSG00000048015	ENSMUSG00000048015
chr19	58943089	58943597	19_58943089_58943597	29.8671370324133	-0.0107302792806798	0.913916592773239	0.98099661137182	Promoter (<=1kb)	19	58943425	58971419	27995	1	ENSMUST00000054280	0	ENSMUSG00000048029	ENSMUSG00000048029
chr15	98145476	98146070	15_98145476_98146070	32.5550398220422	0.0652974586477898	0.51154148587278	0.846381689188756	Promoter (<=1kb)	15	98135714	98145659	9946	2	ENSMUST00000059112	0	ENSMUSG00000048175	ENSMUSG00000048175
chr3	108209779	108211942	3_108209779_108211942	201.275081964281	0.0489233315961495	0.71841064092623	0.927720053281393	Promoter (<=1kb)	3	108202222	108210486	8265	2	ENSMUST00000117409	0	ENSMUSG00000048997	ENSMUSG00000048997
chr6	59301743	59302102	6_59301743_59302102	13.5186311862622	-0.10819501850975	0.16206331219843	0.582516321280715	Distal Intergenic	6	59208870	59212033	3164	1	ENSMUST00000062626	92874	ENSMUSG00000049232	ENSMUSG00000049232
chr9	41890078	41890612	9_41890078_41890612	53.5956034020668	0.21543925695122	0.129941960018406	0.539718113005998	Distal Intergenic	9	41969739	41974587	4849	2	ENSMUST00000134560	83975	ENSMUSG00000049313	ENSMUSG00000049313
chr3	108763558	108763905	3_108763558_108763905	15.2703086540103	-0.0803173371118132	0.322416730189984	0.736103526604714	Intron (ENSMUST00000133931/ENSMUSG00000049565, intron 5 of 11)	3	108760214	108775002	14789	1	ENSMUST00000147916	3345	ENSMUSG00000049565	ENSMUSG00000049565
chr2	43791222	43791535	2_43791222_43791535	9.03972436945551	0.100555719215335	0.104797867192375	NA	Intron (ENSMUST00000112824/ENSMUSG00000049744, intron 2 of 14)	2	43748870	44387623	638754	1	ENSMUST00000055776	42353	ENSMUSG00000049744	ENSMUSG00000049744
chr11	58322743	58323824	11_58322743_58323824	69.407670250955	0.131906473646906	0.333623710022649	0.744621497432096	Promoter (<=1kb)	11	58315114	58323346	8233	2	ENSMUST00000064786	0	ENSMUSG00000049755	ENSMUSG00000049755
chr14	88806040	88806507	14_88806040_88806507	8.32183541255188	-0.0473755867404167	0.39607061831918	NA	Distal Intergenic	14	88464747	88471396	6650	2	ENSMUST00000061628	-334645	ENSMUSG00000050505	ENSMUSG00000050505
chr10	21601672	21601931	10_21601672_21601931	13.7408938739962	-0.0657751920112273	0.392194029142024	0.78251420833384	Intron (ENSMUST00000057341/ENSMUSG00000050844, intron 2 of 2)	10	21593158	21621776	28619	1	ENSMUST00000057341	8515	ENSMUSG00000050844	ENSMUSG00000050844
chr8	46000081	46000625	8_46000081_46000625	43.1220372901718	0.140838357225571	0.258537248138166	0.688942809018878	Promoter (<=1kb)	8	45996911	45999867	2957	2	ENSMUST00000153674	-215	ENSMUSG00000050914	ENSMUSG00000050914
chr10	56431915	56432136	10_56431915_56432136	18.357341346374	0.107473887546954	0.166903853557013	0.588949261028242	Distal Intergenic	10	56377300	56390419	13120	1	ENSMUST00000068581	54616	ENSMUSG00000050953	ENSMUSG00000050953
chr10	56373807	56374226	10_56373807_56374226	17.3556249351829	-0.0315793954720221	0.674222603482212	0.914375104111541	Distal Intergenic	10	56377300	56390419	13120	1	ENSMUST00000068581	-3074	ENSMUSG00000050953	ENSMUSG00000050953
chr2	135439730	135440022	2_135439730_135440022	9.63344417815949	0.100405288856473	0.130635640746664	NA	Intron (ENSMUST00000110116/ENSMUSG00000051177, intron 31 of 31)	2	135370463	135472144	101682	1	ENSMUST00000131552	69268	ENSMUSG00000051177	ENSMUSG00000051177
chr5	143731266	143731520	5_143731266_143731520	16.3497855813861	-0.0285573071058899	0.722747967502975	0.928867571524745	Promoter (<=1kb)	5	143710325	143732280	21956	2	ENSMUST00000053287	760	ENSMUSG00000051306	ENSMUSG00000051306
chr2	140667737	140671366	2_140667737_140671366	180.704202794466	-0.0142092349675141	0.913765287363604	0.98099661137182	Promoter (<=1kb)	2	140659325	140671400	12076	2	ENSMUST00000056760	34	ENSMUSG00000051379	ENSMUSG00000051379
chr3	67930612	67931181	3_67930612_67931181	24.3604789826736	-0.0696089416603524	0.438952801369993	0.80919245872697	Intron (ENSMUST00000063263/ENSMUSG00000051777, intron 1 of 3)	3	67892220	68056593	164374	1	ENSMUST00000063263	38393	ENSMUSG00000051777	ENSMUSG00000051777
chr11	69835822	69836197	11_69835822_69836197	17.7666549267281	0.110650594159663	0.202561210982018	0.626837223466098	Promoter (<=1kb)	11	69823122	69834849	11728	2	ENSMUST00000056484	-974	ENSMUSG00000051790	ENSMUSG00000051790
chr8	80493345	80493592	8_80493345_80493592	15.6090924594457	0.064288347892321	0.386927681229648	0.780434956301145	Promoter (<=1kb)	8	80494045	80510785	16741	1	ENSMUST00000063359	-453	ENSMUSG00000051839	ENSMUSG00000051839
chr7	29574995	29575422	7_29574995_29575422	13.6594816061742	0.000177035142877388	0.999111891249536	0.999822786069494	3' UTR	7	29578875	29579834	960	1	ENSMUST00000063585	-3453	ENSMUSG00000051976	ENSMUSG00000051976
chr17	30434552	30436509	17_30434552_30436509	68.2422449437702	-0.0165625974785784	0.894433772238266	0.976815415236245	Intron (ENSMUST00000079924/ENSMUSG00000062202, intron 6 of 11)	17	30485511	30485963	453	1	ENSMUST00000064223	-49002	ENSMUSG00000052388	ENSMUSG00000052388
chr7	90840837	90842913	7_90840837_90842913	50.8290624908394	-0.170422326308726	0.199557198206871	0.625210985048952	Distal Intergenic	7	91090706	92447003	1356298	1	ENSMUST00000107196	-247793	ENSMUSG00000052572	ENSMUSG00000052572
chr7	122339938	122340185	7_122339938_122340185	11.1633485218208	-0.00677679728003444	0.914780032252321	NA	Intron (ENSMUST00000143692/ENSMUSG00000052889, intron 2 of 17)	7	122290028	122425041	135014	1	ENSMUST00000131167	49911	ENSMUSG00000052889	ENSMUSG00000052889
chr19	31383284	31384045	19_31383284_31384045	29.8479828006008	-0.0063604777413075	0.946618921672121	0.989695033596563	Intron (ENSMUST00000073581/ENSMUSG00000052920, intron 2 of 17)	19	30569238	31664281	1095044	2	ENSMUST00000073581	280236	ENSMUSG00000052920	ENSMUSG00000052920
chr18	75673376	75673584	18_75673376_75673584	13.4127712090596	0.111731878588931	0.137376221452822	0.54900300393872	Intron (ENSMUST00000165559/ENSMUSG00000052928, intron 1 of 11)	18	75431224	75697696	266473	2	ENSMUST00000165559	24112	ENSMUSG00000052928	ENSMUSG00000052928
chr7	27178053	27179506	7_27178053_27179506	100.476058611522	0.0926796644206261	0.500189301915424	0.841052720300146	Promoter (<=1kb)	7	27168424	27178896	10473	2	ENSMUST00000093040	0	ENSMUSG00000053291	ENSMUSG00000053291
chr7	3389430	3391702	7_3389430_3391702	179.063426955638	0.100004805302055	0.470958027448493	0.826444025267065	Promoter (2-3kb)	7	3394117	3415605	21489	1	ENSMUST00000092351	-2415	ENSMUSG00000053395	ENSMUSG00000053395
chr19	31279489	31280023	19_31279489_31280023	13.9414186267898	-0.104220265701387	0.185720501395724	0.611329545650178	Intron (ENSMUST00000073581/ENSMUSG00000052920, intron 3 of 17)	19	31082841	31086590	3750	1	ENSMUST00000066039	196649	ENSMUSG00000053536	ENSMUSG00000053536
