# GimmeMotifs version 0.16.1
# Input: /home/ia1014/gimmemotifs/output/shared_denovo/generated_background.gc.fa
# Motifs: /home/ia1014/gimmemotifs/output/shared_denovo/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2	GimmeMotifs_3	GimmeMotifs_4	GimmeMotifs_5	GimmeMotifs_6	GimmeMotifs_7	GimmeMotifs_8	GimmeMotifs_9	GimmeMotifs_10	GimmeMotifs_11	GimmeMotifs_12	GimmeMotifs_13	GimmeMotifs_14	GimmeMotifs_15	GimmeMotifs_16	GimmeMotifs_17	GimmeMotifs_18	GimmeMotifs_19
chr17:12357100-12357300	-1.654747	1.259983	-0.482227	0.492548	1.884774	0.939349	-0.898018	0.732176	-0.284169	-0.733289	1.813058	0.679042	0.407820	-0.870200	-1.272856	1.902597	1.782467	1.360381	0.533308
chr14:28656000-28656200	0.175341	0.754600	-0.482227	-0.864580	-0.145876	1.169598	-0.555365	1.297043	-1.065673	1.811259	-0.183938	0.198947	-0.879666	0.074071	-1.018073	0.593821	-1.195091	-0.849659	-0.155243
chr16:21575400-21575600	-0.549586	-0.696002	-0.798511	-0.295899	1.561846	1.723267	2.516541	-1.082918	-0.403750	0.174952	-0.330737	0.608785	-0.310727	0.074071	0.581759	2.185072	1.229690	-0.927080	0.434620
chr13:56897400-56897600	2.423278	0.249527	-0.482227	-0.229612	-0.768872	-0.349266	-0.759201	0.189893	1.131263	-1.822320	1.282677	-0.098858	0.882626	0.074071	-0.483388	-0.919391	-0.545450	2.096029	-0.590758
chr16:48545200-48545400	-0.184280	-0.038611	-0.798511	1.182255	0.017956	1.003837	-0.563201	1.601013	0.528715	-0.135040	-0.086831	0.038012	0.976760	-1.937444	0.300429	0.671860	-1.154294	2.250646	-0.178084
chr9:108544300-108544500	-0.896749	-0.909641	-1.747406	-0.902025	-0.301365	1.394025	-0.424609	-0.599384	-1.277075	0.580976	-0.086831	-0.007733	-3.221087	-0.870200	0.103500	0.593821	0.333770	0.477855	0.121447
chrY:42751000-42751200	0.320858	0.632891	0.559280	1.102097	-0.817044	-0.325910	-0.622085	0.145035	0.479753	-1.114889	0.047347	-1.053176	0.882626	-0.870200	-0.942975	0.593821	0.299218	-1.557656	0.878584
chr2:80993800-80994000	1.919532	-0.364005	-0.323791	-0.251151	0.744787	1.381117	2.090595	-0.984804	0.620053	0.836913	-0.281469	0.614780	0.313686	0.074071	-1.454008	-0.997429	-0.787897	-0.764006	0.751262
chr5:91627400-91627600	-1.898448	-0.727826	0.559280	-0.716792	-0.782533	-0.363329	0.647141	-0.195270	-2.383746	-0.075482	-2.028875	-2.623885	0.882626	-2.060417	-0.670030	0.671860	-0.520508	-0.785252	-1.915842
chr2:3271300-3271500	0.542033	-0.221530	-0.323791	0.497362	-0.801904	0.106834	-0.398877	-1.146012	0.008549	0.115394	-0.086831	-0.959161	0.976760	0.074071	0.117951	0.311347	-1.005750	0.144544	-0.540817
chr10:28932600-28932800	-0.156788	0.079010	0.809739	0.006903	1.050734	0.005882	0.850389	-0.137474	1.276335	0.499328	-0.183938	-0.679263	0.976760	-0.870200	0.403700	-0.919391	1.551909	-0.644689	-0.617716
chr1:105726600-105726800	0.346885	0.397470	-0.798511	-0.857442	1.619136	-0.271537	-1.073369	0.826339	0.622836	0.602135	-0.365461	1.965672	0.407820	1.141314	-0.226612	-0.997429	0.818368	-1.042634	-0.519488
chr16:94397700-94397900	-1.463080	0.235959	-0.482227	0.784861	-0.316683	-0.388451	0.615799	1.763299	0.026994	-0.646311	-0.230133	1.334206	-0.255253	0.197044	0.054462	0.593821	0.629152	1.402550	2.647899
chr14:54049900-54050100	0.355569	4.126460	0.809739	0.605200	3.671684	-1.540188	-1.086492	0.230489	-0.203112	-0.231701	-0.330737	-0.329817	-0.691219	1.264288	0.294099	0.311347	0.444716	0.263611	1.274846
chr5:129872000-129872200	0.059738	1.213487	-0.640074	0.233610	-0.614916	0.973807	0.317879	-1.101813	-0.422805	0.123979	1.135878	0.272474	0.313686	0.074071	-1.160618	0.593821	-0.341625	-0.385536	-2.554225
chr18:6195400-6195600	-1.191980	0.552647	-0.482227	-1.101234	-0.981986	1.302369	2.265978	0.476086	0.259927	1.811259	-0.310508	1.119571	-0.216593	-0.993173	-0.402323	-0.997429	-0.359756	-0.223293	1.815552
chr4:33170500-33170700	-0.535043	0.683649	1.917071	0.448571	-0.628097	-0.111114	0.630532	-1.129580	0.020937	-1.934209	1.561307	0.360572	-3.126953	0.074071	-0.882358	0.593821	0.309911	-0.376915	0.683415
chrY:87727400-87727600	0.275214	-0.694225	-0.482227	0.789186	1.349594	1.148142	0.433249	0.226833	-0.346944	-0.879790	0.013773	1.265883	0.313686	0.074071	1.081870	-0.919391	1.654842	-1.424357	-0.195345
chr9:73471300-73471500	-0.167956	0.055358	0.809739	-0.140143	1.548562	-1.878831	-0.086549	-0.822028	0.578524	-0.979210	1.910165	-0.413626	0.313686	0.074071	1.768269	0.311347	-1.306958	-1.676724	0.258727
chr7:120019300-120019500	-1.411055	0.624635	-0.323791	0.262571	-0.398836	1.260522	-1.046686	0.559498	0.563248	0.115394	-0.330737	0.416802	0.882626	0.074071	-1.111470	0.593821	-1.262284	1.381699	-0.142350
chrX:32209100-32209300	-1.234916	-0.498263	-0.548052	1.003260	-0.001370	0.705626	-1.693351	0.240656	-0.844711	-0.240287	-0.133026	-2.029378	-0.216593	0.197044	-0.808590	0.311347	-0.612227	-0.063549	-0.476585
chr12:69815600-69815800	-0.200458	-1.575385	-1.840018	0.709996	0.489302	0.556742	-1.167983	-0.884897	-0.623576	-1.139314	-0.099452	1.520824	-0.879666	0.074071	0.545148	-0.997429	0.760492	-0.775855	-0.027623
chr18:83727800-83728000	0.423715	0.337896	2.325966	1.312740	-1.132008	0.789608	0.753355	0.199402	0.663426	1.049555	-0.083334	-0.465320	0.407820	-0.870200	-1.661948	-0.919391	0.088719	-0.328583	-0.296625
chr8:116104000-116104200	0.327746	-2.150878	-0.482227	-0.048357	-0.345763	0.338794	-0.819923	-0.734781	1.131263	0.499328	-2.175674	-1.717893	0.407820	0.074071	-1.210436	-0.997429	-0.906446	-0.705070	-0.715318
chr12:53464000-53464200	0.202815	1.259207	0.717717	-0.302621	-1.148550	0.344985	0.565803	1.733587	0.479753	-0.231701	-0.462568	-1.344776	0.407999	1.141314	-1.000963	0.593821	1.185753	1.232638	0.220895
chr4:97583100-97583300	0.356198	-0.710564	-0.548052	-1.080112	-0.050447	-0.445167	-1.363177	-0.027444	0.438027	-2.082045	-0.861118	0.094271	-1.354472	-0.993173	-0.649960	-0.997429	-1.545603	-1.072215	-0.320600
chr16:29367200-29367400	-0.293864	1.594003	0.809739	1.303120	1.525968	-0.414336	0.700499	-0.137474	1.310868	0.499328	-0.764011	-0.679263	0.976760	1.141314	0.318541	-0.919391	0.875373	-0.690081	0.635511
chr6:21384900-21385100	0.172468	-0.278680	-0.389615	-0.094159	1.856534	0.545208	-1.062425	-1.341540	-0.202979	-0.699251	-0.582488	-0.782198	0.407999	1.141314	1.124013	0.593821	-0.044022	-0.464728	-0.694634
chr14:107852500-107852700	2.039755	-0.768700	0.809739	0.049713	-0.682867	1.069322	-0.561461	0.036625	-0.472417	0.836913	1.813058	-0.049808	-0.785354	-0.993173	-0.361639	-0.997429	0.446439	1.187729	-0.159993
chrY:4425700-4425900	-1.219094	-0.201246	-1.747406	-0.891543	-1.201841	-0.431104	1.477120	-0.798147	-0.950600	-0.293226	-0.283630	0.190998	0.313686	-0.870200	-0.654231	0.593821	-1.603350	1.609125	0.834234
chr18:85620400-85620600	-0.081649	0.959666	-0.482227	-1.228339	0.093646	-0.674937	1.209303	-0.240533	1.276335	0.602135	-0.230133	0.186970	0.976760	1.141314	-1.176066	-0.919391	1.238295	-1.169370	0.917465
chr2:135949700-135949900	-0.188296	1.365109	0.809739	-1.224909	1.018050	1.283878	1.270441	-0.964914	0.012856	0.123979	-0.485382	-0.722804	-0.691219	0.074071	-0.005858	-0.997429	-0.897347	-0.700652	-0.648809
chr15:56723100-56723300	-1.005054	0.364198	-1.692939	-0.922221	-0.098507	0.208495	-1.370237	0.215510	0.405678	-0.172589	0.188167	0.139795	0.911605	0.125680	-0.134906	0.322558	-0.399634	0.040287	-1.063007
chr9:119454700-119454900	0.350274	0.137280	0.559280	-1.539942	0.965499	-1.173264	-1.026658	-0.153565	-0.753373	1.049555	-0.002839	-0.851532	0.407820	-0.993173	-1.158266	0.593821	-1.054544	-0.265311	0.774566
chr14:12742200-12742400	-0.138695	0.558111	0.875563	-0.459322	-0.180845	1.278701	2.996184	-0.552232	-0.422805	0.174952	1.414508	1.434942	-0.879666	2.208558	-0.716964	-0.997429	1.092952	0.192826	1.482265
chrY:18447200-18447400	0.338206	0.405349	-0.548052	-0.103402	-1.174366	1.742507	0.015447	-0.461458	0.259927	0.123979	1.135878	-1.585348	0.313686	-0.870200	-1.221284	-0.997429	1.319270	0.104862	-1.099286
chr10:5795200-5795400	-0.244415	2.663553	0.559280	1.655414	0.108692	1.536092	0.294033	-0.448167	1.947299	1.811259	-0.233630	-0.403423	-0.785354	0.074071	-0.030519	-0.997429	0.295229	0.381235	-0.465897
chr15:76592600-76592800	-0.581763	-1.264577	-0.323791	0.181794	-0.661644	0.031767	1.892643	-1.632886	1.056510	1.049555	1.414508	2.354699	0.976760	0.197044	0.079892	-0.919391	-0.156532	-0.257793	-0.323641
chr15:52519100-52519300	-1.312740	-0.272172	-1.747406	0.823154	-0.386085	0.414648	-0.269791	0.028812	0.012856	0.123979	-0.099452	-1.040381	0.407999	0.197044	-0.755965	0.311347	0.210555	-1.202487	-1.500548
chr6:40241900-40242100	-1.335933	-1.284019	0.809739	0.402451	0.293352	0.468435	0.473806	-0.285390	-1.311608	0.123979	1.414508	0.394232	0.313686	-0.993173	-0.879555	-0.919391	0.041001	0.158321	-0.690942
chr14:18360900-18361100	0.274423	-1.385078	-0.482227	-0.312500	1.577468	0.210058	1.057235	-1.332172	-0.689262	-0.293226	-0.183938	0.219759	0.313686	-0.993173	0.180847	-0.997429	0.164495	0.136863	-0.733138
chr10:75545600-75545800	-0.069435	-2.025032	-0.482227	0.969391	-0.030042	-0.602104	-1.205734	-0.099371	-1.917730	-1.876594	1.910165	0.136539	0.313686	0.074071	1.374688	0.593821	-0.874965	-1.329235	1.258103
chr4:19975800-19976000	1.540002	0.378072	-0.482227	-0.021531	2.664026	1.548928	0.270128	-0.593938	0.289487	1.363839	-0.498002	-0.064040	-1.354293	0.074071	0.444909	-1.279904	0.616056	-0.478782	0.012507
chr3:144944300-144944500	-0.094819	-1.511651	-0.798511	-0.992780	-0.460262	-1.669969	-0.646754	-0.593938	-1.459027	-0.126455	-0.729287	-0.984931	0.407820	-0.993173	-1.018476	-0.919391	-1.513740	-0.063549	0.795394
chr14:66958600-66958800	0.322639	-1.620512	-0.482227	-0.227909	0.727200	0.781648	-0.149367	-0.696997	-0.211277	-1.348368	-0.365461	-0.967954	-0.255253	0.197044	0.003215	0.593821	2.546749	-0.954949	-0.955410
chr19:54674500-54674700	0.157824	2.231084	-0.389615	0.117542	0.832148	1.663687	-0.205914	1.351773	-1.115285	1.811259	-0.086831	-0.428495	0.407999	0.074071	3.022679	-0.997429	1.558824	0.486476	0.796701
chr15:31503200-31503400	-0.963759	1.024792	0.559280	0.570977	0.597934	0.186670	-0.807790	-0.961271	-0.294317	-0.637725	-0.083334	-0.433517	0.882626	0.074071	0.497134	-0.919391	0.679048	0.242153	-1.678986
chr1:181118400-181118600	-0.197321	-1.125007	0.809739	-0.231416	-0.477322	1.459936	0.992450	0.638863	-0.623576	-1.174702	-0.086831	0.572730	0.976760	1.264288	-1.374222	0.311347	0.782309	0.477855	-0.906923
chr13:118957800-118958000	-1.620307	-1.132037	0.870282	-0.756112	0.966701	0.438342	-2.240237	-1.038184	0.201026	-0.349278	-0.258129	1.099337	-1.236417	0.125680	0.195277	0.322558	1.109625	0.824892	-1.188657
chrX:41782200-41782400	-0.502372	-0.301620	0.809739	-1.661640	-1.192769	-2.026739	-1.418512	-1.922583	-2.370683	-1.085145	-2.146634	-1.617953	0.407820	0.074071	-1.545016	-0.997429	-0.587748	0.896080	0.940610
chr11:66428700-66428900	0.524822	0.196457	0.809739	-0.523557	-0.080500	0.480721	-0.674378	1.577272	-0.907360	-0.004865	-0.910810	0.038723	-0.691219	0.197044	0.720451	-0.997429	0.886171	-1.416677	-0.448095
chr4:93761700-93761900	0.926001	-0.968845	-0.323791	0.710836	0.799379	-1.062887	0.442958	-0.032215	0.620053	-0.323441	1.658414	-0.771451	0.407820	-0.993173	-0.794305	-0.919391	0.022110	0.232107	-1.213957
chr10:73002600-73002800	-0.820554	0.626677	-1.681582	1.126376	0.881085	-1.321609	-1.570507	-0.884897	-1.357057	0.580976	0.047347	0.921723	0.313686	-0.993173	-0.687915	-0.919391	2.406618	-1.416726	-0.245256
chr16:22833700-22833900	-0.155487	-0.606708	0.628002	0.563641	0.919943	1.425288	0.011200	-1.195242	1.684687	-0.459856	-0.522228	-0.681141	-0.469192	0.125680	-0.706586	0.322558	-2.297836	0.066289	0.622304
chr1:3369300-3369500	0.076196	0.462419	0.559280	0.643724	1.409928	1.019799	-0.376346	0.766622	0.232682	0.602135	-0.183938	0.225439	-1.260159	-0.993173	-0.009120	-0.919391	-1.162507	0.543483	0.110052
chr8:107184500-107184700	0.303139	0.946319	2.167530	0.148909	-1.797574	1.723267	-1.187908	0.798960	-1.277075	0.174952	1.631535	-0.185272	-2.806066	-0.870200	-0.640143	0.593821	0.625015	-0.441639	0.193511
chr11:5765000-5765200	-0.389224	-2.111045	-0.482227	-1.480832	-0.984254	-0.125930	-1.665572	-1.236786	0.213493	-0.135040	-2.193555	-0.703881	0.407999	0.197044	-1.103446	-0.919391	0.598955	-0.863668	-2.553814
chr6:100403000-100403200	-1.357794	1.582199	0.809739	2.051420	-0.066304	1.365902	1.056788	0.705269	-0.620069	0.115394	2.056964	0.249430	-1.260159	-0.993173	1.062356	-0.997429	-0.609075	1.232638	-0.141805
chr5:14586600-14586800	2.486009	-1.040911	0.559280	-0.751351	-0.486565	0.666158	1.062616	1.107744	1.131263	0.602135	-0.183938	0.462941	-2.970598	0.197044	2.191233	-0.919391	0.652384	1.776549	-0.287741
chr16:48832300-48832500	0.302277	1.727052	0.809739	0.117492	0.672842	1.536092	-0.159069	0.577510	1.276335	1.811259	-0.264857	0.886129	-0.160940	0.074071	-0.349712	-0.919391	-0.787901	-0.863668	0.622758
chr5:149193200-149193400	-0.941772	-0.792445	-0.798511	-0.813847	0.282849	1.226213	0.914245	0.108713	-0.176744	0.174952	-0.330737	0.053197	0.882626	0.074071	0.243595	2.185072	-0.011484	-1.131697	0.325805
chr15:51846400-51846600	-0.008608	1.126156	0.559280	-1.412488	-0.248375	1.283878	-0.505586	1.550218	-0.381079	0.123979	-0.163710	-1.368204	0.882626	0.197044	-1.703868	-0.997429	-0.393181	1.359246	-0.771876
chr9:82488100-82488300	-0.451414	-0.552818	0.809739	-0.711752	-0.534314	-1.185873	-1.262665	0.192386	-0.566770	0.521418	-0.099452	-0.440045	0.407999	0.074071	1.039049	0.593821	-0.225752	0.452829	0.477597
chr3:123687100-123687300	0.342251	-0.494808	-0.482227	-0.155586	-1.758035	-0.393627	-0.211320	0.508000	0.183668	-0.323441	1.511615	0.062303	-0.785532	1.141314	-0.740813	-1.279904	-0.334050	-0.334746	-0.453617
chr10:7598500-7598700	-0.314720	0.092279	0.559280	0.039189	-0.995909	-1.850358	-1.290444	0.849769	-0.860926	-1.707635	-0.310508	1.085567	0.976760	0.074071	0.993701	0.593821	1.113332	3.254962	-0.311977
chrY:40380400-40380600	-0.549656	0.577833	0.875563	-0.644839	1.521904	-1.039531	0.019989	1.258506	0.572088	0.499328	-0.086831	-2.041049	-1.260159	-0.870200	0.396068	0.593821	-1.682225	1.333707	1.752828
chr11:109265800-109266000	-0.267360	-0.250431	2.167530	-0.182285	2.813823	-0.170738	1.613257	-0.271064	-0.689262	-0.293226	-0.582488	1.099076	0.313686	1.141314	0.135641	-0.997429	0.329387	0.965859	-0.381856
chr18:74771600-74771800	0.125230	0.324437	3.591145	0.218763	-0.351180	-0.200532	1.823685	-0.658727	0.494348	0.499328	-0.002839	-1.843500	0.407999	-0.993173	0.428601	1.902597	-1.477972	-1.511352	-1.486940
chr12:117021400-117021600	-0.198272	-0.207936	-0.389615	0.766307	1.588324	1.187611	-0.480710	0.914725	-0.640160	0.580976	-0.411656	-0.569759	0.882626	1.264288	-0.385396	0.593821	-1.074174	0.961441	1.970655
chr4:77536600-77536800	0.298576	-0.632983	-0.548052	-0.812423	-0.683298	1.365902	1.330401	-0.340961	-0.064344	1.049555	-0.632180	0.150003	0.502133	-0.870200	1.226565	-0.997429	-0.241902	1.032226	0.564968
chrY:31341500-31341700	2.258983	-0.232979	0.559280	-0.102460	1.132065	-0.131656	0.281910	0.137597	0.433452	-0.452928	1.282677	0.860889	-0.216593	0.197044	-0.821480	2.185072	0.380679	2.166814	-0.178874
chrX:135638700-135638900	-0.726306	-1.990471	-0.389615	-0.218583	-1.084555	0.074758	-0.303137	-1.411436	-0.566770	-2.728738	-0.281469	1.604256	-4.163951	-3.004687	-1.622026	0.593821	1.647596	1.010628	-0.194900
chr10:94933100-94933300	-0.932539	-0.753745	-0.548052	0.906720	-0.269541	-0.468523	-1.358468	1.882008	-1.415655	2.217284	-0.609367	-0.882854	0.407999	-0.993173	-0.698640	0.311347	0.544589	0.452080	-1.272576
chr11:62175600-62175800	0.209799	0.226424	0.870282	0.782566	-1.074077	0.222784	0.168675	-1.185877	-1.651902	1.141555	-0.485801	-0.596308	0.802684	1.226145	-0.624734	1.964753	-0.615309	-0.857373	-1.254901
chr1:154285200-154285400	0.223908	-0.977176	-0.389615	-0.760273	0.319778	-1.186504	0.952764	1.486666	-1.218391	-2.110072	-0.448310	-0.964129	-0.216593	0.074071	1.397159	0.671860	-0.327185	-0.051451	-0.811842
chr12:91865100-91865300	0.411748	1.053607	-0.548052	1.229524	-1.398678	0.051370	-1.011627	0.680569	-0.438282	-0.180728	-0.183938	-0.324013	0.882626	0.074071	0.865459	-0.919391	-0.980721	-0.354262	1.466403
chr14:26133900-26134100	-1.608138	1.596367	0.875563	0.448674	-0.360249	1.142965	-0.290730	0.140779	0.386794	0.580976	-0.183938	0.073258	0.407820	-0.993173	0.032044	0.593821	0.688479	-0.049717	1.581305
chr11:105464300-105464500	0.351213	-2.064528	0.875563	0.064504	-0.497869	-0.622798	-2.015527	0.376948	-0.252788	-0.646311	1.561307	0.582672	-0.879666	0.197044	-0.474710	0.311347	-0.275823	2.502742	-1.554716
chr4:59572900-59573100	1.540740	-0.280193	0.809739	-0.394982	-1.407855	0.669123	-2.131242	-2.111882	-1.496417	-0.858952	0.114920	-0.376371	-0.255253	-0.993173	0.525120	0.311347	-0.313508	-1.555663	0.364710
chr8:14670600-14670800	-0.173819	1.252393	-0.482227	0.258201	0.155739	-1.521516	-1.219887	-1.638450	-1.744429	-1.771348	-0.183938	0.369465	-0.691219	-0.870200	-0.775775	-0.997429	0.733801	0.215279	-1.259488
chr6:53904300-53904500	1.640911	1.412357	0.717717	1.451826	1.397552	0.077287	0.851436	2.024546	0.433452	2.217284	2.056964	-0.807575	0.313686	0.074071	-0.694959	0.593821	-1.301982	0.486476	-0.254021
chr5:49196800-49197000	-0.193257	-0.536793	-0.482227	-0.416210	-0.126221	-1.374906	1.929014	-0.722121	-0.472417	-0.240287	-2.041496	-0.085773	0.407999	0.074071	0.066591	-0.919391	-0.851474	-0.356769	0.489547
chr9:35622700-35622900	0.377170	-0.294335	-0.482227	-0.975022	0.082432	1.003837	0.698366	-0.825180	-0.198889	-1.034172	-0.632180	-0.141360	0.976760	0.197044	-1.163491	1.902597	0.851422	2.689267	-0.254504
chr3:54761100-54761300	1.491307	-0.427501	-0.323791	-1.009378	0.550633	-0.395690	0.689137	-0.720958	-1.220270	0.521418	1.813058	0.309686	0.313686	0.197044	0.477034	2.185072	-0.429545	2.969933	1.467809
chr15:85424600-85424800	0.154280	-0.042627	-0.548052	0.145917	-0.428163	1.521620	-0.436515	0.226833	-0.300754	0.836913	-2.028875	-0.484353	-0.216593	1.141314	0.751304	0.593821	-0.437468	0.254559	-0.669189
chr3:125394100-125394300	-0.483562	-1.121947	0.809739	0.006903	0.264830	0.005882	1.754826	0.153486	0.578524	0.499328	-0.183938	-0.679263	0.976760	0.074071	-2.017657	-0.919391	0.131848	-0.937344	-0.589431
chr9:106488600-106488800	-0.549586	-0.100721	0.559280	-0.634018	-0.879312	1.226213	2.516541	-1.601092	-0.403750	-0.323441	-0.365461	-1.199992	0.502133	-0.993173	-0.362629	0.593821	1.229690	-0.595362	-1.056934
chr5:122980300-122980500	-1.670831	-0.673655	-0.548052	0.660682	-0.238551	-0.585709	0.905366	-0.298682	-1.436366	1.242938	2.056964	1.419617	0.407820	-0.993173	-1.054928	2.185072	-1.313907	-0.156741	0.530437
chr12:18661500-18661700	0.434011	-0.519131	-0.798511	0.096335	-0.084168	-1.058204	-0.411155	0.204786	-0.249637	-0.497733	-0.086831	-1.864685	0.407999	1.141314	-0.088759	-0.997429	0.567246	0.264606	0.572305
chr13:24566600-24566800	0.532412	-1.489063	0.809739	-0.638512	-0.926815	0.173029	-0.414189	-0.760432	0.443600	0.201944	0.047347	-0.281548	0.407999	0.074071	0.031691	-0.997429	-0.301175	0.408060	-0.445740
chr6:65949800-65950000	-1.210018	-0.321036	3.525321	-1.067120	-1.475958	-1.101440	-0.036713	-0.347749	0.213493	0.287939	1.959857	0.014004	0.502133	-0.870200	-0.580433	-0.997429	-0.876775	-0.022881	-0.684419
chr13:42059400-42059600	0.381138	-0.388912	0.559280	-1.078535	0.946516	0.312909	-0.838542	-0.836730	-0.859394	-0.075482	1.282677	-0.915253	-0.310727	0.197044	1.370206	0.593821	0.083847	0.443460	-0.321896
chr3:68437300-68437500	0.210892	-0.020902	-0.482227	-0.749047	-0.762154	0.081715	-0.178060	-0.448167	-1.281166	1.242938	0.114920	0.101466	-0.785354	0.074071	2.473610	-0.997429	-0.432700	1.606747	1.849713
chr10:69833100-69833300	0.431321	-0.915435	-0.798511	-0.143355	1.977801	1.019799	0.163335	1.490876	-0.810178	0.521418	-0.183938	-1.440751	-0.160940	0.074071	0.808620	0.311347	-1.837534	-0.218056	-0.704214
chr4:62745700-62745900	1.851949	-0.694689	-0.482227	0.193167	0.436347	0.100643	2.316889	-1.369730	-0.077758	-0.858952	1.813058	-0.741803	0.882626	0.074071	-0.805162	0.593821	0.039694	1.232638	0.592071
chr16:49456300-49456500	0.161313	-0.472895	0.968176	-0.114947	-0.269315	0.894028	0.281035	-0.623139	0.183668	-0.272468	-0.283630	0.067352	0.313686	1.141314	0.590174	0.593821	-1.289908	-1.236883	0.094820
chrY:33198700-33198900	0.322725	-0.478462	-0.482227	-0.745380	-1.018519	-1.241179	-1.111103	0.123774	-0.686093	1.242938	-0.861118	0.221704	0.976760	-0.993173	0.202136	-0.997429	1.603768	-0.863668	-1.007636
chr4:74749100-74749300	0.187565	-0.130039	0.968176	-1.149353	0.089207	-1.353225	1.021084	-0.376709	-0.711407	-0.949685	-0.330737	-0.283576	0.313686	1.141314	0.772703	-0.919391	-0.701491	-0.042230	1.644977
chr11:87631800-87632000	0.084201	-0.530151	1.917071	0.948132	-0.290585	1.503607	-0.030847	-0.383171	-1.057249	0.499328	-0.086831	0.073187	0.882626	-0.870200	-1.079217	0.593821	0.596849	1.137516	0.185678
chr1:193834500-193834700	0.199863	1.285051	0.559280	-0.224696	1.835946	0.050938	0.357822	0.843391	-0.173154	0.499328	-2.227129	0.352407	-0.310727	0.197044	-0.131640	-0.997429	0.113592	0.965859	-0.053459
chr15:33459400-33459600	-0.709393	0.850954	-0.798511	-0.646213	0.319531	0.613223	-1.380907	0.031179	0.358698	1.049555	-0.330737	-1.070077	0.882626	1.141314	-0.353163	-0.997429	1.010529	3.139845	-0.366935
chr5:75428400-75428600	-0.228724	0.634731	0.559280	0.125150	0.201425	1.663687	-1.569565	0.082068	-0.640160	1.811259	-0.283630	-1.816902	0.407999	-0.993173	-0.016458	0.311347	1.558563	-2.784347	-1.300514
chr3:31704800-31705000	-0.184280	0.179234	0.559280	1.182255	1.381367	-1.189469	-0.563201	0.954522	0.528715	-0.135040	-0.512260	-0.710287	0.976760	-0.870200	0.300429	0.593821	-1.483447	0.513350	1.758452
chr17:24079600-24079800	0.690873	-1.140020	4.883111	2.706516	-1.361316	0.393832	1.029148	0.379065	0.213493	0.201944	1.561307	-0.321336	0.882626	0.074071	-0.661507	0.671860	1.269538	-0.156741	0.025263
chr6:66033200-66033400	-0.591308	1.118199	-0.482227	-0.590262	-1.144461	1.082231	1.162128	0.944968	0.657368	-1.106304	-0.163710	1.706278	0.407820	0.074071	0.259521	0.593821	0.302653	0.041741	0.308372
chr17:80730700-80730900	0.376964	-0.539316	-0.548052	0.309635	1.775573	0.480721	-1.225772	0.741770	-0.336283	-0.075482	-0.632180	1.938703	0.882626	0.074071	-0.895902	0.593821	0.105175	0.464023	-0.532374
chr15:68267100-68267300	-0.639802	0.031147	0.809739	-0.534611	0.366960	-0.102541	-1.786601	1.681083	-0.847708	-0.240287	1.681227	0.046946	0.407999	-0.870200	-0.046411	-0.919391	-0.565492	-1.179925	-0.090451
chr14:20690900-20691100	-1.123383	-1.290281	0.809739	-1.057800	1.010037	-1.280786	-1.171972	0.347903	-2.153855	-0.293226	-0.729287	0.844521	-1.260159	0.074071	-0.747452	0.593821	1.477895	-1.243046	-0.461274
chr15:10603800-10604000	-0.078349	-0.538179	-0.389615	-1.429553	-0.750534	0.914419	0.697920	-0.153565	-0.209416	-1.139314	1.681227	-0.285667	-0.310727	-0.993173	-0.563967	0.671860	-0.165305	0.789795	-0.861431
chrY:64981100-64981300	0.089554	-0.270007	-0.548052	0.182273	-0.975181	1.278701	0.074827	0.951086	-0.720626	0.174952	0.047347	-0.881744	-2.970598	1.141314	-0.774313	2.185072	-1.664349	-0.376915	0.379207
chr2:171403400-171403600	2.194227	0.276684	-0.482227	-1.142691	0.392747	-0.732379	-0.639483	-0.690959	0.309539	2.217284	-0.861118	-1.655513	0.976760	-0.870200	-0.766755	-0.997429	-0.964458	0.324338	-1.969113
chr18:28623000-28623200	-1.575998	-0.910309	-0.482227	-0.309356	0.336616	-1.028657	-0.033820	2.421797	-1.924034	-0.949685	-0.183938	-0.799685	0.407999	-0.870200	-1.209313	0.593821	0.039697	-1.035063	-0.397976
chr5:144727400-144727600	-1.245747	-1.473223	1.023544	0.429055	-0.569264	-0.313126	-0.051825	-0.857680	-0.453125	-0.350504	2.437114	2.101899	0.144380	-0.847984	-0.335487	1.964753	-0.329664	-1.277722	-0.113704
chrX:87564000-87564200	0.455155	0.173937	-0.798511	0.358379	0.311733	0.686866	2.257665	-0.632001	1.912767	0.174952	-0.411656	1.016928	-0.216593	0.074071	1.423508	0.311347	-0.615568	2.227127	-1.145752
chr8:31883300-31883500	-0.123826	-1.097587	2.233354	0.339370	0.091740	-0.504747	2.403296	-0.253239	-0.331600	-1.139314	-0.183938	1.034908	0.313686	-1.937444	-1.110846	-0.919391	0.526272	1.036644	-0.310490
chr2:145506300-145506500	0.523096	-1.617974	0.809739	-0.361276	-1.419613	-0.227878	-1.338318	-1.680582	-0.907227	-2.121016	-0.196559	0.774209	-0.310727	-0.993173	-0.770722	2.185072	-0.454250	-1.307668	-0.786994
chr14:11182300-11182500	1.826661	0.687588	-0.323791	-0.647497	0.690773	-0.065123	0.680197	2.408773	-0.252788	-0.004865	-0.183938	0.189670	0.882626	1.264288	1.319715	0.671860	0.759023	-0.599780	-0.348264
