Chrom:Start-End	annotation
chr14:61330888-61331089	Distal Intergenic
chr1:131115926-131116127	Distal Intergenic
chr1:131116825-131117026	Distal Intergenic
chr18:81013362-81013563	Distal Intergenic
chr18:81013966-81014167	Distal Intergenic
chr18:81021395-81021596	Distal Intergenic
chr18:81051909-81052110	Distal Intergenic
chr18:81052244-81052445	Distal Intergenic
chr18:81076495-81076696	Distal Intergenic
chr18:81097825-81098026	Distal Intergenic
chr18:81125406-81125607	Distal Intergenic
chr18:81135622-81135823	Distal Intergenic
chr18:81159948-81160149	Distal Intergenic
chr18:81165858-81166059	Distal Intergenic
chr18:81184615-81184816	Distal Intergenic
chr18:81222754-81222955	Distal Intergenic
chr18:81241657-81241858	Distal Intergenic
chr18:81286033-81286234	Distal Intergenic
chr18:81320501-81320702	Distal Intergenic
chr18:81373854-81374055	Distal Intergenic
chr18:81436548-81436749	Distal Intergenic
chr18:81489781-81489982	Distal Intergenic
chr18:81492766-81492967	Distal Intergenic
chr18:81493722-81493923	Distal Intergenic
chr15:20833541-20833742	Distal Intergenic
chr15:20893469-20893670	Distal Intergenic
chr15:20896518-20896719	Distal Intergenic
chr15:20902699-20902900	Distal Intergenic
chr15:20903327-20903528	Distal Intergenic
chr15:21008582-21008783	Distal Intergenic
chr10:44377963-44378164	Distal Intergenic
chr10:44385389-44385590	Distal Intergenic
chr14:81195960-81196161	Distal Intergenic
chr14:81196396-81196597	Distal Intergenic
chr14:81224789-81224990	Distal Intergenic
chr14:81270402-81270603	Distal Intergenic
chr14:81286165-81286366	Distal Intergenic
chr14:81372298-81372499	Distal Intergenic
chr14:81373181-81373382	Distal Intergenic
chr14:81387664-81387865	Distal Intergenic
chr14:81413487-81413688	Distal Intergenic
chr14:81462523-81462724	Distal Intergenic
chr14:81510405-81510606	Distal Intergenic
chr14:81565152-81565353	Distal Intergenic
chr14:81579140-81579341	Distal Intergenic
chr14:81597632-81597833	Distal Intergenic
chr14:81670908-81671109	Distal Intergenic
chr14:81687939-81688140	Distal Intergenic
chr14:81716106-81716307	Distal Intergenic
chr14:81812204-81812405	Distal Intergenic
chr14:81815496-81815697	Distal Intergenic
chr14:81816163-81816364	Distal Intergenic
chr14:81957410-81957611	Distal Intergenic
chr14:82014857-82015058	Distal Intergenic
chr14:82185399-82185600	Distal Intergenic
chr14:82208114-82208315	Distal Intergenic
chr14:82216061-82216262	Distal Intergenic
chr14:82243406-82243607	Distal Intergenic
chr14:82313669-82313870	Distal Intergenic
chr14:82317722-82317923	Distal Intergenic
chr14:82321273-82321474	Distal Intergenic
chr14:82355918-82356119	Distal Intergenic
chr14:82400066-82400267	Distal Intergenic
chr3:149296536-149296737	Distal Intergenic
chr3:149312046-149312247	Distal Intergenic
chr3:149375926-149376127	Distal Intergenic
chr3:149376552-149376753	Distal Intergenic
chr3:149379850-149380051	Distal Intergenic
chr3:149403535-149403736	Distal Intergenic
chr3:149411709-149411910	Distal Intergenic
chr3:149423470-149423671	Distal Intergenic
chr3:149437106-149437307	Distal Intergenic
chr3:149479924-149480125	Distal Intergenic
chr3:149519005-149519206	Distal Intergenic
chr3:149566978-149567179	Distal Intergenic
chr3:149572026-149572227	Distal Intergenic
chr3:149600994-149601195	Distal Intergenic
chr3:149601351-149601552	Distal Intergenic
chr3:149662701-149662902	Distal Intergenic
chr3:149701936-149702137	Distal Intergenic
chr2:149545829-149546030	Distal Intergenic
chr2:149556767-149556968	Distal Intergenic
chr2:149583168-149583369	Distal Intergenic
chr2:149602250-149602451	Distal Intergenic
chr2:149634155-149634356	Distal Intergenic
chr7:36777045-36777246	Distal Intergenic
chr7:36786374-36786575	Distal Intergenic
chr7:36824935-36825136	Distal Intergenic
chr7:36862494-36862695	Distal Intergenic
chr7:36901880-36902081	Distal Intergenic
chr7:37016458-37016659	Distal Intergenic
chr1:122243105-122243306	Distal Intergenic
chr1:122281472-122281673	Distal Intergenic
chr1:122293881-122294082	Distal Intergenic
chr1:122296115-122296316	Distal Intergenic
chr1:122325388-122325589	Distal Intergenic
chr1:122393795-122393996	Distal Intergenic
chr1:122397374-122397575	Distal Intergenic
chr1:122417098-122417299	Distal Intergenic
chr1:122453638-122453839	Distal Intergenic
chr1:122458030-122458231	Distal Intergenic
chr1:122464053-122464254	Distal Intergenic
chr11:57962447-57962648	Distal Intergenic
chr18:59551364-59551565	Distal Intergenic
chr18:59601844-59602045	Distal Intergenic
chr18:59718688-59718889	Distal Intergenic
chr18:59725151-59725352	Distal Intergenic
chr18:59782521-59782722	Distal Intergenic
chr18:59822256-59822457	Distal Intergenic
chr18:59860451-59860652	Distal Intergenic
chr18:59902429-59902630	Distal Intergenic
chr3:4468215-4468416	Distal Intergenic
chr3:4560579-4560780	Distal Intergenic
chr3:4660829-4661030	Distal Intergenic
chr3:4757189-4757390	Distal Intergenic
chr3:4793139-4793340	Distal Intergenic
chr3:4796133-4796334	Distal Intergenic
chr3:4797209-4797410	Distal Intergenic
chr3:4834535-4834736	Distal Intergenic
chr3:4846541-4846742	Distal Intergenic
chr3:4880305-4880506	Distal Intergenic
chr6:102701152-102701353	Distal Intergenic
chr6:102710434-102710635	Distal Intergenic
chr6:102806049-102806250	Distal Intergenic
chr6:102833127-102833328	Distal Intergenic
chr6:102971310-102971511	Distal Intergenic
chr6:103158359-103158560	Distal Intergenic
chr16:91995624-91995825	Distal Intergenic
chr16:92002480-92002681	Distal Intergenic
chr16:92034676-92034877	Distal Intergenic
chr16:92035463-92035664	Distal Intergenic
chr14:106390488-106390689	Distal Intergenic
chr14:106500595-106500796	Distal Intergenic
chr14:106534954-106535155	Distal Intergenic
chr14:106535847-106536048	Distal Intergenic
chr14:106579385-106579586	Distal Intergenic
chr14:106607119-106607320	Distal Intergenic
chr14:106607734-106607935	Distal Intergenic
chr8:87620289-87620490	Distal Intergenic
chr8:87652159-87652360	Distal Intergenic
chr15:11378745-11378946	Distal Intergenic
chr15:11380196-11380397	Distal Intergenic
chr8:64920969-64921170	Distal Intergenic
chr8:64926387-64926588	Distal Intergenic
chr7:109993301-109993502	Distal Intergenic
chr6:124069646-124069847	Distal Intergenic
chr1:94870486-94870687	Distal Intergenic
chr1:94935627-94935828	Distal Intergenic
chr1:94936112-94936313	Distal Intergenic
chr1:94965854-94966055	Distal Intergenic
chr1:94970446-94970647	Distal Intergenic
chr1:94984662-94984863	Distal Intergenic
chr1:95010724-95010925	Distal Intergenic
chr1:95109720-95109921	Distal Intergenic
chr1:95110062-95110263	Distal Intergenic
chr1:95110590-95110791	Distal Intergenic
chr16:54510897-54511098	Distal Intergenic
chr16:54593734-54593935	Distal Intergenic
chr16:54601744-54601945	Distal Intergenic
chr16:54648332-54648533	Distal Intergenic
chr16:54648835-54649036	Distal Intergenic
chr16:54709820-54710021	Distal Intergenic
chr16:54733620-54733821	Distal Intergenic
chr16:54740478-54740679	Distal Intergenic
chr16:54740912-54741113	Distal Intergenic
chr16:54741522-54741723	Distal Intergenic
chr16:54744340-54744541	Distal Intergenic
chr16:54767005-54767206	Distal Intergenic
chr16:54794232-54794433	Distal Intergenic
chr2:142394360-142394561	Distal Intergenic
chr2:142406198-142406399	Distal Intergenic
chr2:142407423-142407624	Distal Intergenic
chr2:142414852-142415053	Distal Intergenic
chr2:142419919-142420120	Distal Intergenic
chr2:142425892-142426093	Distal Intergenic
chr2:142437343-142437544	Distal Intergenic
chr2:142452686-142452887	Distal Intergenic
chr15:19614587-19614788	Distal Intergenic
chr15:19720153-19720354	Distal Intergenic
chr15:19807058-19807259	Distal Intergenic
chr15:19981519-19981720	Distal Intergenic
chr15:19982555-19982756	Distal Intergenic
chr15:20031153-20031354	Distal Intergenic
chr15:20031721-20031922	Distal Intergenic
chr15:20038930-20039131	Distal Intergenic
chr15:20136153-20136354	Distal Intergenic
chr15:20223274-20223475	Distal Intergenic
chr15:20239251-20239452	Distal Intergenic
chr15:20261213-20261414	Distal Intergenic
chr15:20294924-20295125	Distal Intergenic
chr15:20361524-20361725	Distal Intergenic
chr15:20366716-20366917	Distal Intergenic
chr4:21299990-21300191	Distal Intergenic
chr4:21343309-21343510	Distal Intergenic
chr4:21353960-21354161	Distal Intergenic
chr4:21368469-21368670	Distal Intergenic
chr4:21443755-21443956	Distal Intergenic
chr4:21445779-21445980	Distal Intergenic
chr4:23602636-23602837	Distal Intergenic
chr4:23603068-23603269	Distal Intergenic
chr4:23636766-23636967	Distal Intergenic
chr1:76393962-76394163	Distal Intergenic
chr1:76434204-76434405	Distal Intergenic
chr1:76466746-76466947	Distal Intergenic
chr1:76468647-76468848	Distal Intergenic
chr1:76484266-76484467	Distal Intergenic
chr1:76489993-76490194	Distal Intergenic
chr1:76490578-76490779	Distal Intergenic
chr1:76491953-76492154	Distal Intergenic
chr1:76505253-76505454	Distal Intergenic
chr1:76508750-76508951	Distal Intergenic
chr1:76513559-76513760	Distal Intergenic
chr1:76598143-76598344	Distal Intergenic
chr1:76634255-76634456	Distal Intergenic
chr1:76634587-76634788	Distal Intergenic
chr1:76637084-76637285	Distal Intergenic
chr1:76638116-76638317	Distal Intergenic
chr1:76642870-76643071	Distal Intergenic
chr1:76652442-76652643	Distal Intergenic
chr1:76654889-76655090	Distal Intergenic
chr1:76693062-76693263	Distal Intergenic
chr1:76724606-76724807	Distal Intergenic
chr1:76737595-76737796	Distal Intergenic
chr1:76769478-76769679	Distal Intergenic
chr1:76772811-76773012	Distal Intergenic
chr1:76820010-76820211	Distal Intergenic
chr1:76851182-76851383	Distal Intergenic
chr1:76853755-76853956	Distal Intergenic
chr1:76866376-76866577	Distal Intergenic
chr1:76866663-76866864	Distal Intergenic
chr1:76903330-76903531	Distal Intergenic
chr1:77007915-77008116	Distal Intergenic
chr1:77027753-77027954	Distal Intergenic
chr1:77029197-77029398	Distal Intergenic
chr1:77032062-77032263	Distal Intergenic
chr1:77037774-77037975	Distal Intergenic
chr1:77038568-77038769	Distal Intergenic
chr1:77048729-77048930	Distal Intergenic
chr1:77074837-77075038	Distal Intergenic
chr1:77075280-77075481	Distal Intergenic
chr1:77102685-77102886	Distal Intergenic
chr1:77108242-77108443	Distal Intergenic
chr1:77111412-77111613	Distal Intergenic
chr1:77140471-77140672	Distal Intergenic
chr1:77175493-77175694	Distal Intergenic
chr1:77190007-77190208	Distal Intergenic
chr1:77272718-77272919	Distal Intergenic
chr1:77279589-77279790	Distal Intergenic
chr1:77301011-77301212	Distal Intergenic
chr4:25526074-25526275	Distal Intergenic
chr14:100535292-100535493	Distal Intergenic
chr14:100548639-100548840	Distal Intergenic
chr14:100575941-100576142	Distal Intergenic
chr10:14155226-14155427	Distal Intergenic
chr10:14157353-14157554	Distal Intergenic
chr10:14175954-14176155	Distal Intergenic
chr10:14177501-14177702	Distal Intergenic
chr10:14180147-14180348	Distal Intergenic
chr10:14184601-14184802	Distal Intergenic
chr10:14191322-14191523	Distal Intergenic
chr10:14193979-14194180	Distal Intergenic
chr10:14195995-14196196	Distal Intergenic
chr10:14199371-14199572	Distal Intergenic
chr10:14199989-14200190	Distal Intergenic
chr10:14200279-14200480	Distal Intergenic
chr10:14207698-14207899	Distal Intergenic
chr10:14211561-14211762	Distal Intergenic
chr10:14211948-14212149	Distal Intergenic
chr10:14216291-14216492	Distal Intergenic
chr10:14296254-14296455	Distal Intergenic
chr10:14303000-14303201	Distal Intergenic
chr10:14313573-14313774	Distal Intergenic
chr10:14313999-14314200	Distal Intergenic
chr10:14315325-14315526	Distal Intergenic
chr10:14321563-14321764	Distal Intergenic
chr10:14322912-14323113	Distal Intergenic
chr10:14323631-14323832	Distal Intergenic
chr10:14329052-14329253	Distal Intergenic
chr10:14338190-14338391	Distal Intergenic
chr10:14347707-14347908	Distal Intergenic
chr1:53142756-53142957	Distal Intergenic
chr13:54418939-54419140	Distal Intergenic
chr13:54425336-54425537	Distal Intergenic
chr13:54438203-54438404	Distal Intergenic
chr13:54448009-54448210	Distal Intergenic
chr7:114963378-114963579	Distal Intergenic
chr7:114970143-114970344	Distal Intergenic
chr7:114997607-114997808	Distal Intergenic
chr7:115086572-115086773	Distal Intergenic
chr7:115100933-115101134	Distal Intergenic
chr7:115121032-115121233	Distal Intergenic
chr7:115122529-115122730	Distal Intergenic
chr7:115135034-115135235	Distal Intergenic
chr7:115137189-115137390	Distal Intergenic
chr7:115169907-115170108	Distal Intergenic
chr7:115170401-115170602	Distal Intergenic
chr7:115218035-115218236	Distal Intergenic
chr7:115248231-115248432	Distal Intergenic
chr7:115300407-115300608	Distal Intergenic
chr7:115340395-115340596	Distal Intergenic
chr7:115342762-115342963	Distal Intergenic
chr7:115368711-115368912	Distal Intergenic
chr4:47698830-47699031	Distal Intergenic
chr4:47705720-47705921	Distal Intergenic
chr4:47706724-47706925	Distal Intergenic
chr4:47708458-47708659	Distal Intergenic
chr4:47740566-47740767	Distal Intergenic
chr4:47772285-47772486	Distal Intergenic
chr4:47797110-47797311	Distal Intergenic
chr4:47802556-47802757	Distal Intergenic
chr4:47809163-47809364	Distal Intergenic
chr4:47824125-47824326	Distal Intergenic
chr4:47825314-47825515	Distal Intergenic
chr4:47838451-47838652	Distal Intergenic
chr4:47839802-47840003	Distal Intergenic
chr4:47881749-47881950	Distal Intergenic
chr4:47899602-47899803	Distal Intergenic
chr4:47908554-47908755	Distal Intergenic
chr4:47914274-47914475	Distal Intergenic
chr4:47933616-47933817	Distal Intergenic
chr4:47935566-47935767	Distal Intergenic
chr4:47937508-47937709	Distal Intergenic
chr4:47939163-47939364	Distal Intergenic
chr4:47940380-47940581	Distal Intergenic
chr4:47943435-47943636	Distal Intergenic
chr4:47945654-47945855	Distal Intergenic
chr4:47946631-47946832	Distal Intergenic
chr4:47947186-47947387	Distal Intergenic
chr4:47948966-47949167	Distal Intergenic
chr3:41377274-41377475	Distal Intergenic
chr3:41383962-41384163	Distal Intergenic
chr3:41399231-41399432	Distal Intergenic
chr3:41408565-41408766	Distal Intergenic
chr3:41409179-41409380	Distal Intergenic
chr3:41429673-41429874	Distal Intergenic
chr3:41430356-41430557	Distal Intergenic
chr3:41463305-41463506	Distal Intergenic
chr12:98602369-98602570	Distal Intergenic
chr12:98606180-98606381	Distal Intergenic
chr12:98606860-98607061	Distal Intergenic
chr12:98610565-98610766	Distal Intergenic
chr2:55121276-55121477	Distal Intergenic
chr1:161538108-161538309	Distal Intergenic
chr1:13860650-13860851	Distal Intergenic
chr1:13870860-13871061	Distal Intergenic
chr1:13901884-13902085	Distal Intergenic
chr1:13953830-13954031	Distal Intergenic
chr1:13991436-13991637	Distal Intergenic
chr1:13993155-13993356	Distal Intergenic
chr1:13997602-13997803	Distal Intergenic
chr1:13998219-13998420	Distal Intergenic
chr1:14016996-14017197	Distal Intergenic
chr1:186138089-186138290	Distal Intergenic
chr1:186170154-186170355	Distal Intergenic
chr1:186171665-186171866	Distal Intergenic
chr1:186182899-186183100	Distal Intergenic
chr1:186197193-186197394	Distal Intergenic
chr1:186260367-186260568	Distal Intergenic
chr1:186264588-186264789	Distal Intergenic
chr1:186278383-186278584	Distal Intergenic
chr1:186282153-186282354	Distal Intergenic
chr1:186283634-186283835	Distal Intergenic
chr1:186288782-186288983	Distal Intergenic
chr1:186294737-186294938	Distal Intergenic
chr1:186304621-186304822	Distal Intergenic
chr1:186309602-186309803	Distal Intergenic
chr1:186311943-186312144	Distal Intergenic
chr1:186312825-186313026	Distal Intergenic
chr1:186313219-186313420	Distal Intergenic
chr1:186321876-186322077	Distal Intergenic
chr1:186352754-186352955	Distal Intergenic
chr1:186358630-186358831	Distal Intergenic
chr1:186384691-186384892	Distal Intergenic
chr1:186387982-186388183	Distal Intergenic
chr5:18747142-18747343	Distal Intergenic
chr5:18798904-18799105	Distal Intergenic
chr11:50479387-50479588	Distal Intergenic
chr11:50492912-50493113	Distal Intergenic
chr11:50501486-50501687	Distal Intergenic
chr11:50514483-50514684	Distal Intergenic
chr11:50546647-50546848	Distal Intergenic
chrX:76667968-76668169	Distal Intergenic
chrX:76700567-76700768	Distal Intergenic
chr14:35669233-35669434	Distal Intergenic
chr14:35730154-35730355	Distal Intergenic
chr8:32082686-32082887	Distal Intergenic
chr8:32151790-32151991	Distal Intergenic
chr8:32216489-32216690	Distal Intergenic
chr8:32232046-32232247	Distal Intergenic
chr8:32233431-32233632	Distal Intergenic
chr8:32233829-32234030	Distal Intergenic
chr8:32286553-32286754	Distal Intergenic
chr8:32293145-32293346	Distal Intergenic
chr8:32304969-32305170	Distal Intergenic
chrX:127301761-127301962	Distal Intergenic
chr9:86710352-86710553	Distal Intergenic
chr9:86712717-86712918	Distal Intergenic
chr9:86714270-86714471	Distal Intergenic
chr8:67273526-67273727	Distal Intergenic
chr8:67303881-67304082	Distal Intergenic
chr8:67310629-67310830	Distal Intergenic
chr8:67320559-67320760	Distal Intergenic
chr4:120909877-120910078	Distal Intergenic
chr4:120910246-120910447	Distal Intergenic
chr14:94702021-94702222	Distal Intergenic
chr14:94763630-94763831	Distal Intergenic
chr14:94772495-94772696	Distal Intergenic
chr14:94834488-94834689	Distal Intergenic
chr14:94971703-94971904	Distal Intergenic
chr14:95053238-95053439	Distal Intergenic
chr14:95082974-95083175	Distal Intergenic
chr14:95092037-95092238	Distal Intergenic
chr14:95093820-95094021	Distal Intergenic
chr14:95094292-95094493	Distal Intergenic
chr14:95113358-95113559	Distal Intergenic
chr14:95304328-95304529	Distal Intergenic
chr14:95348649-95348850	Distal Intergenic
chr14:95349186-95349387	Distal Intergenic
chr14:95356847-95357048	Distal Intergenic
chr16:68329037-68329238	Distal Intergenic
chr16:68409627-68409828	Distal Intergenic
chr16:68553002-68553203	Distal Intergenic
chr16:68574835-68575036	Distal Intergenic
chr16:68619120-68619321	Distal Intergenic
chr16:68644886-68645087	Distal Intergenic
chr16:68662198-68662399	Distal Intergenic
chr16:68666923-68667124	Distal Intergenic
chr18:66520204-66520405	Distal Intergenic
chr18:66523754-66523955	Distal Intergenic
chr18:66525521-66525722	Distal Intergenic
chr18:66529238-66529439	Distal Intergenic
chr18:66600742-66600943	Distal Intergenic
chr7:73682847-73683048	Distal Intergenic
chr5:40382384-40382585	Distal Intergenic
chr5:40393132-40393333	Distal Intergenic
chr5:40414161-40414362	Distal Intergenic
chr5:40484308-40484509	Distal Intergenic
chr5:40620969-40621170	Distal Intergenic
chr5:40697504-40697705	Distal Intergenic
chr5:40701575-40701776	Distal Intergenic
chr5:40714174-40714375	Distal Intergenic
chr5:40735671-40735872	Distal Intergenic
chr5:40784425-40784626	Distal Intergenic
chr5:40808765-40808966	Distal Intergenic
chr5:40863857-40864058	Distal Intergenic
chr5:40887508-40887709	Distal Intergenic
chr5:40943596-40943797	Distal Intergenic
chr5:40952934-40953135	Distal Intergenic
chr5:40982969-40983170	Distal Intergenic
chr5:41039026-41039227	Distal Intergenic
chr5:41044683-41044884	Distal Intergenic
chr1:32674041-32674242	Distal Intergenic
chr1:32743906-32744107	Distal Intergenic
chr1:32768196-32768397	Distal Intergenic
chr1:32774109-32774310	Distal Intergenic
chr1:32840946-32841147	Distal Intergenic
chr1:32902551-32902752	Distal Intergenic
chr1:32930985-32931186	Distal Intergenic
chr1:32946575-32946776	Distal Intergenic
chrX:66397319-66397520	Distal Intergenic
chr5:9748376-9748577	Distal Intergenic
chr7:70607761-70607962	Distal Intergenic
chr7:70625450-70625651	Distal Intergenic
chr7:70641341-70641542	Distal Intergenic
chr7:70643875-70644076	Distal Intergenic
chr7:70647008-70647209	Distal Intergenic
chr7:70692297-70692498	Distal Intergenic
chr2:98354210-98354411	Distal Intergenic
chr2:98375503-98375704	Distal Intergenic
chr2:98425068-98425269	Distal Intergenic
chr16:51691367-51691568	Distal Intergenic
chr16:51758535-51758736	Distal Intergenic
chr16:51759383-51759584	Distal Intergenic
chr16:51767177-51767378	Distal Intergenic
chr16:51856384-51856585	Distal Intergenic
chr16:51859403-51859604	Distal Intergenic
chr16:51860123-51860324	Distal Intergenic
chr9:104408391-104408592	Distal Intergenic
chr9:104410426-104410627	Distal Intergenic
chr9:104412943-104413144	Distal Intergenic
chr9:104446451-104446652	Distal Intergenic
chr2:107083451-107083652	Distal Intergenic
chr4:83085129-83085330	Distal Intergenic
chr4:83091233-83091434	Distal Intergenic
chr13:24482053-24482254	Distal Intergenic
chr13:24520397-24520598	Distal Intergenic
chr13:24521653-24521854	Distal Intergenic
chr4:33967379-33967580	Distal Intergenic
chr4:33972569-33972770	Distal Intergenic
chr4:33986959-33987160	Distal Intergenic
chr4:33992537-33992738	Distal Intergenic
chr5:77610365-77610566	Distal Intergenic
chr5:77621894-77622095	Distal Intergenic
chr5:77644154-77644355	Distal Intergenic
chr5:77663198-77663399	Distal Intergenic
chr5:77681132-77681333	Distal Intergenic
chr5:77692969-77693170	Distal Intergenic
chr5:77694586-77694787	Distal Intergenic
chr5:77722965-77723166	Distal Intergenic
chr5:77762145-77762346	Distal Intergenic
chr5:77784314-77784515	Distal Intergenic
chr5:77797093-77797294	Distal Intergenic
chr5:77805284-77805485	Distal Intergenic
chr5:77805962-77806163	Distal Intergenic
chr5:77808052-77808253	Distal Intergenic
chr5:77816436-77816637	Distal Intergenic
chr5:77838487-77838688	Distal Intergenic
chr5:77838931-77839132	Distal Intergenic
chr5:77839552-77839753	Distal Intergenic
chr5:77854130-77854331	Distal Intergenic
chr5:77887116-77887317	Distal Intergenic
chr5:77888602-77888803	Distal Intergenic
chr5:77892337-77892538	Distal Intergenic
chr5:77898756-77898957	Distal Intergenic
chr5:77899165-77899366	Distal Intergenic
chr5:77915728-77915929	Distal Intergenic
chr5:77979209-77979410	Distal Intergenic
chr5:78025877-78026078	Distal Intergenic
chr5:78026730-78026931	Distal Intergenic
chr5:78032710-78032911	Distal Intergenic
chr5:78049549-78049750	Distal Intergenic
chr5:78052837-78053038	Distal Intergenic
chr1:141308219-141308420	Distal Intergenic
chr1:141310600-141310801	Distal Intergenic
chr1:141318145-141318346	Distal Intergenic
chr1:141338174-141338375	Distal Intergenic
chr1:141339334-141339535	Distal Intergenic
chr1:141521182-141521383	Distal Intergenic
chr1:141561303-141561504	Distal Intergenic
chr1:141561750-141561951	Distal Intergenic
chr1:141564512-141564713	Distal Intergenic
chr1:141586041-141586242	Distal Intergenic
chr1:141586644-141586845	Distal Intergenic
chr1:141597205-141597406	Distal Intergenic
chr1:141718062-141718263	Distal Intergenic
chr1:141719619-141719820	Distal Intergenic
chr1:141741207-141741408	Distal Intergenic
chr1:141744143-141744344	Distal Intergenic
chr1:141876396-141876597	Distal Intergenic
chr1:141878769-141878970	Distal Intergenic
chr1:141954333-141954534	Distal Intergenic
chr1:141955030-141955231	Distal Intergenic
chr1:141965956-141966157	Distal Intergenic
chr1:141966866-141967067	Distal Intergenic
chr1:141968303-141968504	Distal Intergenic
chr1:141969080-141969281	Distal Intergenic
chr1:141990816-141991017	Distal Intergenic
chr1:141999218-141999419	Distal Intergenic
chr1:142003964-142004165	Distal Intergenic
chr1:142006355-142006556	Distal Intergenic
chr1:142019216-142019417	Distal Intergenic
chr1:142055387-142055588	Distal Intergenic
chr1:142071370-142071571	Distal Intergenic
chr1:142264655-142264856	Distal Intergenic
chr1:142411584-142411785	Distal Intergenic
chr1:142424700-142424901	Distal Intergenic
chrX:66677056-66677257	Distal Intergenic
chr1:3741628-3741829	Distal Intergenic
chr1:3742510-3742711	Distal Intergenic
chr1:3761265-3761466	Distal Intergenic
chr1:3764311-3764512	Distal Intergenic
chr1:3764813-3765014	Distal Intergenic
chr1:3874723-3874924	Distal Intergenic
chr1:3899774-3899975	Distal Intergenic
chr1:3900421-3900622	Distal Intergenic
chr1:3901727-3901928	Distal Intergenic
chr1:3903655-3903856	Distal Intergenic
chr1:3937639-3937840	Distal Intergenic
chr1:4032995-4033196	Distal Intergenic
chr1:4034922-4035123	Distal Intergenic
chr1:4051807-4052008	Distal Intergenic
chr1:4061890-4062091	Distal Intergenic
chr6:39241542-39241743	Distal Intergenic
chr6:39243140-39243341	Distal Intergenic
chr6:39245349-39245550	Distal Intergenic
chr6:39256848-39257049	Distal Intergenic
chr6:39258062-39258263	Distal Intergenic
chr6:39273644-39273845	Distal Intergenic
chr6:39279544-39279745	Distal Intergenic
chr6:39295317-39295518	Distal Intergenic
chr6:39297111-39297312	Distal Intergenic
chr6:39317268-39317469	Distal Intergenic
chr6:39320339-39320540	Distal Intergenic
chrX:163395226-163395427	Distal Intergenic
chr10:77652041-77652242	Distal Intergenic
chr14:98406532-98406733	Distal Intergenic
chr17:87458712-87458913	Distal Intergenic
chr17:87460201-87460402	Distal Intergenic
chr17:87460814-87461015	Distal Intergenic
chr17:87473682-87473883	Distal Intergenic
chr17:87478805-87479006	Distal Intergenic
chr17:87490775-87490976	Distal Intergenic
chr17:87501917-87502118	Distal Intergenic
chr17:87502728-87502929	Distal Intergenic
chr17:87521963-87522164	Distal Intergenic
chr17:87532686-87532887	Distal Intergenic
chr17:87541439-87541640	Distal Intergenic
chr8:105622412-105622613	Distal Intergenic
chr8:105624428-105624629	Distal Intergenic
chrX:168618016-168618217	Distal Intergenic
chr13:116535265-116535466	Distal Intergenic
chr13:116806669-116806870	Distal Intergenic
chr13:116816739-116816940	Distal Intergenic
chr13:116818030-116818231	Distal Intergenic
chr13:116822287-116822488	Distal Intergenic
chr13:116847691-116847892	Distal Intergenic
chr12:90849698-90849899	Distal Intergenic
chr12:90857497-90857698	Distal Intergenic
chr12:90862344-90862545	Distal Intergenic
chr12:90866728-90866929	Distal Intergenic
chr12:25392219-25392420	Distal Intergenic
chr12:25407905-25408106	Distal Intergenic
chr12:25469182-25469383	Distal Intergenic
chr12:25487285-25487486	Distal Intergenic
chr12:25493366-25493567	Distal Intergenic
chr12:25497497-25497698	Distal Intergenic
chr12:25527334-25527535	Distal Intergenic
chr12:25529471-25529672	Distal Intergenic
chr12:25529911-25530112	Distal Intergenic
chr12:25544203-25544404	Distal Intergenic
chr12:25605702-25605903	Distal Intergenic
chr12:25623484-25623685	Distal Intergenic
chr12:25676108-25676309	Distal Intergenic
chr12:25676601-25676802	Distal Intergenic
chr12:25757019-25757220	Distal Intergenic
chr12:25758661-25758862	Distal Intergenic
chr12:25790275-25790476	Distal Intergenic
chr12:25802169-25802370	Distal Intergenic
chr12:25864217-25864418	Distal Intergenic
chr12:25865069-25865270	Distal Intergenic
chr12:25871249-25871450	Distal Intergenic
chr12:25888228-25888429	Distal Intergenic
chr12:25905239-25905440	Distal Intergenic
chr12:25924542-25924743	Distal Intergenic
chr12:25926459-25926660	Distal Intergenic
chr12:25991937-25992138	Distal Intergenic
chr6:25255761-25255962	Distal Intergenic
chr6:25258805-25259006	Distal Intergenic
chr6:25262368-25262569	Distal Intergenic
chr6:25267069-25267270	Distal Intergenic
chr6:25321636-25321837	Distal Intergenic
chr6:25346823-25347024	Distal Intergenic
chr6:25364986-25365187	Distal Intergenic
chr6:25371559-25371760	Distal Intergenic
chr6:25412027-25412228	Distal Intergenic
chr6:25415882-25416083	Distal Intergenic
chr6:25443745-25443946	Distal Intergenic
chrX:48287822-48288023	Distal Intergenic
chr3:81485123-81485324	Distal Intergenic
chr3:81500726-81500927	Distal Intergenic
chr3:81532856-81533057	Distal Intergenic
chr3:81558404-81558605	Distal Intergenic
chr3:81606076-81606277	Distal Intergenic
chr3:81623233-81623434	Distal Intergenic
chr3:81638623-81638824	Distal Intergenic
chr3:81667067-81667268	Distal Intergenic
chr3:81702454-81702655	Distal Intergenic
chr3:81735540-81735741	Distal Intergenic
chr3:81736213-81736414	Distal Intergenic
chr3:81736966-81737167	Distal Intergenic
chr3:81751283-81751484	Distal Intergenic
chr3:81751960-81752161	Distal Intergenic
chr3:81760963-81761164	Distal Intergenic
chr3:81782463-81782664	Distal Intergenic
chr3:81783169-81783370	Distal Intergenic
chr3:81800585-81800786	Distal Intergenic
