baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName
ENSMUSG00000034768	6.9804863160394	-0.00253443162120945	0.0916665360106177	0.777501134351329	NA	chr11	102268822	102278061	cluster_5	Promoter (<=1kb)	11	102268743	102279462	10720	1	ENSMUST00000036467	80	ENSMUSG00000034768
ENSMUSG00000034771	2091.81143021534	-0.0367216170755951	0.0792142106290686	0.42822205490474	0.693283676904157	chr10	81575286	81590845	cluster_5	Promoter (<=1kb)	10	81575331	81590473	15143	1	ENSMUST00000146916	0	ENSMUSG00000034771
ENSMUSG00000034773	139.388157341616	-0.026069955119825	0.0898684574616185	0.428844805059672	0.693534722313912	chr11	102248881	102265183	cluster_4	Promoter (<=1kb)	11	102248882	102265187	16306	1	ENSMUST00000100392	0	ENSMUSG00000034773
ENSMUSG00000034780	2267.13066243215	0.0959144001471293	0.0603132199979708	0.0465154242781688	0.203935270957702	chr2	68104671	68122882	cluster_5	Promoter (<=1kb)	2	68117713	68122689	4977	1	ENSMUST00000112346	0	ENSMUSG00000034780
ENSMUSG00000034781	7403.41476293443	-0.0141842202183897	0.0429243720422776	0.707752907725128	0.867575618475713	chr10	81528731	81545046	cluster_4	Promoter (<=1kb)	10	81530287	81532015	1729	2	ENSMUST00000146984	0	ENSMUSG00000034781
ENSMUSG00000034789	1865.06232544344	-0.0691264163864403	0.0651231253239576	0.165907828153376	0.423881353057546	chr13	55319222	55321980	cluster_2	Promoter (<=1kb)	13	55319223	55321980	2758	2	ENSMUST00000035242	0	ENSMUSG00000034789
ENSMUSG00000034792	38.4682401426563	0.904766481363724	0.64542001698412	0.00290471465805463	NA	chr10	81502313	81524225	cluster_4	Promoter (<=1kb)	10	81502306	81508173	5868	2	ENSMUST00000147908	0	ENSMUSG00000034792
ENSMUSG00000034793	936.395403995171	0.0381606424858775	0.0688746808485861	0.439348116342462	0.701206877372272	chr11	102189698	102194081	cluster_1	Promoter (<=1kb)	11	102189755	102192141	2387	1	ENSMUST00000131382	0	ENSMUSG00000034793
ENSMUSG00000034795	23.1876938269469	0.0107416979966827	0.0918039349254168	0.462756412228502	NA	chr14	77036771	77112263	cluster_5	Promoter (<=1kb)	14	77036772	77112204	75433	1	ENSMUST00000048208	0	ENSMUSG00000034795
ENSMUSG00000034796	597.31128339776	0.615462025353352	0.218091005107361	0.000176548028908243	0.00438775324286584	chr8	123117373	123135185	cluster_5	Promoter (<=1kb)	8	123117374	123135180	17807	1	ENSMUST00000134235	0	ENSMUSG00000034796
ENSMUSG00000034799	8613.99057184375	0.00174907957258398	0.0562323774334845	0.970321085333833	0.987876297942626	chr8	71626711	71671757	cluster_2	Promoter (<=1kb)	8	71624417	71671757	47341	2	ENSMUST00000030170	0	ENSMUSG00000034799
ENSMUSG00000034800	703.215800389771	0.0365764042855442	0.0742129371556747	0.441956394397839	0.703430635046753	chr2	127575532	127584677	cluster_4	Promoter (<=1kb)	2	127575533	127584669	9137	2	ENSMUST00000110368	0	ENSMUSG00000034800
ENSMUSG00000034801	1757.36615345694	0.177587187433826	0.0811785272395589	0.00436200382222709	0.045466510516943	chr12	69583760	69681852	cluster_1	Promoter (<=1kb)	12	69583761	69681852	98092	2	ENSMUST00000035773	0	ENSMUSG00000034801
ENSMUSG00000034807	5277.67214536685	0.0214878608745268	0.0449048664249014	0.587123589296635	0.80023424097834	chr8	71611023	71624911	cluster_4	Promoter (<=1kb)	8	71611024	71624909	13886	1	ENSMUST00000047903	0	ENSMUSG00000034807
ENSMUSG00000034810	6.22288236012636	0.00297050839351599	0.091760176195381	0.723334225090637	NA	chr2	66673425	66784910	cluster_5	Promoter (<=1kb)	2	66673425	66784914	111490	2	ENSMUST00000042792	4	ENSMUSG00000034810
ENSMUSG00000034813	1841.53568610309	-0.26574541831624	0.0704049716877286	1.57196041890091e-05	0.000709839976782518	chr10	119454033	120077161	cluster_1	Promoter (<=1kb)	10	119454034	120087260	633227	1	ENSMUST00000147356	0	ENSMUSG00000034813
ENSMUSG00000034818	10640.9718107551	-0.0375890892530581	0.0541291541528851	0.394050302509283	0.663662783400868	chr10	81459226	81482709	cluster_5	Promoter (<=1kb)	10	81459227	81482709	23483	2	ENSMUST00000118763	0	ENSMUSG00000034818
ENSMUSG00000034820	5265.92520457775	-0.0296160427240985	0.0478765731160618	0.469878879909473	0.724655791766051	chr19	10525243	10547735	cluster_2	Promoter (<=1kb)	19	10525244	10547735	22492	1	ENSMUST00000038379	0	ENSMUSG00000034820
ENSMUSG00000034825	1692.00319804483	0.139119125923331	0.0977068228164635	0.0286082797464355	0.152078421789502	chr7	109758055	109781545	cluster_4	Promoter (<=1kb)	7	109758059	109781545	23487	2	ENSMUST00000033331	0	ENSMUSG00000034825
ENSMUSG00000034826	1566.50501186627	-0.020470408307396	0.0607044188918512	0.658298975936462	0.839172294566177	chr5	92415539	92435199	cluster_2	Promoter (<=1kb)	5	92416209	92417972	1764	2	ENSMUST00000123694	0	ENSMUSG00000034826
ENSMUSG00000034832	5176.79583474185	-0.0194569152401642	0.0515922742032984	0.648742668824984	0.834755517535782	chr6	83362373	83441678	cluster_3	Promoter (<=1kb)	6	83362373	83441675	79303	2	ENSMUST00000089622	0	ENSMUSG00000034832
ENSMUSG00000034837	2.77453979985283	-0.00190213177836796	0.0919286983148272	0.729926169622399	NA	chr9	107674473	107679592	cluster_5	Promoter (<=1kb)	9	107674477	107679592	5116	2	ENSMUST00000010205	0	ENSMUSG00000034837
ENSMUSG00000034839	530.152855441586	0.0754459558099505	0.0964438575987438	0.157704921458423	0.41133834923389	chr9	60713120	60738801	cluster_4	Promoter (<=1kb)	9	60712989	60738801	25813	1	ENSMUST00000038407	132	ENSMUSG00000034839
ENSMUSG00000034842	69.3246966594	0.0248634218107364	0.0932515767046681	0.314202076913307	0.589495654655457	chr5	92331826	92414627	cluster_4	Promoter (<=1kb)	5	92331827	92392934	61108	1	ENSMUST00000154245	0	ENSMUSG00000034842
ENSMUSG00000034845	157.69931946152	0.0285639714683815	0.0890821297466313	0.42657483127263	0.692122293574993	chr8	71497752	71511769	cluster_5	Promoter (<=1kb)	8	71497754	71511769	14016	2	ENSMUST00000048452	0	ENSMUSG00000034845
ENSMUSG00000034848	938.686326195312	0.00756001478509191	0.0676640888299026	0.871205822769808	0.948460557539545	chr2	66184326	66256617	cluster_2	Promoter (<=1kb)	2	66184327	66256617	72291	2	ENSMUST00000102718	0	ENSMUSG00000034848
ENSMUSG00000034850	7358.48428490675	0.0143828079596892	0.0442707245912265	0.685732630297881	0.854883651578215	chr2	127247974	127260764	cluster_2	Promoter (<=1kb)	2	127247973	127257521	9549	1	ENSMUST00000174288	2	ENSMUSG00000034850
ENSMUSG00000034853	153.855507445924	0.00824665341099919	0.085663293830403	0.80107310081716	0.916445252657461	chr4	106744560	106799831	cluster_5	Promoter (<=1kb)	4	106747391	106771556	24166	2	ENSMUST00000140541	0	ENSMUSG00000034853
ENSMUSG00000034854	1301.79043677624	0.0153516988615312	0.0594309131975998	0.736726771087282	0.883585828138941	chr10	81357569	81364035	cluster_4	Promoter (<=1kb)	10	81357552	81361232	3681	1	ENSMUST00000132368	18	ENSMUSG00000034854
ENSMUSG00000034855	5.1802224812776	-0.00441801914977653	0.0919433717231519	0.537857507104313	NA	chr5	92346638	92348889	cluster_5	Promoter (<=1kb)	5	92346638	92348882	2245	2	ENSMUST00000038816	0	ENSMUSG00000034855
ENSMUSG00000034858	1819.68798808838	0.126220585571656	0.080848425031723	0.0298722878675199	0.155977222865321	chr9	74953052	75032468	cluster_2	Promoter (<=1kb)	9	74953053	75032468	79416	1	ENSMUST00000170846	0	ENSMUSG00000034858
ENSMUSG00000034863	5682.48374339709	-0.0107803512014029	0.0644836332198794	0.882973365179302	0.953768097357072	chr8	71476018	71486067	cluster_1	Promoter (<=1kb)	8	71476023	71486067	10045	2	ENSMUST00000093450	0	ENSMUSG00000034863
ENSMUSG00000034867	1932.11475916565	-0.0847409445914108	0.0711867784534734	0.102603919871574	0.325864408059481	chr7	35586246	35609114	cluster_4	Promoter (<=1kb)	7	35586247	35639237	52991	1	ENSMUST00000040844	0	ENSMUSG00000034867
ENSMUSG00000034868	8385.14602872149	-0.157966429629072	0.0578757608553351	0.00156782318763756	0.0219639879174477	chr17	70973962	70990516	cluster_2	Promoter (<=1kb)	17	70974271	70975966	1696	2	ENSMUST00000137537	0	ENSMUSG00000034868
ENSMUSG00000034872	7.13970342932398	-0.000299032735716202	0.0917205172170721	0.967065615293318	NA	chr10	81337761	81343266	cluster_4	Promoter (<=1kb)	10	81337762	81343266	5505	2	ENSMUST00000045102	0	ENSMUSG00000034872
ENSMUSG00000034875	1935.62906550968	-0.203376130345624	0.0781573788293376	0.00119624352995528	0.017928134114346	chr7	35547184	35555928	cluster_3	Promoter (<=1kb)	7	35547521	35555194	7674	2	ENSMUST00000142930	0	ENSMUSG00000034875
ENSMUSG00000034880	1265.75104662337	-0.26717035127098	0.0912039823174469	0.000303787263264738	0.0063905961011215	chr8	71464925	71465753	cluster_3	Promoter (<=1kb)	8	71464926	71465752	827	1	ENSMUST00000048914	0	ENSMUSG00000034880
ENSMUSG00000034881	93.4810896630664	0.0322837580353137	0.0951023926950269	0.256535775901905	0.532134534418519	chr10	81328702	81335174	cluster_5	Promoter (<=1kb)	10	81328732	81335171	6440	1	ENSMUST00000105325	0	ENSMUSG00000034881
ENSMUSG00000034883	118.089388540528	-0.0198837883964435	0.0884074517384868	0.529630273041802	0.764978586703324	chr12	69168813	69179010	cluster_5	Promoter (<=1kb)	12	69168814	69179010	10197	1	ENSMUST00000110621	0	ENSMUSG00000034883
ENSMUSG00000034889	1832.4095121821	-0.0475081902513396	0.0681300628557735	0.328480933637451	0.603050234608306	chr10	81321102	81326251	cluster_3	Promoter (<=1kb)	10	81321103	81326251	5149	1	ENSMUST00000050867	0	ENSMUSG00000034889
ENSMUSG00000034891	1657.69544977656	-0.0190067910466237	0.0721887645666375	0.679837777134805	0.851978946340608	chr13	54758859	54766440	cluster_3	Promoter (<=1kb)	13	54759381	54766097	6717	2	ENSMUST00000134110	0	ENSMUSG00000034891
ENSMUSG00000034892	18016.5074245956	-0.167920611688873	0.0602906266361651	0.00104618045546455	0.0162251848773581	chr12	69157721	69159186	cluster_3	Promoter (<=1kb)	12	69157722	69159186	1465	2	ENSMUST00000037023	0	ENSMUSG00000034892
ENSMUSG00000034893	1909.82816849006	0.00892770085619116	0.0540378840942478	0.863908217770088	0.945004603475108	chr14	75702350	75754493	cluster_4	Promoter (<=1kb)	14	75702351	75754493	52143	2	ENSMUST00000049168	0	ENSMUSG00000034893
ENSMUSG00000034898	397.356563799966	0.118003131020377	0.156555202547211	0.0457658333279907	0.202570800582993	chr9	79815561	79977882	cluster_5	Promoter (<=1kb)	9	79815051	79977804	162754	2	ENSMUST00000093811	0	ENSMUSG00000034898
ENSMUSG00000034902	13333.6567768624	-0.0829060138985144	0.0518618882410791	0.0579495402649371	0.23346541025656	chr10	81292962	81319974	cluster_1	Promoter (<=1kb)	10	81292963	81319972	27010	1	ENSMUST00000163075	0	ENSMUSG00000034902
ENSMUSG00000034903	378.72982243376	0.0972003584032717	0.114958191604258	0.0862889591446639	0.294709002370652	chr2	65088338	65238626	cluster_4	Promoter (<=1kb)	2	65088339	65238626	150288	2	ENSMUST00000112429	0	ENSMUSG00000034903
ENSMUSG00000034906	991.52802037374	-0.0223368894284518	0.0735551343536841	0.616848708656727	0.818156682750498	chr2	127103809	127133954	cluster_5	Promoter (<=1kb)	2	127103809	127133954	30146	2	ENSMUST00000110387	0	ENSMUSG00000034906
ENSMUSG00000034908	4167.51607262201	0.0970692981885673	0.054039642751232	0.0316088216834427	0.161456556741918	chr9	45937856	45955249	cluster_4	Promoter (<=1kb)	9	45937857	45955247	17391	2	ENSMUST00000038488	0	ENSMUSG00000034908
ENSMUSG00000034910	4972.41553139325	0.0577236563415767	0.0545818517346725	0.194802070529621	0.462219563851709	chr9	72925649	72946015	cluster_4	Promoter (<=1kb)	9	72925645	72952181	26537	1	ENSMUST00000038489	5	ENSMUSG00000034910
ENSMUSG00000034911	315.945829566814	0.159754364384661	0.176541882117407	0.027721031866526	0.149586962603277	chr8	71384273	71395801	cluster_5	Promoter (<=1kb)	8	71384274	71395801	11528	2	ENSMUST00000049184	0	ENSMUSG00000034911
ENSMUSG00000034912	1049.09996169386	0.146580142934454	0.0945225077166396	0.0215571327261487	0.12787613649234	chr12	66466058	67222549	cluster_3	Promoter (<=1kb)	12	66469568	67222549	752982	2	ENSMUST00000037181	0	ENSMUSG00000034912
ENSMUSG00000034918	2.7461459098901	0.000470143661963145	0.0920032413891843	0.896201711307119	NA	chr13	54701462	54736662	cluster_5	Promoter (<=1kb)	13	54701461	54736662	35202	1	ENSMUST00000037145	2	ENSMUSG00000034918
ENSMUSG00000034919	57.3145491856657	0.0311919669540575	0.0973385922031832	0.13789358834313	NA	chr4	106622448	106640187	cluster_5	Promoter (<=1kb)	4	106635977	106637628	1652	1	ENSMUST00000136505	0	ENSMUSG00000034919
ENSMUSG00000034926	6340.90713145082	-0.153199362302025	0.054869577300294	0.00122196691445805	0.0182430927517937	chr4	106561037	106589113	cluster_5	Promoter (<=1kb)	4	106561038	106589113	28076	1	ENSMUST00000047973	0	ENSMUSG00000034926
ENSMUSG00000034928	6030.53850483053	-0.0885521189339205	0.0548041610444358	0.0507771087227336	0.215201179524077	chr13	54679398	54687808	cluster_2	Promoter (<=1kb)	13	54679399	54687808	8410	2	ENSMUST00000177950	0	ENSMUSG00000034928
ENSMUSG00000034930	292.105973694045	0.0440769361385998	0.0907125724616702	0.30303623717929	0.578888157091979	chr6	83135807	83152579	cluster_1	Promoter (<=1kb)	6	83135812	83152579	16768	1	ENSMUST00000065512	0	ENSMUSG00000034930
ENSMUSG00000034931	2775.01643045051	-0.0866627435059421	0.0558294847459686	0.0588335261373681	0.235452994469496	chr11	101732955	101767357	cluster_3	Promoter (<=1kb)	11	101733029	101734439	1411	1	ENSMUST00000156842	0	ENSMUSG00000034931
ENSMUSG00000034932	652.359491692998	-0.0561833736920547	0.0789833655505887	0.262165750759162	0.537666976995973	chr10	81264721	81266926	cluster_1	Promoter (<=1kb)	10	81265430	81266924	1495	2	ENSMUST00000145452	0	ENSMUSG00000034932
ENSMUSG00000034936	706.621426926209	-0.703302192990524	0.108183588036387	4.42544443675407e-12	1.15754596654192e-09	chr11	101665540	101667832	cluster_4	Promoter (<=1kb)	11	101665541	101667832	2292	1	ENSMUST00000039388	0	ENSMUSG00000034936
ENSMUSG00000034940	5214.03582376066	0.0130742158717744	0.0488389208673595	0.752384547251423	0.892700015281281	chr11	83964430	84044576	cluster_5	Promoter (<=1kb)	11	83981452	83989811	8360	1	ENSMUST00000148901	0	ENSMUSG00000034940
ENSMUSG00000034947	73.865961171985	0.0394788887332086	0.101096909298345	0.105755202175924	0.331843451282216	chr11	101582241	101591785	cluster_5	Promoter (<=1kb)	11	101582242	101591788	9547	1	ENSMUST00000039581	0	ENSMUSG00000034947
ENSMUSG00000034949	2146.30974591226	0.0869183480482188	0.0738095561452606	0.101085237394018	0.323233920012846	chr10	81233162	81252123	cluster_1	Promoter (<=1kb)	10	81233176	81237577	4402	1	ENSMUST00000127526	0	ENSMUSG00000034949
ENSMUSG00000034951	1369.08975729122	-0.0300181062930499	0.0600884872871678	0.518753507713326	0.757955299054578	chr7	121922838	121981693	cluster_4	Promoter (<=1kb)	7	121928910	121981694	52785	2	ENSMUST00000148634	1	ENSMUSG00000034951
ENSMUSG00000034957	568.018387511694	0.0415408834853145	0.0823667733832974	0.370267273673075	0.643718988579112	chr7	35119292	35121931	cluster_2	Promoter (<=1kb)	7	35119293	35121926	2634	1	ENSMUST00000042985	0	ENSMUSG00000034957
ENSMUSG00000034958	11120.793093169	-0.0986303128172059	0.0428023657979131	0.00982913738970528	0.0778636180762768	chr10	81204512	81230779	cluster_3	Promoter (<=1kb)	10	81209812	81213276	3465	2	ENSMUST00000133555	0	ENSMUSG00000034958
ENSMUSG00000034959	14.7177787078881	0.0108601565406917	0.0923351900634152	0.332558118324954	NA	chr14	75016026	75052532	cluster_1	Promoter (<=1kb)	14	75016027	75052532	36506	1	ENSMUST00000036072	0	ENSMUSG00000034959
ENSMUSG00000034968	3.98739983791315	0.00147145080365598	0.0919156282806901	0.794605561393381	NA	chr6	83086364	83088241	cluster_5	Promoter (<=1kb)	6	83086365	83088243	1879	1	ENSMUST00000041265	0	ENSMUSG00000034968
ENSMUSG00000034973	2636.85837793181	-0.00858023443413319	0.0579392269471583	0.848172925322128	0.937202422840344	chr9	86467153	86555806	cluster_5	Promoter (<=1kb)	9	86485407	86555806	70400	1	ENSMUST00000034987	0	ENSMUSG00000034973
ENSMUSG00000034974	1569.81063004996	-0.0453411828320959	0.0692001072628686	0.350856957051064	0.624375551079824	chr10	81183006	81193197	cluster_2	Promoter (<=1kb)	10	81183007	81193197	10191	1	ENSMUST00000178422	0	ENSMUSG00000034974
ENSMUSG00000034981	462.72629402945	0.122945133751435	0.169207855556303	0.0391572344209948	0.184308935389625	chr5	91517699	91623996	cluster_3	Promoter (<=1kb)	5	91517615	91626894	109280	1	ENSMUST00000040576	85	ENSMUSG00000034981
ENSMUSG00000034987	54.9999257084472	-0.0321283786126351	0.0965477668292442	0.19446038753168	NA	chr13	54192128	54215083	cluster_5	Promoter (<=1kb)	13	54192129	54222432	30304	1	ENSMUST00000038101	0	ENSMUSG00000034987
ENSMUSG00000034990	11.1467590540743	-0.00783914762280154	0.0918454850196902	0.489633067404023	NA	chr7	121083437	121163089	cluster_5	Promoter (<=1kb)	7	121118385	121160768	42384	1	ENSMUST00000165409	0	ENSMUSG00000034990
ENSMUSG00000034994	107467.308841076	-0.119032553568061	0.0473548140023947	0.00482437205083351	0.0485002970528585	chr10	81176630	81182509	cluster_3	Promoter (<=1kb)	10	81176631	81182507	5877	1	ENSMUST00000047864	0	ENSMUSG00000034994
ENSMUSG00000034997	68.6209230071453	-0.0250310717523886	0.0946679511283812	0.218795748304421	NA	chr14	74355526	74369741	cluster_5	Distal Intergenic	14	74640840	74706859	66020	1	ENSMUST00000036653	-271099	ENSMUSG00000034997
ENSMUSG00000034998	1132.05741919017	0.160240130741769	0.0976323554735618	0.0155231456691564	0.103559850053665	chr17	88440711	88490533	cluster_4	Promoter (<=1kb)	17	88440735	88463037	22303	1	ENSMUST00000155640	0	ENSMUSG00000034998
ENSMUSG00000035000	70.0236805833259	0.0328310711128749	0.0985549269429053	0.0996436857983748	0.320724498774755	chr2	62330072	62412231	cluster_5	Promoter (<=1kb)	2	62330073	62412231	82159	2	ENSMUST00000047812	0	ENSMUSG00000035000
ENSMUSG00000035004	30.3288101233708	0.0235904033933283	0.0955013095251378	0.0953871663203469	NA	chr7	121064066	121074530	cluster_5	Promoter (<=1kb)	7	121064067	121074530	10464	2	ENSMUST00000047194	0	ENSMUSG00000035004
ENSMUSG00000035007	1966.00445526105	0.0129636661721644	0.0538317790813054	0.801646936623983	0.916630772221897	chr11	101418813	101425333	cluster_4	Promoter (<=1kb)	11	101425085	101435673	10589	1	ENSMUST00000040561	0	ENSMUSG00000035007
ENSMUSG00000035011	1277.66095103691	0.114457532088803	0.0760212532166805	0.0390842468860296	0.184251061155453	chr10	81136270	81151657	cluster_1	Promoter (<=1kb)	10	81136271	81152222	15952	1	ENSMUST00000048128	0	ENSMUSG00000035011
ENSMUSG00000035020	4.98709272934919	-0.00278013727575975	0.0918026407792087	0.716787165108084	NA	chr5	91027516	91035212	cluster_5	Promoter (<=1kb)	5	91027464	91035215	7752	1	ENSMUST00000041516	53	ENSMUSG00000035020
ENSMUSG00000035021	549.766636807357	-0.0319474609464291	0.076650972007314	0.52501335100156	0.76188214015855	chr12	54892988	54986336	cluster_4	Promoter (<=1kb)	12	54892989	54986336	93348	2	ENSMUST00000038926	0	ENSMUSG00000035021
ENSMUSG00000035024	1446.33786277671	-0.0450462416349897	0.0641793269341421	0.339349331380577	0.614894678844961	chr9	27030174	27095315	cluster_3	Promoter (<=1kb)	9	27030175	27095311	65137	1	ENSMUST00000073127	0	ENSMUSG00000035024
ENSMUSG00000035027	5734.5848761832	-0.0982890235651416	0.0633930598688925	0.0482094143393297	0.208526399683659	chr10	81105946	81124697	cluster_2	Promoter (<=1kb)	10	81105947	81123883	17937	1	ENSMUST00000105331	0	ENSMUSG00000035027
ENSMUSG00000035032	167.102101327201	0.0962644544602542	0.145519839040532	0.0505880436272697	0.214925543611658	chr9	105162466	105395287	cluster_5	Promoter (<=1kb)	9	105162974	105393021	230048	2	ENSMUST00000177029	0	ENSMUSG00000035032
ENSMUSG00000035033	5027.03967682589	-0.0357103259242976	0.0637623746854859	0.457418062654103	0.714698664198219	chr2	61804452	61814113	cluster_1	Promoter (<=1kb)	2	61804453	61814114	9662	1	ENSMUST00000048934	0	ENSMUSG00000035033
ENSMUSG00000035041	7.98431374178022	0.00367078235685241	0.0917282837844637	0.687102816234809	NA	chr10	81084332	81098872	cluster_4	Promoter (<=1kb)	10	81089943	81092575	2633	2	ENSMUST00000127374	0	ENSMUSG00000035041
ENSMUSG00000035047	1670.90798252783	-0.106266206655978	0.0691956736321638	0.0433582566024308	0.196109465344045	chr9	21273456	21287969	cluster_1	Promoter (<=1kb)	9	21273458	21287971	14514	2	ENSMUST00000038671	2	ENSMUSG00000035047
ENSMUSG00000035049	1574.95699702211	-0.048731401539754	0.0646682354492944	0.310077930798455	0.586183671298282	chr19	41862850	41896153	cluster_5	Promoter (<=1kb)	19	41862852	41896153	33302	2	ENSMUST00000038677	0	ENSMUSG00000035049
ENSMUSG00000035051	5520.48766092771	-0.0422325411711904	0.0438048846535009	0.272244540188013	0.547924893618403	chr17	80238303	80290476	cluster_4	Promoter (<=1kb)	17	80238304	80290476	52173	2	ENSMUST00000038166	0	ENSMUSG00000035051
ENSMUSG00000035064	3584.58431193369	-0.0168584887010594	0.0502672515249178	0.685793918286181	0.854883651578215	chr7	120842830	120907219	cluster_4	Promoter (<=1kb)	7	120842831	120907219	64389	1	ENSMUST00000047875	0	ENSMUSG00000035064
ENSMUSG00000035067	423.691616525344	0.00317063987572954	0.0758767306707926	0.944634303382773	0.978962705258883	chr14	63606529	63820410	cluster_4	Promoter (<=1kb)	14	63606675	63666182	59508	1	ENSMUST00000176510	0	ENSMUSG00000035067
ENSMUSG00000035069	263.437020582366	-0.061133290672488	0.107372345623819	0.136946819095649	0.382178205397757	chr4	103313845	103366428	cluster_4	Promoter (<=1kb)	4	103324484	103328889	4406	1	ENSMUST00000143399	0	ENSMUSG00000035069
ENSMUSG00000035078	4835.78935075034	0.0361052207608141	0.0497158001911219	0.38730876984693	0.65958751889534	chr14	63523609	63543953	cluster_4	Promoter (<=1kb)	14	63523616	63543953	20338	2	ENSMUST00000058679	0	ENSMUSG00000035078
ENSMUSG00000035086	3786.63119477561	-0.0380533890587476	0.0513278846122265	0.375386358654718	0.648471163866711	chr11	101288266	101302267	cluster_4	Promoter (<=1kb)	11	101288262	101302252	13991	2	ENSMUST00000139997	0	ENSMUSG00000035086
ENSMUSG00000035093	5027.46520328501	0.0133210245879518	0.0439761343017926	0.732906967497745	0.881805487008935	chr2	125736985	125782870	cluster_5	Promoter (<=1kb)	2	125736986	125782870	45885	2	ENSMUST00000053699	0	ENSMUSG00000035093
ENSMUSG00000035095	2338.17170320662	0.127656941400188	0.0892947984983163	0.0346605807651434	0.171607011123994	chr14	63436393	63465502	cluster_4	Promoter (<=1kb)	14	63436394	63465498	29105	1	ENSMUST00000121288	0	ENSMUSG00000035095
ENSMUSG00000035104	55.6427314772487	-0.0334888333909653	0.0969788064396656	0.189695873544525	NA	chr6	82041627	82093099	cluster_5	Promoter (<=1kb)	6	82041688	82047150	5463	1	ENSMUST00000150691	0	ENSMUSG00000035104
ENSMUSG00000035105	567.434257661084	-0.0342098557052359	0.0756773485232165	0.466118969343172	0.720993683838501	chr12	54178980	54203874	cluster_5	Promoter (<=1kb)	12	54178981	54203860	24880	2	ENSMUST00000039516	0	ENSMUSG00000035105
ENSMUSG00000035107	1740.8985228749	-0.0133290162912357	0.0565327636665718	0.765258526968164	0.899735303143046	chr16	58408534	58469745	cluster_2	Promoter (<=1kb)	16	58455191	58465378	10188	1	ENSMUST00000142830	0	ENSMUSG00000035107
ENSMUSG00000035109	204.852147203384	0.00471017549792198	0.0818987971763298	0.901707117401764	0.961978846828341	chr2	125627446	125724148	cluster_4	Promoter (<=1kb)	2	125627447	125673632	46186	2	ENSMUST00000110480	0	ENSMUSG00000035109
ENSMUSG00000035112	216.892919870535	0.0688836709600582	0.122507245456451	0.0551046423587757	0.226058828885809	chr11	101260566	101277409	cluster_4	Promoter (<=1kb)	11	101260567	101277409	16843	1	ENSMUST00000139487	0	ENSMUSG00000035112
ENSMUSG00000035121	88.5777895528717	0.00968311800658741	0.0887601675198594	0.70847065670254	0.867779529410436	chr14	63182444	63193525	cluster_5	Promoter (<=1kb)	14	63182443	63193541	11099	2	ENSMUST00000038229	16	ENSMUSG00000035121
ENSMUSG00000035125	567.097792627629	-0.00262909954925583	0.0736185922641139	0.957499010142339	0.98266277595523	chr6	81895589	81895663	cluster_5	Distal Intergenic	6	81923669	81959915	36247	1	ENSMUST00000043195	-28006	ENSMUSG00000035125
ENSMUSG00000035126	569.681630021231	0.202517084057326	0.129870444861601	0.0105619179885536	0.0818445327419332	chr4	103038064	103114299	cluster_4	Promoter (<=1kb)	4	103038065	103073002	34938	2	ENSMUST00000138960	0	ENSMUSG00000035126
ENSMUSG00000035131	292.928549696636	0.00915741086055589	0.0915683676109885	0.550210384795611	0.777135626423399	chr1	146495665	146902472	cluster_1	Promoter (<=1kb)	1	146497614	146682671	185058	1	ENSMUST00000132847	0	ENSMUSG00000035131
ENSMUSG00000035133	3292.45073066567	0.26481054818141	0.0646342036255943	4.19011081510402e-06	0.000235172089999138	chr12	52516076	52567851	cluster_4	Promoter (<=1kb)	12	52516077	52567852	51776	1	ENSMUST00000110725	0	ENSMUSG00000035133
ENSMUSG00000035139	972.891282598718	0.031422064266485	0.0708875675491304	0.507498987831185	0.750144718800241	chr13	51651707	51684044	cluster_3	Promoter (<=1kb)	13	51651741	51666256	14516	1	ENSMUST00000110044	0	ENSMUSG00000035139
ENSMUSG00000035142	257.548108116407	-0.0367220650532038	0.0864334415546958	0.387875911911956	0.659831605189495	chr12	52097745	52310959	cluster_3	Promoter (<=1kb)	12	52097756	52144780	47025	1	ENSMUST00000159708	0	ENSMUSG00000035142
ENSMUSG00000035151	1262.60253015727	0.0478212572192662	0.0700152969344135	0.327333685748128	0.602255597927404	chr8	83312631	83332486	cluster_4	Promoter (<=1kb)	8	83312632	83332486	19855	2	ENSMUST00000177594	0	ENSMUSG00000035151
ENSMUSG00000035152	20797.4850483149	-0.0456028197915585	0.0386817374521359	0.222303975005369	0.494988757709514	chr11	83302696	83405033	cluster_1	Promoter (<=1kb)	11	83302703	83344580	41878	1	ENSMUST00000132178	0	ENSMUSG00000035152
ENSMUSG00000035158	120.435455188705	0.0358535233157777	0.097391252140527	0.19586250807599	0.463114779030778	chr6	97807057	98021358	cluster_4	Promoter (<=1kb)	6	97807058	97942179	135122	1	ENSMUST00000148233	0	ENSMUSG00000035158
ENSMUSG00000035161	1003.73332525802	-0.0260274431403454	0.0690461740644645	0.574028979429192	0.791502261968061	chr14	62676324	62761112	cluster_4	Promoter (<=1kb)	14	62676330	62761112	84783	2	ENSMUST00000053959	0	ENSMUSG00000035161
