Chrom	Start	End	X2_79152198_79152805	X122.227451229533	X1.6240414574572097	X3.805509600578789e.17	X9.47039119200039e.13	X	X.1	Intergenic	Intergenic.1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr8	36052058	36052217	8_36052058_36052217	29.078974015469	0.836678753910599	6.64694907974421e-05	0.00676074763722409			Intergenic	Intergenic	Distal Intergenic	8	36094828	36147787	52960	1	ENSMUST00000110492	-42611	ENSMUSG00000050271	ENSMUSG00000050271
chr5	100108759	100109200	5_100108759_100109200	157.711025567235	0.790571087904151	3.69111826348145e-06	0.000845165743569811	ENSMUSG00000050640.16	Tmem150c	intron	ENSMUSG00000050640.16	Intron (ENSMUST00000063192/ENSMUSG00000050640, intron 1 of 7)	5	100083947	100122796	38850	2	ENSMUST00000124145	13596	ENSMUSG00000050640	ENSMUSG00000050640
chr9	15955424	15955703	9_15955424_15955703	33.378607569776	0.715546192717543	0.000713063865264495	0.0294838989640332	ENSMUSG00000074505.5	Fat3	intron	ENSMUSG00000074505.5	Intron (ENSMUST00000082170/ENSMUSG00000074505, intron 18 of 24)	9	15862614	15874556	11943	2	ENSMUST00000057920	-80869	ENSMUSG00000050901	ENSMUSG00000050901
chr6	118740068	118740383	6_118740068_118740383	58.2764565263808	0.74322602911253	0.000428270762844505	0.0223316242526901	ENSMUSG00000051331.15	Cacna1c	intron	ENSMUSG00000051331.15	Intron (ENSMUST00000112825/ENSMUSG00000051331, intron 4 of 41)	6	118592319	118757974	165656	2	ENSMUST00000112825	17591	ENSMUSG00000051331	ENSMUSG00000051331
chr4	142005477	142005718	4_142005477_142005718	101.430613509097	0.664809189538411	0.000537551942659779	0.025325642539402	ENSMUSG00000051435.11	Fhad1	intron	ENSMUSG00000051435.11	Intron (ENSMUST00000105780/ENSMUSG00000051435, intron 2 of 32)	4	141890851	142011637	120787	2	ENSMUST00000105779	5919	ENSMUSG00000051435	ENSMUSG00000051435
chr4	65604865	65605218	4_65604865_65605218	115.087033595965	0.645634111174283	0.000532659880544643	0.0252932885742017	ENSMUSG00000051675.13	Trim32	promoter-TSS	ENSMUSG00000051675.13	Promoter (<=1kb)	4	65604986	65616238	11253	1	ENSMUST00000050850	0	ENSMUSG00000051675	ENSMUSG00000051675
chr4	65604865	65605218	4_65604865_65605218	115.087033595965	0.645634111174283	0.000532659880544643	0.0252932885742017	ENSMUSG00000028373.16	Astn2	promoter-TSS	ENSMUSG00000051675.13	Promoter (<=1kb)	4	65604986	65616238	11253	1	ENSMUST00000050850	0	ENSMUSG00000051675	ENSMUSG00000051675
chr3	67949835	67950122	3_67949835_67950122	24.468309311613	0.709708266688516	0.000470311825249107	0.023455270707714	ENSMUSG00000102422.1	RP24-100C12.5	intron	ENSMUSG00000051777.6	Intron (ENSMUST00000063263/ENSMUSG00000051777, intron 1 of 3)	3	67892220	68056593	164374	1	ENSMUST00000063263	57616	ENSMUSG00000051777	ENSMUSG00000051777
chr3	67949835	67950122	3_67949835_67950122	24.468309311613	0.709708266688516	0.000470311825249107	0.023455270707714	ENSMUSG00000051777.6	Iqcj	intron	ENSMUSG00000051777.6	Intron (ENSMUST00000063263/ENSMUSG00000051777, intron 1 of 3)	3	67892220	68056593	164374	1	ENSMUST00000063263	57616	ENSMUSG00000051777	ENSMUSG00000051777
chr1	54707925	54708184	1_54707925_54708184	60.7521540250277	0.781036885936775	0.000204253238294302	0.014429263349806	ENSMUSG00000101674.6	RP24-97J22.2	intron	ENSMUSG00000101674.6	Intron (ENSMUST00000179030/ENSMUSG00000052331, intron 16 of 27)	1	54667213	54723076	55864	2	ENSMUST00000179242	14892	ENSMUSG00000052331	ENSMUSG00000052331
chr1	54707925	54708184	1_54707925_54708184	60.7521540250277	0.781036885936775	0.000204253238294302	0.014429263349806	ENSMUSG00000052331.14	Ankrd44	intron	ENSMUSG00000101674.6	Intron (ENSMUST00000179030/ENSMUSG00000052331, intron 16 of 27)	1	54667213	54723076	55864	2	ENSMUST00000179242	14892	ENSMUSG00000052331	ENSMUSG00000052331
chr7	49146159	49146458	7_49146159_49146458	62.7438146159696	0.709477952114111	0.000752547800244019	0.0305014732196623	ENSMUSG00000052512.17	Nav2	intron	ENSMUSG00000108950.1	Distal Intergenic	7	49246189	49610087	363899	1	ENSMUST00000064395	-99731	ENSMUSG00000052512	ENSMUSG00000052512
chr7	49146159	49146458	7_49146159_49146458	62.7438146159696	0.709477952114111	0.000752547800244019	0.0305014732196623	ENSMUSG00000108950.1	RP23-378D16.5	intron	ENSMUSG00000108950.1	Distal Intergenic	7	49246189	49610087	363899	1	ENSMUST00000064395	-99731	ENSMUSG00000052512	ENSMUSG00000052512
chr1	132591455	132591922	1_132591455_132591922	123.438914003528	0.902546746299414	6.90734964529796e-07	0.00024210746939843	ENSMUSG00000026442.14	Nfasc	intron	ENSMUSG00000026442.14	Intron (ENSMUST00000043189/ENSMUSG00000026442, intron 24 of 26)	1	132509425	132542940	33516	2	ENSMUST00000086521	-48516	ENSMUSG00000053024	ENSMUSG00000053024
chr18	69500308	69500547	18_69500308_69500547	41.6570160741847	0.757638834484228	0.000417854053046101	0.0220311778900535	ENSMUSG00000053477.17	Tcf4	promoter-TSS	ENSMUSG00000053477.17	Intron (ENSMUST00000066717/ENSMUSG00000053477, intron 6 of 20)	18	69521538	69564687	43150	1	ENSMUST00000125154	-20991	ENSMUSG00000053477	ENSMUSG00000053477
chr1	176315216	176315452	1_176315216_176315452	39.8284215853165	1.09290714258596	5.01110199817939e-07	0.000207843807211154			Intergenic	Intergenic	Distal Intergenic	1	175962407	176275312	312906	2	ENSMUST00000125404	-39905	ENSMUSG00000055214	ENSMUSG00000055214
chr6	89054149	89054394	6_89054149_89054394	37.855729580891	0.944749715108055	1.192162065423e-05	0.00203206473699431	ENSMUSG00000055403.13	RP23-146N13.1	intron	ENSMUSG00000055403.13	Intron (ENSMUST00000168837/ENSMUSG00000055403, intron 1 of 2)	6	89096110	89107834	11725	1	ENSMUST00000153517	-41716	ENSMUSG00000055403	ENSMUSG00000055403
chr13	40606781	40607119	13_40606781_40607119	28.1483892741347	0.651880752688298	0.00163822350457452	0.048592169409823	ENSMUSG00000114198.1	RP23-191J8.3	promoter-TSS	ENSMUSG00000114198.1	Distal Intergenic	13	40704005	40707949	3945	1	ENSMUST00000069457	-96886	ENSMUSG00000055732	ENSMUSG00000055732
chr6	72081431	72081808	6_72081431_72081808	132.295828349321	1.04890422502865	8.98225308094028e-09	8.59739808354922e-06			Intergenic	Intergenic	Distal Intergenic	6	72097613	72154570	56958	1	ENSMUST00000069994	-15805	ENSMUSG00000056091	ENSMUSG00000056091
chr10	90723225	90723438	10_90723225_90723438	39.9180771820263	0.71812435652867	0.000787397189719018	0.0315542133065177	ENSMUSG00000058589.14	Anks1b	intron	ENSMUSG00000058589.14	Distal Intergenic	10	90829843	90967041	137199	1	ENSMUST00000099364	-106405	ENSMUSG00000058589	ENSMUSG00000058589
chr18	82284313	82284537	18_82284313_82284537	29.3711551306334	0.954913628313529	6.88119676291143e-06	0.00137300419912318			Intergenic	Intergenic	Distal Intergenic	18	82338774	82339816	1043	1	ENSMUST00000078739	-54237	ENSMUSG00000058625	ENSMUSG00000058625
chr9	79004672	79004915	9_79004672_79004915	59.5036476576393	0.741313078102071	0.000406362083574657	0.0218417425741661			Intergenic	Intergenic	Distal Intergenic	9	78820423	78821892	1470	2	ENSMUST00000074819	-182781	ENSMUSG00000059422	ENSMUSG00000059422
chr9	78880249	78880621	9_78880249_78880621	95.2477941916392	0.808791122408296	3.32626273957498e-05	0.00420189718462249			Intergenic	Intergenic	Distal Intergenic	9	78820423	78821892	1470	2	ENSMUST00000074819	-58358	ENSMUSG00000059422	ENSMUSG00000059422
chr17	79948701	79949128	17_79948701_79949128	101.969247716927	0.805006040609361	3.01991997822117e-05	0.00387748495929021			Intergenic	Intergenic	Distal Intergenic	17	79848392	79896123	47732	2	ENSMUST00000112437	-52579	ENSMUSG00000059811	ENSMUSG00000059811
chr17	17004922	17005200	17_17004922_17005200	113.893181711125	0.609557451813875	0.000928047525093778	0.0346257731776368			Intergenic	Intergenic	Distal Intergenic	17	16972910	16973770	861	1	ENSMUST00000071374	32013	ENSMUSG00000060149	ENSMUSG00000060149
chr14	11133285	11133434	14_11133285_11133434	35.2568980922368	0.789620347712583	0.000231081436180138	0.0156268821216818	ENSMUSG00000060579.13	Fhit	intron	ENSMUSG00000060579.13	Intron (ENSMUST00000162278/ENSMUSG00000060579, intron 1 of 8)	14	9573488	11125591	1552104	2	ENSMUST00000161895	-7695	ENSMUSG00000060579	ENSMUSG00000060579
chr7	4812294	4812452	7_4812294_4812452	88.1765121522062	0.697954463953008	0.00037140310268157	0.0207701968838956	ENSMUSG00000060860.8	Ube2s	promoter-TSS	ENSMUSG00000060860.8	Promoter (<=1kb)	7	4808155	4812351	4197	2	ENSMUST00000079496	0	ENSMUSG00000060860	ENSMUSG00000060860
chr10	78412838	78413162	10_78412838_78413162	223.931846912253	0.60658626150698	5.15631750637701e-05	0.00575426535711652	ENSMUSG00000061032.9	Rrp1	promoter-TSS	ENSMUSG00000061032.9	Promoter (<=1kb)	10	78400362	78413043	12682	2	ENSMUST00000062678	0	ENSMUSG00000061032	ENSMUSG00000061032
chr12	29528086	29528322	12_29528086_29528322	69.5154438437388	0.961296666574248	4.26358878528546e-06	0.00090817095983271	ENSMUSG00000112390.1	RP24-345F16.1	promoter-TSS	ENSMUSG00000061911.15	Promoter (<=1kb)	12	29528384	29923209	394826	1	ENSMUST00000049784	-62	ENSMUSG00000061911	ENSMUSG00000061911
chr12	29528086	29528322	12_29528086_29528322	69.5154438437388	0.961296666574248	4.26358878528546e-06	0.00090817095983271	ENSMUSG00000061911.15	Myt1l	promoter-TSS	ENSMUSG00000061911.15	Promoter (<=1kb)	12	29528384	29923209	394826	1	ENSMUST00000049784	-62	ENSMUSG00000061911	ENSMUSG00000061911
chr14	48023962	48024230	14_48023962_48024230	43.9749274494887	0.940544530252025	1.2562298721248e-05	0.00208943566999354			Intergenic	Intergenic	Distal Intergenic	14	48079136	48079806	671	2	ENSMUST00000075768	55576	ENSMUSG00000062081	ENSMUSG00000062081
chr13	3776437	3776711	13_3776437_3776711	63.0223001501444	1.06662898763894	4.47020094154366e-07	0.000191802449364234	ENSMUSG00000113759.1	RP24-534D4.5	intron	ENSMUSG00000113759.1	Distal Intergenic	13	3802893	3804318	1426	2	ENSMUST00000077698	27607	ENSMUSG00000063130	ENSMUSG00000063130
chr7	54634057	54634666	7_54634057_54634666	87.0871299300546	0.846395472030005	2.56643058403609e-05	0.00349006511007225			Intergenic	Intergenic	Distal Intergenic	7	54835959	55265366	429408	1	ENSMUST00000082373	-201293	ENSMUSG00000063297	ENSMUSG00000063297
chr14	22323473	22323881	14_22323473_22323881	58.07975902654	0.81191352821599	0.000130903359710681	0.0105768214602598	ENSMUSG00000063458.13	Lrmda	intron	ENSMUSG00000063458.13	Intron (ENSMUST00000075639/ENSMUSG00000063458, intron 2 of 6)	14	22310165	22584439	274275	1	ENSMUST00000159107	13309	ENSMUSG00000063458	ENSMUSG00000063458
chr1	177462921	177463116	1_177462921_177463116	36.9597310067888	0.696085120497145	0.00111130137928855	0.0383576229195214			Intergenic	Intergenic	Distal Intergenic	1	177445821	177450760	4940	1	ENSMUST00000077225	17101	ENSMUSG00000063659	ENSMUSG00000063659
chr2	109904269	109904490	2_109904269_109904490	101.95157715164	0.709239548417339	0.000197422756832859	0.0140955094270082	ENSMUSG00000063751.6	Platr8	intron	ENSMUSG00000063751.6	Intron (ENSMUST00000146110/ENSMUSG00000063751, intron 4 of 4)	2	109902396	109913319	10924	2	ENSMUST00000146110	8829	ENSMUSG00000063751	ENSMUSG00000063751
chr17	12187934	12188108	17_12187934_12188108	50.789687296254	0.675785208206917	0.00148054034493818	0.045375279586369	ENSMUSG00000023827.8	Agpat4	intron	ENSMUSG00000023827.8	Promoter (1-2kb)	17	12189921	12190456	536	1	ENSMUST00000074412	-1813	ENSMUSG00000063911	ENSMUSG00000063911
chr2	132724239	132724383	2_132724239_132724383	17.4302567501464	0.668160564683856	0.00029625645618667	0.0184777898963947	ENSMUSG00000044991.10	RP23-391A14.5	intron	ENSMUSG00000044991.10	Intron (ENSMUST00000061891/ENSMUSG00000044991, intron 2 of 2)	2	132717106	132717208	103	1	ENSMUST00000082479	7134	ENSMUSG00000064413	ENSMUSG00000064413
chr2	54118836	54119031	2_54118836_54119031	26.3295377871815	0.74039039008531	0.000350884568895126	0.0203545766469093			Intergenic	Intergenic	Distal Intergenic	2	54100430	54100562	133	1	ENSMUST00000082662	18407	ENSMUSG00000064596	ENSMUSG00000064596
chr18	69834376	69834757	18_69834376_69834757	69.1170074832843	0.747172711196073	0.000390103748283039	0.0212431550979687			Intergenic	Intergenic	Distal Intergenic	18	69777936	69778045	110	2	ENSMUST00000082772	-56332	ENSMUSG00000064706	ENSMUSG00000064706
chr6	64274603	64274863	6_64274603_64274863	39.8231476605103	0.905488681665299	2.71373837755322e-05	0.00359223900339306	ENSMUSG00000071424.10	Grid2	intron	ENSMUSG00000071424.10	Intron (ENSMUST00000095852/ENSMUSG00000071424, intron 8 of 15)	6	64413648	64413750	103	1	ENSMUST00000082841	-138785	ENSMUSG00000064775	ENSMUSG00000064775
chr9	94362422	94362548	9_94362422_94362548	18.8054217125595	0.629708167999565	0.000974498723007146	0.0358011148691354			Intergenic	Intergenic	Distal Intergenic	9	94284496	94284652	157	1	ENSMUST00000082955	77927	ENSMUSG00000064889	ENSMUSG00000064889
chr7	77632560	77632790	7_77632560_77632790	17.9680395781748	0.623840058898317	0.000713224591189746	0.0294838989640332			Intergenic	Intergenic	Distal Intergenic	7	77910140	77910320	181	2	ENSMUST00000083006	277530	ENSMUSG00000064940	ENSMUSG00000064940
chr12	93281895	93282098	12_93281895_93282098	42.5612651382274	0.762628002443358	0.00038901604846921	0.0212303802241332			Intergenic	Intergenic	Distal Intergenic	12	93746502	93746662	161	1	ENSMUST00000083369	-464404	ENSMUSG00000065303	ENSMUSG00000065303
chr7	101462741	101462965	7_101462741_101462965	64.1903365047607	0.715599643792113	0.000662891816550293	0.0283746437459326	ENSMUSG00000030653.17	RP23-194H4.2	intron	ENSMUSG00000110195.1	Intron (ENSMUST00000084894/ENSMUSG00000030653, intron 2 of 30)	7	101475376	101475443	68	1	ENSMUST00000083512	-12411	ENSMUSG00000065446	ENSMUSG00000065446
chr7	101462741	101462965	7_101462741_101462965	64.1903365047607	0.715599643792113	0.000662891816550293	0.0283746437459326	ENSMUSG00000110195.1	Pde2a	intron	ENSMUSG00000110195.1	Intron (ENSMUST00000084894/ENSMUSG00000030653, intron 2 of 30)	7	101475376	101475443	68	1	ENSMUST00000083512	-12411	ENSMUSG00000065446	ENSMUSG00000065446
chr1	38929502	38929859	1_38929502_38929859	50.7213883331325	0.665755692457914	0.00172881297242676	0.0497494530079103			Intergenic	Intergenic	Distal Intergenic	1	38939149	38950278	11130	1	ENSMUST00000088029	-9290	ENSMUSG00000067604	ENSMUSG00000067604
chr2	146222008	146222148	2_146222008_146222148	37.348283379891	0.680852357555682	0.00146609123291977	0.0453231632576913	ENSMUSG00000068154.5	Insm1	exon	ENSMUSG00000068154.5	Promoter (<=1kb)	2	146221921	146225016	3096	1	ENSMUST00000089257	88	ENSMUSG00000068154	ENSMUSG00000068154
chr13	78182000	78182250	13_78182000_78182250	84.8579944013291	0.837037921907027	2.65422038703428e-05	0.00356909257153106	ENSMUSG00000114649.1	RP23-471B6.7	exon	ENSMUSG00000114649.1	Distal Intergenic	13	78189872	78190443	572	2	ENSMUST00000135284	8193	ENSMUSG00000069171	ENSMUSG00000069171
chr13	78182000	78182250	13_78182000_78182250	84.8579944013291	0.837037921907027	2.65422038703428e-05	0.00356909257153106	ENSMUSG00000114401.1	RP23-471B6.4	exon	ENSMUSG00000114649.1	Distal Intergenic	13	78189872	78190443	572	2	ENSMUST00000135284	8193	ENSMUSG00000069171	ENSMUSG00000069171
chr10	59387063	59387259	10_59387063_59387259	44.7525653698896	0.740681717176803	0.000563852077356968	0.0262280799945897			Intergenic	Intergenic	Distal Intergenic	10	59395632	59396757	1126	1	ENSMUST00000092511	-8373	ENSMUSG00000069622	ENSMUSG00000069622
chr4	63267228	63267532	4_63267228_63267532	104.679415695408	0.767964126818733	0.000121029883823381	0.0102099989451819	ENSMUSG00000045672.15	Col27a1	intron	ENSMUSG00000045672.15	Intron (ENSMUST00000125504/ENSMUSG00000045672, intron 14 of 24)	4	63256851	63256932	82	1	ENSMUST00000093594	10378	ENSMUSG00000070102	ENSMUSG00000070102
chr7	53281924	53282405	7_53281924_53282405	69.6130647522445	0.842012261978676	4.23469272975134e-05	0.00503441217580841			Intergenic	Intergenic	Distal Intergenic	7	52927070	52927177	108	1	ENSMUST00000093693	354855	ENSMUSG00000070203	ENSMUSG00000070203
chr13	77396943	77397335	13_77396943_77397335	81.6208100620575	0.667307998817496	0.000973282975557379	0.0358011148691354	ENSMUSG00000071252.6	RP23-198N22.1	intron	ENSMUSG00000071252.6	Intron (ENSMUST00000168779/ENSMUSG00000071252, intron 19 of 19)	13	77135540	77613291	477752	1	ENSMUST00000168779	261404	ENSMUSG00000071252	ENSMUSG00000071252
chr12	17091204	17091512	12_17091204_17091512	101.09294815212	0.749225769198844	8.3055454737718e-05	0.00771238077090615			Intergenic	Intergenic	Distal Intergenic	12	17004958	17011727	6770	2	ENSMUST00000095823	-79478	ENSMUSG00000071398	ENSMUSG00000071398
chr12	3683091	3683343	12_3683091_3683343	29.2796264992748	0.831558337325996	6.68168688460474e-05	0.00676074763722409	ENSMUSG00000071454.13	Dtnb	intron	ENSMUSG00000071454.13	Intron (ENSMUST00000173199/ENSMUSG00000071454, intron 8 of 19)	12	3686756	3718968	32213	1	ENSMUST00000173074	-3413	ENSMUSG00000071454	ENSMUSG00000071454
chr13	8538544	8538757	13_8538544_8538757	35.9038704139517	1.03854170746863	1.61233901707552e-06	0.000466565916034203	ENSMUSG00000052551.16	Adarb2	intron	ENSMUSG00000052551.16	Intron (ENSMUST00000064473/ENSMUSG00000052551, intron 1 of 9)	13	8289846	8290115	270	2	ENSMUST00000074648	-248430	ENSMUSG00000072421	ENSMUSG00000072421
chrX	135840088	135840246	X_135840088_135840246	47.5070870861632	0.730751869998819	0.000662480604244714	0.0283746437459326	ENSMUSG00000072964.14	Bhlhb9	promoter-TSS	ENSMUSG00000072966.11	Promoter (<=1kb)	20	135840252	135841796	1545	1	ENSMUST00000130034	-6	ENSMUSG00000072966	ENSMUSG00000072966
chrX	135840088	135840246	X_135840088_135840246	47.5070870861632	0.730751869998819	0.000662480604244714	0.0283746437459326	ENSMUSG00000072966.11	Gprasp2	promoter-TSS	ENSMUSG00000072966.11	Promoter (<=1kb)	20	135840252	135841796	1545	1	ENSMUST00000130034	-6	ENSMUSG00000072966	ENSMUSG00000072966
chr7	125112841	125112977	7_125112841_125112977	39.1916919347375	1.10431788847831	3.7702164209454e-07	0.000170592010639359			Intergenic	Intergenic	Distal Intergenic	7	125219449	125219886	438	2	ENSMUST00000073056	106909	ENSMUSG00000073844	ENSMUSG00000073844
chr9	14699022	14699256	9_14699022_14699256	124.324954165359	0.731761175831091	5.32855697671113e-05	0.00584169466618649	ENSMUSG00000036912.17	Piwil4	intron	ENSMUSG00000036912.17	Intron (ENSMUST00000136399/ENSMUSG00000036912, intron 4 of 4)	9	14704642	14719058	14417	1	ENSMUST00000128327	-5386	ENSMUSG00000074508	ENSMUSG00000074508
chr3	51701428	51701714	3_51701428_51701714	61.8617200600089	0.798968871484443	0.000134668905365555	0.0108108721900878	ENSMUSG00000061143.15	Maml3	intron	ENSMUSG00000061143.15	Intron (ENSMUST00000121440/ENSMUSG00000061143, intron 2 of 4)	3	51693771	51695090	1320	1	ENSMUST00000099104	7658	ENSMUSG00000074603	ENSMUSG00000074603
chr4	9097181	9097316	4_9097181_9097316	47.2819483103487	0.686600231562218	0.00129391876387306	0.0417645426170491			Intergenic	Intergenic	Distal Intergenic	4	9210003	9210108	106	1	ENSMUST00000082782	-112687	ENSMUSG00000075958	ENSMUSG00000075958
chr17	37028658	37029119	17_37028658_37029119	161.576661499194	0.607441780060842	0.000298598643612973	0.0185773146123811			Intergenic	Intergenic	Distal Intergenic	17	37010746	37023398	12653	2	ENSMUST00000102665	-5261	ENSMUSG00000076439	ENSMUSG00000076439
chr14	12337742	12338303	14_12337742_12338303	144.837274464168	0.778838901558556	6.82419985502206e-06	0.00137300419912318			Intergenic	Intergenic	Distal Intergenic	14	12333776	12333904	129	2	ENSMUST00000103970	-3839	ENSMUSG00000077158	ENSMUSG00000077158
chr7	55401259	55401618	7_55401259_55401618	66.8623035291913	0.651774191478086	0.00154870457862825	0.0465471765021048			Intergenic	Intergenic	Distal Intergenic	7	55243933	55244039	107	2	ENSMUST00000103975	-157221	ENSMUSG00000077163	ENSMUSG00000077163
chr8	121850994	121851301	8_121850994_121851301	139.092022420567	0.749570162605408	1.99179290323165e-05	0.00288334379438925	ENSMUSG00000092329.1	AC114005.5	promoter-TSS	ENSMUSG00000097812.1	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	121830436	121830542	107	1	ENSMUST00000104233	20559	ENSMUSG00000077421	ENSMUSG00000077421
chr8	121850994	121851301	8_121850994_121851301	139.092022420567	0.749570162605408	1.99179290323165e-05	0.00288334379438925	ENSMUSG00000097812.1	RP24-286J21.4	promoter-TSS	ENSMUSG00000097812.1	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	121830436	121830542	107	1	ENSMUST00000104233	20559	ENSMUSG00000077421	ENSMUSG00000077421
chr12	41351276	41351681	12_41351276_41351681	74.2232014165493	1.06809926434431	2.03746730735655e-07	9.75084834824522e-05	ENSMUSG00000056899.10	Immp2l	intron	ENSMUSG00000056899.10	Promoter (2-3kb)	12	41348441	41348572	132	2	ENSMUST00000104425	-2705	ENSMUSG00000077613	ENSMUSG00000077613
chr1	67253678	67253944	1_67253678_67253944	24.4116273043346	0.891333904097343	1.42250419123277e-05	0.00225480505114769	ENSMUSG00000086204.1	AC133161.1	intron	ENSMUSG00000086204.1	Intron (ENSMUST00000140506/ENSMUSG00000086204, intron 3 of 4)	1	67257224	67257352	129	1	ENSMUST00000104557	-3280	ENSMUSG00000077745	ENSMUSG00000077745
chr4	126661285	126661554	4_126661285_126661554	60.95668706788	0.694269464070118	0.000892249058906118	0.0340085116932455			Intergenic	Intergenic	Distal Intergenic	4	126665254	126666125	872	1	ENSMUST00000120203	-3700	ENSMUSG00000081210	ENSMUSG00000081210
chr4	118524034	118524284	4_118524034_118524284	43.2072720682398	0.73242311353655	0.000642322182391099	0.0279475551829187			Intergenic	Intergenic	Promoter (2-3kb)	4	118522018	118522609	592	1	ENSMUST00000117678	2017	ENSMUSG00000081233	ENSMUSG00000081233
chr11	32157974	32158407	11_32157974_32158407	62.1067193084031	0.684854069378462	0.00110475666580235	0.0381846866460516			Intergenic	Intergenic	Distal Intergenic	11	32185005	32185701	697	1	ENSMUST00000121140	-26598	ENSMUSG00000081613	ENSMUSG00000081613
chr4	55077587	55077862	4_55077587_55077862	42.2443678967758	0.78962923170634	0.000242127448235292	0.0159300535887585	ENSMUSG00000060206.11	Zfp462	intron	ENSMUSG00000060206.11	Intron (ENSMUST00000098070/ENSMUSG00000060206, intron 11 of 12)	4	55116563	55116923	361	1	ENSMUST00000120116	-38701	ENSMUSG00000082704	ENSMUSG00000082704
chr7	96474567	96475051	7_96474567_96475051	111.28430444697	0.708138355749227	0.000191594865854717	0.0137804330394812	ENSMUSG00000048078.16	Tenm4	intron	ENSMUSG00000048078.16	Intron (ENSMUST00000107162/ENSMUSG00000048078, intron 3 of 32)	7	96435546	96435999	454	2	ENSMUST00000117302	-38569	ENSMUSG00000082780	ENSMUSG00000082780
chr2	103865427	103865662	2_103865427_103865662	54.5213084342021	0.7227575362041	0.000634485298357245	0.0278479737829249			Intergenic	Intergenic	Distal Intergenic	2	103843415	103843656	242	2	ENSMUST00000118308	-21772	ENSMUSG00000082845	ENSMUSG00000082845
chr16	90921758	90922000	16_90921758_90922000	35.0756394392499	0.791697805574375	0.000226536424489916	0.0154032389613554			Intergenic	Intergenic	Distal Intergenic	16	90915180	90915731	552	1	ENSMUST00000117990	6579	ENSMUSG00000083226	ENSMUSG00000083226
chr4	32890568	32890715	4_32890568_32890715	46.4381003493464	0.720219454467058	0.000768379811794156	0.0310420454485542	ENSMUSG00000040183.13	Ankrd6	intron	ENSMUSG00000040183.13	Promoter (1-2kb)	4	32892686	32893295	610	1	ENSMUST00000119904	-1971	ENSMUSG00000083565	ENSMUSG00000083565
chr15	58553945	58554079	15_58553945_58554079	16.8054966852698	0.629499047776766	0.000489484565967383	0.0240520098866878	ENSMUSG00000037106.8	Fer1l6	intron	ENSMUSG00000037106.8	Intron (ENSMUST00000161028/ENSMUSG00000037106, intron 6 of 40)	15	58565614	58565914	301	1	ENSMUST00000122536	-11535	ENSMUSG00000084485	ENSMUSG00000084485
chr16	5431098	5431502	16_5431098_5431502	88.3383993795966	1.09983256173795	5.32120459591999e-08	3.3954742967709e-05	ENSMUSG00000116029.1	RP23-453I1.1	intron	ENSMUSG00000116029.1	Distal Intergenic	16	5324036	5324157	122	2	ENSMUST00000122624	-106942	ENSMUSG00000084573	ENSMUSG00000084573
chr16	5867060	5867401	16_5867060_5867401	37.5602546142672	0.869396418876225	4.56644514652459e-05	0.00523440342173741			Intergenic	Intergenic	Distal Intergenic	16	5324036	5324157	122	2	ENSMUST00000122624	-542904	ENSMUSG00000084573	ENSMUSG00000084573
chr8	43372450	43372730	8_43372450_43372730	29.8424306320669	0.845188207388465	6.89423354627978e-05	0.00691814096906124			Intergenic	Intergenic	Distal Intergenic	8	43377975	43378104	130	1	ENSMUST00000122753	-5245	ENSMUSG00000084702	ENSMUSG00000084702
chr2	166272038	166272188	2_166272038_166272188	23.7395108822752	0.677879544986836	0.000940937468107101	0.0349495072109154			Intergenic	Intergenic	Promoter (1-2kb)	2	166273908	166294831	20924	1	ENSMUST00000152987	-1720	ENSMUSG00000084840	ENSMUSG00000084840
chr11	16795005	16795170	11_16795005_16795170	20.4519322228963	0.633411878439846	0.00115150229201089	0.0392615463415096	ENSMUSG00000020122.16	Egfr	intron	ENSMUSG00000020122.16	Intron (ENSMUST00000102884/ENSMUSG00000020122, intron 1 of 15)	11	16815431	16830702	15272	2	ENSMUST00000150329	35532	ENSMUSG00000085091	ENSMUSG00000085091
chr2	102024501	102024722	2_102024501_102024722	43.6790272385624	0.698151042221287	0.00111582013215416	0.0384602490426431	ENSMUSG00000048058.17	Ldlrad3	intron	ENSMUSG00000048058.17	Intron (ENSMUST00000111222/ENSMUSG00000048058, intron 4 of 5)	2	102039629	102066725	27097	1	ENSMUST00000140238	-14907	ENSMUSG00000085417	ENSMUSG00000085417
chr11	18438514	18438716	11_18438514_18438716	22.3933836063811	0.796757754427655	5.27786062448434e-05	0.00581171856198748			Intergenic	Intergenic	Distal Intergenic	11	18467479	18493255	25777	2	ENSMUST00000143311	54539	ENSMUSG00000085675	ENSMUSG00000085675
chr4	118969647	118970066	4_118969647_118970066	75.0058090025592	0.989798204788737	1.30007776436483e-06	0.000394557746877844	ENSMUSG00000024903.10	Lao1	TTS	ENSMUSG00000024903.10	Promoter (1-2kb)	4	118971297	118999458	28162	1	ENSMUST00000145395	-1231	ENSMUSG00000085895	ENSMUSG00000085895
