Motif	# matches	% matches input	# matches background	%matches background	P-value	log10 P-value	ROC AUC	PR AUC	Enr. at 1% FPR	Recall at 10% FDR
GM.5.0.MADS_box.0006	2012	1.864	100	1.000	1.12e-11	10.949	0.540	0.926	1.86	1.0000
GM.5.0.Unknown.0012	1351	1.252	102	1.020	2.26e-02	1.646	0.505	0.919	1.23	1.0000
GM.5.0.Nuclear_receptor.0042	875	0.811	100	1.000	9.78e-01	0.010	0.445	0.903	0.81	1.0000
GM.5.0.Forkhead.0025	4093	3.792	100	1.000	4.25e-63	62.372	0.635	0.946	3.79	1.0000
GM.5.0.C2H2_ZF.0075	6323	5.859	420	4.200	6.40e-13	12.194	0.520	0.921	1.39	1.0000
GM.5.0.RFX.0006	4191	3.883	100	1.000	5.79e-66	65.238	0.545	0.930	3.88	1.0000
GM.5.0.CUT_Homeodomain.0002	856	0.793	101	1.010	9.89e-01	0.005	0.480	0.911	0.79	1.0000
GM.5.0.CENPB.0001	701	0.650	100	1.000	1.00e+00	0.000	0.461	0.905	0.65	1.0000
GM.5.0.Forkhead.0026	1273	1.180	100	1.000	5.79e-02	1.237	0.544	0.924	1.18	1.0000
GM.5.0.GCM.0002	1426	1.321	101	1.010	3.83e-03	2.417	0.522	0.920	1.31	1.0000
GM.5.0.bZIP.0030	2353	2.180	107	1.070	3.54e-16	15.451	0.550	0.929	2.04	1.0000
GM.5.0.T-box.0010	1162	1.077	100	1.000	2.56e-01	0.591	0.505	0.916	1.08	1.0000
GM.5.0.Mixed.0030	882	0.817	100	1.000	9.74e-01	0.012	0.505	0.916	0.82	1.0000
GM.5.0.Myb_SANT.0007	1474	1.366	100	1.000	9.20e-04	3.036	0.549	0.926	1.37	1.0000
GM.5.0.Unknown.0013	951	0.881	115	1.150	9.96e-01	0.002	0.500	0.914	0.77	1.0000
GM.5.0.C2H2_ZF.0076	1596	1.479	100	1.000	3.33e-05	4.477	0.526	0.921	1.48	1.0000
GM.5.0.C2H2_ZF.0077	1527	1.415	100	1.000	2.33e-04	3.633	0.560	0.929	1.41	1.0000
GM.5.0.C2H2_ZF.0078	1874	1.736	104	1.040	2.09e-08	7.680	0.548	0.927	1.67	1.0000
GM.5.0.Homeodomain.0074	1339	1.241	100	1.000	1.81e-02	1.742	0.495	0.916	1.24	1.0000
GM.5.0.Unknown.0014	2097	1.943	100	1.000	3.06e-13	12.514	0.570	0.932	1.94	1.0000
GM.5.0.MADS_box.0007	3677	3.407	100	1.000	2.97e-51	50.527	0.597	0.939	3.41	1.0000
GM.5.0.Ets.0017	1182	1.095	100	1.000	2.05e-01	0.688	0.531	0.922	1.10	1.0000
GM.5.0.C2H2_ZF.0079	2090	1.937	168	1.680	3.80e-02	1.421	0.504	0.917	1.15	1.0000
GM.5.0.C2H2_ZF.0080	1301	1.205	100	1.000	3.63e-02	1.441	0.516	0.919	1.21	1.0000
GM.5.0.C2H2_ZF.0081	1466	1.358	140	1.400	6.55e-01	0.184	0.537	0.922	0.97	1.0000
GM.5.0.Paired_box.0003	739	0.685	101	1.010	1.00e+00	0.000	0.460	0.905	0.68	1.0000
GM.5.0.Forkhead.0027	1600	1.482	105	1.050	1.81e-04	3.743	0.547	0.926	1.41	1.0000
GM.5.0.Nuclear_receptor.0043	3496	3.239	100	1.000	2.79e-46	45.554	0.618	0.943	3.24	1.0000
GM.5.0.bZIP.0031	566	0.524	100	1.000	1.00e+00	0.000	0.435	0.898	0.52	1.0000
GM.5.0.Homeodomain.0075	3688	3.417	400	4.000	9.99e-01	0.001	0.497	0.917	0.85	1.0000
GM.5.0.Sox.0020	819	0.759	100	1.000	9.95e-01	0.002	0.487	0.911	0.76	1.0000
GM.5.0.Forkhead.0028	616	0.571	107	1.070	1.00e+00	0.000	0.481	0.908	0.53	1.0000
GM.5.0.C2H2_ZF.0082	5904	5.470	100	1.000	1.26e-119	118.899	0.644	0.950	5.47	1.0000
GM.5.0.Forkhead.0029	2175	2.015	102	1.020	3.67e-14	13.435	0.596	0.938	1.98	1.0000
GM.5.0.E2F.0007	928	0.860	100	1.000	9.31e-01	0.031	0.466	0.909	0.86	1.0000
GM.5.0.Homeodomain.0076	1490	1.381	100	1.000	6.15e-04	3.211	0.528	0.922	1.38	1.0000
GM.5.0.IRF.0006	2578	2.389	100	1.000	2.93e-23	22.533	0.601	0.939	2.39	1.0000
GM.5.0.C2H2_ZF.0083	1416	1.312	101	1.010	4.77e-03	2.321	0.520	0.921	1.30	1.0000
GM.5.0.Mixed.0031	2123	1.967	100	1.000	9.85e-14	13.007	0.543	0.927	1.97	1.0000
GM.5.0.Homeodomain.0077	859	0.796	134	1.340	1.00e+00	0.000	0.477	0.909	0.59	1.0000
GM.5.0.EIN3.0001	2839	2.631	216	2.160	2.09e-03	2.680	0.514	0.921	1.22	1.0000
GM.5.0.Homeodomain.0078	3926	3.638	405	4.050	9.82e-01	0.008	0.470	0.910	0.90	1.0000
GM.5.0.bZIP.0032	981	0.909	101	1.010	8.57e-01	0.067	0.478	0.910	0.90	1.0000
GM.5.0.C2H2_ZF.0084	1417	1.313	100	1.000	3.56e-03	2.449	0.538	0.923	1.31	1.0000
GM.5.0.Sox.0021	3511	3.253	584	5.840	1.00e+00	-0.000	0.479	0.909	0.56	1.0000
GM.5.0.Forkhead.0030	2549	2.362	100	1.000	1.32e-22	21.880	0.567	0.933	2.36	1.0000
GM.5.0.C2H2_ZF.0085	1283	1.189	102	1.020	7.13e-02	1.147	0.522	0.919	1.17	1.0000
GM.5.0.CSD.0001	974	0.902	102	1.020	8.91e-01	0.050	0.473	0.908	0.88	1.0000
GM.5.0.C2H2_ZF_Homeodomain.0003	8034	7.444	126	1.260	8.65e-172	171.063	0.585	0.938	5.91	1.0000
GM.5.0.C2H2_ZF.0086	729	0.675	118	1.180	1.00e+00	0.000	0.467	0.907	0.57	1.0000
GM.5.0.C2H2_ZF.0087	1295	1.200	207	2.070	1.00e+00	-0.000	0.480	0.910	0.58	1.0000
GM.5.0.Nuclear_receptor.0044	614	0.569	100	1.000	1.00e+00	0.000	0.486	0.910	0.57	1.0000
GM.5.0.C2H2_ZF.0088	1010	0.936	100	1.000	7.57e-01	0.121	0.471	0.909	0.94	1.0000
GM.5.0.Nuclear_receptor.0045	850	0.788	100	1.000	9.88e-01	0.005	0.429	0.898	0.79	1.0000
GM.5.0.Unknown.0015	2033	1.884	100	1.000	4.68e-12	11.329	0.521	0.923	1.88	1.0000
GM.5.0.C2H2_ZF.0089	651	0.603	100	1.000	1.00e+00	0.000	0.462	0.904	0.60	1.0000
GM.5.0.Mixed.0032	1359	1.259	100	1.000	1.22e-02	1.912	0.510	0.919	1.26	1.0000
GM.5.0.Homeodomain.0079	5192	4.811	110	1.100	3.85e-90	89.415	0.547	0.932	4.37	1.0000
GM.5.0.C2H2_ZF.0090	2430	2.252	100	1.000	5.47e-20	19.262	0.572	0.934	2.25	1.0000
GM.5.0.Mixed.0033	2249	2.084	101	1.010	6.66e-16	15.176	0.541	0.928	2.06	1.0000
GM.5.0.Homeodomain.0080	1263	1.170	100	1.000	6.79e-02	1.168	0.511	0.919	1.17	1.0000
GM.5.0.STAT.0007	1096	1.016	100	1.000	4.67e-01	0.330	0.500	0.917	1.02	1.0000
GM.5.0.C2H2_ZF.0091	2641	2.447	100	1.000	1.07e-24	23.969	0.561	0.932	2.45	1.0000
GM.5.0.Mixed.0034	880	0.815	100	1.000	9.75e-01	0.011	0.505	0.915	0.82	1.0000
GM.5.0.Nuclear_receptor.0046	716	0.663	100	1.000	1.00e+00	0.000	0.460	0.905	0.66	1.0000
GM.5.0.C2H2_ZF.0092	724	0.671	113	1.130	1.00e+00	0.000	0.484	0.911	0.59	1.0000
GM.5.0.Mixed.0035	2285	2.117	102	1.020	2.54e-16	15.595	0.600	0.937	2.08	1.0000
GM.5.0.Mixed.0036	1662	1.540	100	1.000	4.43e-06	5.354	0.513	0.919	1.54	1.0000
GM.5.0.C2H2_ZF.0093	2460	2.279	100	1.000	1.22e-20	19.912	0.560	0.931	2.28	1.0000
GM.5.0.Homeodomain.0081	3185	2.951	475	4.750	1.00e+00	0.000	0.475	0.910	0.62	1.0000
GM.5.0.CUT_Homeodomain.0003	949	0.879	163	1.630	1.00e+00	-0.000	0.401	0.892	0.54	1.0000
GM.5.0.Ets.0018	6849	6.346	250	2.500	1.01e-66	65.994	0.591	0.937	2.54	1.0000
GM.5.0.C2H2_ZF.0094	1981	1.836	104	1.040	3.82e-10	9.417	0.510	0.921	1.76	1.0000
GM.5.0.Unknown.0016	3920	3.632	100	1.000	4.17e-58	57.380	0.613	0.943	3.63	1.0000
GM.5.0.Homeodomain.0082	1410	1.306	118	1.180	1.53e-01	0.816	0.513	0.918	1.11	1.0000
GM.5.0.bZIP.0033	1717	1.591	184	1.840	9.72e-01	0.012	0.481	0.913	0.86	1.0000
GM.5.0.C2H2_ZF.0095	863	0.800	100	1.000	9.84e-01	0.007	0.440	0.902	0.80	1.0000
GM.5.0.Unknown.0017	1135	1.052	100	1.000	3.36e-01	0.473	0.497	0.916	1.05	1.0000
GM.5.0.Myb_SANT.0008	9511	8.813	283	2.830	2.19e-122	121.660	0.510	0.928	3.11	1.0000
GM.5.0.Homeodomain.0083	5670	5.254	796	7.960	1.00e+00	-0.000	0.436	0.901	0.66	1.0000
GM.5.0.Homeodomain.0084	1925	1.784	111	1.110	9.79e-08	7.009	0.550	0.928	1.61	1.0000
GM.5.0.Mixed.0037	683	0.633	101	1.010	1.00e+00	0.000	0.476	0.907	0.63	1.0000
GM.5.0.C2H2_ZF.0096	2481	2.299	100	1.000	4.25e-21	20.372	0.579	0.934	2.30	1.0000
GM.5.0.TEA.0003	1232	1.142	100	1.000	1.08e-01	0.968	0.514	0.919	1.14	1.0000
GM.5.0.bHLH.0050	2293	2.125	100	1.000	4.21e-17	16.375	0.592	0.937	2.12	1.0000
GM.5.0.Grainyhead.0004	1061	0.983	102	1.020	6.64e-01	0.178	0.481	0.910	0.96	1.0000
GM.5.0.bHLH.0051	731	0.677	100	1.000	1.00e+00	0.000	0.479	0.907	0.68	1.0000
GM.5.0.C2H2_ZF.0097	10299	9.543	142	1.420	2.12e-238	237.674	0.537	0.926	6.72	1.0000
GM.5.0.bHLH.0052	1498	1.388	129	1.290	2.26e-01	0.647	0.512	0.922	1.08	1.0000
GM.5.0.Homeodomain.0085	1006	0.932	102	1.020	8.23e-01	0.084	0.513	0.917	0.91	1.0000
GM.5.0.C2H2_ZF.0098	2212	2.050	100	1.000	1.82e-15	14.739	0.537	0.926	2.05	1.0000
GM.5.0.Mixed.0038	1822	1.688	100	1.000	1.87e-08	7.728	0.519	0.920	1.69	1.0000
GM.5.0.MADS_box.0008	1330	1.232	100	1.000	2.15e-02	1.668	0.502	0.917	1.23	1.0000
GM.5.0.AP-2.0005	903	0.837	101	1.010	9.66e-01	0.015	0.525	0.919	0.83	1.0000
GM.5.0.Sox.0022	1715	1.589	127	1.270	6.58e-03	2.182	0.539	0.925	1.25	1.0000
GM.5.0.STAT.0008	2531	2.345	120	1.200	6.92e-16	15.160	0.556	0.930	1.95	1.0000
GM.5.0.Unknown.0018	1843	1.708	100	1.000	8.64e-09	8.064	0.557	0.929	1.71	1.0000
GM.5.0.bZIP.0034	660	0.612	100	1.000	1.00e+00	0.000	0.447	0.901	0.61	1.0000
GM.5.0.Nuclear_receptor.0047	749	0.694	110	1.100	1.00e+00	0.000	0.431	0.899	0.63	1.0000
GM.5.0.Mixed.0039	1552	1.438	100	1.000	1.18e-04	3.930	0.515	0.918	1.44	1.0000
GM.5.0.Mixed.0040	4460	4.132	100	1.000	5.78e-74	73.238	0.616	0.943	4.13	1.0000
GM.5.0.Homeodomain.0086	1705	1.580	100	1.000	1.10e-06	5.958	0.489	0.917	1.58	1.0000
GM.5.0.C2H2_ZF.0099	3567	3.305	100	1.000	3.23e-48	47.491	0.578	0.936	3.31	1.0000
GM.5.0.Homeodomain.0087	1645	1.524	101	1.010	1.13e-05	4.946	0.483	0.915	1.51	1.0000
GM.5.0.Homeodomain.0088	1470	1.362	100	1.000	1.02e-03	2.993	0.491	0.914	1.36	1.0000
GM.5.0.bHLH.0053	1711	1.585	131	1.310	1.69e-02	1.773	0.555	0.929	1.21	1.0000
GM.5.0.Ets.0019	1401	1.298	100	1.000	5.07e-03	2.295	0.560	0.928	1.30	1.0000
GM.5.0.Nuclear_receptor.0048	1736	1.609	100	1.000	3.89e-07	6.410	0.531	0.923	1.61	1.0000
GM.5.0.bHLH.0054	1730	1.603	107	1.070	9.29e-06	5.032	0.542	0.925	1.50	1.0000
GM.5.0.E2F.0008	936	0.867	100	1.000	9.20e-01	0.036	0.476	0.910	0.87	1.0000
GM.5.0.Homeodomain.0089	863	0.800	100	1.000	9.84e-01	0.007	0.492	0.913	0.80	1.0000
GM.5.0.Runt.0004	1266	1.173	117	1.170	5.14e-01	0.289	0.507	0.918	1.00	1.0000
GM.5.0.C2H2_ZF.0100	2613	2.421	100	1.000	4.70e-24	23.328	0.587	0.936	2.42	1.0000
GM.5.0.C2H2_ZF.0101	1215	1.126	114	1.140	5.76e-01	0.240	0.504	0.917	0.99	1.0000
GM.5.0.Sox.0023	1314	1.218	100	1.000	2.88e-02	1.541	0.543	0.925	1.22	1.0000
GM.5.0.bHLH.0055	886	0.821	100	1.000	9.71e-01	0.013	0.518	0.918	0.82	1.0000
GM.5.0.Runt.0005	1616	1.497	107	1.070	2.32e-04	3.635	0.545	0.926	1.40	1.0000
GM.5.0.Nuclear_receptor.0049	681	0.631	110	1.100	1.00e+00	0.000	0.433	0.899	0.57	1.0000
GM.5.0.Mixed.0041	1361	1.261	100	1.000	1.18e-02	1.930	0.474	0.912	1.26	1.0000
GM.5.0.STAT.0009	1736	1.609	102	1.020	9.57e-07	6.019	0.544	0.927	1.58	1.0000
GM.5.0.Homeodomain.0090	1487	1.378	127	1.270	2.01e-01	0.697	0.515	0.920	1.08	1.0000
GM.5.0.Homeodomain.0091	1997	1.850	100	1.000	2.09e-11	10.681	0.537	0.926	1.85	1.0000
GM.5.0.Nuclear_receptor.0050	1540	1.427	100	1.000	1.64e-04	3.786	0.515	0.920	1.43	1.0000
GM.5.0.Unknown.0019	504	0.467	110	1.100	1.00e+00	-0.000	0.458	0.904	0.42	1.0000
GM.5.0.bZIP.0035	2953	2.736	134	1.340	4.78e-20	19.321	0.523	0.924	2.04	1.0000
GM.5.0.C2H2_ZF.0102	1840	1.705	100	1.000	9.65e-09	8.015	0.520	0.921	1.70	1.0000
GM.5.0.Mixed.0042	952	0.882	100	1.000	8.94e-01	0.049	0.495	0.914	0.88	1.0000
GM.5.0.C2H2_ZF.0103	2433	2.254	100	1.000	4.72e-20	19.326	0.550	0.929	2.25	1.0000
GM.5.0.Nuclear_receptor.0051	514	0.476	128	1.280	1.00e+00	-0.000	0.443	0.899	0.37	1.0000
GM.5.0.Homeodomain.0092	809	0.750	100	1.000	9.97e-01	0.002	0.452	0.904	0.75	1.0000
GM.5.0.C2H2_ZF.0104	2161	2.002	100	1.000	1.83e-14	13.738	0.557	0.929	2.00	1.0000
GM.5.0.Sox.0024	994	0.921	100	1.000	8.02e-01	0.096	0.501	0.916	0.92	1.0000
GM.5.0.Mixed.0043	1227	1.137	100	1.000	1.15e-01	0.938	0.505	0.917	1.14	1.0000
GM.5.0.MADS_box.0009	854	0.791	100	1.000	9.87e-01	0.006	0.452	0.904	0.79	1.0000
GM.5.0.C2H2_ZF.0105	607	0.562	130	1.300	1.00e+00	-0.000	0.444	0.900	0.43	1.0000
GM.5.0.Forkhead.0031	810	0.751	100	1.000	9.96e-01	0.002	0.465	0.907	0.75	1.0000
GM.5.0.Rel.0007	2182	2.022	100	1.000	7.12e-15	14.147	0.589	0.935	2.02	1.0000
GM.5.0.Homeodomain.0093	3484	3.228	101	1.010	1.82e-45	44.739	0.470	0.912	3.20	1.0000
GM.5.0.bHLH.0056	3074	2.848	153	1.530	4.71e-17	16.327	0.574	0.934	1.86	1.0000
GM.5.0.C2H2_ZF.0106	1906	1.766	191	1.910	8.60e-01	0.066	0.529	0.922	0.92	1.0000
GM.5.0.Unknown.0020	1930	1.788	255	2.550	1.00e+00	0.000	0.458	0.906	0.70	1.0000
GM.5.0.CBF_NF-Y.0003	1079	1.000	100	1.000	5.28e-01	0.278	0.460	0.906	1.00	1.0000
GM.5.0.C2H2_ZF.0107	883	0.818	100	1.000	9.73e-01	0.012	0.464	0.906	0.82	1.0000
GM.5.0.Homeodomain.0094	2517	2.332	128	1.280	1.63e-13	12.788	0.507	0.921	1.82	1.0000
GM.5.0.Homeodomain.0095	5110	4.735	413	4.130	2.93e-03	2.533	0.480	0.912	1.15	1.0000
GM.5.0.bHLH.0057	1795	1.663	115	1.150	2.86e-05	4.544	0.476	0.912	1.45	1.0000
GM.5.0.Homeodomain.0096	777	0.720	104	1.040	1.00e+00	0.000	0.508	0.914	0.69	1.0000
GM.5.0.Ets.0020	1386	1.284	103	1.030	1.46e-02	1.835	0.550	0.927	1.25	1.0000
GM.5.0.Homeodomain.0097	783	0.725	100	1.000	9.99e-01	0.001	0.451	0.904	0.73	1.0000
GM.5.0.SMAD.0007	1172	1.086	100	1.000	2.30e-01	0.638	0.492	0.913	1.09	1.0000
GM.5.0.Homeodomain.0098	879	0.814	110	1.100	9.98e-01	0.001	0.484	0.912	0.74	1.0000
GM.5.0.Runt.0006	1371	1.270	100	1.000	9.59e-03	2.018	0.519	0.920	1.27	1.0000
GM.5.0.Mixed.0044	2099	1.945	100	1.000	2.81e-13	12.552	0.484	0.916	1.94	1.0000
GM.5.0.C2H2_ZF.0108	999	0.926	100	1.000	7.88e-01	0.103	0.520	0.919	0.93	1.0000
GM.5.0.Sox.0025	2736	2.535	250	2.500	4.32e-01	0.365	0.487	0.915	1.01	1.0000
GM.5.0.Nuclear_receptor.0052	876	0.812	100	1.000	9.77e-01	0.010	0.452	0.904	0.81	1.0000
GM.5.0.C2H2_ZF.0109	2141	1.984	107	1.070	3.51e-12	11.455	0.542	0.928	1.85	1.0000
GM.5.0.bZIP.0036	1391	1.289	100	1.000	6.30e-03	2.201	0.514	0.919	1.29	1.0000
GM.5.0.C2H2_ZF.0110	859	0.796	105	1.050	9.96e-01	0.002	0.496	0.914	0.76	1.0000
GM.5.0.Homeodomain.0099	2136	1.979	149	1.490	2.58e-04	3.589	0.507	0.913	1.33	1.0000
GM.5.0.C2H2_ZF.0111	1332	1.234	124	1.240	5.44e-01	0.264	0.466	0.907	1.00	1.0000
GM.5.0.T-box.0011	1537	1.424	100	1.000	1.78e-04	3.750	0.515	0.920	1.42	1.0000
GM.5.0.Homeodomain.0100	1747	1.619	238	2.380	1.00e+00	0.000	0.479	0.911	0.68	1.0000
GM.5.0.AP-2.0006	729	0.675	100	1.000	1.00e+00	0.000	0.466	0.906	0.68	1.0000
GM.5.0.Rel.0008	840	0.778	100	1.000	9.91e-01	0.004	0.475	0.910	0.78	1.0000
GM.5.0.Homeodomain_POU.0011	1616	1.497	100	1.000	1.84e-05	4.736	0.532	0.923	1.50	1.0000
GM.5.0.Unknown.0021	1114	1.032	100	1.000	4.05e-01	0.392	0.534	0.922	1.03	1.0000
GM.5.0.Homeodomain.0101	2435	2.256	129	1.290	7.19e-12	11.143	0.505	0.921	1.75	1.0000
GM.5.0.C2H2_ZF.0112	1128	1.045	101	1.010	3.95e-01	0.404	0.523	0.919	1.03	1.0000
GM.5.0.Mixed.0045	955	0.885	100	1.000	8.88e-01	0.051	0.520	0.919	0.88	1.0000
GM.5.0.bZIP.0037	1427	1.322	100	1.000	2.83e-03	2.548	0.524	0.921	1.32	1.0000
GM.5.0.T-box.0012	1314	1.218	100	1.000	2.88e-02	1.541	0.513	0.919	1.22	1.0000
GM.5.0.C2H2_ZF.0113	500	0.463	100	1.000	1.00e+00	-0.000	0.441	0.900	0.46	1.0000
GM.5.0.Rel.0009	1116	1.034	100	1.000	3.98e-01	0.400	0.501	0.915	1.03	1.0000
GM.5.0.Homeodomain.0102	3513	3.255	120	1.200	1.24e-37	36.907	0.554	0.929	2.71	1.0000
GM.5.0.bZIP.0038	653	0.605	102	1.020	1.00e+00	0.000	0.455	0.905	0.59	1.0000
GM.5.0.T-box.0013	1371	1.270	100	1.000	9.59e-03	2.018	0.520	0.917	1.27	1.0000
GM.5.0.Mixed.0046	3482	3.226	100	1.000	6.69e-46	45.175	0.647	0.948	3.23	1.0000
GM.5.0.E2F.0009	847	0.785	100	1.000	9.89e-01	0.005	0.426	0.898	0.78	1.0000
GM.5.0.bHLH.0058	1973	1.828	103	1.030	3.02e-10	9.520	0.552	0.929	1.77	1.0000
GM.5.0.Rel.0010	1159	1.074	108	1.080	5.48e-01	0.261	0.566	0.929	0.99	1.0000
GM.5.0.STAT.0010	1767	1.637	100	1.000	1.34e-07	6.874	0.523	0.923	1.64	1.0000
GM.5.0.Unknown.0022	694	0.643	100	1.000	1.00e+00	0.000	0.459	0.905	0.64	1.0000
GM.5.0.Homeodomain.0103	1739	1.611	100	1.000	3.52e-07	6.454	0.524	0.924	1.61	1.0000
GM.5.0.Nuclear_receptor.0053	705	0.653	100	1.000	1.00e+00	0.000	0.427	0.898	0.65	1.0000
GM.5.0.Grainyhead.0005	14530	13.463	853	8.530	1.88e-49	48.727	0.572	0.932	1.58	1.0000
GM.5.0.C2H2_ZF.0114	943	0.874	100	1.000	9.09e-01	0.041	0.475	0.909	0.87	1.0000
GM.5.0.bZIP.0039	734	0.680	102	1.020	1.00e+00	0.000	0.441	0.900	0.67	1.0000
GM.5.0.CUT_Homeodomain.0004	794	0.736	100	1.000	9.98e-01	0.001	0.465	0.907	0.74	1.0000
GM.5.0.Nuclear_receptor.0054	616	0.571	136	1.360	1.00e+00	-0.000	0.511	0.916	0.42	1.0000
GM.5.0.Homeodomain.0104	1057	0.979	100	1.000	6.05e-01	0.218	0.530	0.922	0.98	1.0000
GM.5.0.Sox.0026	1002	0.928	100	1.000	7.80e-01	0.108	0.505	0.915	0.93	1.0000
GM.5.0.Sox.0027	656	0.608	100	1.000	1.00e+00	0.000	0.470	0.907	0.61	1.0000
GM.5.0.Unknown.0023	1118	1.036	100	1.000	3.92e-01	0.407	0.493	0.913	1.04	1.0000
GM.5.0.Homeodomain.0105	1884	1.746	102	1.020	5.28e-09	8.278	0.543	0.927	1.71	1.0000
GM.5.0.T-box.0014	1246	1.154	100	1.000	8.79e-02	1.056	0.512	0.919	1.15	1.0000
GM.5.0.Homeodomain.0106	1504	1.394	100	1.000	4.29e-04	3.368	0.490	0.915	1.39	1.0000
GM.5.0.Ets.0021	1104	1.023	100	1.000	4.39e-01	0.357	0.536	0.922	1.02	1.0000
GM.5.0.GCM.0003	618	0.573	102	1.020	1.00e+00	0.000	0.476	0.908	0.56	1.0000
GM.5.0.Homeodomain.0107	2071	1.919	117	1.170	1.05e-08	7.978	0.473	0.915	1.64	1.0000
GM.5.0.bZIP.0040	1089	1.009	100	1.000	4.92e-01	0.308	0.467	0.908	1.01	1.0000
GM.5.0.bHLH.0059	1221	1.131	102	1.020	1.68e-01	0.774	0.538	0.924	1.11	1.0000
GM.5.0.Paired_box.0004	737	0.683	100	1.000	1.00e+00	0.000	0.473	0.908	0.68	1.0000
GM.5.0.C2H2_ZF.0115	1570	1.455	100	1.000	7.08e-05	4.150	0.540	0.926	1.45	1.0000
GM.5.0.bZIP.0041	1508	1.397	100	1.000	3.86e-04	3.413	0.511	0.920	1.40	1.0000
GM.5.0.Paired_box.0005	3748	3.473	100	1.000	3.09e-53	52.509	0.607	0.941	3.47	1.0000
GM.5.0.C2H2_ZF.0116	1895	1.756	100	1.000	1.21e-09	8.918	0.564	0.931	1.76	1.0000
GM.5.0.Homeodomain.0108	1097	1.016	100	1.000	4.64e-01	0.334	0.511	0.917	1.02	1.0000
GM.5.0.SMAD.0008	11270	10.442	605	6.050	2.97e-50	49.527	0.573	0.933	1.73	1.0000
GM.5.0.Paired_box.0006	660	0.612	100	1.000	1.00e+00	0.000	0.463	0.904	0.61	1.0000
GM.5.0.Homeodomain.0109	1564	1.449	105	1.050	4.63e-04	3.335	0.497	0.917	1.38	1.0000
GM.5.0.bZIP.0042	367	0.340	101	1.010	1.00e+00	0.000	0.418	0.892	0.34	1.0000
GM.5.0.Unknown.0024	4499	4.169	427	4.270	6.97e-01	0.157	0.534	0.924	0.98	1.0000
GM.5.0.Rel.0011	1009	0.935	103	1.030	8.40e-01	0.076	0.513	0.918	0.91	1.0000
GM.5.0.HSF.0004	1533	1.420	100	1.000	1.98e-04	3.703	0.490	0.915	1.42	1.0000
GM.5.0.C2H2_ZF.0117	4331	4.013	101	1.010	1.61e-69	68.793	0.606	0.942	3.97	1.0000
GM.5.0.C2H2_ZF.0118	1183	1.096	100	1.000	2.03e-01	0.693	0.536	0.922	1.10	1.0000
GM.5.0.Homeodomain.0110	2754	2.552	110	1.100	1.25e-23	22.902	0.557	0.932	2.32	1.0000
GM.5.0.Unknown.0025	1623	1.504	108	1.080	2.68e-04	3.571	0.533	0.924	1.39	1.0000
GM.5.0.C2H2_ZF.0119	2820	2.613	100	1.000	6.57e-29	28.183	0.555	0.931	2.61	1.0000
GM.5.0.Forkhead.0032	2677	2.480	100	1.000	1.58e-25	24.801	0.554	0.930	2.48	1.0000
GM.5.0.E2F.0010	432	0.400	102	1.020	1.00e+00	-0.000	0.427	0.896	0.39	1.0000
GM.5.0.C2H2_ZF.0120	13237	12.265	1223	12.230	4.67e-01	0.331	0.512	0.918	1.00	1.0000
GM.5.0.IRF.0007	1704	1.579	100	1.000	1.14e-06	5.944	0.546	0.927	1.58	1.0000
GM.5.0.Homeodomain_Paired_box.0004	2163	2.004	171	1.710	2.20e-02	1.658	0.495	0.916	1.17	1.0000
GM.5.0.C2H2_ZF.0121	3392	3.143	100	1.000	1.77e-43	42.752	0.576	0.936	3.14	1.0000
GM.5.0.Homeodomain.0111	1069	0.990	140	1.400	1.00e+00	0.000	0.507	0.917	0.71	1.0000
GM.5.0.DM.0005	1392	1.290	100	1.000	6.17e-03	2.210	0.525	0.920	1.29	1.0000
GM.5.0.C2H2_ZF.0122	1381	1.280	102	1.020	1.27e-02	1.895	0.521	0.919	1.25	1.0000
GM.5.0.HSF.0005	1672	1.549	100	1.000	3.22e-06	5.492	0.518	0.921	1.55	1.0000
GM.5.0.bHLH.0060	2461	2.280	104	1.040	2.55e-19	18.594	0.596	0.937	2.19	1.0000
GM.5.0.C2H2_ZF.0123	1288	1.193	100	1.000	4.53e-02	1.344	0.513	0.919	1.19	1.0000
GM.5.0.CUT_Homeodomain.0005	970	0.899	100	1.000	8.59e-01	0.066	0.458	0.906	0.90	1.0000
GM.5.0.E2F.0011	1465	1.357	100	1.000	1.15e-03	2.940	0.558	0.929	1.36	1.0000
GM.5.0.bHLH.0061	1911	1.771	101	1.010	1.12e-09	8.951	0.554	0.927	1.75	1.0000
GM.5.0.Nuclear_receptor.0055	973	0.902	100	1.000	8.52e-01	0.069	0.498	0.915	0.90	1.0000
GM.5.0.Ets.0022	3502	3.245	100	1.000	1.92e-46	45.717	0.604	0.941	3.24	1.0000
GM.5.0.C2H2_ZF.0124	955	0.885	100	1.000	8.88e-01	0.051	0.497	0.914	0.88	1.0000
GM.5.0.bHLH.0062	2442	2.263	100	1.000	3.01e-20	19.521	0.572	0.934	2.26	1.0000
GM.5.0.C2H2_ZF.0125	1646	1.525	101	1.010	1.10e-05	4.959	0.531	0.923	1.51	1.0000
GM.5.0.MADS_box.0010	3851	3.568	197	1.970	1.08e-19	18.968	0.507	0.922	1.81	1.0000
GM.5.0.bHLH.0063	3478	3.223	100	1.000	8.58e-46	45.066	0.630	0.946	3.22	1.0000
