Chrom	Start	End	X6_147090921_147092694	X165.121662921692	X0.0205346477690151	X0.412600373007824	X0.93426291500998	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr8	48671254	48671614	8_48671254_48671614	16.3286597157367	-0.00862013459507751	0.24884193760088	NA	Intron (ENSMUST00000033965/ENSMUSG00000031561, intron 1 of 28)	8	48227682	48674690	447009	2	ENSMUST00000033965	3076	ENSMUSG00000031561	ENSMUSG00000031561
chr8	46208807	46211882	8_46208807_46211882	295.268251443218	0.00981225834461691	0.729564590043293	0.978660198033766	Promoter (<=1kb)	8	46206797	46211284	4488	2	ENSMUST00000034049	0	ENSMUSG00000031633	ENSMUSG00000031633
chr8	87470768	87473469	8_87470768_87473469	198.015364345237	-0.0353591770724609	0.211468329312525	0.849844377525863	Promoter (<=1kb)	8	87468854	87472592	3739	2	ENSMUST00000034076	0	ENSMUSG00000031654	ENSMUSG00000031654
chr8	78507648	78510606	8_78507648_78510606	333.750655140812	0.0421354814764141	0.222714555938741	0.855441995035247	Promoter (<=1kb)	8	78509335	78734005	224671	1	ENSMUST00000034111	0	ENSMUSG00000031684	ENSMUSG00000031684
chr8	71590677	71592776	8_71590677_71592776	221.379793704182	-0.0592265616826138	0.0838556889696475	0.70937106835681	Promoter (<=1kb)	8	71592176	71596269	4094	1	ENSMUST00000034264	0	ENSMUSG00000031807	ENSMUSG00000031807
chr8	120535563	120538993	8_120535563_120538993	374.178427737834	0.0873474952279669	0.0754665975251008	0.691182428721436	Promoter (<=1kb)	8	120535857	120579480	43624	1	ENSMUST00000120493	0	ENSMUSG00000031822	ENSMUSG00000031822
chr8	120535563	120538993	8_120535563_120538993	374.178427737834	0.0873474952279669	0.0754665975251008	0.691182428721436	Promoter (<=1kb)	8	120535857	120579480	43624	1	ENSMUST00000120493	0	ENSMUSG00000031822	ENSMUSG00000031822
chr8	70754726	70755648	8_70754726_70755648	134.127088963944	-0.00232353120127186	0.914977858930745	0.992946705109312	Promoter (<=1kb)	8	70755510	70758635	3126	1	ENSMUST00000110092	0	ENSMUSG00000031840	ENSMUSG00000031840
chr8	123476871	123478885	8_123476871_123478885	225.274559930253	0.0518087307877733	0.0862175910654286	0.714744801291796	Promoter (<=1kb)	8	123477903	123503916	26014	1	ENSMUST00000001520	0	ENSMUSG00000031967	ENSMUSG00000031967
chr8	124520831	124521989	8_124520831_124521989	132.68482382041	-0.0130721586098086	0.564986014415035	0.95335090938763	Promoter (<=1kb)	8	124520819	124529903	9085	1	ENSMUST00000176279	13	ENSMUSG00000031979	ENSMUSG00000031979
chr9	35556314	35560302	9_35556314_35560302	419.451917585359	-0.00146226466734821	0.962061015382133	0.994089702183195	Promoter (<=1kb)	9	35541848	35558470	16623	2	ENSMUST00000034612	0	ENSMUSG00000032101	ENSMUSG00000032101
chr9	44396416	44398068	9_44396416_44398068	180.955694432068	0.00777397615704676	0.762449662276445	0.982302506989138	Promoter (<=1kb)	9	44398176	44402963	4788	1	ENSMUST00000165839	-108	ENSMUSG00000032114	ENSMUSG00000032114
chr9	21592223	21594675	9_21592223_21594675	245.083587563211	0.0381894734177581	0.205312463189545	0.843954040599665	Promoter (<=1kb)	9	21588709	21592831	4123	2	ENSMUST00000034700	0	ENSMUSG00000032182	ENSMUSG00000032182
chr9	62838840	62839253	9_62838840_62839253	45.1187941859278	-0.00674833551350124	0.588942355776416	0.957781321753282	Promoter (<=1kb)	9	62838792	62846018	7227	1	ENSMUST00000141821	49	ENSMUSG00000032245	ENSMUSG00000032245
chr9	82972177	82976955	9_82972177_82976955	524.80256975733	-0.0307733803923188	0.404762104626113	0.932088408573523	Promoter (<=1kb)	9	82866159	82975489	109331	2	ENSMUST00000034787	0	ENSMUSG00000032253	ENSMUSG00000032253
chr9	54863309	54864897	9_54863309_54864897	182.668477166615	-0.0105939740729013	0.676943182933047	0.973645260623095	Promoter (<=1kb)	9	54863755	54912534	48780	1	ENSMUST00000034843	0	ENSMUSG00000032293	ENSMUSG00000032293
chr9	65884288	65885523	9_65884288_65885523	139.644336165935	0.00647606778462111	0.777637017345734	0.98338065380735	Promoter (<=1kb)	9	65831136	65885055	53920	2	ENSMUST00000122410	0	ENSMUSG00000032386	ENSMUSG00000032386
chr9	65460427	65461879	9_65460427_65461879	125.122591066044	-0.01703758823731	0.619090425051597	0.964284754675924	Promoter (<=1kb)	9	65460937	65488470	27534	1	ENSMUST00000034955	0	ENSMUSG00000032388	ENSMUSG00000032388
chr9	64172698	64175345	9_64172698_64175345	224.660858025229	0.0348140396233581	0.235317051058938	0.863802258229056	Promoter (<=1kb)	9	64173387	64178562	5176	1	ENSMUST00000034966	0	ENSMUSG00000032399	ENSMUSG00000032399
chr9	95510329	95512985	9_95510329_95512985	302.864010672158	-0.00684031425418035	0.814655048194994	0.986975626687857	Promoter (<=1kb)	9	95456894	95511996	55103	2	ENSMUST00000078374	0	ENSMUSG00000032407	ENSMUSG00000032407
chr9	110052094	110054974	9_110052094_110054974	195.698895730934	0.0071211288393695	0.785794043457195	0.985349181935162	Promoter (<=1kb)	9	110052052	110083173	31122	1	ENSMUST00000163979	43	ENSMUSG00000032479	ENSMUSG00000032479
chr2	104122742	104123050	2_104122742_104123050	37.1704644917995	0.00731909450166364	0.564402908748653	NA	Promoter (<=1kb)	2	104122769	104124749	1981	1	ENSMUST00000040374	0	ENSMUSG00000032671	ENSMUSG00000032671
chr10	78590961	78591254	10_78590961_78591254	30.2096952353107	-0.00401212676053654	0.697380260653611	NA	Promoter (<=1kb)	10	78584503	78591964	7462	2	ENSMUST00000040580	710	ENSMUSG00000032714	ENSMUSG00000032714
chr10	78184323	78185177	10_78184323_78185177	103.08857248058	-0.0139143508743867	0.424192648168682	0.935311655572524	Promoter (<=1kb)	10	78170910	78185149	14240	2	ENSMUST00000042556	0	ENSMUSG00000032834	ENSMUSG00000032834
chr11	67454597	67456967	11_67454597_67456967	148.17811864195	-0.0185058884049011	0.433095859648471	0.938179599142375	Promoter (<=1kb)	11	67455437	67683460	228024	1	ENSMUST00000108681	0	ENSMUSG00000033066	ENSMUSG00000033066
chr4	118178186	118180737	4_118178186_118180737	318.751043168581	0.0333369937990246	0.242723143982518	0.866858163908126	Promoter (<=1kb)	4	118136957	118180043	43087	2	ENSMUST00000106406	0	ENSMUSG00000033326	ENSMUSG00000033326
chr12	76837313	76838480	12_76837313_76838480	206.227361575239	0.00238890616264441	0.929013466710958	0.993531664681619	Promoter (<=1kb)	12	76837414	76921412	83999	1	ENSMUST00000041008	0	ENSMUSG00000033373	ENSMUSG00000033373
chr1	155971778	155974328	1_155971778_155974328	238.031574216265	0.00589955190302672	0.837565799742504	0.988423309158925	Promoter (<=1kb)	1	155844966	155972887	127922	2	ENSMUST00000138762	0	ENSMUSG00000033671	ENSMUSG00000033671
chr15	76721499	76724260	15_76721499_76724260	261.386893631076	0.00639821879114337	0.818929470177307	0.986975626687857	Promoter (<=1kb)	15	76715276	76722173	6898	2	ENSMUST00000049956	0	ENSMUSG00000033707	ENSMUSG00000033707
chr6	85137261	85137793	6_85137261_85137793	63.9656587599103	0.0189507292272666	0.260023070206722	0.87524259742476	Promoter (<=1kb)	6	85133678	85137766	4089	2	ENSMUST00000045986	0	ENSMUSG00000033735	ENSMUSG00000033735
chr13	3633585	3634875	13_3633585_3634875	146.272290519347	-0.00280836938115423	0.90076970903048	0.992204295438332	Promoter (<=1kb)	13	3634032	3651774	17743	1	ENSMUST00000042288	0	ENSMUSG00000033781	ENSMUSG00000033781
chr5	107402533	107404430	5_107402533_107404430	156.251645098648	-0.0110326742498162	0.65148468278636	0.970204117566016	Promoter (<=1kb)	5	107402736	107413620	10885	1	ENSMUST00000159968	0	ENSMUSG00000033805	ENSMUSG00000033805
chr11	118288676	118290770	11_118288676_118290770	247.141170407791	0.0321060262685248	0.295216283326105	0.897003190882968	Promoter (<=1kb)	11	118259651	118290231	30581	2	ENSMUST00000106296	0	ENSMUSG00000033909	ENSMUSG00000033909
chr8	83566703	83568218	8_83566703_83568218	192.808052770525	-0.00738381988559452	0.775217620590803	0.983341038145941	Promoter (<=1kb)	8	83566758	83571626	4869	1	ENSMUST00000127162	0	ENSMUSG00000033938	ENSMUSG00000033938
chr2	119786869	119788266	2_119786869_119788266	103.18937228668	0.00903482333217708	0.657423382947036	0.972191672588182	Promoter (<=1kb)	2	119763304	119787504	24201	2	ENSMUST00000110793	0	ENSMUSG00000034032	ENSMUSG00000034032
chr1	92830898	92834636	1_92830898_92834636	335.367888967249	-0.0294776238840498	0.372305542320187	0.928316279272019	Promoter (<=1kb)	1	92831645	92860198	28554	1	ENSMUST00000045970	0	ENSMUSG00000034220	ENSMUSG00000034220
chr11	86355507	86358288	11_86355507_86358288	226.889630560263	-0.0040842864024666	0.880067343335835	0.989872655017534	Promoter (<=1kb)	11	86267033	86357602	90570	2	ENSMUST00000043624	0	ENSMUSG00000034297	ENSMUSG00000034297
chr1	91249790	91252275	1_91249790_91252275	200.712498063645	-0.00404173455504821	0.878979943270007	0.989872655017534	Promoter (<=1kb)	1	91250311	91285740	35430	1	ENSMUST00000059743	0	ENSMUSG00000034343	ENSMUSG00000034343
chr12	71784439	71784700	12_71784439_71784700	11.3946355401058	0.00118457974000918	0.852618204921261	NA	Distal Intergenic	12	71831078	71992367	161290	1	ENSMUST00000085299	-46378	ENSMUSG00000034574	ENSMUSG00000034574
chr11	102190260	102190596	11_102190260_102190596	31.8590245329237	0.00433267419229991	0.697330824484324	NA	Promoter (<=1kb)	11	102189826	102193200	3375	1	ENSMUST00000139995	435	ENSMUSG00000034793	ENSMUSG00000034793
chr12	69167664	69169357	12_69167664_69169357	167.836449234755	-0.00794317766672272	0.720850711460093	0.978660198033766	Promoter (<=1kb)	12	69168814	69179010	10197	1	ENSMUST00000110621	0	ENSMUSG00000034883	ENSMUSG00000034883
chr7	121980244	121982709	7_121980244_121982709	167.735575325823	0.0040222154838811	0.875040916238687	0.989872655017534	Promoter (<=1kb)	7	121922839	121981711	58873	2	ENSMUST00000057576	0	ENSMUSG00000034951	ENSMUSG00000034951
chr17	80288829	80291098	17_80288829_80291098	236.123400634663	0.0293462465001591	0.328454210567275	0.911692441145285	Promoter (<=1kb)	17	80238304	80290476	52173	2	ENSMUST00000038166	0	ENSMUSG00000035051	ENSMUSG00000035051
chr5	100414530	100417520	5_100414530_100417520	277.513545990173	-0.00266881142411432	0.924926090014141	0.992980029669919	Promoter (<=1kb)	5	100361650	100416234	54585	2	ENSMUST00000094578	0	ENSMUSG00000035325	ENSMUSG00000035325
chr6	101198170	101199703	6_101198170_101199703	116.62115306988	-0.0383620085444701	0.0984535339753474	0.737307576659824	Promoter (<=1kb)	6	101169856	101199200	29345	2	ENSMUST00000144505	0	ENSMUSG00000035357	ENSMUSG00000035357
chr10	79996455	79997734	10_79996455_79997734	147.136308336744	-0.0155361622447243	0.502789809338028	0.944646652194455	Promoter (<=1kb)	10	79996494	80015572	19079	1	ENSMUST00000132517	0	ENSMUSG00000035722	ENSMUSG00000035722
chr10	111298209	111299522	10_111298209_111299522	156.534381574405	-0.0123125259748139	0.610267828565946	0.962904057245682	Promoter (<=1kb)	10	111298679	111301736	3058	1	ENSMUST00000040454	0	ENSMUSG00000035759	ENSMUSG00000035759
chr4	41740057	41741299	4_41740057_41741299	130.937676239222	0.0109458599684743	0.635915559527665	0.967857541629191	Promoter (<=1kb)	4	41740449	41741186	738	2	ENSMUST00000142840	0	ENSMUSG00000036078	ENSMUSG00000036078
chr2	26628113	26629733	2_26628113_26629733	119.582611528743	-0.0161687381240112	0.464515293834787	0.93879880389918	Promoter (<=1kb)	2	26628457	26636497	8041	1	ENSMUST00000074240	0	ENSMUSG00000036186	ENSMUSG00000036186
chr8	69808671	69809825	8_69808671_69809825	65.5239805541694	0.039415750232507	0.0316756664318347	0.543684946728825	Promoter (<=1kb)	8	69808679	69821870	13192	1	ENSMUST00000036074	0	ENSMUSG00000036246	ENSMUSG00000036246
chr2	26020672	26022285	2_26020672_26022285	180.386991673637	0.0176268738266607	0.484729853380833	0.942574860888312	Promoter (<=1kb)	2	25998543	26021747	23205	2	ENSMUST00000036509	0	ENSMUSG00000036352	ENSMUSG00000036352
chr18	34505223	34507685	18_34505223_34507685	243.775779001969	0.014114330055001	0.613969724895596	0.963762980296408	Promoter (<=1kb)	18	34442352	34506823	64472	2	ENSMUST00000040506	0	ENSMUSG00000036501	ENSMUSG00000036501
chr15	102349654	102351071	15_102349654_102351071	138.562819089401	0.00854317637924766	0.714912703972204	0.976725329345809	Promoter (<=1kb)	15	102338247	102350759	12513	2	ENSMUST00000041208	0	ENSMUSG00000036678	ENSMUSG00000036678
chr1	85793527	85795479	1_85793527_85795479	254.379093862415	-0.0492972631130164	0.141881285169644	0.800171974795911	Promoter (<=1kb)	1	85793541	85818513	24973	1	ENSMUST00000126962	0	ENSMUSG00000036707	ENSMUSG00000036707
chr17	24162570	24163711	17_24162570_24163711	122.116652239839	-0.0144612605814448	0.518164305884955	0.945240196728788	Promoter (<=1kb)	17	24158342	24163310	4969	2	ENSMUST00000129523	0	ENSMUSG00000036820	ENSMUSG00000036820
chr11	58953081	58957568	11_58953081_58957568	467.915438713673	0.0318262434598354	0.380146008351801	0.928316279272019	Promoter (<=1kb)	11	58954685	58973098	18414	1	ENSMUST00000047697	0	ENSMUSG00000036964	ENSMUSG00000036964
chr10	61475327	61476564	10_61475327_61476564	162.118201781923	-0.0157493707838438	0.491684756719672	0.94453100694857	Promoter (<=1kb)	10	61475833	61582226	106394	1	ENSMUST00000049242	0	ENSMUSG00000037151	ENSMUSG00000037151
chr8	26157332	26159751	8_26157332_26159751	328.910260160361	0.00917387378879258	0.766719710064755	0.982865968143028	Promoter (<=1kb)	8	26158212	26162940	4729	1	ENSMUST00000036807	0	ENSMUSG00000037214	ENSMUSG00000037214
chr3	37312137	37313430	3_37312137_37313430	152.66344696611	-0.0237147956287487	0.321605801459766	0.907802038451717	Promoter (<=1kb)	3	37312519	37404866	92348	1	ENSMUST00000138710	0	ENSMUSG00000037225	ENSMUSG00000037225
chr5	33377860	33379522	5_33377860_33379522	176.571374552674	0.0327616888478478	0.213180660231217	0.851605009156118	Promoter (<=1kb)	5	33378551	33410519	31969	1	ENSMUST00000153980	0	ENSMUSG00000037355	ENSMUSG00000037355
chr5	66968627	66969300	5_66968627_66969300	30.2638708593532	-0.0032166963735342	0.75778869553157	NA	Promoter (<=1kb)	5	66968961	66998686	29726	1	ENSMUST00000132991	0	ENSMUSG00000037736	ENSMUSG00000037736
chr6	57823321	57825575	6_57823321_57825575	204.917498155855	-0.022747635942467	0.411003228604713	0.934145025576165	Promoter (<=1kb)	6	57727807	57825136	97330	2	ENSMUST00000127485	0	ENSMUSG00000037788	ENSMUSG00000037788
chr9	50767168	50770282	9_50767168_50770282	246.19985782333	0.0402250640071412	0.194659555583817	0.839813861547056	Promoter (<=1kb)	9	50768236	50773348	5113	1	ENSMUST00000042391	0	ENSMUSG00000037845	ENSMUSG00000037845
chr3	137863796	137865726	3_137863796_137865726	303.045755980494	-0.0148084024024463	0.631511487850835	0.967238653024408	Promoter (<=1kb)	3	137864487	137866922	2436	1	ENSMUST00000041045	0	ENSMUSG00000037894	ENSMUSG00000037894
chr13	49319582	49320342	13_49319582_49320342	50.3585638653809	0.0102455432404024	0.478185021577843	0.942545983594424	Promoter (<=1kb)	13	49273382	49320311	46930	2	ENSMUST00000110086	0	ENSMUSG00000037946	ENSMUSG00000037946
chr5	124860550	124864534	5_124860550_124864534	448.135451305798	0.0395159721091869	0.252096548591008	0.873061867755899	Promoter (<=1kb)	5	124834418	124861885	27468	2	ENSMUST00000135495	0	ENSMUSG00000037979	ENSMUSG00000037979
chr10	58932782	58932985	10_58932782_58932985	13.9801419168854	-0.00548230043768439	0.401147640839916	NA	Intron (ENSMUST00000135526/ENSMUSG00000037990, intron 1 of 3)	10	58814059	59007193	193135	1	ENSMUST00000133151	118724	ENSMUSG00000037990	ENSMUSG00000037990
chr16	10541107	10543722	16_10541107_10543722	255.501948210892	-0.00449020181297676	0.864231224711802	0.989872655017534	Promoter (<=1kb)	16	10530207	10543054	12848	2	ENSMUST00000038281	0	ENSMUSG00000038055	ENSMUSG00000038055
chr13	45961507	45966757	13_45961507_45966757	490.651077855983	0.00824966052967552	0.813739661543852	0.986975626687857	Promoter (<=1kb)	13	45965253	45966500	1248	1	ENSMUST00000038032	0	ENSMUSG00000038152	ENSMUSG00000038152
chr13	65111249	65113326	13_65111249_65113326	295.106712507966	-0.0637393191253869	0.0929934773712785	0.728515235770268	Promoter (<=1kb)	13	65064663	65112975	48313	2	ENSMUST00000155487	0	ENSMUSG00000038212	ENSMUSG00000038212
chr6	125008220	125010276	6_125008220_125010276	288.614679242956	-0.010507287584259	0.729353224209266	0.978660198033766	Promoter (<=1kb)	6	125009145	125036180	27036	1	ENSMUST00000132863	0	ENSMUSG00000038346	ENSMUSG00000038346
chr2	173274801	173277422	2_173274801_173277422	266.677518616066	-0.00444462489552377	0.874791619709122	0.989872655017534	Promoter (<=1kb)	2	173224458	173276533	52076	2	ENSMUST00000036248	0	ENSMUSG00000038400	ENSMUSG00000038400
chr8	13286852	13289037	8_13286852_13289037	350.664670247369	0.00626030790449806	0.844825529070606	0.988571753530791	Promoter (<=1kb)	8	13288013	13322924	34912	1	ENSMUST00000045229	0	ENSMUSG00000038497	ENSMUSG00000038497
chr8	70629681	70631394	8_70629681_70631394	109.152051050335	0.00446905365311115	0.830054669602848	0.986975626687857	Promoter (<=1kb)	8	70629393	70632095	2703	2	ENSMUST00000003808	701	ENSMUSG00000038508	ENSMUSG00000038508
chr7	44815371	44819760	7_44815371_44819760	452.66189784804	0.00158452501465842	0.963281768330976	0.994104600121906	Promoter (<=1kb)	7	44812257	44815658	3402	2	ENSMUST00000107893	0	ENSMUSG00000038539	ENSMUSG00000038539
chr7	44815371	44819760	7_44815371_44819760	452.66189784804	0.00158452501465842	0.963281768330976	0.994104600121906	Promoter (<=1kb)	7	44812257	44815658	3402	2	ENSMUST00000107893	0	ENSMUSG00000038539	ENSMUSG00000038539
chr3	95881439	95883173	3_95881439_95883173	210.969230695835	0.0315174128615611	0.261238416301634	0.87524259742476	Promoter (<=1kb)	3	95878503	95882205	3703	2	ENSMUST00000159739	0	ENSMUSG00000038550	ENSMUSG00000038550
chr5	31290313	31292022	5_31290313_31292022	139.395932980567	0.0373667307713451	0.12420065541039	0.782588265859225	Promoter (<=1kb)	5	31253280	31291114	37835	2	ENSMUST00000041565	0	ENSMUSG00000038564	ENSMUSG00000038564
chr8	105604959	105607275	8_105604959_105607275	243.583546679189	-0.0203201735404568	0.466079567282773	0.939115818689184	Promoter (<=1kb)	8	105605229	105622194	16966	1	ENSMUST00000043531	0	ENSMUSG00000038604	ENSMUSG00000038604
chr2	181863580	181865099	2_181863580_181865099	186.954641150665	0.0241392557037235	0.36834102478055	0.928316279272019	Promoter (<=1kb)	2	181864337	181870830	6494	1	ENSMUST00000039551	0	ENSMUSG00000038628	ENSMUSG00000038628
chr7	44359762	44361025	7_44359762_44361025	138.657895142541	0.00359452973942835	0.870287049785372	0.989872655017534	Exon (ENSMUST00000107933/ENSMUSG00000008028, exon 1 of 6)	7	44350762	44352057	1296	1	ENSMUST00000127164	9001	ENSMUSG00000038738	ENSMUSG00000038738
chr18	34777028	34779612	18_34777028_34779612	259.777400742151	-0.0210192854057825	0.48192020036324	0.942574860888312	Promoter (<=1kb)	18	34777008	34839370	62363	1	ENSMUST00000043775	21	ENSMUSG00000038773	ENSMUSG00000038773
chr7	80860153	80861982	7_80860153_80861982	183.815428090372	0.00276187868164797	0.907744195044042	0.9927745992856	Promoter (<=1kb)	7	80860920	80874969	14050	1	ENSMUST00000132163	0	ENSMUSG00000038797	ENSMUSG00000038797
chr17	24893986	24897586	17_24893986_24897586	377.076915791246	0.0162165368321425	0.619189235892565	0.964284754675924	Promoter (<=1kb)	17	24895116	24896289	1174	1	ENSMUST00000043907	0	ENSMUSG00000038880	ENSMUSG00000038880
chr17	44776597	44778395	17_44776597_44778395	210.067410258931	0.00485869708407945	0.845419176406706	0.98859010420256	Promoter (<=1kb)	17	44777152	45119290	342139	1	ENSMUST00000050630	0	ENSMUSG00000038954	ENSMUSG00000038954
chr5	29568827	29570752	5_29568827_29570752	208.671573011873	-0.00793194058854524	0.756751114613449	0.982123134890008	Promoter (<=1kb)	5	29569242	29676077	106836	1	ENSMUST00000049453	0	ENSMUSG00000039000	ENSMUSG00000039000
chr2	180256245	180258503	2_180256245_180258503	255.851785400091	0.00147174431424713	0.959983168124711	0.9936030454917	Promoter (<=1kb)	2	180257377	180258445	1069	1	ENSMUST00000059080	0	ENSMUSG00000039001	ENSMUSG00000039001
chr2	32351651	32353230	2_32351651_32353230	122.493245054109	0.00240530628190615	0.91196197745308	0.992946705109312	Promoter (<=1kb)	2	32352327	32378297	25971	1	ENSMUST00000113334	0	ENSMUSG00000039205	ENSMUSG00000039205
chr13	13953804	13956433	13_13953804_13956433	292.196637548267	-0.0163062863189245	0.578233972603629	0.954677546524828	Promoter (<=1kb)	13	13954674	13999068	44395	1	ENSMUST00000099747	0	ENSMUSG00000039242	ENSMUSG00000039242
chr8	54723902	54725047	8_54723902_54725047	143.596369210519	-0.0484856098547632	0.0766582792779049	0.695871428993668	Promoter (<=1kb)	8	54629233	54724388	95156	2	ENSMUST00000127511	0	ENSMUSG00000039375	ENSMUSG00000039375
chr9	10903561	10905135	9_10903561_10905135	148.434912152865	-7.91216388130624e-05	0.995545517019316	0.999003987798043	Promoter (<=1kb)	9	9660891	10904726	1243836	2	ENSMUST00000162484	0	ENSMUSG00000039488	ENSMUSG00000039488
chr4	153480444	153483345	4_153480444_153483345	175.348152465833	-0.0383044864895953	0.167889956887005	0.823805280482009	Promoter (<=1kb)	4	153373221	153482830	109610	2	ENSMUST00000105646	0	ENSMUSG00000039546	ENSMUSG00000039546
chr4	149953240	149955212	4_149953240_149955212	257.027203926012	0.00193992353400761	0.947172175535322	0.9936030454917	Promoter (<=1kb)	4	149896283	149955043	58761	2	ENSMUST00000038562	0	ENSMUSG00000039911	ENSMUSG00000039911
chr8	123653381	123655214	8_123653381_123655214	148.917900128227	0.0274212968647836	0.275104346735471	0.88340508990467	Promoter (<=1kb)	8	123653929	123655985	2057	1	ENSMUST00000136615	0	ENSMUSG00000039960	ENSMUSG00000039960
chr17	23770383	23772483	17_23770383_23772483	293.743706963759	-0.0326315586699614	0.286607586867915	0.892256413621132	Promoter (<=1kb)	17	23755423	23771591	16169	2	ENSMUST00000086325	0	ENSMUSG00000040097	ENSMUSG00000040097
chr9	40530249	40531734	9_40530249_40531734	108.781468849834	-0.0476647184926064	0.0486263107288669	0.60313698985871	Promoter (<=1kb)	9	40293239	40531383	238145	2	ENSMUST00000119373	0	ENSMUSG00000040111	ENSMUSG00000040111
chr3	142700490	142701790	3_142700490_142701790	143.726696669031	0.00446893228367191	0.847983949714834	0.98859010420256	Promoter (<=1kb)	3	142701051	142744527	43477	1	ENSMUST00000106218	0	ENSMUSG00000040213	ENSMUSG00000040213
chr8	121828521	121830069	8_121828521_121830069	163.157140219334	0.0302541545916849	0.248670321047167	0.869648208320368	Promoter (<=1kb)	8	121796313	121829569	33257	2	ENSMUST00000045884	0	ENSMUSG00000040263	ENSMUSG00000040263
chr7	130865415	130867254	7_130865415_130867254	180.534085973023	0.011225454193237	0.648764187270221	0.970204117566016	Promoter (<=1kb)	7	130865756	130913312	47557	1	ENSMUST00000120441	0	ENSMUSG00000040268	ENSMUSG00000040268
chr4	24966210	24967748	4_24966210_24967748	158.679602867819	-0.0300887359749136	0.222298070236614	0.855441995035247	Promoter (<=1kb)	4	24966407	25007300	40894	1	ENSMUST00000151006	0	ENSMUSG00000040372	ENSMUSG00000040372
chr7	45524718	45526607	7_45524718_45526607	218.371218792337	-0.0304349843401395	0.261078574434046	0.87524259742476	Promoter (<=1kb)	7	45526330	45549569	23240	1	ENSMUST00000120985	0	ENSMUSG00000040428	ENSMUSG00000040428
chr7	19920306	19921846	7_19920306_19921846	168.787076802661	-0.0335343422839901	0.207360997141178	0.84815980044202	Promoter (<=1kb)	7	19903578	19921160	17583	2	ENSMUST00000043517	0	ENSMUSG00000040511	ENSMUSG00000040511
chr17	23745789	23746044	17_23745789_23746044	18.3454420607962	-0.00253149609671422	0.753113700633684	NA	Promoter (<=1kb)	17	23741200	23745829	4630	2	ENSMUST00000046525	0	ENSMUSG00000040680	ENSMUSG00000040680
chr11	106159527	106160777	11_106159527_106160777	110.990818910168	-0.0163671312810775	0.42638764507059	0.935311655572524	Promoter (<=1kb)	11	106156256	106160142	3887	2	ENSMUST00000045923	0	ENSMUSG00000040699	ENSMUSG00000040699
chr3	107105155	107105542	3_107105155_107105542	27.4229446469409	-0.00411635524405628	0.65602972205352	NA	Exon (ENSMUST00000038695/ENSMUSG00000040724, exon 3 of 3)	3	107101567	107106879	5313	1	ENSMUST00000038695	3589	ENSMUSG00000040724	ENSMUSG00000040724
chr1	165194039	165194906	1_165194039_165194906	79.889365584091	-0.014462029181858	0.436954978830372	0.938260391670852	Promoter (<=1kb)	1	165174341	165194433	20093	2	ENSMUST00000043338	0	ENSMUSG00000040848	ENSMUSG00000040848
chr18	11838648	11841938	18_11838648_11841938	292.767783846804	-0.0211402808615005	0.479099561980273	0.942545983594424	Promoter (<=1kb)	18	11839220	11945621	106402	1	ENSMUST00000171109	0	ENSMUSG00000040957	ENSMUSG00000040957
chr16	87439647	87441210	16_87439647_87441210	256.679028942829	0.00603824699094976	0.833642384456795	0.987699139691506	Promoter (<=1kb)	16	87433407	87440573	7167	2	ENSMUST00000039101	0	ENSMUSG00000041079	ENSMUSG00000041079
chr3	89088816	89093365	3_89088816_89093365	457.199681154843	-0.125213575615432	0.0326987832545786	0.550340353207435	Promoter (<=1kb)	3	89083981	89090031	6051	2	ENSMUST00000166687	0	ENSMUSG00000041263	ENSMUSG00000041263
chr13	100785760	100787090	13_100785760_100787090	129.778101276359	0.0141606737585954	0.537132252723521	0.947524068850095	Promoter (<=1kb)	13	100778650	100786570	7921	2	ENSMUST00000072119	0	ENSMUSG00000041431	ENSMUSG00000041431
chr5	115347936	115350030	5_115347936_115350030	193.383400306214	0.0261601739455786	0.344460156708128	0.920064746450422	Promoter (<=1kb)	5	115345642	115348981	3340	2	ENSMUST00000040154	0	ENSMUSG00000041697	ENSMUSG00000041697
chr1	133312113	133312401	1_133312113_133312401	20.2750569204136	0.0185232156055584	0.0283850379201658	NA	Promoter (2-3kb)	1	133309823	133323026	13204	1	ENSMUST00000094557	2291	ENSMUSG00000041717	ENSMUSG00000041717
chr12	102128092	102130347	12_102128092_102130347	217.375012034551	-0.0282624274290213	0.32608905300636	0.910533480122325	Promoter (<=1kb)	12	102128733	102267091	138359	1	ENSMUST00000159329	0	ENSMUSG00000041771	ENSMUSG00000041771
chr1	20819394	20820343	1_20819394_20820343	93.9934701551052	0.00602387567559652	0.799797064571285	0.986975626687857	Promoter (<=1kb)	1	20802974	20820278	17305	2	ENSMUST00000053266	0	ENSMUSG00000041859	ENSMUSG00000041859
chr11	61022000	61023420	11_61022000_61023420	101.305861274851	-0.0370460061555744	0.0979445340648087	0.736222482821722	Promoter (<=1kb)	11	61022564	61071131	48568	1	ENSMUST00000089184	0	ENSMUSG00000042529	ENSMUSG00000042529
chr5	121834954	121837367	5_121834954_121837367	170.919941536067	-0.0294234926457656	0.216835820460696	0.853484213351338	Promoter (<=1kb)	5	121815488	121836825	21338	2	ENSMUST00000136960	0	ENSMUSG00000042594	ENSMUSG00000042594
